r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     3.61,     1.56,    -0.00,     0.83,   537.48,   239.76
-16.0,     4.18,     1.70,    -0.02,     0.87,   586.40,   263.08
-12.0,     4.77,     1.81,    -0.03,     0.91,   643.92,   283.79
-11.0,     4.90,     1.83,    -0.03,     0.92,   657.78,   287.42
-11.0,     4.90,     1.83,    -0.03,     0.92,   658.31,   287.55
-8.0,     5.30,     1.90,    -0.03,     0.94,   702.92,   298.80
-4.0,     5.69,     1.95,    -0.02,     0.96,   748.37,   307.99
 0.0,     5.84,     1.98,    -0.01,     0.97,   766.25,   311.66
 4.0,     5.71,     1.98,     0.01,     0.96,   749.01,   308.37
 8.0,     5.32,     1.92,     0.03,     0.93,   702.94,   297.89
12.0,     4.78,     1.82,     0.03,     0.89,   644.28,   278.91
16.0,     4.19,     1.66,     0.03,     0.85,   584.73,   252.33
20.0,     3.61,     1.51,     0.02,     0.82,   531.97,   225.21
22.5,     3.27,     1.44,     0.01,     0.80,   504.86,   210.24
24.0,     3.06,     1.39,    -0.00,     0.78,   488.24,   200.44
27.0,     2.68,     1.30,    -0.02,     0.75,   460.57,   181.14
28.0,     2.56,     1.27,    -0.03,     0.74,   451.51,   174.30
32.0,     2.11,     1.15,    -0.05,     0.70,   419.41,   146.51
36.0,     1.70,     1.04,    -0.08,     0.65,   391.25,   119.98
38.5,     1.47,     0.98,    -0.09,     0.62,   376.68,   106.19
40.0,     1.33,     0.93,    -0.10,     0.60,   367.77,    96.68
43.0,     1.09,     0.86,    -0.11,     0.56,   353.25,    82.66
44.0,     1.01,     0.84,    -0.12,     0.54,   348.51,    77.47
48.0,     0.73,     0.74,    -0.13,     0.49,   333.88,    61.51
52.0,     0.52,     0.63,    -0.15,     0.44,   323.47,    47.50
56.0,     0.35,     0.52,    -0.16,     0.39,   315.78,    36.03
60.0,     0.24,     0.43,    -0.16,     0.33,   310.04,    26.92
