r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     1.31,     0.75,     0.45,     0.38,   698.16,   384.83
-19.0,     1.36,     0.77,     0.46,     0.36,   720.78,   387.36
-18.0,     1.41,     0.79,     0.46,     0.35,   749.14,   390.94
-17.0,     1.47,     0.81,     0.47,     0.34,   781.60,   395.45
-16.0,     1.54,     0.83,     0.47,     0.33,   818.46,   398.03
-15.0,     1.62,     0.85,     0.48,     0.33,   861.32,   398.18
-14.0,     1.69,     0.87,     0.49,     0.32,   907.13,   397.55
-13.0,     1.76,     0.88,     0.50,     0.31,   953.64,   394.35
-12.0,     1.83,     0.88,     0.50,     0.31,  1001.19,   387.94
-11.3,     1.87,     0.88,     0.49,     0.32,  1032.59,   380.47
-11.0,     1.89,     0.88,     0.49,     0.32,  1048.28,   376.69
-10.0,     1.95,     0.86,     0.48,     0.32,  1094.98,   358.50
-9.0,     2.01,     0.84,     0.47,     0.33,  1141.47,   333.57
-8.0,     2.06,     0.81,     0.44,     0.34,  1183.72,   301.87
-7.0,     2.10,     0.77,     0.40,     0.36,  1217.56,   267.12
-6.0,     2.13,     0.72,     0.34,     0.38,  1242.05,   235.74
-5.0,     2.15,     0.68,     0.28,     0.39,  1256.51,   210.78
-4.0,     2.15,     0.65,     0.22,     0.39,  1260.15,   192.10
-3.0,     2.15,     0.62,     0.16,     0.40,  1257.80,   178.73
-2.0,     2.14,     0.60,     0.10,     0.40,  1255.21,   170.01
-1.0,     2.14,     0.58,     0.05,     0.40,  1254.64,   165.77
 0.0,     2.14,     0.57,     0.01,     0.39,  1255.05,   165.03
 1.0,     2.15,     0.57,    -0.05,     0.39,  1256.29,   164.83
 2.0,     2.15,     0.59,    -0.11,     0.38,  1260.34,   167.57
 3.0,     2.17,     0.61,    -0.17,     0.39,  1267.04,   175.35
 4.0,     2.17,     0.64,    -0.23,     0.39,  1269.71,   188.72
 5.0,     2.17,     0.67,    -0.30,     0.39,  1262.88,   209.85
 6.0,     2.14,     0.71,    -0.37,     0.37,  1246.76,   238.35
 7.0,     2.11,     0.76,    -0.42,     0.35,  1221.77,   274.19
 8.0,     2.06,     0.80,    -0.47,     0.33,  1187.26,   310.31
 9.0,     2.01,     0.84,    -0.49,     0.32,  1144.65,   339.89
10.0,     1.95,     0.86,    -0.51,     0.32,  1097.59,   363.22
11.0,     1.89,     0.86,    -0.51,     0.31,  1048.72,   378.28
12.0,     1.83,     0.85,    -0.51,     0.31,  1000.72,   386.00
13.0,     1.76,     0.84,    -0.50,     0.31,   956.17,   392.04
14.0,     1.71,     0.83,    -0.50,     0.32,   916.05,   396.72
15.0,     1.65,     0.82,    -0.50,     0.32,   877.51,   397.76
16.0,     1.59,     0.81,    -0.49,     0.33,   838.27,   397.45
16.2,     1.57,     0.81,    -0.49,     0.33,   829.71,   397.39
17.0,     1.52,     0.80,    -0.49,     0.34,   799.75,   397.16
18.0,     1.45,     0.78,    -0.49,     0.35,   763.47,   394.03
19.0,     1.38,     0.76,    -0.48,     0.36,   729.65,   387.85
20.0,     1.32,     0.74,    -0.48,     0.37,   700.24,   382.52
21.0,     1.26,     0.72,    -0.47,     0.38,   675.77,   378.81
21.9,     1.21,     0.70,    -0.46,     0.39,   657.30,   373.99
22.0,     1.20,     0.70,    -0.46,     0.39,   654.99,   373.38
23.0,     1.16,     0.67,    -0.45,     0.40,   638.76,   367.57
24.0,     1.11,     0.65,    -0.45,     0.42,   626.71,   363.97
25.0,     1.06,     0.63,    -0.44,     0.43,   616.41,   360.88
26.0,     1.01,     0.62,    -0.44,     0.44,   607.32,   359.15
27.0,     0.96,     0.60,    -0.43,     0.45,   600.58,   356.97
27.3,     0.95,     0.60,    -0.43,     0.45,   598.98,   355.69
28.0,     0.91,     0.59,    -0.42,     0.45,   595.79,   353.13
29.0,     0.87,     0.57,    -0.41,     0.46,   591.45,   351.99
30.0,     0.81,     0.57,    -0.40,     0.46,   585.09,   351.84
31.0,     0.75,     0.56,    -0.38,     0.47,   575.22,   350.20
31.4,     0.73,     0.56,    -0.38,     0.47,   571.02,   349.40
32.0,     0.70,     0.56,    -0.37,     0.48,   565.76,   348.41
32.1,     0.69,     0.55,    -0.37,     0.48,   564.73,   348.14
33.0,     0.65,     0.54,    -0.36,     0.47,   557.39,   346.22
34.0,     0.60,     0.53,    -0.35,     0.47,   546.79,   340.53
35.0,     0.56,     0.52,    -0.34,     0.46,   533.43,   329.47
36.0,     0.51,     0.51,    -0.33,     0.46,   518.79,   313.97
37.0,     0.47,     0.49,    -0.32,     0.44,   502.10,   296.79
38.0,     0.41,     0.48,    -0.32,     0.43,   481.48,   280.84
38.0,     0.41,     0.48,    -0.32,     0.43,   481.35,   280.74
39.0,     0.34,     0.46,    -0.32,     0.41,   458.03,   262.34
40.0,     0.28,     0.43,    -0.32,     0.40,   435.35,   240.95
41.0,     0.23,     0.40,    -0.31,     0.38,   417.51,   225.48
42.0,     0.19,     0.39,    -0.31,     0.36,   403.60,   213.06
43.0,     0.15,     0.36,    -0.31,     0.34,   386.96,   193.54
44.0,     0.10,     0.34,    -0.30,     0.33,   367.32,   169.08
45.0,     0.06,     0.32,    -0.30,     0.30,   349.43,   144.42
46.0,     0.02,     0.28,    -0.30,     0.28,   334.48,   120.90
47.0,    -0.01,     0.25,    -0.30,     0.26,   323.29,   102.33
48.0,    -0.02,     0.22,    -0.30,     0.24,   316.43,    89.27
48.0,    -0.02,     0.22,    -0.30,     0.24,   316.37,    89.11
49.0,    -0.03,     0.20,    -0.29,     0.22,   311.95,    75.06
50.0,    -0.04,     0.17,    -0.29,     0.20,   307.31,    51.78
51.0,    -0.04,     0.16,    -0.28,     0.19,   303.17,    23.74
52.0,    -0.04,     0.15,    -0.27,     0.18,   301.45,     8.62
54.0,    -0.04,     0.13,    -0.27,     0.15,   300.78,     1.10
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.68,     0.14
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.68,     0.11
58.0,    -0.03,     0.10,    -0.25,     0.11,   300.64,     0.10
60.0,    -0.02,     0.08,    -0.24,     0.10,   300.60,     0.12
