r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.97,     0.75,    -0.01,     0.31,   504.31,   233.05
-4.0,     2.27,     0.88,    -0.02,     0.31,   567.87,   265.99
-3.1,     2.62,     1.04,    -0.03,     0.32,   656.67,   300.55
-3.0,     2.66,     1.06,    -0.03,     0.32,   665.39,   303.73
-2.0,     3.11,     1.21,    -0.03,     0.32,   790.54,   331.66
-1.0,     3.49,     1.29,    -0.02,     0.32,   897.98,   341.00
 0.0,     3.60,     1.31,    -0.01,     0.33,   931.12,   341.70
 1.0,     3.40,     1.28,     0.00,     0.33,   873.06,   342.43
 2.0,     2.98,     1.19,     0.01,     0.33,   755.11,   329.16
 2.2,     2.91,     1.17,     0.01,     0.33,   737.02,   324.53
 3.0,     2.55,     1.02,     0.01,     0.32,   636.36,   297.46
 4.0,     2.21,     0.86,     0.01,     0.31,   552.50,   264.40
 5.0,     1.95,     0.76,     0.00,     0.31,   499.98,   238.65
 5.8,     1.77,     0.71,    -0.00,     0.30,   471.13,   220.97
 6.0,     1.74,     0.70,    -0.00,     0.30,   465.95,   217.64
 6.2,     1.72,     0.69,    -0.01,     0.30,   462.53,   214.97
 7.0,     1.57,     0.66,    -0.01,     0.30,   443.55,   199.50
 8.0,     1.42,     0.63,    -0.02,     0.30,   428.68,   184.69
 9.0,     1.28,     0.61,    -0.03,     0.30,   415.59,   169.64
10.0,     1.15,     0.59,    -0.04,     0.30,   402.03,   152.47
11.0,     1.02,     0.56,    -0.05,     0.29,   389.66,   135.60
11.8,     0.92,     0.54,    -0.06,     0.29,   380.94,   123.48
12.0,     0.91,     0.54,    -0.07,     0.29,   379.38,   121.18
13.0,     0.79,     0.52,    -0.07,     0.28,   370.75,   109.18
14.0,     0.69,     0.49,    -0.08,     0.27,   363.12,    99.24
15.0,     0.60,     0.47,    -0.08,     0.27,   356.45,    91.11
16.0,     0.52,     0.44,    -0.09,     0.27,   350.55,    84.15
17.0,     0.45,     0.40,    -0.10,     0.26,   345.19,    78.19
18.0,     0.38,     0.37,    -0.10,     0.25,   339.79,    71.73
19.0,     0.32,     0.34,    -0.11,     0.24,   334.19,    64.03
20.0,     0.28,     0.31,    -0.11,     0.23,   329.35,    57.12
