r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     2.13,     0.85,    -0.01,     0.35,   502.16,   223.68
-4.0,     2.40,     0.97,    -0.02,     0.35,   550.26,   250.52
-3.0,     2.73,     1.12,    -0.02,     0.36,   620.32,   284.85
-2.9,     2.77,     1.14,    -0.02,     0.36,   630.55,   288.98
-2.0,     3.10,     1.27,    -0.03,     0.37,   706.98,   318.18
-1.0,     3.41,     1.36,    -0.02,     0.37,   783.58,   340.14
-0.3,     3.49,     1.38,    -0.01,     0.37,   804.39,   345.83
 0.0,     3.53,     1.39,    -0.01,     0.37,   813.31,   348.24
 1.0,     3.40,     1.36,     0.00,     0.37,   779.12,   339.53
 2.0,     3.07,     1.25,     0.00,     0.36,   696.41,   312.74
 3.0,     2.68,     1.08,     0.00,     0.36,   605.98,   276.49
 4.0,     2.35,     0.93,    -0.00,     0.35,   536.20,   240.44
 5.0,     2.08,     0.81,    -0.01,     0.34,   487.90,   209.64
 6.0,     1.86,     0.72,    -0.02,     0.33,   455.31,   185.64
 7.0,     1.69,     0.67,    -0.03,     0.32,   432.29,   166.02
 8.0,     1.54,     0.63,    -0.03,     0.32,   415.01,   150.09
 9.0,     1.40,     0.60,    -0.03,     0.32,   400.99,   136.34
10.0,     1.27,     0.58,    -0.04,     0.31,   389.30,   123.15
11.0,     1.15,     0.57,    -0.04,     0.31,   380.12,   111.78
12.0,     1.03,     0.55,    -0.05,     0.30,   371.50,   100.88
13.0,     0.91,     0.53,    -0.06,     0.29,   362.90,    89.43
14.0,     0.81,     0.51,    -0.06,     0.29,   355.20,    78.15
14.3,     0.78,     0.50,    -0.07,     0.29,   353.26,    75.56
15.0,     0.72,     0.49,    -0.07,     0.28,   348.73,    69.16
16.0,     0.63,     0.47,    -0.08,     0.28,   343.66,    64.09
17.0,     0.55,     0.45,    -0.08,     0.27,   339.52,    60.92
17.7,     0.50,     0.43,    -0.08,     0.27,   336.82,    58.74
18.0,     0.48,     0.42,    -0.09,     0.27,   335.66,    57.79
19.0,     0.42,     0.39,    -0.09,     0.26,   331.94,    54.46
20.0,     0.36,     0.37,    -0.09,     0.25,   328.86,    51.40
