r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     3.25,     1.24,     0.02,     0.65,   522.97,   250.92
-18.0,     3.54,     1.35,     0.01,     0.68,   557.03,   273.70
-16.0,     3.86,     1.47,     0.00,     0.71,   597.51,   296.02
-14.0,     4.22,     1.61,    -0.00,     0.73,   646.91,   319.05
-12.0,     4.61,     1.74,    -0.01,     0.75,   704.35,   340.27
-10.0,     5.02,     1.87,    -0.02,     0.77,   768.70,   359.08
-8.0,     5.44,     1.99,    -0.02,     0.79,   837.19,   374.94
-6.0,     5.81,     2.07,    -0.02,     0.80,   901.28,   383.40
-4.0,     6.09,     2.11,    -0.01,     0.80,   952.15,   384.33
-2.0,     6.28,     2.12,    -0.01,     0.81,   985.18,   382.74
 0.0,     6.34,     2.11,     0.00,     0.81,   995.50,   381.55
 2.0,     6.26,     2.11,     0.01,     0.80,   981.47,   382.75
 4.0,     6.07,     2.12,     0.02,     0.79,   944.87,   386.30
 6.0,     5.76,     2.10,     0.03,     0.78,   890.34,   387.21
 8.0,     5.40,     2.01,     0.04,     0.78,   825.51,   378.47
10.0,     5.02,     1.89,     0.04,     0.76,   759.54,   361.92
12.0,     4.65,     1.76,     0.03,     0.74,   698.42,   342.02
14.0,     4.28,     1.61,     0.02,     0.72,   642.71,   319.32
16.0,     3.93,     1.48,     0.01,     0.70,   595.95,   297.91
18.0,     3.63,     1.38,     0.01,     0.69,   560.31,   280.68
20.0,     3.37,     1.28,    -0.00,     0.68,   533.67,   266.70
22.0,     3.12,     1.19,    -0.01,     0.67,   511.09,   252.64
24.0,     2.89,     1.13,    -0.03,     0.65,   490.84,   237.91
26.0,     2.66,     1.09,    -0.04,     0.64,   473.99,   224.12
28.0,     2.45,     1.05,    -0.05,     0.63,   459.14,   210.30
30.0,     2.25,     1.02,    -0.06,     0.63,   444.22,   194.56
32.0,     2.06,     0.99,    -0.07,     0.61,   430.28,   180.26
34.0,     1.89,     0.96,    -0.08,     0.60,   418.65,   168.67
36.0,     1.74,     0.93,    -0.09,     0.58,   408.25,   156.48
38.0,     1.58,     0.90,    -0.11,     0.56,   397.97,   143.92
40.0,     1.41,     0.86,    -0.12,     0.54,   387.31,   131.61
42.0,     1.25,     0.82,    -0.14,     0.52,   377.25,   119.90
44.0,     1.11,     0.78,    -0.16,     0.50,   368.95,   110.09
46.0,     0.98,     0.73,    -0.17,     0.49,   361.36,   101.11
48.0,     0.84,     0.69,    -0.18,     0.46,   353.75,    92.95
50.0,     0.73,     0.65,    -0.18,     0.44,   346.49,    85.71
52.0,     0.62,     0.61,    -0.18,     0.42,   339.57,    79.07
54.0,     0.52,     0.56,    -0.19,     0.41,   333.29,    72.71
56.0,     0.44,     0.52,    -0.19,     0.39,   328.35,    66.82
60.0,     0.31,     0.41,    -0.20,     0.32,   320.11,    55.38
