r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     3.31,     1.43,     0.02,     0.77,   567.07,   288.41
-18.0,     3.64,     1.50,     0.01,     0.79,   599.24,   303.31
-16.0,     3.98,     1.57,    -0.00,     0.80,   635.84,   320.14
-14.0,     4.32,     1.66,    -0.02,     0.82,   677.29,   338.13
-12.0,     4.68,     1.75,    -0.04,     0.85,   724.74,   353.98
-10.0,     5.06,     1.83,    -0.05,     0.87,   779.24,   367.44
-8.0,     5.42,     1.91,    -0.06,     0.88,   837.64,   378.16
-6.0,     5.75,     1.96,    -0.06,     0.90,   892.57,   383.15
-4.0,     6.01,     1.98,    -0.05,     0.91,   935.54,   381.61
-2.0,     6.17,     1.99,    -0.03,     0.92,   963.74,   376.96
 0.0,     6.25,     2.01,    -0.02,     0.91,   976.43,   375.30
 2.0,     6.21,     2.02,    -0.00,     0.90,   968.15,   377.18
 4.0,     6.03,     2.01,     0.01,     0.89,   936.79,   378.77
 6.0,     5.75,     1.96,     0.02,     0.87,   888.54,   377.87
 8.0,     5.42,     1.90,     0.04,     0.85,   834.99,   374.21
10.0,     5.08,     1.85,     0.05,     0.84,   783.03,   367.38
12.0,     4.72,     1.76,     0.04,     0.83,   731.94,   354.90
14.0,     4.36,     1.65,     0.04,     0.81,   682.61,   337.45
16.0,     4.00,     1.54,     0.03,     0.79,   637.99,   317.71
18.0,     3.65,     1.45,     0.02,     0.78,   599.27,   298.47
20.0,     3.35,     1.37,     0.00,     0.76,   565.73,   281.36
22.0,     3.06,     1.30,    -0.01,     0.73,   535.59,   264.89
24.0,     2.77,     1.25,    -0.02,     0.71,   507.86,   247.36
26.0,     2.51,     1.20,    -0.03,     0.69,   482.75,   229.63
28.0,     2.25,     1.16,    -0.03,     0.68,   460.87,   213.77
30.0,     2.01,     1.12,    -0.04,     0.66,   441.38,   198.92
32.0,     1.79,     1.08,    -0.05,     0.63,   422.75,   182.67
34.0,     1.59,     1.03,    -0.06,     0.61,   404.86,   165.21
36.0,     1.39,     0.96,    -0.07,     0.59,   388.94,   148.54
38.0,     1.20,     0.89,    -0.09,     0.56,   375.21,   131.45
40.0,     1.02,     0.81,    -0.10,     0.53,   362.90,   115.96
42.0,     0.85,     0.75,    -0.11,     0.50,   352.08,   104.78
44.0,     0.71,     0.68,    -0.12,     0.47,   342.76,    93.66
46.0,     0.58,     0.62,    -0.14,     0.44,   334.71,    82.03
48.0,     0.46,     0.56,    -0.15,     0.41,   327.77,    71.64
50.0,     0.37,     0.50,    -0.16,     0.38,   321.74,    61.37
52.0,     0.29,     0.44,    -0.17,     0.34,   316.72,    50.92
54.0,     0.23,     0.40,    -0.17,     0.31,   312.67,    40.75
56.0,     0.19,     0.36,    -0.17,     0.29,   309.90,    33.56
60.0,     0.14,     0.28,    -0.17,     0.24,   306.36,    25.71
