Time,HRR,MLR
93.0000,304.5273,0.014433
94.0000,305.0790,0.014459
95.0000,267.9428,0.012699
96.0000,318.0968,0.015076
97.0000,289.7900,0.013734
98.0000,288.9943,0.013696
99.0000,295.2876,0.013995
100.0000,300.7566,0.014254
101.0000,300.3245,0.014233
102.0000,320.5816,0.015193
103.0000,291.5545,0.013818
104.0000,309.8728,0.014686
105.0000,305.5765,0.014482
106.0000,320.7058,0.015199
107.0000,305.3280,0.014471
108.0000,316.0108,0.014977
109.0000,308.0550,0.014600
110.0000,294.1750,0.013942
111.0000,287.8367,0.013642
112.0000,324.5643,0.015382
113.0000,307.4462,0.014571
114.0000,301.4535,0.014287
115.0000,306.9510,0.014547
116.0000,318.1780,0.015080
117.0000,296.9293,0.014072
118.0000,312.9003,0.014829
119.0000,332.5379,0.015760
120.0000,340.4395,0.016135
121.0000,312.9824,0.014833
122.0000,308.5170,0.014622
123.0000,310.2592,0.014704
124.0000,312.3110,0.014801
125.0000,304.5390,0.014433
126.0000,322.9315,0.015305
127.0000,292.3068,0.013853
128.0000,320.8623,0.015207
129.0000,313.2586,0.014846
130.0000,291.9824,0.013838
131.0000,326.7421,0.015485
132.0000,307.0167,0.014551
133.0000,312.0085,0.014787
134.0000,348.5678,0.016520
135.0000,319.2948,0.015132
136.0000,312.2437,0.014798
137.0000,307.8008,0.014588
138.0000,313.5819,0.014862
139.0000,304.0361,0.014409
140.0000,305.6616,0.014486
141.0000,297.9726,0.014122
142.0000,317.4102,0.015043
143.0000,318.5763,0.015098
144.0000,300.0892,0.014222
145.0000,309.6387,0.014675
146.0000,302.4350,0.014333
147.0000,327.6160,0.015527
148.0000,334.2247,0.015840
149.0000,331.6922,0.015720
150.0000,330.5722,0.015667
151.0000,327.8294,0.015537
152.0000,327.7598,0.015534
153.0000,321.6798,0.015245
154.0000,314.8954,0.014924
155.0000,333.0088,0.015782
156.0000,317.6690,0.015055
157.0000,286.0518,0.013557
158.0000,337.6575,0.016003
159.0000,321.4691,0.015236
160.0000,321.6871,0.015246
161.0000,307.3422,0.014566
162.0000,328.3660,0.015562
163.0000,328.0713,0.015548
164.0000,298.0235,0.014124
165.0000,307.2786,0.014563
166.0000,325.3058,0.015417
167.0000,307.6022,0.014578
168.0000,311.9210,0.014783
169.0000,336.4377,0.015945
170.0000,304.2448,0.014419
171.0000,307.2496,0.014562
172.0000,318.5529,0.015097
173.0000,328.7906,0.015582
174.0000,333.3412,0.015798
175.0000,334.9448,0.015874
176.0000,332.7030,0.015768
177.0000,314.5079,0.014906
178.0000,309.5407,0.014670
179.0000,313.0252,0.014835
180.0000,321.9419,0.015258
181.0000,320.5879,0.015194
182.0000,307.3347,0.014566
183.0000,310.8800,0.014734
184.0000,319.0945,0.015123
185.0000,328.4923,0.015568
186.0000,300.0730,0.014221
187.0000,326.3608,0.015467
188.0000,318.8734,0.015112
189.0000,321.4358,0.015234
190.0000,319.9492,0.015163
191.0000,330.9834,0.015686
192.0000,320.9800,0.015212
193.0000,319.6928,0.015151
194.0000,324.8081,0.015394
195.0000,318.1578,0.015079
196.0000,337.9678,0.016017
197.0000,313.4182,0.014854
198.0000,320.7327,0.015201
199.0000,304.8042,0.014446
200.0000,342.5016,0.016232
201.0000,323.2731,0.015321
202.0000,340.3414,0.016130
203.0000,338.8133,0.016058
204.0000,330.1641,0.015648
205.0000,337.1953,0.015981
206.0000,316.7782,0.015013
207.0000,324.6243,0.015385
208.0000,320.4395,0.015187
209.0000,308.7311,0.014632
210.0000,337.4129,0.015991
211.0000,299.8380,0.014210
212.0000,325.5495,0.015429
213.0000,332.0716,0.015738
214.0000,301.0379,0.014267
215.0000,337.7506,0.016007
216.0000,326.1813,0.015459
217.0000,344.7142,0.016337
218.0000,330.9649,0.015686
219.0000,323.9483,0.015353
220.0000,315.9562,0.014974
221.0000,334.5669,0.015856
222.0000,340.1908,0.016123
223.0000,307.9262,0.014594
224.0000,300.2131,0.014228
225.0000,332.3386,0.015751
226.0000,318.4331,0.015092
227.0000,316.1821,0.014985
228.0000,316.9880,0.015023
229.0000,330.1032,0.015645
230.0000,341.4353,0.016182
231.0000,337.2430,0.015983
232.0000,342.1440,0.016215
233.0000,323.5294,0.015333
234.0000,330.0110,0.015640
235.0000,336.2622,0.015937
236.0000,335.7124,0.015911
237.0000,327.7132,0.015531
238.0000,301.6184,0.014295
239.0000,318.4264,0.015091
240.0000,309.6018,0.014673
