Time,HRR,MLR
s,kW,kg/s
1.0000,0.0781,0.000004
2.0000,0.0736,0.000003
3.0000,0.0696,0.000003
4.0000,0.0658,0.000003
5.0000,0.0629,0.000003
6.0000,0.0656,0.000003
7.0000,0.0803,0.000004
8.0000,0.1605,0.000008
9.0000,1.3251,0.000063
10.0000,13.2610,0.000628
11.0000,27.9770,0.001326
12.0000,30.6766,0.001454
13.0000,34.1333,0.001618
14.0000,36.9832,0.001753
15.0000,39.2030,0.001858
16.0000,41.1392,0.001950
17.0000,43.1775,0.002046
18.0000,44.0752,0.002089
19.0000,47.7926,0.002265
20.0000,49.0610,0.002325
21.0000,51.1655,0.002425
22.0000,52.7363,0.002499
23.0000,55.3508,0.002623
24.0000,58.1761,0.002757
25.0000,61.1377,0.002898
26.0000,62.8320,0.002978
27.0000,64.2093,0.003043
28.0000,67.6950,0.003208
29.0000,70.1590,0.003325
30.0000,72.3361,0.003428
31.0000,77.7470,0.003685
32.0000,80.4531,0.003813
33.0000,82.8675,0.003927
34.0000,85.7470,0.004064
35.0000,90.8647,0.004306
36.0000,95.4634,0.004524
37.0000,96.9058,0.004593
38.0000,98.4729,0.004667
39.0000,107.1831,0.005080
40.0000,107.9564,0.005116
41.0000,110.2378,0.005225
42.0000,115.1521,0.005457
43.0000,119.3509,0.005656
44.0000,120.7139,0.005721
45.0000,127.4705,0.006041
46.0000,131.0359,0.006210
47.0000,136.7152,0.006479
48.0000,145.6117,0.006901
49.0000,148.8509,0.007055
50.0000,153.9155,0.007295
51.0000,157.0881,0.007445
52.0000,162.6079,0.007707
53.0000,166.0236,0.007868
54.0000,181.4006,0.008597
55.0000,188.6635,0.008941
56.0000,190.3120,0.009020
57.0000,202.2420,0.009585
58.0000,214.8266,0.010181
59.0000,218.0236,0.010333
60.0000,216.5891,0.010265
61.0000,218.1702,0.010340
62.0000,220.3730,0.010444
63.0000,233.7261,0.011077
64.0000,236.3167,0.011200
65.0000,229.1337,0.010859
66.0000,239.9383,0.011371
67.0000,240.9341,0.011419
68.0000,248.1188,0.011759
69.0000,245.8137,0.011650
70.0000,251.6492,0.011927
71.0000,263.1302,0.012471
72.0000,259.1000,0.012280
73.0000,262.7102,0.012451
74.0000,268.7394,0.012736
75.0000,266.2182,0.012617
76.0000,269.4188,0.012769
77.0000,269.7911,0.012786
78.0000,267.9758,0.012700
79.0000,256.0167,0.012133
80.0000,272.1099,0.012896
81.0000,294.9673,0.013979
82.0000,285.4370,0.013528
83.0000,272.9988,0.012938
84.0000,299.6400,0.014201
85.0000,287.9103,0.013645
86.0000,302.2253,0.014323
87.0000,298.6757,0.014155
88.0000,290.9589,0.013790
89.0000,303.5134,0.014385
90.0000,284.9107,0.013503
91.0000,289.1297,0.013703
92.0000,274.6570,0.013017
