r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-18.0,     3.04,     1.39,     0.05,     0.60,   482.82,   214.33
-14.0,     3.55,     1.62,     0.03,     0.61,   542.41,   242.21
-10.0,     4.20,     1.96,     0.01,     0.61,   634.83,   279.95
-6.0,     4.86,     2.23,    -0.01,     0.61,   738.29,   307.99
-2.0,     5.30,     2.33,     0.01,     0.60,   809.47,   315.28
 2.0,     5.34,     2.31,     0.03,     0.61,   812.66,   313.98
 6.0,     4.91,     2.18,     0.04,     0.61,   740.23,   305.77
10.0,     4.25,     1.92,     0.03,     0.62,   635.30,   283.60
14.0,     3.62,     1.65,     0.01,     0.62,   547.13,   253.80
18.0,     3.12,     1.43,    -0.02,     0.61,   490.25,   226.09
22.0,     2.74,     1.27,    -0.04,     0.59,   459.09,   204.34
26.0,     2.43,     1.19,    -0.07,     0.59,   441.76,   189.38
30.0,     2.15,     1.13,    -0.09,     0.59,   429.76,   175.60
34.0,     1.85,     1.08,    -0.10,     0.57,   418.55,   160.62
38.0,     1.57,     1.01,    -0.12,     0.56,   406.70,   146.38
42.0,     1.34,     0.94,    -0.13,     0.54,   394.19,   132.82
46.0,     1.12,     0.88,    -0.14,     0.52,   381.55,   119.27
50.0,     0.92,     0.81,    -0.16,     0.51,   368.49,   105.93
54.0,     0.71,     0.72,    -0.17,     0.48,   354.90,    92.77
58.0,     0.55,     0.63,    -0.18,     0.46,   342.23,    80.15
62.0,     0.41,     0.54,    -0.18,     0.42,   331.56,    68.84
