r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     2.00,     0.92,    -0.00,     0.29,   600.93,   270.70
-3.0,     2.58,     1.03,    -0.01,     0.30,   751.49,   292.76
-1.0,     3.05,     1.05,     0.00,     0.31,   881.66,   282.18
 1.0,     3.02,     1.04,     0.00,     0.31,   872.02,   281.37
 3.0,     2.54,     1.02,     0.01,     0.30,   738.64,   291.06
 5.0,     1.99,     0.92,     0.01,     0.29,   598.33,   269.46
 7.0,     1.51,     0.79,    -0.01,     0.29,   500.20,   222.44
 9.0,     1.10,     0.68,    -0.04,     0.27,   435.71,   171.19
11.0,     0.75,     0.58,    -0.06,     0.25,   392.11,   129.53
13.0,     0.47,     0.47,    -0.07,     0.23,   360.20,    97.53
15.0,     0.28,     0.38,    -0.08,     0.21,   336.76,    72.78
17.0,     0.16,     0.28,    -0.09,     0.18,   320.48,    52.24
19.0,     0.08,     0.18,    -0.09,     0.15,   309.94,    33.94
21.0,     0.05,     0.11,    -0.09,     0.12,   303.85,    18.76
