r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.98,     0.77,    -0.01,     0.31,   506.94,   239.69
-4.0,     2.26,     0.90,    -0.01,     0.32,   568.02,   272.57
-3.1,     2.60,     1.05,    -0.02,     0.33,   652.18,   304.31
-3.0,     2.63,     1.06,    -0.02,     0.33,   660.44,   307.25
-2.0,     3.07,     1.20,    -0.02,     0.33,   781.71,   331.56
-1.0,     3.45,     1.29,    -0.01,     0.34,   891.19,   339.32
 0.0,     3.60,     1.31,    -0.00,     0.34,   930.97,   340.82
 1.0,     3.42,     1.30,     0.01,     0.34,   880.79,   342.71
 2.0,     3.02,     1.21,     0.02,     0.33,   767.41,   331.62
 2.2,     2.96,     1.19,     0.02,     0.33,   748.87,   327.15
 3.0,     2.58,     1.05,     0.02,     0.32,   645.69,   301.01
 4.0,     2.22,     0.88,     0.01,     0.32,   554.77,   264.82
 5.0,     1.95,     0.76,     0.00,     0.31,   498.53,   236.82
 5.8,     1.78,     0.70,    -0.00,     0.31,   469.62,   218.30
 6.0,     1.75,     0.69,    -0.00,     0.31,   464.42,   214.80
 6.2,     1.72,     0.68,    -0.00,     0.31,   460.77,   211.85
 7.0,     1.58,     0.64,    -0.01,     0.30,   440.45,   194.64
 8.0,     1.42,     0.62,    -0.02,     0.29,   422.95,   177.64
 9.0,     1.28,     0.59,    -0.03,     0.29,   410.38,   163.81
10.0,     1.15,     0.57,    -0.04,     0.29,   399.95,   148.97
11.0,     1.02,     0.55,    -0.05,     0.29,   389.43,   132.12
11.8,     0.92,     0.53,    -0.06,     0.29,   380.90,   119.65
12.0,     0.90,     0.52,    -0.06,     0.29,   379.37,   117.26
13.0,     0.79,     0.50,    -0.07,     0.28,   370.82,   106.11
14.0,     0.69,     0.48,    -0.08,     0.28,   363.22,    97.75
15.0,     0.59,     0.46,    -0.09,     0.27,   356.10,    90.57
16.0,     0.51,     0.43,    -0.09,     0.26,   349.38,    83.36
17.0,     0.44,     0.40,    -0.10,     0.26,   343.26,    76.64
18.0,     0.38,     0.38,    -0.10,     0.25,   337.99,    70.52
19.0,     0.33,     0.35,    -0.11,     0.24,   333.34,    64.59
20.0,     0.29,     0.33,    -0.11,     0.23,   329.45,    59.20
