r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.75,     0.72,     0.00,     0.29,   514.03,   275.47
-4.0,     2.01,     0.81,    -0.00,     0.29,   574.62,   301.58
-3.0,     2.40,     0.96,    -0.00,     0.29,   682.43,   322.92
-2.0,     2.93,     1.10,    -0.01,     0.29,   844.01,   325.85
-1.0,     3.38,     1.15,    -0.01,     0.29,   984.97,   305.88
-0.2,     3.49,     1.16,    -0.01,     0.29,  1018.10,   297.05
 0.0,     3.52,     1.17,    -0.01,     0.28,  1029.15,   294.05
 1.0,     3.32,     1.16,    -0.00,     0.29,   969.79,   310.93
 2.0,     2.87,     1.09,    -0.00,     0.29,   824.76,   325.83
 3.0,     2.35,     0.94,    -0.01,     0.29,   667.75,   317.07
 4.0,     1.97,     0.80,    -0.01,     0.29,   564.07,   294.62
 5.0,     1.73,     0.72,    -0.01,     0.28,   506.19,   268.76
 6.0,     1.55,     0.66,    -0.01,     0.28,   471.62,   242.39
 7.0,     1.39,     0.63,    -0.02,     0.28,   448.80,   219.45
 8.0,     1.25,     0.61,    -0.03,     0.28,   433.18,   199.31
 9.0,     1.11,     0.60,    -0.04,     0.28,   420.40,   180.19
10.0,     0.97,     0.57,    -0.05,     0.27,   407.95,   162.44
11.0,     0.85,     0.55,    -0.07,     0.27,   397.10,   148.05
12.0,     0.74,     0.52,    -0.07,     0.28,   387.98,   137.02
13.0,     0.64,     0.49,    -0.08,     0.28,   379.78,   128.38
14.0,     0.56,     0.46,    -0.09,     0.27,   372.98,   121.05
15.0,     0.49,     0.43,    -0.09,     0.27,   367.00,   114.05
16.0,     0.43,     0.40,    -0.10,     0.27,   360.87,   107.72
17.0,     0.37,     0.37,    -0.10,     0.26,   354.27,   100.59
18.0,     0.32,     0.35,    -0.10,     0.25,   347.23,    91.97
19.0,     0.27,     0.32,    -0.10,     0.24,   340.54,    82.92
20.0,     0.24,     0.30,    -0.10,     0.23,   335.00,    75.13
