Time,HRR,MLR
s,kW,kg/s
1.0000,0.1336,0.000006
2.0000,2.2918,0.000109
3.0000,2.6937,0.000128
4.0000,2.9726,0.000141
5.0000,3.2209,0.000153
6.0000,3.5500,0.000168
7.0000,3.9375,0.000187
8.0000,4.0570,0.000192
9.0000,4.5318,0.000215
10.0000,4.8896,0.000232
11.0000,5.1514,0.000244
12.0000,5.2747,0.000250
13.0000,5.6254,0.000267
14.0000,5.9857,0.000284
15.0000,6.8592,0.000325
16.0000,7.4930,0.000355
17.0000,7.8783,0.000373
18.0000,8.6136,0.000408
19.0000,8.4103,0.000399
20.0000,8.5616,0.000406
21.0000,8.8055,0.000417
22.0000,9.1169,0.000432
23.0000,10.0562,0.000477
24.0000,10.7137,0.000508
25.0000,10.0507,0.000476
26.0000,10.3081,0.000489
27.0000,11.6981,0.000554
28.0000,12.3549,0.000586
29.0000,11.6337,0.000551
30.0000,11.6413,0.000552
31.0000,12.6489,0.000599
32.0000,13.7430,0.000651
33.0000,14.0819,0.000667
34.0000,13.9103,0.000659
35.0000,12.7310,0.000603
36.0000,13.8775,0.000658
37.0000,14.8800,0.000705
38.0000,15.4442,0.000732
39.0000,13.1611,0.000624
40.0000,14.3440,0.000680
41.0000,14.7484,0.000699
42.0000,15.5877,0.000739
43.0000,15.2008,0.000720
44.0000,14.9398,0.000708
45.0000,14.1010,0.000668
46.0000,15.1832,0.000720
47.0000,15.8454,0.000751
48.0000,16.4973,0.000782
49.0000,15.6110,0.000740
50.0000,15.8971,0.000753
51.0000,15.1623,0.000719
52.0000,15.6712,0.000743
53.0000,17.4028,0.000825
54.0000,17.1760,0.000814
55.0000,17.7150,0.000840
56.0000,16.6191,0.000788
57.0000,15.5938,0.000739
58.0000,16.6188,0.000788
59.0000,16.5209,0.000783
60.0000,17.0935,0.000810
61.0000,18.8591,0.000894
62.0000,17.0984,0.000810
63.0000,17.1112,0.000811
64.0000,16.4662,0.000780
65.0000,15.4039,0.000730
66.0000,17.5024,0.000829
67.0000,18.1321,0.000859
68.0000,18.0886,0.000857
69.0000,18.5447,0.000879
70.0000,17.7942,0.000843
71.0000,17.5871,0.000834
72.0000,16.2443,0.000770
73.0000,16.9984,0.000806
74.0000,17.3011,0.000820
75.0000,18.4771,0.000876
76.0000,18.9879,0.000900
77.0000,17.8368,0.000845
78.0000,17.5582,0.000832
79.0000,18.3210,0.000868
80.0000,16.4769,0.000781
81.0000,16.7246,0.000793
82.0000,18.2533,0.000865
83.0000,19.2569,0.000913
84.0000,17.7565,0.000842
85.0000,18.0038,0.000853
86.0000,18.2046,0.000863
87.0000,17.1373,0.000812
88.0000,17.5172,0.000830
89.0000,17.8985,0.000848
90.0000,17.9797,0.000852
91.0000,18.8264,0.000892
92.0000,19.1319,0.000907
93.0000,18.8985,0.000896
94.0000,18.7567,0.000889
95.0000,17.8665,0.000847
96.0000,17.4387,0.000826
97.0000,18.3060,0.000868
98.0000,17.8852,0.000848
99.0000,17.5609,0.000832
100.0000,17.8721,0.000847
101.0000,18.2658,0.000866
102.0000,18.7486,0.000889
103.0000,18.7778,0.000890
104.0000,19.3427,0.000917
105.0000,17.8264,0.000845
106.0000,18.1151,0.000859
107.0000,17.6582,0.000837
108.0000,18.6630,0.000885
109.0000,18.9707,0.000899
110.0000,19.3385,0.000917
111.0000,18.4732,0.000876
112.0000,18.7843,0.000890
113.0000,18.3023,0.000867
114.0000,17.0076,0.000806
115.0000,17.1771,0.000814
116.0000,18.3485,0.000870
117.0000,18.3205,0.000868
118.0000,19.3766,0.000918
119.0000,19.3113,0.000915
120.0000,18.3450,0.000869
121.0000,18.6241,0.000883
122.0000,17.7331,0.000840
123.0000,17.4306,0.000826
124.0000,18.8763,0.000895
125.0000,19.1944,0.000910
126.0000,18.5481,0.000879
127.0000,20.1568,0.000955
128.0000,19.5505,0.000927
129.0000,19.0842,0.000904
130.0000,17.9980,0.000853
131.0000,17.9491,0.000851
132.0000,18.2783,0.000866
133.0000,19.3542,0.000917
134.0000,19.2151,0.000911
135.0000,19.4264,0.000921
136.0000,19.2516,0.000912
137.0000,19.8748,0.000942
138.0000,19.5669,0.000927
139.0000,17.5952,0.000834
140.0000,18.5315,0.000878
141.0000,18.1025,0.000858
