Time,HRR,MLR
142.0000,18.5198,0.000878
143.0000,19.6485,0.000931
144.0000,18.8271,0.000892
145.0000,20.0795,0.000952
146.0000,18.5605,0.000880
147.0000,20.2602,0.000960
148.0000,18.8195,0.000892
149.0000,18.7749,0.000890
150.0000,19.5627,0.000927
151.0000,17.7413,0.000841
152.0000,19.1801,0.000909
153.0000,18.0925,0.000857
154.0000,18.3573,0.000870
155.0000,19.7205,0.000935
156.0000,19.1329,0.000907
157.0000,20.9578,0.000993
158.0000,19.8165,0.000939
159.0000,18.6621,0.000884
160.0000,20.4614,0.000970
161.0000,19.5441,0.000926
162.0000,17.8130,0.000844
163.0000,18.5184,0.000878
164.0000,18.3270,0.000869
165.0000,19.0057,0.000901
166.0000,19.5060,0.000924
167.0000,19.8633,0.000941
168.0000,19.3246,0.000916
169.0000,19.9581,0.000946
170.0000,19.5869,0.000928
171.0000,18.0431,0.000855
172.0000,19.3669,0.000918
173.0000,19.3529,0.000917
174.0000,18.5893,0.000881
175.0000,19.1423,0.000907
176.0000,19.4987,0.000924
177.0000,20.6270,0.000978
178.0000,20.1738,0.000956
179.0000,20.0580,0.000951
180.0000,19.0911,0.000905
181.0000,17.7507,0.000841
182.0000,20.0739,0.000951
183.0000,17.8264,0.000845
184.0000,18.6063,0.000882
185.0000,19.6989,0.000934
186.0000,18.4144,0.000873
187.0000,19.3434,0.000917
188.0000,20.6520,0.000979
189.0000,19.9082,0.000944
190.0000,19.6448,0.000931
191.0000,20.4672,0.000970
192.0000,18.2470,0.000865
193.0000,18.5525,0.000879
194.0000,18.3157,0.000868
195.0000,19.9532,0.000946
196.0000,19.1328,0.000907
197.0000,20.0426,0.000950
198.0000,20.1801,0.000956
199.0000,20.4246,0.000968
200.0000,18.4974,0.000877
201.0000,21.5046,0.001019
202.0000,19.5067,0.000924
203.0000,18.7970,0.000891
204.0000,18.8325,0.000893
205.0000,19.6334,0.000930
206.0000,18.1697,0.000861
207.0000,19.2651,0.000913
208.0000,19.8304,0.000940
209.0000,19.4294,0.000921
210.0000,20.0390,0.000950
211.0000,20.3893,0.000966
212.0000,20.7082,0.000981
213.0000,18.6551,0.000884
214.0000,19.3022,0.000915
215.0000,19.9216,0.000944
216.0000,19.0153,0.000901
217.0000,18.3113,0.000868
218.0000,19.7267,0.000935
219.0000,19.7026,0.000934
220.0000,20.7244,0.000982
221.0000,20.5660,0.000975
222.0000,19.0164,0.000901
223.0000,21.3220,0.001011
224.0000,19.0114,0.000901
225.0000,19.3595,0.000918
226.0000,18.7970,0.000891
227.0000,18.1685,0.000861
228.0000,20.2965,0.000962
229.0000,19.0649,0.000904
230.0000,19.2995,0.000915
231.0000,21.2779,0.001008
232.0000,19.6373,0.000931
233.0000,21.4613,0.001017
234.0000,20.1979,0.000957
235.0000,18.7775,0.000890
236.0000,20.2569,0.000960
237.0000,19.4755,0.000923
238.0000,18.0129,0.000854
239.0000,19.9608,0.000946
240.0000,19.0898,0.000905
