r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     3.27,     1.43,     0.00,     0.78,   553.93,   274.02
-18.0,     3.58,     1.50,    -0.01,     0.79,   586.76,   290.96
-16.0,     3.91,     1.59,    -0.03,     0.81,   624.35,   309.22
-14.0,     4.28,     1.68,    -0.03,     0.83,   668.66,   327.79
-12.0,     4.67,     1.76,    -0.05,     0.84,   720.34,   346.44
-10.0,     5.05,     1.84,    -0.06,     0.85,   777.17,   362.78
-8.0,     5.42,     1.91,    -0.07,     0.86,   835.89,   374.86
-6.0,     5.75,     1.96,    -0.06,     0.87,   889.14,   380.86
-4.0,     6.02,     1.99,    -0.04,     0.87,   930.95,   381.32
-2.0,     6.19,     2.02,    -0.02,     0.87,   957.98,   380.19
 0.0,     6.25,     2.02,     0.01,     0.87,   967.82,   379.92
 2.0,     6.20,     2.01,     0.02,     0.87,   958.20,   380.92
 4.0,     6.02,     1.99,     0.04,     0.87,   928.92,   381.48
 6.0,     5.75,     1.94,     0.05,     0.86,   885.76,   379.07
 8.0,     5.43,     1.89,     0.05,     0.85,   833.80,   372.89
10.0,     5.07,     1.82,     0.05,     0.84,   778.99,   362.95
12.0,     4.72,     1.75,     0.05,     0.83,   727.47,   349.90
14.0,     4.36,     1.66,     0.04,     0.81,   680.37,   334.47
16.0,     3.99,     1.56,     0.03,     0.80,   635.95,   315.58
18.0,     3.63,     1.47,     0.01,     0.78,   594.76,   295.08
20.0,     3.30,     1.39,    -0.01,     0.76,   560.20,   276.63
22.0,     3.00,     1.32,    -0.02,     0.75,   531.45,   259.29
24.0,     2.72,     1.25,    -0.03,     0.74,   505.18,   241.44
26.0,     2.46,     1.19,    -0.04,     0.72,   481.24,   225.06
28.0,     2.22,     1.14,    -0.05,     0.71,   460.52,   211.80
30.0,     2.00,     1.10,    -0.06,     0.69,   442.68,   199.09
32.0,     1.79,     1.05,    -0.07,     0.66,   426.56,   185.60
34.0,     1.59,     1.00,    -0.09,     0.64,   411.38,   173.46
36.0,     1.39,     0.95,    -0.10,     0.61,   396.85,   162.34
38.0,     1.22,     0.90,    -0.11,     0.57,   382.76,   148.66
40.0,     1.05,     0.85,    -0.12,     0.54,   369.76,   133.21
42.0,     0.90,     0.80,    -0.13,     0.51,   358.71,   119.98
44.0,     0.76,     0.75,    -0.14,     0.49,   349.27,   108.67
46.0,     0.63,     0.69,    -0.14,     0.46,   340.97,    98.10
48.0,     0.52,     0.62,    -0.15,     0.44,   333.43,    87.00
50.0,     0.42,     0.56,    -0.15,     0.42,   326.76,    76.16
52.0,     0.34,     0.50,    -0.16,     0.39,   321.31,    66.64
54.0,     0.27,     0.44,    -0.16,     0.36,   316.85,    57.43
56.0,     0.22,     0.39,    -0.17,     0.33,   313.52,    48.83
60.0,     0.13,     0.29,    -0.17,     0.27,   307.95,    31.65
