r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.69,     0.72,     0.00,     0.28,   515.94,   277.97
-4.0,     1.95,     0.83,     0.00,     0.29,   583.45,   309.11
-3.0,     2.35,     0.97,    -0.00,     0.29,   701.58,   333.62
-2.0,     2.87,     1.08,    -0.00,     0.29,   870.37,   328.90
-1.0,     3.32,     1.11,    -0.01,     0.28,  1017.03,   297.42
 0.0,     3.47,     1.12,    -0.00,     0.28,  1064.64,   281.79
 1.0,     3.28,     1.12,     0.00,     0.28,  1004.13,   303.78
 2.0,     2.82,     1.08,     0.00,     0.28,   853.91,   328.65
 3.0,     2.30,     0.94,    -0.00,     0.28,   686.89,   326.32
 4.0,     1.91,     0.80,    -0.00,     0.28,   574.73,   305.38
 5.0,     1.66,     0.72,    -0.01,     0.28,   513.41,   281.37
 6.0,     1.47,     0.66,    -0.01,     0.27,   476.94,   255.21
 7.0,     1.31,     0.63,    -0.02,     0.27,   452.37,   229.23
 8.0,     1.18,     0.61,    -0.03,     0.26,   435.93,   207.38
 9.0,     1.05,     0.59,    -0.05,     0.26,   423.74,   189.17
10.0,     0.93,     0.57,    -0.06,     0.27,   413.91,   173.84
11.0,     0.82,     0.53,    -0.07,     0.27,   404.48,   160.43
12.0,     0.71,     0.50,    -0.08,     0.27,   394.60,   148.12
13.0,     0.61,     0.47,    -0.09,     0.27,   385.81,   137.94
14.0,     0.53,     0.44,    -0.10,     0.27,   377.39,   128.35
15.0,     0.46,     0.41,    -0.10,     0.26,   368.81,   118.47
16.0,     0.40,     0.39,    -0.11,     0.26,   360.66,   108.97
17.0,     0.35,     0.37,    -0.11,     0.25,   353.17,   100.50
18.0,     0.30,     0.34,    -0.11,     0.25,   345.92,    92.84
19.0,     0.25,     0.32,    -0.11,     0.24,   338.69,    84.80
20.0,     0.21,     0.30,    -0.10,     0.23,   331.55,    75.02
