r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     2.85,     1.14,     0.03,     0.67,   577.73,   308.93
-18.0,     3.16,     1.20,     0.01,     0.67,   610.89,   325.93
-16.0,     3.49,     1.29,    -0.00,     0.68,   654.86,   346.80
-14.0,     3.86,     1.37,    -0.02,     0.69,   709.14,   367.55
-12.0,     4.25,     1.46,    -0.04,     0.70,   776.55,   386.98
-10.0,     4.67,     1.55,    -0.05,     0.72,   857.40,   400.10
-8.0,     5.11,     1.64,    -0.05,     0.73,   947.10,   403.97
-6.0,     5.50,     1.71,    -0.05,     0.74,  1031.90,   395.47
-4.0,     5.85,     1.73,    -0.04,     0.74,  1107.35,   377.00
-2.0,     6.08,     1.75,    -0.03,     0.74,  1158.35,   359.23
 0.0,     6.15,     1.77,    -0.02,     0.74,  1173.78,   353.37
 2.0,     6.08,     1.77,    -0.01,     0.74,  1159.01,   359.43
 4.0,     5.89,     1.78,     0.00,     0.74,  1113.03,   376.11
 6.0,     5.55,     1.76,     0.03,     0.74,  1037.41,   396.24
 8.0,     5.15,     1.70,     0.04,     0.73,   949.96,   407.30
10.0,     4.71,     1.60,     0.04,     0.72,   860.87,   403.74
12.0,     4.28,     1.49,     0.04,     0.71,   779.49,   388.47
14.0,     3.88,     1.39,     0.02,     0.69,   710.47,   367.03
16.0,     3.53,     1.29,     0.01,     0.67,   656.06,   344.61
18.0,     3.20,     1.21,    -0.00,     0.66,   613.83,   325.00
20.0,     2.90,     1.14,    -0.02,     0.65,   579.59,   309.13
21.9,     2.62,     1.08,    -0.04,     0.63,   551.25,   293.93
22.0,     2.61,     1.08,    -0.04,     0.63,   549.88,   293.00
24.0,     2.34,     1.02,    -0.05,     0.61,   522.00,   276.14
26.0,     2.09,     0.98,    -0.07,     0.60,   497.09,   260.70
27.0,     1.97,     0.96,    -0.07,     0.59,   486.23,   253.25
28.0,     1.86,     0.93,    -0.08,     0.58,   474.16,   242.98
30.0,     1.64,     0.88,    -0.09,     0.56,   451.06,   220.61
32.0,     1.43,     0.82,    -0.10,     0.54,   429.23,   198.12
34.0,     1.22,     0.77,    -0.11,     0.52,   409.85,   176.81
36.0,     1.03,     0.71,    -0.12,     0.49,   392.12,   157.28
38.0,     0.85,     0.65,    -0.14,     0.46,   376.97,   141.64
38.2,     0.84,     0.65,    -0.14,     0.46,   375.94,   140.75
40.0,     0.69,     0.60,    -0.14,     0.44,   363.53,   128.14
42.0,     0.55,     0.55,    -0.15,     0.41,   350.89,   113.15
43.7,     0.45,     0.51,    -0.15,     0.38,   341.63,   102.13
44.0,     0.43,     0.50,    -0.15,     0.38,   339.98,   100.08
46.0,     0.34,     0.44,    -0.15,     0.34,   331.07,    89.83
48.0,     0.26,     0.39,    -0.16,     0.31,   323.69,    77.93
50.0,     0.20,     0.34,    -0.16,     0.29,   317.93,    67.36
52.0,     0.16,     0.30,    -0.16,     0.26,   314.01,    60.75
54.0,     0.13,     0.26,    -0.16,     0.23,   311.13,    54.89
56.0,     0.11,     0.23,    -0.16,     0.21,   308.90,    48.06
60.0,     0.07,     0.18,    -0.15,     0.17,   305.15,    31.59
