r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     1.37,     0.75,     0.51,     0.36,   743.05,   398.55
-19.0,     1.43,     0.76,     0.52,     0.35,   778.65,   404.86
-18.0,     1.50,     0.78,     0.53,     0.34,   815.39,   408.42
-17.0,     1.56,     0.80,     0.54,     0.34,   852.20,   407.58
-16.0,     1.62,     0.81,     0.55,     0.33,   890.62,   403.15
-15.0,     1.68,     0.82,     0.56,     0.32,   932.37,   396.91
-14.0,     1.74,     0.82,     0.56,     0.32,   976.96,   388.75
-13.0,     1.80,     0.82,     0.57,     0.32,  1021.94,   377.12
-12.0,     1.85,     0.82,     0.57,     0.32,  1065.36,   361.85
-11.3,     1.88,     0.81,     0.57,     0.32,  1092.75,   349.35
-11.0,     1.90,     0.80,     0.56,     0.32,  1106.45,   342.93
-10.0,     1.94,     0.78,     0.55,     0.33,  1144.58,   319.23
-9.0,     1.98,     0.75,     0.52,     0.33,  1178.58,   289.92
-8.0,     2.00,     0.71,     0.47,     0.35,  1203.77,   257.37
-7.0,     2.01,     0.66,     0.41,     0.36,  1213.33,   226.88
-6.0,     2.00,     0.61,     0.34,     0.37,  1205.79,   203.76
-5.0,     1.98,     0.57,     0.27,     0.37,  1189.54,   189.74
-4.0,     1.96,     0.54,     0.22,     0.37,  1173.26,   180.73
-3.0,     1.94,     0.52,     0.17,     0.37,  1159.98,   173.23
-2.0,     1.92,     0.49,     0.12,     0.38,  1150.80,   168.10
-1.0,     1.91,     0.48,     0.07,     0.39,  1144.69,   164.78
 0.0,     1.91,     0.48,     0.01,     0.39,  1142.41,   162.27
 1.0,     1.91,     0.48,    -0.04,     0.39,  1145.17,   161.67
 2.0,     1.93,     0.48,    -0.09,     0.38,  1151.29,   163.18
 3.0,     1.94,     0.50,    -0.14,     0.38,  1161.56,   167.31
 4.0,     1.97,     0.52,    -0.18,     0.37,  1177.21,   174.41
 5.0,     1.99,     0.55,    -0.24,     0.38,  1194.86,   183.25
 6.0,     2.01,     0.59,    -0.31,     0.37,  1209.38,   198.29
 7.0,     2.02,     0.63,    -0.38,     0.36,  1215.06,   221.08
 8.0,     2.01,     0.68,    -0.45,     0.35,  1208.02,   246.69
 9.0,     1.99,     0.73,    -0.50,     0.34,  1187.64,   273.94
10.0,     1.95,     0.78,    -0.54,     0.33,  1154.84,   301.34
11.0,     1.90,     0.81,    -0.56,     0.32,  1113.31,   326.64
12.0,     1.85,     0.83,    -0.57,     0.31,  1068.08,   348.69
13.0,     1.80,     0.84,    -0.57,     0.31,  1022.29,   366.72
14.0,     1.75,     0.84,    -0.56,     0.31,   976.97,   380.35
15.0,     1.69,     0.84,    -0.56,     0.32,   932.45,   391.06
16.0,     1.63,     0.83,    -0.55,     0.32,   890.15,   399.08
16.2,     1.61,     0.83,    -0.55,     0.32,   881.38,   400.20
17.0,     1.56,     0.82,    -0.54,     0.33,   850.68,   404.10
18.0,     1.50,     0.80,    -0.53,     0.33,   813.56,   406.45
19.0,     1.43,     0.77,    -0.52,     0.34,   777.27,   404.71
20.0,     1.36,     0.75,    -0.52,     0.35,   742.03,   400.19
21.0,     1.30,     0.74,    -0.51,     0.36,   710.00,   394.79
21.9,     1.24,     0.72,    -0.50,     0.36,   685.67,   388.97
22.0,     1.24,     0.72,    -0.50,     0.36,   682.63,   388.24
23.0,     1.18,     0.69,    -0.49,     0.37,   659.58,   379.76
24.0,     1.13,     0.67,    -0.47,     0.39,   637.81,   370.00
25.0,     1.06,     0.65,    -0.46,     0.40,   616.81,   360.90
26.0,     1.00,     0.63,    -0.45,     0.41,   599.57,   352.84
27.0,     0.94,     0.61,    -0.44,     0.42,   586.03,   344.88
27.3,     0.92,     0.60,    -0.43,     0.42,   581.97,   342.10
28.0,     0.88,     0.59,    -0.43,     0.42,   573.86,   336.48
29.0,     0.83,     0.57,    -0.42,     0.43,   563.22,   328.52
30.0,     0.77,     0.56,    -0.41,     0.43,   553.13,   321.06
31.0,     0.72,     0.55,    -0.39,     0.44,   542.56,   314.32
31.4,     0.70,     0.55,    -0.39,     0.44,   537.83,   311.47
32.0,     0.68,     0.54,    -0.38,     0.44,   531.92,   307.88
32.1,     0.67,     0.54,    -0.38,     0.44,   530.50,   306.89
33.0,     0.63,     0.53,    -0.37,     0.44,   520.45,   299.76
34.0,     0.57,     0.52,    -0.36,     0.43,   507.74,   290.75
35.0,     0.52,     0.51,    -0.36,     0.43,   494.12,   282.27
36.0,     0.47,     0.50,    -0.35,     0.42,   479.73,   273.24
37.0,     0.42,     0.49,    -0.34,     0.41,   464.78,   262.13
38.0,     0.37,     0.47,    -0.33,     0.40,   448.96,   248.53
38.0,     0.37,     0.47,    -0.33,     0.40,   448.86,   248.44
39.0,     0.32,     0.45,    -0.33,     0.39,   432.66,   233.52
40.0,     0.27,     0.43,    -0.32,     0.38,   416.00,   217.51
41.0,     0.21,     0.40,    -0.32,     0.37,   398.26,   199.78
42.0,     0.16,     0.38,    -0.32,     0.35,   381.33,   181.33
43.0,     0.12,     0.35,    -0.31,     0.33,   365.94,   163.30
44.0,     0.08,     0.32,    -0.31,     0.31,   351.81,   144.96
45.0,     0.05,     0.29,    -0.31,     0.29,   339.46,   125.41
46.0,     0.02,     0.26,    -0.30,     0.27,   328.98,   105.44
47.0,    -0.00,     0.23,    -0.30,     0.25,   319.99,    84.00
48.0,    -0.02,     0.20,    -0.30,     0.23,   312.73,    62.36
48.0,    -0.02,     0.20,    -0.30,     0.23,   312.67,    62.17
49.0,    -0.03,     0.19,    -0.29,     0.22,   307.62,    43.97
50.0,    -0.03,     0.17,    -0.29,     0.20,   304.44,    29.95
51.0,    -0.04,     0.16,    -0.28,     0.19,   302.52,    19.09
52.0,    -0.04,     0.15,    -0.27,     0.18,   301.59,    11.71
54.0,    -0.04,     0.13,    -0.27,     0.15,   300.81,     2.12
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.68,     0.21
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.68,     0.15
58.0,    -0.03,     0.10,    -0.25,     0.11,   300.64,     0.13
60.0,    -0.02,     0.08,    -0.24,     0.10,   300.60,     0.04
