r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     2.14,     0.85,    -0.02,     0.35,   500.04,   218.01
-4.0,     2.41,     0.98,    -0.02,     0.36,   552.37,   249.63
-3.0,     2.73,     1.12,    -0.03,     0.37,   622.70,   283.53
-2.9,     2.77,     1.14,    -0.03,     0.37,   632.52,   287.09
-2.0,     3.08,     1.25,    -0.03,     0.38,   705.90,   312.38
-1.0,     3.37,     1.34,    -0.02,     0.38,   779.18,   333.82
-0.3,     3.45,     1.38,    -0.01,     0.38,   799.92,   341.78
 0.0,     3.49,     1.39,    -0.01,     0.38,   808.81,   345.13
 1.0,     3.36,     1.36,     0.01,     0.38,   776.58,   339.43
 2.0,     3.05,     1.27,     0.02,     0.37,   698.48,   315.60
 3.0,     2.70,     1.12,     0.02,     0.36,   611.66,   280.05
 4.0,     2.37,     0.96,     0.01,     0.35,   539.71,   242.22
 5.0,     2.10,     0.83,     0.01,     0.34,   488.53,   210.91
 6.0,     1.89,     0.75,    -0.00,     0.33,   454.76,   187.04
 7.0,     1.71,     0.69,    -0.01,     0.33,   431.11,   167.06
 8.0,     1.55,     0.65,    -0.02,     0.32,   413.67,   149.43
 9.0,     1.41,     0.62,    -0.03,     0.31,   399.88,   133.46
10.0,     1.28,     0.59,    -0.04,     0.31,   388.30,   119.30
11.0,     1.16,     0.56,    -0.04,     0.30,   378.20,   107.28
12.0,     1.04,     0.54,    -0.05,     0.30,   369.50,    96.25
13.0,     0.92,     0.52,    -0.06,     0.30,   362.07,    86.51
14.0,     0.82,     0.50,    -0.07,     0.29,   355.49,    78.44
14.3,     0.79,     0.49,    -0.07,     0.29,   353.70,    76.20
15.0,     0.72,     0.47,    -0.07,     0.29,   349.55,    70.68
16.0,     0.63,     0.45,    -0.08,     0.28,   343.92,    64.46
17.0,     0.55,     0.43,    -0.09,     0.28,   339.19,    61.10
17.7,     0.50,     0.41,    -0.09,     0.27,   336.49,    58.93
18.0,     0.48,     0.41,    -0.09,     0.27,   335.33,    57.98
19.0,     0.42,     0.39,    -0.10,     0.26,   331.50,    53.54
20.0,     0.37,     0.37,    -0.10,     0.25,   328.18,    49.13
