r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     2.24,     0.90,     0.14,     0.53,   596.88,   335.18
-19.0,     2.36,     0.93,     0.14,     0.54,   612.14,   344.15
-18.0,     2.49,     0.95,     0.14,     0.54,   629.73,   353.34
-17.0,     2.62,     0.98,     0.13,     0.54,   650.12,   363.66
-16.0,     2.76,     1.02,     0.12,     0.53,   673.91,   374.32
-15.0,     2.92,     1.06,     0.11,     0.53,   703.30,   385.96
-14.0,     3.08,     1.12,     0.10,     0.53,   738.80,   398.83
-13.0,     3.26,     1.18,     0.09,     0.53,   779.05,   410.36
-12.0,     3.44,     1.23,     0.08,     0.53,   825.11,   418.09
-11.0,     3.64,     1.28,     0.08,     0.53,   877.29,   420.79
-10.0,     3.85,     1.31,     0.08,     0.53,   933.27,   417.97
-9.0,     4.05,     1.34,     0.08,     0.53,   991.25,   409.71
-8.0,     4.25,     1.37,     0.09,     0.52,  1050.59,   394.92
-7.0,     4.45,     1.37,     0.08,     0.52,  1109.85,   371.93
-6.0,     4.64,     1.35,     0.08,     0.52,  1165.89,   342.03
-5.0,     4.81,     1.32,     0.07,     0.51,  1213.94,   308.29
-4.0,     4.94,     1.29,     0.06,     0.51,  1251.71,   274.50
-3.0,     5.05,     1.26,     0.04,     0.50,  1279.46,   245.99
-2.0,     5.12,     1.22,     0.03,     0.50,  1296.76,   225.43
-1.0,     5.15,     1.20,     0.01,     0.50,  1305.49,   212.68
 0.0,     5.16,     1.19,    -0.00,     0.50,  1308.03,   209.21
 1.0,     5.15,     1.20,    -0.02,     0.50,  1305.67,   214.85
 2.0,     5.12,     1.22,    -0.03,     0.51,  1298.10,   227.67
 3.0,     5.06,     1.25,    -0.04,     0.51,  1283.58,   247.86
 4.0,     4.98,     1.28,    -0.05,     0.51,  1260.55,   274.30
 4.1,     4.96,     1.28,    -0.05,     0.51,  1256.57,   278.21
 5.0,     4.85,     1.32,    -0.06,     0.51,  1227.75,   304.98
 6.0,     4.69,     1.36,    -0.06,     0.51,  1183.54,   337.30
 7.0,     4.50,     1.38,    -0.07,     0.52,  1127.66,   367.16
 8.0,     4.29,     1.37,    -0.08,     0.52,  1064.35,   390.49
 9.0,     4.07,     1.35,    -0.08,     0.53,   999.56,   406.12
10.0,     3.86,     1.32,    -0.08,     0.53,   937.24,   413.84
11.0,     3.66,     1.28,    -0.08,     0.53,   879.22,   414.41
11.1,     3.65,     1.27,    -0.08,     0.53,   876.06,   414.13
12.0,     3.46,     1.23,    -0.09,     0.54,   825.65,   409.65
13.0,     3.27,     1.18,    -0.09,     0.54,   778.75,   402.05
14.0,     3.10,     1.14,    -0.10,     0.54,   739.05,   392.84
15.0,     2.94,     1.09,    -0.11,     0.54,   704.14,   381.65
16.0,     2.79,     1.04,    -0.11,     0.54,   674.55,   370.29
16.6,     2.70,     1.01,    -0.12,     0.54,   659.31,   363.99
17.0,     2.64,     1.00,    -0.12,     0.54,   649.95,   360.06
18.0,     2.51,     0.97,    -0.13,     0.53,   628.58,   349.76
19.0,     2.38,     0.94,    -0.14,     0.53,   609.77,   339.15
20.0,     2.25,     0.91,    -0.14,     0.52,   593.74,   330.05
21.0,     2.13,     0.88,    -0.15,     0.52,   579.41,   322.20
21.1,     2.11,     0.88,    -0.15,     0.52,   577.95,   321.38
22.0,     2.01,     0.85,    -0.15,     0.51,   566.32,   314.76
23.0,     1.91,     0.82,    -0.15,     0.51,   553.98,   307.01
24.0,     1.80,     0.79,    -0.15,     0.50,   540.67,   298.25
25.0,     1.69,     0.77,    -0.16,     0.50,   527.19,   289.04
26.0,     1.60,     0.76,    -0.16,     0.49,   515.33,   279.97
27.0,     1.52,     0.74,    -0.17,     0.48,   505.55,   271.55
28.0,     1.44,     0.73,    -0.17,     0.48,   496.44,   263.90
29.0,     1.36,     0.71,    -0.17,     0.48,   487.03,   255.58
30.0,     1.27,     0.69,    -0.18,     0.47,   476.69,   245.18
31.0,     1.18,     0.68,    -0.18,     0.47,   465.05,   234.24
32.0,     1.09,     0.66,    -0.18,     0.46,   452.81,   223.38
32.4,     1.06,     0.66,    -0.18,     0.46,   448.09,   218.73
33.0,     1.00,     0.64,    -0.19,     0.45,   440.24,   210.76
34.0,     0.91,     0.61,    -0.19,     0.44,   428.27,   197.71
35.0,     0.82,     0.58,    -0.20,     0.43,   417.81,   186.48
36.0,     0.74,     0.56,    -0.20,     0.42,   407.88,   176.27
37.0,     0.66,     0.53,    -0.20,     0.41,   397.65,   165.84
37.6,     0.62,     0.52,    -0.20,     0.40,   391.80,   159.87
38.0,     0.59,     0.51,    -0.20,     0.39,   387.70,   155.55
39.0,     0.52,     0.48,    -0.20,     0.38,   378.75,   146.62
40.0,     0.46,     0.46,    -0.20,     0.37,   371.02,   138.92
41.0,     0.40,     0.44,    -0.20,     0.36,   363.63,   130.78
42.0,     0.35,     0.42,    -0.19,     0.35,   356.05,   122.04
43.0,     0.30,     0.39,    -0.19,     0.33,   348.66,   112.64
44.0,     0.26,     0.37,    -0.19,     0.32,   341.77,   102.57
45.0,     0.22,     0.34,    -0.18,     0.31,   335.67,    92.48
45.9,     0.19,     0.32,    -0.18,     0.30,   330.70,    83.12
46.0,     0.19,     0.32,    -0.18,     0.30,   330.39,    82.50
47.0,     0.16,     0.30,    -0.18,     0.28,   325.81,    73.74
48.0,     0.13,     0.28,    -0.18,     0.27,   322.11,    67.54
49.0,     0.11,     0.26,    -0.18,     0.26,   319.03,    62.89
50.0,     0.09,     0.24,    -0.18,     0.24,   315.92,    57.47
51.0,     0.08,     0.22,    -0.18,     0.23,   313.05,    51.15
52.0,     0.06,     0.21,    -0.18,     0.22,   310.97,    45.71
54.0,     0.04,     0.19,    -0.18,     0.20,   306.72,    33.16
54.9,     0.03,     0.18,    -0.17,     0.19,   305.61,    29.42
