r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-18.0,     0.87,     0.94,     0.42,     0.32,   643.67,   319.08
-14.0,     1.09,     0.95,     0.40,     0.31,   759.05,   313.65
-10.0,     1.42,     0.86,     0.34,     0.32,   912.58,   283.14
-6.0,     1.72,     0.68,     0.21,     0.33,  1048.17,   230.04
-2.0,     1.87,     0.55,     0.07,     0.33,  1114.43,   191.61
 2.0,     1.86,     0.57,    -0.08,     0.33,  1112.66,   195.44
 6.0,     1.71,     0.71,    -0.22,     0.33,  1044.10,   235.53
10.0,     1.42,     0.87,    -0.34,     0.32,   914.14,   285.40
14.0,     1.12,     0.95,    -0.40,     0.31,   766.97,   314.94
18.0,     0.89,     0.93,    -0.42,     0.32,   652.57,   321.38
22.0,     0.77,     0.87,    -0.43,     0.32,   581.18,   316.43
26.0,     0.73,     0.80,    -0.43,     0.34,   544.51,   310.31
30.0,     0.73,     0.74,    -0.43,     0.37,   530.11,   308.49
34.0,     0.71,     0.70,    -0.43,     0.40,   521.75,   304.32
38.0,     0.64,     0.65,    -0.42,     0.41,   499.64,   288.80
42.0,     0.42,     0.54,    -0.41,     0.39,   439.79,   236.31
46.0,     0.18,     0.36,    -0.39,     0.34,   363.13,   143.81
50.0,     0.05,     0.22,    -0.36,     0.29,   316.58,    57.56
54.0,     0.02,     0.17,    -0.34,     0.23,   302.66,    13.06
58.0,     0.01,     0.15,    -0.31,     0.20,   300.77,     1.42
62.0,     0.01,     0.12,    -0.29,     0.17,   300.60,     0.15
