r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     2.84,     1.11,     0.02,     0.64,   567.21,   300.12
-18.0,     3.14,     1.17,     0.01,     0.66,   603.40,   319.52
-16.0,     3.47,     1.27,    -0.01,     0.68,   645.59,   341.04
-14.0,     3.84,     1.37,    -0.03,     0.70,   698.80,   362.75
-12.0,     4.24,     1.49,    -0.05,     0.70,   769.35,   383.87
-10.0,     4.67,     1.58,    -0.06,     0.71,   852.71,   398.23
-8.0,     5.11,     1.67,    -0.06,     0.72,   944.41,   403.09
-6.0,     5.53,     1.72,    -0.05,     0.73,  1035.55,   393.98
-4.0,     5.89,     1.74,    -0.04,     0.73,  1115.36,   374.52
-2.0,     6.11,     1.74,    -0.02,     0.72,  1164.36,   357.81
 0.0,     6.18,     1.74,    -0.00,     0.72,  1177.12,   351.11
 2.0,     6.09,     1.75,     0.01,     0.72,  1157.49,   360.29
 4.0,     5.86,     1.75,     0.03,     0.71,  1105.97,   379.05
 6.0,     5.51,     1.72,     0.04,     0.71,  1028.90,   394.83
 8.0,     5.11,     1.65,     0.04,     0.71,   941.50,   402.07
10.0,     4.67,     1.55,     0.03,     0.70,   851.27,   397.70
12.0,     4.24,     1.44,     0.02,     0.69,   768.98,   381.17
14.0,     3.83,     1.33,     0.01,     0.68,   700.76,   360.11
16.0,     3.47,     1.23,    -0.01,     0.68,   648.26,   339.26
18.0,     3.13,     1.16,    -0.03,     0.67,   607.56,   321.97
20.0,     2.83,     1.10,    -0.04,     0.66,   573.19,   305.64
21.9,     2.55,     1.04,    -0.05,     0.64,   544.32,   288.77
22.0,     2.54,     1.04,    -0.05,     0.64,   542.92,   287.78
24.0,     2.28,     0.99,    -0.06,     0.63,   516.19,   269.42
26.0,     2.04,     0.96,    -0.07,     0.62,   491.96,   251.98
27.0,     1.93,     0.94,    -0.08,     0.61,   480.69,   243.54
28.0,     1.81,     0.92,    -0.08,     0.59,   468.64,   233.25
30.0,     1.60,     0.87,    -0.09,     0.57,   447.60,   215.74
32.0,     1.41,     0.82,    -0.11,     0.54,   427.93,   199.08
34.0,     1.21,     0.77,    -0.12,     0.51,   410.23,   184.35
36.0,     1.03,     0.72,    -0.13,     0.48,   393.05,   169.05
38.0,     0.85,     0.68,    -0.14,     0.45,   376.68,   153.35
38.2,     0.84,     0.67,    -0.14,     0.44,   375.53,   152.32
40.0,     0.70,     0.63,    -0.15,     0.42,   362.44,   137.35
42.0,     0.56,     0.57,    -0.15,     0.40,   350.36,   122.34
43.7,     0.45,     0.52,    -0.15,     0.38,   342.06,   112.50
44.0,     0.44,     0.51,    -0.15,     0.37,   340.65,   110.36
46.0,     0.34,     0.44,    -0.15,     0.35,   332.16,    98.76
48.0,     0.26,     0.38,    -0.16,     0.32,   324.59,    86.14
50.0,     0.20,     0.33,    -0.16,     0.29,   318.40,    73.25
52.0,     0.16,     0.29,    -0.16,     0.27,   313.75,    61.36
54.0,     0.13,     0.26,    -0.17,     0.25,   310.32,    52.80
56.0,     0.10,     0.23,    -0.16,     0.22,   308.09,    46.81
60.0,     0.06,     0.16,    -0.16,     0.18,   304.71,    32.43
