r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     2.20,     0.89,     0.15,     0.52,   588.73,   328.23
-19.0,     2.33,     0.91,     0.14,     0.52,   604.89,   338.08
-18.0,     2.46,     0.95,     0.14,     0.53,   622.65,   348.57
-17.0,     2.59,     0.98,     0.13,     0.53,   642.90,   359.44
-16.0,     2.73,     1.01,     0.12,     0.52,   666.93,   371.09
-15.0,     2.88,     1.06,     0.12,     0.52,   694.89,   382.12
-14.0,     3.06,     1.11,     0.11,     0.52,   728.95,   392.42
-13.0,     3.24,     1.16,     0.10,     0.52,   770.42,   403.13
-12.0,     3.44,     1.22,     0.09,     0.52,   818.78,   411.43
-11.0,     3.64,     1.27,     0.08,     0.52,   872.93,   414.81
-10.0,     3.85,     1.31,     0.08,     0.52,   930.45,   412.04
-9.0,     4.06,     1.35,     0.07,     0.51,   990.86,   403.39
-8.0,     4.27,     1.37,     0.07,     0.51,  1054.31,   389.50
-7.0,     4.48,     1.38,     0.07,     0.51,  1117.51,   368.38
-6.0,     4.67,     1.37,     0.06,     0.50,  1175.17,   340.34
-5.0,     4.84,     1.34,     0.05,     0.50,  1223.34,   308.05
-4.0,     4.97,     1.30,     0.05,     0.50,  1259.72,   275.57
-3.0,     5.06,     1.25,     0.03,     0.50,  1283.25,   248.18
-2.0,     5.11,     1.21,     0.02,     0.49,  1297.21,   227.95
-1.0,     5.14,     1.19,     0.01,     0.49,  1304.85,   216.20
 0.0,     5.15,     1.19,    -0.01,     0.49,  1306.99,   212.64
 1.0,     5.14,     1.20,    -0.02,     0.49,  1304.69,   216.78
 2.0,     5.10,     1.22,    -0.03,     0.50,  1297.17,   229.35
 3.0,     5.05,     1.25,    -0.04,     0.50,  1282.17,   250.81
 4.0,     4.95,     1.28,    -0.05,     0.50,  1256.68,   278.84
 4.1,     4.94,     1.28,    -0.05,     0.50,  1252.10,   282.85
 5.0,     4.82,     1.31,    -0.06,     0.51,  1219.01,   310.33
 6.0,     4.66,     1.34,    -0.06,     0.51,  1170.84,   343.07
 7.0,     4.46,     1.35,    -0.07,     0.51,  1113.89,   371.77
 8.0,     4.25,     1.34,    -0.08,     0.51,  1051.94,   392.50
 9.0,     4.04,     1.32,    -0.08,     0.51,   989.79,   405.87
10.0,     3.82,     1.28,    -0.08,     0.52,   926.57,   412.25
11.0,     3.60,     1.23,    -0.09,     0.52,   865.69,   412.63
11.1,     3.59,     1.23,    -0.09,     0.52,   862.54,   412.44
12.0,     3.40,     1.18,    -0.10,     0.53,   812.47,   409.45
13.0,     3.21,     1.13,    -0.10,     0.53,   765.76,   402.95
14.0,     3.03,     1.09,    -0.11,     0.53,   725.06,   393.46
15.0,     2.86,     1.04,    -0.12,     0.53,   691.38,   381.62
16.0,     2.72,     1.00,    -0.13,     0.53,   663.96,   369.11
16.6,     2.63,     0.98,    -0.13,     0.53,   649.77,   362.35
17.0,     2.58,     0.97,    -0.13,     0.52,   641.06,   358.13
18.0,     2.46,     0.93,    -0.14,     0.52,   622.04,   349.01
19.0,     2.34,     0.91,    -0.14,     0.51,   605.44,   340.41
20.0,     2.21,     0.88,    -0.15,     0.51,   588.50,   329.81
21.0,     2.10,     0.87,    -0.15,     0.51,   571.61,   318.16
21.1,     2.08,     0.87,    -0.15,     0.51,   569.91,   317.03
22.0,     1.99,     0.85,    -0.15,     0.50,   556.38,   307.90
23.0,     1.88,     0.83,    -0.15,     0.50,   542.23,   298.77
24.0,     1.78,     0.82,    -0.16,     0.49,   528.80,   289.75
25.0,     1.68,     0.80,    -0.16,     0.49,   516.74,   280.45
26.0,     1.58,     0.78,    -0.16,     0.49,   506.31,   272.58
27.0,     1.49,     0.77,    -0.17,     0.48,   496.40,   266.14
28.0,     1.40,     0.76,    -0.17,     0.47,   486.35,   259.63
29.0,     1.31,     0.74,    -0.17,     0.47,   476.62,   251.74
30.0,     1.23,     0.73,    -0.18,     0.46,   466.83,   242.56
31.0,     1.14,     0.71,    -0.18,     0.46,   456.62,   232.63
32.0,     1.06,     0.69,    -0.18,     0.45,   447.09,   223.19
32.4,     1.03,     0.68,    -0.18,     0.45,   443.46,   219.76
33.0,     0.98,     0.66,    -0.19,     0.44,   437.42,   213.92
34.0,     0.89,     0.63,    -0.19,     0.43,   426.52,   201.53
35.0,     0.81,     0.60,    -0.19,     0.42,   415.24,   187.65
36.0,     0.73,     0.57,    -0.19,     0.41,   404.27,   175.15
37.0,     0.66,     0.54,    -0.19,     0.40,   394.49,   164.53
37.6,     0.62,     0.52,    -0.19,     0.39,   389.45,   159.31
38.0,     0.59,     0.52,    -0.19,     0.39,   385.93,   155.54
39.0,     0.54,     0.49,    -0.18,     0.38,   377.94,   147.98
40.0,     0.48,     0.47,    -0.18,     0.37,   370.27,   140.67
41.0,     0.42,     0.44,    -0.18,     0.36,   363.03,   132.24
42.0,     0.37,     0.41,    -0.18,     0.35,   356.36,   123.78
43.0,     0.33,     0.38,    -0.19,     0.34,   350.05,   115.69
44.0,     0.28,     0.35,    -0.19,     0.32,   343.63,   107.30
45.0,     0.24,     0.33,    -0.18,     0.31,   337.62,   100.08
45.9,     0.20,     0.30,    -0.18,     0.30,   332.66,    93.89
46.0,     0.20,     0.30,    -0.18,     0.30,   332.35,    93.49
47.0,     0.17,     0.28,    -0.18,     0.29,   327.58,    85.39
48.0,     0.14,     0.26,    -0.18,     0.27,   323.19,    76.26
49.0,     0.12,     0.24,    -0.18,     0.26,   319.39,    68.30
50.0,     0.10,     0.23,    -0.18,     0.24,   316.39,    61.92
51.0,     0.08,     0.22,    -0.18,     0.23,   313.80,    55.90
52.0,     0.07,     0.21,    -0.18,     0.22,   311.78,    50.45
54.0,     0.04,     0.18,    -0.18,     0.20,   307.45,    37.14
54.9,     0.04,     0.17,    -0.17,     0.19,   306.22,    33.00
56.0,     0.03,     0.16,    -0.17,     0.18,   304.90,    27.68
59.2,     0.02,     0.13,    -0.17,     0.15,   302.64,    16.63
60.0,     0.01,     0.12,    -0.17,     0.14,   301.99,    11.66
