r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-18.0,     1.91,     1.36,     0.09,     0.48,   540.48,   305.30
-14.0,     2.40,     1.54,     0.07,     0.45,   646.25,   332.98
-10.0,     3.11,     1.63,     0.06,     0.44,   809.80,   335.04
-6.0,     3.79,     1.61,     0.04,     0.43,   977.04,   301.76
-2.0,     4.19,     1.53,     0.02,     0.42,  1080.59,   260.04
 2.0,     4.21,     1.52,    -0.01,     0.42,  1085.24,   255.04
 6.0,     3.81,     1.58,    -0.04,     0.42,   981.30,   296.91
10.0,     3.14,     1.60,    -0.06,     0.43,   812.76,   334.12
14.0,     2.47,     1.51,    -0.07,     0.45,   655.33,   335.46
18.0,     1.97,     1.36,    -0.09,     0.48,   551.19,   311.45
22.0,     1.64,     1.20,    -0.11,     0.51,   495.39,   279.17
26.0,     1.42,     1.06,    -0.13,     0.55,   469.82,   252.79
30.0,     1.24,     0.95,    -0.14,     0.56,   457.50,   233.02
34.0,     1.10,     0.88,    -0.16,     0.57,   451.56,   218.42
38.0,     0.99,     0.84,    -0.17,     0.58,   447.51,   209.13
42.0,     0.85,     0.79,    -0.17,     0.58,   434.83,   197.61
46.0,     0.64,     0.69,    -0.19,     0.55,   407.71,   174.98
50.0,     0.40,     0.54,    -0.21,     0.49,   372.05,   139.23
54.0,     0.21,     0.38,    -0.24,     0.41,   339.44,    96.56
58.0,     0.09,     0.28,    -0.25,     0.35,   316.74,    55.02
62.0,     0.04,     0.24,    -0.25,     0.29,   305.34,    24.06
