r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     1.11,     0.82,     0.43,     0.34,   663.32,   338.26
-18.0,     1.20,     0.83,     0.45,     0.32,   717.73,   340.85
-16.0,     1.32,     0.83,     0.47,     0.31,   787.43,   343.36
-14.0,     1.45,     0.83,     0.49,     0.31,   869.98,   338.91
-12.0,     1.61,     0.82,     0.48,     0.31,   963.17,   321.28
-11.3,     1.67,     0.80,     0.48,     0.31,   997.22,   309.98
-10.0,     1.78,     0.77,     0.45,     0.32,  1062.12,   285.45
-8.0,     1.94,     0.69,     0.39,     0.33,  1148.61,   233.18
-6.0,     2.04,     0.59,     0.30,     0.34,  1200.58,   178.07
-4.0,     2.09,     0.52,     0.20,     0.34,  1221.90,   137.45
-2.0,     2.11,     0.47,     0.09,     0.34,  1228.79,   119.08
 0.0,     2.11,     0.46,    -0.02,     0.33,  1228.48,   116.38
 2.0,     2.11,     0.47,    -0.12,     0.33,  1226.32,   121.31
 4.0,     2.09,     0.52,    -0.22,     0.33,  1221.38,   139.46
 6.0,     2.04,     0.60,    -0.32,     0.33,  1199.90,   176.60
 8.0,     1.94,     0.69,    -0.40,     0.33,  1148.12,   229.16
10.0,     1.79,     0.77,    -0.46,     0.32,  1064.99,   281.64
12.0,     1.62,     0.82,    -0.49,     0.31,   967.97,   319.33
14.0,     1.46,     0.85,    -0.49,     0.30,   873.49,   341.11
16.0,     1.32,     0.86,    -0.48,     0.31,   789.84,   350.17
18.0,     1.21,     0.85,    -0.46,     0.32,   721.39,   351.32
20.0,     1.12,     0.83,    -0.44,     0.34,   668.65,   351.15
22.0,     1.05,     0.80,    -0.43,     0.36,   630.59,   350.76
24.0,     1.00,     0.77,    -0.43,     0.39,   603.03,   350.12
26.0,     0.95,     0.73,    -0.43,     0.41,   585.18,   349.88
27.3,     0.93,     0.71,    -0.43,     0.42,   576.81,   349.36
28.0,     0.91,     0.70,    -0.43,     0.43,   573.30,   349.08
30.0,     0.87,     0.67,    -0.43,     0.45,   566.13,   349.18
32.0,     0.84,     0.66,    -0.42,     0.47,   565.43,   352.01
34.0,     0.80,     0.65,    -0.42,     0.49,   566.71,   354.00
36.0,     0.75,     0.65,    -0.41,     0.50,   566.93,   353.81
38.0,     0.69,     0.66,    -0.40,     0.49,   559.86,   349.51
40.0,     0.60,     0.67,    -0.39,     0.47,   538.93,   338.79
42.0,     0.49,     0.64,    -0.39,     0.44,   501.77,   315.43
44.0,     0.35,     0.57,    -0.38,     0.41,   448.29,   270.17
46.0,     0.20,     0.45,    -0.38,     0.36,   389.90,   205.35
48.0,     0.08,     0.31,    -0.37,     0.31,   343.77,   134.08
50.0,     0.02,     0.22,    -0.36,     0.27,   316.98,    73.66
52.0,    -0.00,     0.18,    -0.35,     0.23,   305.29,    33.10
54.0,    -0.01,     0.16,    -0.33,     0.21,   301.67,    10.93
56.0,    -0.01,     0.15,    -0.32,     0.18,   300.93,     2.81
60.0,     0.00,     0.11,    -0.30,     0.15,   300.71,     0.16
