s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.8000519E+001, 3.0977634E+001, 0.0000000E+000,-1.0113461E+001,-1.8180750E+001,-2.3842948E+000, 8.0847302E-003, 0.0000000E+000, 0.0000000E+000, 3.1858704E-001, 3.0721414E-001,-5.9671758E-001,-3.7907316E-004, 6.4699997E-004,-1.0666562E-002, 5.0813484E-005
 2.0000357E+001, 3.1355006E+001, 0.0000000E+000,-1.0098944E+001,-1.9061277E+001,-2.5086445E+000, 6.3082475E-003, 0.0000000E+000, 0.0000000E+000,-2.7568675E-001,-3.0755140E-001,-5.9333060E-001,-5.0229183E-004, 6.4699997E-004,-1.0997725E-002, 6.4784826E-005
 2.2000679E+001, 3.1446258E+001, 0.0000000E+000,-1.0202884E+001,-1.8101556E+001,-2.4362190E+000, 4.5516116E-003, 0.0000000E+000, 0.0000000E+000, 7.2005322E-001, 7.1015076E-001,-5.9703709E-001,-6.1110557E-004, 6.4699997E-004,-1.0343401E-002, 8.1283989E-005
 2.4000633E+001, 3.2225578E+001, 0.0000000E+000,-1.0271082E+001,-1.8991426E+001,-2.5765711E+000, 3.6302657E-003, 0.0000000E+000, 0.0000000E+000, 4.2810575E-001, 3.9012871E-001,-5.9350360E-001,-7.6162196E-004, 6.4699997E-004,-1.0735081E-002, 8.9498825E-005
 2.6000271E+001, 3.1632625E+001, 0.0000000E+000,-1.0141361E+001,-1.9922317E+001,-2.4205097E+000, 2.8970027E-003, 0.0000000E+000, 0.0000000E+000,-8.0325532E-001,-8.4866561E-001,-5.9003076E-001,-8.5413873E-004, 6.4699997E-004,-1.1082021E-002, 9.5563846E-005
 2.8000402E+001, 3.2376996E+001, 0.0000000E+000,-1.0429309E+001,-1.8386195E+001,-2.4487703E+000, 1.4962117E-003, 0.0000000E+000, 0.0000000E+000, 1.1298440E+000, 1.1142183E+000,-5.9589563E-001,-8.6217920E-004, 6.4699997E-004,-1.0233216E-002, 1.0539196E-004
 3.0000198E+001, 3.3121778E+001, 0.0000000E+000,-1.0736664E+001,-2.0161063E+001,-2.7098611E+000,-2.1871611E-003, 0.0000000E+000, 0.0000000E+000,-4.6385281E-001,-4.8799733E-001,-5.8897272E-001,-1.0539203E-003, 6.4699997E-004,-1.1056940E-002, 1.3067635E-004
 3.2000084E+001, 3.3707239E+001, 0.0000000E+000,-1.0952191E+001,-1.9880311E+001,-2.6762314E+000,-5.3491725E-003, 0.0000000E+000, 0.0000000E+000, 2.4140130E-001, 1.9315653E-001,-5.8983586E-001,-1.2993136E-003, 6.4699997E-004,-1.0853235E-002, 1.5826208E-004
 3.4000572E+001, 3.4059687E+001, 0.0000000E+000,-1.1014177E+001,-2.0026749E+001,-2.6440297E+000,-8.2173938E-003, 0.0000000E+000, 0.0000000E+000, 4.1868823E-001, 3.6651402E-001,-5.8927120E-001,-1.5162276E-003, 6.4699997E-004,-1.0639336E-002, 1.8976766E-004
 3.6000141E+001, 3.5072192E+001, 0.0000000E+000,-1.1518274E+001,-2.0547696E+001,-2.7194779E+000,-1.1095645E-002, 0.0000000E+000, 0.0000000E+000, 3.1188079E-001, 2.7564835E-001,-5.8728043E-001,-1.8285011E-003, 6.4699998E-004,-1.0536938E-002, 2.2724557E-004
 3.8000618E+001, 3.6043080E+001, 0.0000000E+000,-1.1859065E+001,-2.0756931E+001,-2.6748437E+000,-1.3569549E-002, 0.0000000E+000, 0.0000000E+000, 7.8181908E-001, 7.3867121E-001,-5.8618048E-001,-2.1260196E-003, 6.4699997E-004,-1.0600081E-002, 2.5889833E-004
 4.0000656E+001, 3.7321269E+001, 0.0000000E+000,-1.2175033E+001,-2.2330744E+001,-2.8337120E+000,-1.8702126E-002, 0.0000000E+000, 0.0000000E+000, 2.7787272E-002,-3.6922318E-002,-5.8006386E-001,-2.5635835E-003, 6.4699998E-004,-1.0974853E-002, 3.1077208E-004
 4.2000210E+001, 3.8617550E+001, 0.0000000E+000,-1.2836317E+001,-2.1542114E+001,-2.7303248E+000,-2.2723546E-002, 0.0000000E+000, 0.0000000E+000, 1.5412331E+000, 1.4860710E+000,-5.8300044E-001,-2.8236493E-003, 6.4699998E-004,-1.0265853E-002, 3.6847885E-004
 4.4000011E+001, 3.9959503E+001, 0.0000000E+000,-1.3245695E+001,-2.3810169E+001,-2.8593036E+000,-2.6886134E-002, 0.0000000E+000, 0.0000000E+000, 9.6738774E-002, 1.7449044E-002,-5.7399720E-001,-3.5597011E-003, 6.4699998E-004,-1.0962982E-002, 4.2366017E-004
 4.6000153E+001, 4.1176586E+001, 0.0000000E+000,-1.3738625E+001,-2.4354078E+001,-2.8070043E+000,-3.0916098E-002, 0.0000000E+000, 0.0000000E+000, 3.1991205E-001, 2.4596287E-001,-5.7176991E-001,-4.0116077E-003, 6.4699998E-004,-1.0841987E-002, 4.8225438E-004
 4.8000092E+001, 4.3057060E+001, 0.0000000E+000,-1.4465223E+001,-2.4840590E+001,-3.0829434E+000,-3.4738263E-002, 0.0000000E+000, 0.0000000E+000, 7.1171763E-001, 6.3356605E-001,-5.6975513E-001,-4.5198638E-003, 6.4699998E-004,-1.0616945E-002, 5.4212802E-004
 5.0000000E+001, 4.4628045E+001, 0.0000000E+000,-1.5083363E+001,-2.5895740E+001,-2.9950293E+000,-4.0382493E-002, 0.0000000E+000, 0.0000000E+000, 6.9183403E-001, 6.1353119E-001,-5.6545504E-001,-5.1034267E-003, 6.4699998E-004,-1.0750668E-002, 6.1202637E-004
 5.2000355E+001, 4.6476169E+001, 0.0000000E+000,-1.5659291E+001,-2.5991042E+001,-3.0719017E+000,-4.4128579E-002, 0.0000000E+000, 0.0000000E+000, 1.7747104E+000, 1.7098054E+000,-5.6482715E-001,-5.5742443E-003, 6.4699998E-004,-1.0386659E-002, 6.8994546E-004
 5.4000202E+001, 4.8204798E+001, 0.0000000E+000,-1.6238361E+001,-2.8317871E+001,-2.9766071E+000,-5.1891596E-002, 0.0000000E+000, 0.0000000E+000, 7.2702386E-001, 6.2006812E-001,-5.5583681E-001,-6.4752048E-003, 6.4699998E-004,-1.0674340E-002, 7.7564467E-004
 5.6000034E+001, 5.0651413E+001, 0.0000000E+000,-1.7280470E+001,-3.0481315E+001,-3.1034024E+000,-5.5789525E-002, 0.0000000E+000, 0.0000000E+000,-1.6057675E-001,-2.6956384E-001,-5.4716411E-001,-7.4973886E-003, 6.4699998E-004,-1.1060076E-002, 8.5471081E-004
 5.8000156E+001, 5.2385789E+001, 0.0000000E+000,-1.7876189E+001,-3.1351156E+001,-3.3072701E+000,-6.1801489E-002, 0.0000000E+000, 0.0000000E+000,-7.6793450E-002,-2.1062792E-001,-5.4362947E-001,-8.1686691E-003, 6.4699998E-004,-1.0976725E-002, 9.4701535E-004
 6.0000187E+001, 5.4880919E+001, 0.0000000E+000,-1.8867153E+001,-3.1222753E+001,-3.3763953E+000,-6.5822385E-002, 0.0000000E+000, 0.0000000E+000, 1.4900376E+000, 1.3487943E+000,-5.4368285E-001,-8.6643818E-003, 6.4699998E-004,-1.0630432E-002, 1.0313308E-003
 6.2000122E+001, 5.6711529E+001, 0.0000000E+000,-1.9442884E+001,-3.3357965E+001,-3.4043970E+000,-7.0783763E-002, 0.0000000E+000, 0.0000000E+000, 5.5967042E-001, 4.3549878E-001,-5.3546141E-001,-9.6137678E-003, 6.4699998E-004,-1.0734002E-002, 1.1236254E-003
 6.4000465E+001, 6.0015366E+001, 0.0000000E+000,-2.0669283E+001,-3.3189770E+001,-3.3420864E+000,-7.3276038E-002, 0.0000000E+000, 0.0000000E+000, 2.8456416E+000, 2.7409505E+000,-5.3580810E-001,-1.0080916E-002, 6.4699998E-004,-1.0252689E-002, 1.2297716E-003
 6.6000229E+001, 6.1632721E+001, 0.0000000E+000,-2.1313779E+001,-3.5806912E+001,-3.4957110E+000,-7.9942005E-002, 0.0000000E+000, 0.0000000E+000, 1.0725228E+000, 9.3637737E-001,-5.2563768E-001,-1.1324487E-002, 6.4699999E-004,-1.0440730E-002, 1.3275184E-003
 6.8000214E+001, 6.4079027E+001, 0.0000000E+000,-2.2446167E+001,-3.7861343E+001,-3.3774586E+000,-8.6590783E-002, 0.0000000E+000, 0.0000000E+000, 4.3112793E-001, 3.0746736E-001,-5.1742504E-001,-1.2380181E-002, 6.4699999E-004,-1.0752393E-002, 1.4172946E-003
 7.0000404E+001, 6.5798099E+001, 0.0000000E+000,-2.2974436E+001,-3.7219729E+001,-3.6553550E+000,-8.7033687E-002, 0.0000000E+000, 0.0000000E+000, 1.9559436E+000, 1.8615463E+000,-5.1960825E-001,-1.2505262E-002, 6.4699999E-004,-1.0348673E-002, 1.5083849E-003
 7.2000183E+001, 6.9669809E+001, 0.0000000E+000,-2.3890218E+001,-3.9853648E+001,-3.7404685E+000,-9.4787931E-002, 0.0000000E+000, 0.0000000E+000, 2.2519672E+000, 2.0906866E+000,-5.0937067E-001,-1.3933319E-002, 6.4699999E-004,-1.0470108E-002, 1.6344588E-003
 7.4000122E+001, 7.2747352E+001, 0.0000000E+000,-2.4830234E+001,-4.3209831E+001,-3.7956320E+000,-1.0126681E-001, 0.0000000E+000, 0.0000000E+000, 9.6520267E-001, 8.1038781E-001,-4.9641098E-001,-1.5210244E-002, 6.4699999E-004,-1.0924779E-002, 1.7540151E-003
 7.6000496E+001, 7.4558833E+001, 0.0000000E+000,-2.5668181E+001,-4.3525533E+001,-3.7277882E+000,-1.0270392E-001, 0.0000000E+000, 0.0000000E+000, 1.7074342E+000, 1.5346265E+000,-4.9491008E-001,-1.5631596E-002, 6.4699999E-004,-1.0679541E-002, 1.8524478E-003
 7.8000244E+001, 7.7575067E+001, 0.0000000E+000,-2.6675050E+001,-4.6527160E+001,-3.8460733E+000,-1.0984955E-001, 0.0000000E+000, 0.0000000E+000, 5.8523935E-001, 4.1693462E-001,-4.8327438E-001,-1.7260837E-002, 6.4699999E-004,-1.0781237E-002, 1.9675216E-003
 8.0000206E+001, 7.9694199E+001, 0.0000000E+000,-2.7524930E+001,-4.6442151E+001,-3.8419824E+000,-1.1377669E-001, 0.0000000E+000, 0.0000000E+000, 1.9113079E+000, 1.7713580E+000,-4.8358001E-001,-1.7564889E-002, 6.4699999E-004,-1.0431220E-002, 2.0671779E-003
 8.2000084E+001, 8.2438626E+001, 0.0000000E+000,-2.8690180E+001,-4.7991115E+001,-3.9274840E+000,-1.2002305E-001, 0.0000000E+000, 0.0000000E+000, 1.8961047E+000, 1.7098233E+000,-4.7764887E-001,-1.8454753E-002, 6.4699998E-004,-1.0534097E-002, 2.1868949E-003
 8.4000023E+001, 8.5953689E+001, 0.0000000E+000,-2.9777749E+001,-5.1498809E+001,-3.8891227E+000,-1.2088975E-001, 0.0000000E+000, 0.0000000E+000, 8.7057597E-001, 6.6711800E-001,-4.6369514E-001,-2.0207656E-002, 6.4699999E-004,-1.0859617E-002, 2.3185634E-003
 8.6000237E+001, 8.9277382E+001, 0.0000000E+000,-3.0896633E+001,-5.3344551E+001,-4.0859753E+000,-1.2992327E-001, 0.0000000E+000, 0.0000000E+000, 1.0047259E+000, 8.2029975E-001,-4.5652346E-001,-2.1306165E-002, 6.4699999E-004,-1.0796310E-002, 2.4542750E-003
 8.8000359E+001, 9.2389879E+001, 0.0000000E+000,-3.1970682E+001,-5.4391783E+001,-4.1887081E+000,-1.3639221E-001, 0.0000000E+000, 0.0000000E+000, 1.9149505E+000, 1.7023134E+000,-4.5266550E-001,-2.2200586E-002, 6.4699999E-004,-1.0421350E-002, 2.5645653E-003
 9.0000069E+001, 9.5161253E+001, 0.0000000E+000,-3.2889325E+001,-5.6891829E+001,-4.1308943E+000,-1.4327580E-001, 0.0000000E+000, 0.0000000E+000, 1.3535615E+000, 1.1059285E+000,-4.4285688E-001,-2.3307119E-002, 6.4699999E-004,-1.0800676E-002, 2.6922355E-003
 9.2000046E+001, 9.6683425E+001, 0.0000000E+000,-3.3408993E+001,-6.0311699E+001,-4.0610246E+000,-1.4903432E-001, 0.0000000E+000, 0.0000000E+000,-9.9302313E-001,-1.2473255E+000,-4.2948960E-001,-2.5176627E-002, 6.4699998E-004,-1.0965858E-002, 2.7649930E-003
 9.4000198E+001, 9.9206796E+001, 0.0000000E+000,-3.4259549E+001,-6.0124267E+001,-3.9545511E+000,-1.5162074E-001, 0.0000000E+000, 0.0000000E+000, 9.9935802E-001, 7.1680796E-001,-4.3010827E-001,-2.5227481E-002, 6.4699998E-004,-1.0713263E-002, 2.8593827E-003
 9.6000381E+001, 1.0376870E+002, 0.0000000E+000,-3.5491195E+001,-5.8174952E+001,-4.4232669E+000,-1.5163027E-001, 0.0000000E+000, 0.0000000E+000, 5.7381500E+000, 5.5276529E+000,-4.3772891E-001,-2.4568661E-002, 6.4699999E-004,-1.0063483E-002, 3.0209790E-003
 9.8000076E+001, 1.0717187E+002, 0.0000000E+000,-3.7271506E+001,-6.2796527E+001,-4.4202094E+000,-1.6188407E-001, 0.0000000E+000, 0.0000000E+000, 2.7337917E+000, 2.5217475E+000,-4.2190832E-001,-2.6851395E-002, 6.4699999E-004,-1.0166544E-002, 3.2323364E-003
 1.0000011E+002, 1.1404974E+002, 0.0000000E+000,-3.9315020E+001,-6.8438380E+001,-4.7526702E+000,-1.7478504E-001, 0.0000000E+000, 0.0000000E+000, 1.6352762E+000, 1.3688867E+000,-4.0134397E-001,-2.9816235E-002, 6.4699998E-004,-1.0628578E-002, 3.4590771E-003
 1.0200055E+002, 1.1776449E+002, 0.0000000E+000,-4.0729922E+001,-7.1615839E+001,-4.6027437E+000,-1.8318051E-001, 0.0000000E+000, 0.0000000E+000, 9.3468807E-001, 6.3280579E-001,-3.8798108E-001,-3.1652946E-002, 6.4699998E-004,-1.0724876E-002, 3.6042598E-003
 1.0400018E+002, 1.2312608E+002, 0.0000000E+000,-4.2745234E+001,-6.9517525E+001,-5.0177499E+000,-1.8800808E-001, 0.0000000E+000, 0.0000000E+000, 5.8961978E+000, 5.6575642E+000,-3.9531941E-001,-3.1042898E-002, 6.4699999E-004,-1.0165947E-002, 3.7980046E-003
 1.0600021E+002, 1.2765751E+002, 0.0000000E+000,-4.3944080E+001,-7.6288520E+001,-5.1116678E+000,-1.9733296E-001, 0.0000000E+000, 0.0000000E+000, 2.4042388E+000, 2.1159049E+000,-3.7713233E-001,-3.3953931E-002, 6.4699993E-004,-1.0030013E-002, 4.0756636E-003
 1.0800021E+002, 1.3175112E+002, 0.0000000E+000,-4.5756060E+001,-7.9592234E+001,-5.4439663E+000,-2.0793983E-001, 0.0000000E+000, 0.0000000E+000, 1.0188559E+000, 7.5092167E-001,-3.6243732E-001,-3.5916160E-002, 6.4699986E-004,-1.0214220E-002, 4.2432337E-003
 1.1000029E+002, 1.4033921E+002, 0.0000000E+000,-4.8840216E+001,-8.1390998E+001,-5.4037371E+000,-2.1515873E-001, 0.0000000E+000, 0.0000000E+000, 4.7780678E+000, 4.4890998E+000,-3.5411432E-001,-3.7221937E-002, 6.4699896E-004,-1.0382392E-002, 4.4535841E-003
 1.1200040E+002, 1.4224799E+002, 0.0000000E+000,-4.9581529E+001,-8.4843688E+001,-5.5974540E+000,-2.2522177E-001, 0.0000000E+000, 0.0000000E+000, 2.3275584E+000, 2.0001025E+000,-3.4380644E-001,-3.9053623E-002, 6.4699993E-004,-1.0184346E-002, 4.6691863E-003
 1.1400009E+002, 1.4652543E+002, 0.0000000E+000,-5.1268924E+001,-8.8683979E+001,-5.5786076E+000,-2.3074241E-001, 0.0000000E+000, 0.0000000E+000, 1.0760163E+000, 7.6317530E-001,-3.3063807E-001,-4.1115900E-002, 6.4699952E-004,-1.0329721E-002, 4.8189870E-003
 1.1600022E+002, 1.5193076E+002, 0.0000000E+000,-5.3289787E+001,-9.0665537E+001,-5.7565029E+000,-2.3494476E-001, 0.0000000E+000, 0.0000000E+000, 2.3217870E+000, 1.9839868E+000,-3.2000623E-001,-4.2809461E-002, 6.4699819E-004,-1.0381137E-002, 4.9762592E-003
 1.1800018E+002, 1.5507002E+002, 0.0000000E+000,-5.4345120E+001,-9.2786865E+001,-6.0815459E+000,-2.4693571E-001, 0.0000000E+000, 0.0000000E+000, 1.9323129E+000, 1.6095537E+000,-3.1768869E-001,-4.3432752E-002, 6.4699984E-004,-1.0137900E-002, 5.1584187E-003
 1.2000003E+002, 1.5506085E+002, 0.0000000E+000,-5.5207891E+001,-9.4315576E+001,-6.0348793E+000,-2.4689382E-001, 0.0000000E+000, 0.0000000E+000,-4.5224724E-001,-7.4439443E-001,-3.1244687E-001,-4.4494121E-002, 6.4699974E-004,-1.0158380E-002, 5.1988075E-003
 1.2200043E+002, 1.6508991E+002, 0.0000000E+000,-5.8292333E+001,-9.6603415E+001,-6.3217562E+000,-2.5595750E-001, 0.0000000E+000, 0.0000000E+000, 3.9429950E+000, 3.6164518E+000,-3.0256972E-001,-4.6013556E-002, 6.4699601E-004,-1.0197630E-002, 5.5005888E-003
 1.2400004E+002, 1.7084251E+002, 0.0000000E+000,-6.0457590E+001,-9.9457314E+001,-6.7194789E+000,-2.6481671E-001, 0.0000000E+000, 0.0000000E+000, 4.3114446E+000, 3.9433144E+000,-2.9465133E-001,-4.7424002E-002, 6.4699148E-004,-9.9584104E-003, 5.7977851E-003
 1.2600023E+002, 1.7525090E+002, 0.0000000E+000,-6.1958020E+001,-1.0277959E+002,-6.7963040E+000,-2.7213504E-001, 0.0000000E+000, 0.0000000E+000, 3.7994979E+000, 3.4448514E+000,-2.9551854E-001,-4.7778827E-002, 6.4699985E-004,-9.5340314E-003, 6.0283388E-003
 1.2800032E+002, 1.8036689E+002, 0.0000000E+000,-6.4812052E+001,-1.0844506E+002,-7.0362920E+000,-2.7831942E-001, 0.0000000E+000, 0.0000000E+000, 1.7693080E-001,-2.0483200E-001,-2.7981465E-001,-5.0498263E-002, 6.4699783E-004,-9.3621942E-003, 6.2587099E-003
 1.3000038E+002, 1.8788573E+002, 0.0000000E+000,-6.7033915E+001,-1.0970107E+002,-7.0917255E+000,-2.8309909E-001, 0.0000000E+000, 0.0000000E+000, 4.1582806E+000, 3.7759178E+000,-2.7512018E-001,-5.1394986E-002, 6.4698724E-004,-9.5758189E-003, 6.4252509E-003
 1.3200029E+002, 1.8913271E+002, 0.0000000E+000,-6.8116705E+001,-1.1322439E+002,-7.3780497E+000,-2.8771392E-001, 0.0000000E+000, 0.0000000E+000, 4.7412278E-001, 1.2585043E-001,-2.6863734E-001,-5.2727029E-002, 6.4699935E-004,-9.3351193E-003, 6.5426206E-003
 1.3400005E+002, 1.9454583E+002, 0.0000000E+000,-7.0104140E+001,-1.1553259E+002,-7.6891134E+000,-2.9430531E-001, 0.0000000E+000, 0.0000000E+000, 1.3155365E+000, 9.2568806E-001,-2.5868275E-001,-5.3713141E-002, 6.4699314E-004,-9.8562595E-003, 6.6710997E-003
 1.3600021E+002, 1.9744973E+002, 0.0000000E+000,-7.1547020E+001,-1.1465182E+002,-7.7171671E+000,-3.0004359E-001, 0.0000000E+000, 0.0000000E+000, 3.6059538E+000, 3.2336807E+000,-2.5360152E-001,-5.5103332E-002, 6.4697349E-004,-9.4701788E-003, 6.9027171E-003
 1.3800021E+002, 2.0381152E+002, 0.0000000E+000,-7.3724500E+001,-1.1981449E+002,-8.2188064E+000,-3.0522122E-001, 0.0000000E+000, 0.0000000E+000, 2.1462278E+000, 1.7484987E+000,-2.5105259E-001,-5.6321777E-002, 6.4695217E-004,-9.1360305E-003, 7.1010669E-003
 1.4000026E+002, 2.0284637E+002, 0.0000000E+000,-7.4607176E+001,-1.2208902E+002,-8.1106815E+000,-3.0901575E-001, 0.0000000E+000, 0.0000000E+000,-1.8754227E+000,-2.2695219E+000,-2.4494358E-001,-5.6990667E-002, 6.4698396E-004,-9.3326788E-003, 7.2543982E-003
 1.4200021E+002, 2.0602592E+002, 0.0000000E+000,-7.6377804E+001,-1.2026218E+002,-8.4948310E+000,-3.1156951E-001, 0.0000000E+000, 0.0000000E+000, 9.8960103E-001, 5.7952987E-001,-2.3975509E-001,-5.8369238E-002, 6.4698638E-004,-9.6018328E-003, 7.1468962E-003
 1.4400014E+002, 2.1000591E+002, 0.0000000E+000,-7.7812958E+001,-1.2020801E+002,-8.3873213E+000,-3.1932524E-001, 0.0000000E+000, 0.0000000E+000, 3.7003522E+000, 3.2782967E+000,-2.4613431E-001,-5.7459711E-002, 6.4699058E-004,-9.2693490E-003, 7.3608716E-003
 1.4600034E+002, 2.1147673E+002, 0.0000000E+000,-7.7260433E+001,-1.2716809E+002,-8.2807605E+000,-3.2522712E-001, 0.0000000E+000, 0.0000000E+000,-1.1370844E+000,-1.5577842E+000,-2.3530378E-001,-5.9094927E-002, 6.4699034E-004,-9.1080827E-003, 7.4859416E-003
 1.4800018E+002, 2.1287157E+002, 0.0000000E+000,-7.8236520E+001,-1.2477190E+002,-8.2568983E+000,-3.2874800E-001, 0.0000000E+000, 0.0000000E+000, 1.6683589E+000, 1.2775005E+000,-2.3963923E-001,-5.8770416E-002, 6.4696223E-004,-8.9881278E-003, 7.5421236E-003
 1.5000038E+002, 2.1685086E+002, 0.0000000E+000,-8.0678072E+001,-1.2786570E+002,-8.6599101E+000,-3.3761784E-001, 0.0000000E+000, 0.0000000E+000,-2.7928958E-001,-6.9043521E-001,-2.3245718E-001,-5.9813129E-002, 6.4694292E-004,-9.2008639E-003, 7.7627036E-003
 1.5200034E+002, 2.2385587E+002, 0.0000000E+000,-8.3111233E+001,-1.2963218E+002,-8.4435387E+000,-3.4555041E-001, 0.0000000E+000, 0.0000000E+000, 2.7421876E+000, 2.3233676E+000,-2.2500968E-001,-6.1410253E-002, 6.4680092E-004,-9.1128621E-003, 7.8663594E-003
 1.5400012E+002, 2.2193813E+002, 0.0000000E+000,-8.3417473E+001,-1.3030191E+002,-8.8033789E+000,-3.3988096E-001, 0.0000000E+000, 0.0000000E+000,-5.2067817E-001,-9.2452163E-001,-2.1953807E-001,-6.2196263E-002, 6.4678736E-004,-9.1526589E-003, 7.8520896E-003
 1.5600044E+002, 2.2150556E+002, 0.0000000E+000,-8.3223858E+001,-1.2828601E+002,-8.6941866E+000,-3.3277928E-001, 0.0000000E+000, 0.0000000E+000, 1.3462955E+000, 9.6872942E-001,-2.2248848E-001,-6.2079958E-002, 6.4692233E-004,-9.2352915E-003, 7.9396438E-003
 1.5800032E+002, 2.3292567E+002, 0.0000000E+000,-8.6147189E+001,-1.3607382E+002,-8.4891845E+000,-3.4369893E-001, 0.0000000E+000, 0.0000000E+000, 2.2967082E+000, 1.8717761E+000,-2.2327045E-001,-6.2611130E-002, 6.4694599E-004,-8.6605764E-003, 8.2624143E-003
 1.6000043E+002, 2.3651349E+002, 0.0000000E+000,-8.8704270E+001,-1.3692791E+002,-9.0581947E+000,-3.5569043E-001, 0.0000000E+000, 0.0000000E+000, 1.8548662E+000, 1.4674165E+000,-2.1972887E-001,-6.2301979E-002, 6.4692053E-004,-8.6730117E-003, 8.5620878E-003
 1.6200027E+002, 2.4129777E+002, 0.0000000E+000,-9.1900465E+001,-1.3699945E+002,-9.4891329E+000,-3.5798867E-001, 0.0000000E+000, 0.0000000E+000, 2.9838527E+000, 2.5507357E+000,-2.1444988E-001,-6.3632490E-002, 6.4695455E-004,-8.6323101E-003, 8.6329553E-003
 1.6400031E+002, 2.3867318E+002, 0.0000000E+000,-9.1415674E+001,-1.4184463E+002,-9.2903402E+000,-3.6125114E-001, 0.0000000E+000, 0.0000000E+000,-3.7374941E+000,-4.2387161E+000,-2.0970503E-001,-6.5021798E-002, 6.4688902E-004,-8.8060219E-003, 8.6111060E-003
 1.6600011E+002, 2.3440170E+002, 0.0000000E+000,-8.9409241E+001,-1.3663005E+002,-9.1300493E+000,-3.5287998E-001, 0.0000000E+000, 0.0000000E+000,-7.1551510E-001,-1.1205200E+000,-2.0036450E-001,-6.6682782E-002, 6.4686449E-004,-9.1492071E-003, 8.3833016E-003
 1.6800026E+002, 2.4028115E+002, 0.0000000E+000,-9.1208095E+001,-1.3750786E+002,-9.2061353E+000,-3.5838348E-001, 0.0000000E+000, 0.0000000E+000, 2.4422615E+000, 2.0006766E+000,-2.1714033E-001,-6.3806853E-002, 6.4697175E-004,-8.5367113E-003, 8.6471868E-003
 1.7000012E+002, 2.4693335E+002, 0.0000000E+000,-9.4556114E+001,-1.4289519E+002,-9.4103133E+000,-3.6501313E-001, 0.0000000E+000, 0.0000000E+000, 1.2486709E-001,-2.9328756E-001,-2.0003266E-001,-6.6635201E-002, 6.4673078E-004,-9.0280405E-003, 8.8356439E-003
