cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS
0,338,0.00E+00,-10,1170.912624,290.9113244,933.8330828,358.2204523,755.9627235,332.6524726,621.6123167,277.128816,527.1355725,177.5955822
2.100840336,787.2603266,160.1492063,-7.941176471,1211.802483,258.4469193,1011.939861,350.0579773,798.9360686,339.6644267,637.0678056,276.3108144,532.7455204,178.9933123
4.201680672,985.7626101,177.4078569,-5.882352941,1230.668411,225.3966416,1081.295269,337.835944,839.3335402,345.3092222,650.0840139,270.7143187,536.895908,179.6690843
6.302521008,1074.766286,188.2787568,-3.823529412,1235.786924,198.4856741,1140.200149,319.5905267,872.6619778,347.8793831,662.8224927,269.4370707,541.3562397,179.0182622
8.403361345,1125.136038,189.1143229,-1.764705882,1240.468318,184.0508534,1180.059798,303.1075067,895.0927902,348.830863,672.1742505,271.7382451,546.3108317,178.2414066
10.50420168,1159.713906,186.2996061,0.294117647,1249.145095,182.4707978,1195.201734,296.5083354,906.3775871,353.1332049,675.6164429,272.8425335,550.5816549,179.5001511
12.60504202,1186.878104,183.1128297,2.352941177,1259.507552,179.4716572,1180.003442,301.3963161,899.3089148,354.2316884,673.1558832,272.0231383,551.648428,183.6814794
14.70588235,1208.439256,181.9741652,4.411764706,1257.959642,182.7631072,1138.057642,315.0293096,870.6102492,351.0540719,663.386761,268.1483992,549.8414196,187.9901737
16.80672269,1225.640443,182.4784988,6.470588235,1246.828295,208.1157704,1072.616395,329.4464793,828.4250069,345.7810617,649.2577085,260.6610805,546.3105887,190.8148988
18.90756303,1240.549387,182.4116674,8.529411765,1219.611399,245.2144364,993.8924799,345.5162491,782.9968049,340.2793088,635.1302519,256.6053044,540.4380601,192.1316508
21.00840336,1253.073636,182.2150876,10.58823529,1171.892859,280.9576449,911.9645009,354.2084126,740.8480017,331.3825683,622.5467437,257.665272,532.316745,192.5532587
23.1092437,1263.06454,183.0024294,12.64705882,1099.787885,313.774065,834.6602145,355.7147635,703.1479932,319.6873522,608.8719462,259.60151,522.4999204,191.3129974
25.21008403,1270.836285,185.2210445,14.70588235,1012.814727,337.3807985,761.2501514,349.0741899,665.5624802,309.8079578,589.8992403,258.2153358,510.4482032,187.3824544
27.31092437,1276.664711,188.4150379,16.76470588,932.3582664,352.0277412,700.6370172,336.4473849,630.7975015,300.5870159,572.8215272,256.3332851,497.8923011,180.4276845
29.41176471,1280.421222,192.7396263,18.82352941,867.0199473,360.1414121,655.4662837,321.4491348,601.5643369,289.9466799,555.8670281,253.5575476,486.6310823,172.474126
31.51260504,1282.232903,198.0671745,20.88235294,808.8896673,361.8816702,617.9217497,306.9572808,575.0275954,274.4507227,533.1235702,241.7597128,474.8835907,164.0763784
