cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS
0,338,0,-10,1228.889001,259.8304756,971.4713461,348.3549306,806.3031999,341.7056868,656.3044046,280.8734815,547.2777528,213.7973272
1.256281407,599.5043426,169.6810131,-9,1238.544581,242.3110495,1017.042849,343.8354127,832.7298169,344.2508852,668.6952805,286.4353684,554.3513789,216.8437686
2.512562814,815.4263526,201.5033347,-8,1240.281805,225.262937,1060.209196,334.9316528,859.6467236,347.710365,682.8947222,292.9750358,560.6790685,218.5635732
3.768844221,923.8467716,217.1861675,-7,1240.95233,211.3123596,1095.308367,322.9617321,883.97474,350.6315356,696.4870169,298.9352846,566.0220765,219.1590223
5.025125628,988.830969,224.0795987,-6,1242.413803,200.6783148,1123.592742,311.1389487,905.3052598,351.3056805,707.6065022,302.7172554,570.824666,219.5940674
6.281407035,1032.347465,220.328531,-5,1239.016839,194.520743,1149.521605,299.4137793,923.207326,350.2228637,715.9667143,304.6547421,574.5930645,219.9410523
7.537688442,1064.593841,214.1916712,-4,1225.304181,194.7594024,1172.941557,286.4555875,937.4552886,348.4014396,721.6095269,305.7402233,577.5273527,220.3668516
8.793969849,1089.523595,210.4692339,-3,1209.54669,195.0847675,1192.288654,274.574779,948.1021575,347.3518098,725.8097437,307.374521,579.5953891,221.1201792
10.05025126,1109.255713,208.555737,-2,1200.793912,195.1964992,1205.746413,266.882199,954.9209743,349.2281952,729.4790723,309.8311351,581.3603393,222.1614253
11.30653266,1125.878195,207.1989299,-1,1198.823121,195.322045,1212.277263,264.1553245,957.9023591,352.2187427,732.5739767,312.1344798,582.625389,223.2956429
12.56281407,1140.430041,204.6363734,0,1202.171649,192.8022631,1213.4521,265.2740147,958.2186969,352.9141409,734.1526837,314.4993495,583.5275225,223.9653164
13.81909548,1152.950989,201.1564257,1,1208.658484,192.2750683,1210.391098,270.3860391,956.7449668,354.1096684,731.3949227,315.2942952,583.7999143,224.409872
15.07537688,1164.107687,197.8229278,2,1211.712726,193.1511872,1202.441576,279.0092448,950.5954503,355.9209146,724.5745889,314.829893,583.611711,224.752512
16.33165829,1174.567088,195.2410967,3,1207.643969,193.1481497,1188.63414,291.1891873,937.0701674,354.1551249,717.8093625,315.0922012,582.5965621,224.8977479
17.5879397,1184.21252,193.5842248,4,1205.561618,194.5356948,1167.715307,306.3742871,920.3547797,352.1585849,711.557413,314.3380165,581.0418112,225.0306694
