r(cm),T_mean(K),T_rms(K),fv_mean(ppm),fv_rms(ppm),
-20,297.98,0.0054014,1.2173e-10,2.1555e-09
-19.8,297.98,0.0055367,1.2133e-09,2.2276e-08
-19.6,297.98,0.0056731,2.3583e-09,4.3385e-08
-19.4,297.98,0.0058094,3.5032e-09,6.4494e-08
-19.2,297.98,0.0059458,4.6482e-09,8.5603e-08
-19,297.98,0.0060821,5.7932e-09,1.0671e-07
-18.8,297.98,0.0062237,1.4225e-08,2.5885e-07
-18.6,297.98,0.0063879,5.5875e-08,1.0092e-06
-18.4,297.98,0.006552,9.7526e-08,1.7596e-06
-18.2,297.97,0.0067162,1.3918e-07,2.5099e-06
-18,297.97,0.0068804,1.8083e-07,3.2602e-06
-17.8,297.97,0.0070446,2.2247e-07,4.0106e-06
-17.6,297.97,0.0077575,8.7789e-07,1.5451e-05
-17.4,297.97,0.0087096,1.8011e-06,3.1564e-05
-17.2,297.97,0.0096617,2.7243e-06,4.7678e-05
-17,297.97,0.010614,3.6476e-06,6.3791e-05
-16.8,297.97,0.011566,4.5708e-06,7.9905e-05
-16.6,297.97,0.02092,1.2101e-05,0.00019714
-16.4,297.97,0.03912,2.6604e-05,0.00042116
-16.2,297.97,0.057319,4.1107e-05,0.00064518
-16,297.97,0.075518,5.561e-05,0.00086921
-15.8,297.97,0.093718,7.0114e-05,0.0010932
-15.6,297.97,0.21114,0.00015096,0.0021093
-15.4,297.99,0.41373,0.00028864,0.0038029
-15.2,298,0.61631,0.00042632,0.0054965
-15,298.01,0.81889,0.000564,0.0071902
-14.8,298.03,1.0215,0.00070168,0.0088838
-14.6,298.11,1.979,0.0013967,0.015247
-14.4,298.22,3.0823,0.002198,0.022492
-14.2,298.32,4.1855,0.0029993,0.029738
-14,298.42,5.2887,0.0038007,0.036983
-13.8,298.64,7.1502,0.0052896,0.048013
-13.6,299.06,10.277,0.0079221,0.065267
-13.4,299.48,13.404,0.010555,0.082522
-13.2,299.9,16.53,0.013187,0.099778
-13,300.42,20.045,0.016282,0.11891
-12.8,301.59,26.072,0.022377,0.14989
-12.6,302.76,32.099,0.028472,0.18087
-12.4,303.92,38.127,0.034567,0.21185
-12.2,305.23,44.488,0.041065,0.24393
-12,307.76,53.816,0.051234,0.28577
-11.8,310.29,63.144,0.061402,0.3276
-11.6,312.82,72.472,0.07157,0.36945
-11.4,315.88,82.496,0.082875,0.41434
-11.2,320.39,94.422,0.097269,0.4673
-11,324.9,106.35,0.11166,0.52025
-10.8,329.41,118.27,0.12606,0.57321
-10.6,335.38,130.98,0.14293,0.63027
-10.4,342.19,144.15,0.16125,0.68977
-10.2,349.01,157.32,0.17957,0.74927
-10,356.27,170.57,0.19857,0.80963
-9.8,365.68,184.22,0.22083,0.87473
-9.6,375.1,197.86,0.2431,0.93984
-9.4,384.51,211.5,0.26537,1.0049
-9.2,396.1,224.9,0.29274,1.0831
-9,407.96,238.27,0.32079,1.1631
-8.8,419.82,251.64,0.34883,1.2431
-8.6,432.84,264.29,0.38255,1.334
-8.4,446.21,276.72,0.41802,1.4283
-8.2,459.59,289.14,0.45348,1.5226
-8,473.64,300.93,0.49329,1.6127
-7.8,487.86,312.56,0.53415,1.7015
-7.6,502.08,324.18,0.57501,1.7903
-7.4,518.81,336.56,0.62459,1.8768
