r(cm),T_mean(K),T_rms(K),fv_mean(ppm),fv_rms(ppm),
-20,299.48,13.287,0.0095362,0.080334
-19.8,299.97,15.906,0.011874,0.093113
-19.6,300.47,18.567,0.014261,0.10612
-19.4,300.96,21.228,0.016649,0.11912
-19.2,301.46,23.889,0.019037,0.13212
-19,301.96,26.55,0.021424,0.14512
-18.8,302.52,29.356,0.024066,0.15881
-18.6,303.37,32.759,0.027777,0.17536
-18.4,304.21,36.161,0.031488,0.19192
-18.2,305.05,39.563,0.035199,0.20847
-18,305.89,42.966,0.03891,0.22502
-17.8,306.73,46.368,0.042621,0.24157
-17.6,307.87,50.284,0.04726,0.25996
-17.4,309.13,54.416,0.052281,0.27905
-17.2,310.39,58.547,0.057301,0.29814
-17,311.65,62.679,0.062321,0.31723
-16.8,312.91,66.81,0.067342,0.33632
-16.6,314.46,71.262,0.073028,0.35851
-16.4,316.3,76.046,0.079383,0.38363
-16.2,318.14,80.83,0.085737,0.40875
-16,319.98,85.615,0.092091,0.43388
-15.8,321.82,90.399,0.098445,0.45899
-15.6,323.98,95.309,0.10577,0.48953
-15.4,326.41,100.32,0.11391,0.52469
-15.2,328.84,105.34,0.12205,0.55986
-15,331.28,110.35,0.13019,0.59502
-14.8,333.71,115.37,0.13833,0.63018
-14.6,336.61,120.41,0.14794,0.66303
-14.4,339.6,125.46,0.15784,0.69569
-14.2,342.59,130.51,0.16774,0.72834
-14,345.58,135.55,0.17765,0.761
-13.8,348.77,140.52,0.18784,0.78764
-13.6,352.29,145.33,0.19852,0.80428
-13.4,355.8,150.16,0.20919,0.82092
-13.2,359.31,154.97,0.21987,0.83756
-13,362.9,159.75,0.23069,0.85433
-12.8,366.94,164.25,0.24237,0.8708
-12.6,370.97,168.74,0.25406,0.88725
-12.4,375.01,173.24,0.26574,0.9037
-12.2,379.11,177.75,0.27759,0.92167
-12,383.79,182.4,0.29099,0.9525
-11.8,388.46,187.06,0.3044,0.98335
-11.6,393.14,191.71,0.31781,1.0142
-11.4,397.98,196.48,0.33155,1.0475
-11.2,403.28,201.57,0.34622,1.0875
-11,408.58,206.65,0.36089,1.1276
-10.8,413.88,211.74,0.37556,1.1676
-10.6,419.41,216.88,0.39062,1.2104
-10.4,425.07,222.05,0.40589,1.2549
-10.2,430.72,227.23,0.42116,1.2994
-10,436.42,232.36,0.43652,1.3429
-9.8,442.32,237.32,0.4523,1.3821
-9.6,448.22,242.28,0.46808,1.4213
-9.4,454.12,247.24,0.48385,1.4605
-9.2,460.29,252.07,0.50065,1.4962
-9,466.49,256.89,0.51759,1.5314
-8.8,472.69,261.7,0.53453,1.5667
-8.6,479.4,266.98,0.55342,1.6102
-8.4,486.26,272.38,0.57291,1.6563
-8.2,493.11,277.79,0.5924,1.7023
-8,500.48,283.72,0.6133,1.7542
-7.8,507.96,289.77,0.63454,1.8074
-7.6,515.44,295.82,0.65577,1.8606
-7.4,524.45,302.73,0.68195,1.9167
-7.2,533.47,309.64,0.70818,1.9728
-7,542.45,315.96,0.73546,2.0213
-6.8,551.48,322.1,0.76315,2.0677
-6.6,560.7,328.06,0.7925,2.1207
-6.4,570.05,333.8,0.82117,2.1681
-6.2,579.65,339.63,0.85149,2.2236
-6,589.47,345.3,0.8836,2.2838
-5.8,599.43,351.12,0.91523,2.341
-5.6,609.8,357.02,0.951,2.4093
-5.4,620.4,362.99,0.98918,2.4824
-5.2,631.16,369.17,1.0274,2.5548
-5,642.29,375.27,1.0689,2.6251
-4.8,653.52,381.42,1.1109,2.6942
-4.6,664.95,387.57,1.1528,2.763
-4.4,676.39,393.63,1.1949,2.8341
-4.2,687.98,399.82,1.2356,2.9074
-4,700.05,406.24,1.2763,2.9938
-3.8,712.1,412.15,1.3177,3.0837
-3.6,725.98,418.31,1.3623,3.1773
-3.4,739.62,423.63,1.4071,3.2611
-3.2,752.27,427.82,1.4459,3.3117
-3,764.68,431.69,1.4832,3.3479
-2.8,776.77,435.25,1.5215,3.3862
-2.6,788.71,438.57,1.5655,3.4459
-2.4,800.17,441.34,1.6156,3.5279
-2.2,811.34,443.59,1.6684,3.618
-2,821.86,445.24,1.7195,3.7039
-1.8,831.57,446.42,1.7649,3.7805
-1.6,840.19,447.11,1.8034,3.8451
-1.4,847.52,447.16,1.8328,3.8943
-1.2,853.67,446.88,1.8545,3.9266
-1,858.73,446.45,1.8697,3.9471
-0.8,862.38,445.95,1.8745,3.9445
-0.6,865.2,445.41,1.8741,3.9351
-0.4,867.09,444.97,1.8702,3.9248
-0.2,868.09,444.68,1.8681,3.9265
-0,868.77,444.47,1.8664,3.9338
0,868.77,444.47,1.8664,3.9338
0.2,868.09,444.68,1.8681,3.9265
0.4,867.09,444.97,1.8702,3.9248
0.6,865.2,445.41,1.8741,3.9351
0.8,862.38,445.95,1.8745,3.9445
1,858.73,446.45,1.8697,3.9471
1.2,853.67,446.88,1.8545,3.9266
1.4,847.52,447.16,1.8328,3.8943
1.6,840.19,447.11,1.8034,3.8451
1.8,831.57,446.42,1.7649,3.7805
2,821.86,445.24,1.7195,3.7039
2.2,811.34,443.59,1.6684,3.618
2.4,800.17,441.34,1.6156,3.5279
2.6,788.71,438.57,1.5655,3.4459
2.8,776.77,435.25,1.5215,3.3862
3,764.68,431.69,1.4832,3.3479
3.2,752.27,427.82,1.4459,3.3117
3.4,739.62,423.63,1.4071,3.2611
3.6,725.98,418.31,1.3623,3.1773
3.8,712.1,412.15,1.3177,3.0837
4,700.05,406.24,1.2763,2.9938
4.2,687.98,399.82,1.2356,2.9074
4.4,676.39,393.63,1.1949,2.8341
4.6,664.95,387.57,1.1528,2.763
4.8,653.52,381.42,1.1109,2.6942
5,642.29,375.27,1.0689,2.6251
5.2,631.16,369.17,1.0274,2.5548
5.4,620.4,362.99,0.98918,2.4824
