HRR,HF_z10,HF_z20,HF_z30,HF_z50,HF_z75,HF_z100,HF_z140,HF_z180,HF_z220
[kW],[kW/m2],[kW/m2],[kW/m2],[kW/m2],[kW/m2],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
0.005911814,15.0905844,6.285392,3.6071733999999998,1.608424,0.11061899999999997,-0.402634,-0.519603,-0.520351,-0.521827
0.03705310999999999,15.909914,6.972518999999999,3.519792,2.1004053,0.06681699999999995,-0.46103,-0.505894,-0.506302,-0.5065419999999999
0.164219,16.98737,7.440453000000001,4.62772,2.515564,0.04662400000000003,-0.505109,-0.509815,-0.49437400000000004,-0.49144299999999996
0.42976010000000003,17.30405,7.0052449999999995,4.370013,2.626806,0.735505,-0.536988,-0.577543,-0.483653,-0.479341
0.8581282,17.93632,7.051224,4.363167000000001,2.183223,0.5070247999999999,-0.309481,-0.595775,-0.552745,-0.46937599999999996
1.5341069999999999,16.797819999999998,6.687475999999999,3.935569,2.309043,0.3910494,-0.04653799999999998,-0.6662899999999999,-0.568855,-0.524184
2.003011,18.94624,7.532704,3.6771694,1.9755274,0.39281720000000003,-0.30016,-0.661129,-0.590206,-0.543369
1.899289,19.478650000000002,10.56175,6.14272,2.0425575,0.18899600000000003,-0.358487,-0.538822,-0.690448,-0.545417
1.830383,19.547760000000004,9.78933,5.251270000000001,3.85489,0.288221,-0.47407000000000005,-0.494135,-0.7551749999999999,-0.606621
2.144415,19.263360000000002,10.935229999999999,5.76192,3.521,1.285994,0.659059,-0.6157100000000001,-0.711989,-0.670762
2.3841959999999998,17.10269,9.14927,4.072235,3.0928819999999995,0.627589,0.174661,-0.03286200000000002,-0.523309,-0.6993720000000001
2.709234,17.388485,8.95569,3.971404,2.542157,0.303634,-0.056136,-0.1841965,-0.2475813,-0.7036169999999999
2.8012829999999997,19.37966,8.963880000000001,3.691399,2.324821,0.5365809,-0.274961,-0.44438200000000005,-0.3464368,-0.503071
2.812666,17.821369999999998,7.674535,4.5278670000000005,1.8639659999999998,0.637772,-0.265412,-0.5071100000000001,-0.605279,-0.6232719999999999
3.1600070000000002,18.502380000000002,8.50567,4.348666000000001,2.008,0.39313600000000004,-0.39680200000000004,-0.3713372,-0.57817,-0.674195
3.425705,21.60574,9.26794,4.824117,2.5399700000000003,0.17067199999999996,-0.1985696,-0.39111699999999994,-0.41018099999999996,-0.698072
3.631218,21.27809,7.173205,3.901125,2.517157,1.126955,-0.43588499999999997,-0.623932,-0.42007799999999995,-0.583317
3.7317579999999997,24.37181,8.45099,5.035280000000001,2.423886,1.273125,-0.375862,-0.5533440000000001,-0.6151599999999999,-0.43497
4.089991,22.40225,13.5633,5.97136,3.95681,0.7267279999999999,0.40038999999999997,-0.25049910000000003,-0.498634,-0.5491029999999999
4.432426,26.19168,8.277071,3.9016588999999997,3.8281400000000003,1.556405,-0.16834030000000003,-0.24139449999999998,-0.25395540000000005,-0.5417000000000001
4.645802,25.67938,8.923615,8.74035,2.4432380000000005,1.239812,0.8099740000000001,-0.41779499999999997,-0.430365,-0.572163
4.704356,20.79416,10.95807,5.72717,3.74784,1.438127,-0.01660300000000001,-0.29442310000000005,-0.3591757,-0.501925
5.0170330000000005,23.735370000000003,9.602139999999999,5.5337,2.424459,1.3632179999999998,-0.0892148,-0.452877,-0.35064550000000005,-0.4972
5.302684,26.04606,13.862900000000002,7.66068,2.808725,0.33326000000000006,-0.24768600000000002,-0.44966300000000003,-0.5225339999999999,-0.405481
5.421315,24.88961,12.13401,8.094100000000001,3.67181,1.029836,-0.4525,-0.09218200000000001,-0.445581,-0.552965
5.750069000000001,22.427719999999997,11.35764,8.12509,4.82578,1.228702,-0.1968835,-0.39975599999999994,-0.5281,-0.599001
5.913069999999999,26.98934,10.07104,5.25767,2.899383,0.54550244,0.524152,-0.416941,-0.465348,-0.595453
6.041512,24.559990000000003,13.102549999999999,8.93884,5.66221,0.3481270000000001,-0.375204,-0.098708,-0.34001210000000004,-0.500467
6.4280100000000004,23.753809999999998,9.569870000000002,5.37135,3.6006099999999996,0.690466,-0.512226,-0.3062312,-0.24768469999999998,-0.450947
6.6601930000000005,27.13314,14.244200000000001,7.36565,2.3599512999999996,1.2123089999999999,0.061938000000000014,-0.32779810000000004,-0.49221400000000004,-0.526248
6.7921570000000004,28.58072,11.41186,8.83237,4.90881,0.9577169999999999,0.20773399999999997,0.008204000000000008,-0.492875,-0.455969
6.942564,24.97839,13.22316,5.59104,4.40979,0.882055,0.44530899999999995,-0.48793600000000004,-0.539755,-0.603717
7.173617,22.86346,8.115817,4.699205,2.118318,0.962697,0.28807299999999997,-0.585606,-0.490539,-0.6788820000000001
7.590488000000001,22.118239999999997,9.031574,4.068086,2.2872697,0.759283,0.05562099999999998,-0.06842399999999998,-0.5401710000000001,-0.55676
7.758933,26.895979999999998,11.770869999999999,6.08849,2.691087,0.947494,-0.10179270000000001,-0.18398930000000002,-0.28924022000000005,-0.586553
8.007156,27.22505,9.111019,7.40308,3.70121,0.873713,0.769346,-0.403798,-0.581886,-0.579221
7.829574,25.635800000000003,8.173736,7.26262,4.14762,0.2660989999999999,0.12830999999999998,0.42909499999999995,-0.471881,-0.593928
8.450417999999999,30.14712,13.34136,4.448808,2.167461,0.5314407,-0.49988499999999997,-0.672503,-0.013040999999999997,-0.5233
8.500166,32.345699999999994,8.763918,7.625949999999999,2.6240210000000004,1.154266,-0.015802000000000007,-0.6252629999999999,-0.6146739999999999,-0.49025599999999997
8.913683,28.260650000000002,15.63218,9.56595,3.358107,1.02247,0.29278899999999997,-0.3488682,-0.75501,-0.42841
8.963927,32.527,16.51571,6.4633199999999995,4.11444,1.371211,0.134305,-0.52024,-0.7197380000000001,-0.730844
8.953633,32.1187,8.966826999999999,11.323009999999998,3.1240170000000003,1.878752,-0.123420158,0.17284300000000002,-0.20066900000000001,-0.771944
9.429632,32.6118,15.802389999999999,8.798689999999999,3.58153,0.725753,-0.22447399999999998,-0.3333838,-0.5382680000000001,-0.3151059
9.967839,27.955059999999996,8.610961799999998,9.260950000000001,8.02017,1.2034470000000002,0.045083,-0.3628052,-0.41403300000000004,-0.562731
9.957111999999999,29.341540000000002,11.88536,8.741380000000001,3.7779300000000005,1.8242939999999999,2.051379,-0.606457,-0.515272,-0.6073569999999999
