Time,qrad
[s],[kW]
0.4,0.041292941234421954
0.6,0.04157660952662431
0.8,0.04195670164031329
1.0,0.042482833357962664
1.2,0.043678476429732535
1.4,0.04449580069947293
1.6,0.04429227624254963
1.8,0.04415243091473327
2.0,0.044559972415151965
2.2,0.04481858036549924
2.4,0.04532425742574258
2.6,0.045399253731343285
2.8,0.0454939658144919
3.0,0.04601999901482686
3.2,0.046392837791241814
3.4,0.04664070735431752
3.6,0.046770824097335115
3.8,0.04725853406236146
4.0,0.04772202108270529
4.2,0.04812564651987587
4.4,0.048256378996108566
4.6,0.04862411950150239
4.8,0.04914429092162948
5.0,0.04945058125215507
5.2,0.049834835722378214
5.4,0.050023126939559626
5.6,0.05016996699669968
5.8,0.05057151125560317
6.0,0.05100398995123393
6.2,0.051207711442786075
6.4,0.05139478350820157
6.6,0.0518259937934092
6.8,0.05214510368947342
7.0,0.052845414019013846
7.2,0.05301986355351953
7.4,0.05297869563075711
7.6,0.05371351164967243
7.8,0.05382446677503572
8.0,0.05434798778385302
8.2,0.0547253953007241
8.4,0.054586510516723315
8.6,0.05532090783705237
8.8,0.05574780798975421
9.0,0.056095438648342454
9.2,0.05569191172848629
9.4,0.05632394955913503
9.6,0.057267080439387226
9.8,0.057301007339539925
10.0,0.05702176001182208
10.2,0.057715506625289396
10.4,0.05888339244372199
10.6,0.05862835574602236
10.8,0.05893198610905867
11.0,0.058493313137283884
11.2,0.059988387271562985
11.4,0.06000555391360032
11.6,0.060212624993842674
11.8,0.05972259987192749
12.0,0.06141002906260776
12.2,0.06165796019900498
12.4,0.06092630904881534
12.6,0.06145857346928723
12.8,0.062479385251958036
13.0,0.06313787498152801
13.2,0.062245849958130144
13.4,0.06171872075267229
13.6,0.06479882764395843
13.8,0.06396911482192996
14.0,0.06229198069060638
14.2,0.06361463720998967
14.4,0.06504481306339589
14.6,0.06551821338850304
14.8,0.06434234766760259
15.0,0.06571836362740752
15.2,0.06716866164228363
15.4,0.06696160287670558
15.6,0.06348742672774742
15.8,0.06800066499187232
16.0,0.06783176937096695
16.2,0.06863108960149747
16.4,0.06492611201418651
0.2,0.041217403083591946
16.6,0.06975369439929067
16.8,0.06869102507265652
17.0,0.06923548101078765
17.2,0.06661113984532782
17.4,0.07156813703758437
17.6,0.07060053691936358
17.8,0.06877192010245801
18.0,0.07131924535737157
18.2,0.07134651002413675
18.4,0.07057440520171421
18.6,0.0685508226195754
18.8,0.07390660558593173
19.0,0.07196197231663466
19.2,0.07023198364612582
19.4,0.07201192059504458
19.6,0.07505982463918033
19.8,0.07361621348702035
20.0,0.06952320082754544
20.2,0.07464337963647111
20.4,0.0735694423920004
20.6,0.07423527166149452
20.8,0.07162560957588296
21.0,0.07759861583173243
21.2,0.0754895941086646
21.4,0.07083268065612532
21.6,0.07966627259740901
21.8,0.07873533323481602
22.0,0.07502286833160929
22.2,0.07786011772819074
22.4,0.07951182207773017
22.6,0.07918938722230433
22.8,0.07497250135461307
23.0,0.08306429486232206
23.2,0.08020414019013843
23.4,0.07234495837643466
23.6,0.08164876114477121
23.8,0.08227826215457368
24.0,0.07746537116398208
24.2,0.07921721836362741
24.4,0.08318187527707994
24.6,0.08317710950199499
24.8,0.07622991478252303
25.0,0.08427155066252895
25.2,0.0820935421900399
25.4,0.08239456184424414
25.6,0.08048019801980198
25.8,0.08535695285946507
26.0,0.08402081178267082
26.2,0.07789692625979017
26.4,0.08819213339244372
26.6,0.0902472784591892
26.8,0.07793145657849368
27.0,0.08640042362445201
27.2,0.08701477759716271
27.4,0.08744124673661396
27.6,0.08541159302497414
27.8,0.08917289788680362
28.0,0.08853983793901779
28.2,0.08311775282005814
28.4,0.0937619452243732
28.6,0.09470503916063248
28.8,0.07972891729471454
29.0,0.08734807398650314
29.2,0.09186250677306537
29.4,0.08719641889562091
29.6,0.08858234816018916
29.8,0.0964643613615093
30.0,0.09299242648145413
30.2,0.08375317718338998
30.4,0.09514900743805724
30.6,0.10080519432540269
30.8,0.08178242451110784
31.0,0.08894587705039161
31.2,0.09622784591892025
31.4,0.09525195803162406
31.6,0.08761516674055467
31.8,0.09726293039751736
32.0,0.0952592729422196
32.2,0.08826043052066401
32.4,0.10164448795625833
32.6,0.10531954090931482
32.8,0.08597734101768387
33.0,0.09573706960248264
33.2,0.10193256489828087
33.4,0.09531489828087286
33.6,0.09585350475346043
33.8,0.09943187527707995
34.0,0.10044689916752869
34.2,0.09519863553519531
34.4,0.10070214521452146
34.6,0.10356524309147334
34.8,0.09510790108861633
35.0,0.10346788335549974
35.2,0.11054072459484757
35.4,0.09154702970297031
35.6,0.10248373232845674
35.8,0.10716214718486775
36.0,0.09835898477907493
36.2,0.09796936111521601
36.4,0.10344704694350032
36.6,0.10381753361903355
36.8,0.09931790305896263
37.0,0.11096992758977392
37.2,0.1147499753706714
