,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
912,273.6,356.61,26.114,0.318,0.7447,-0.0504,2.4366,12.9541,0.0021
913,273.9,356.55,26.0133,0.3165,0.7424,-0.0505,2.4372,12.8663,0.0025
914,274.2,356.51,25.9534,0.3154,0.7407,-0.0506,2.438,12.8386,0.0027
915,274.5,356.49,25.9073,0.3144,0.7391,-0.0506,2.4389,12.7765,0.0027
916,274.8,356.47,25.8614,0.3135,0.7376,-0.0506,2.4397,12.7401,0.0028
917,275.1,356.44,25.8151,0.3125,0.7361,-0.0506,2.4406,12.7025,0.0029
918,275.4,356.42,25.769,0.3116,0.7345,-0.0506,2.4414,12.6762,0.0029
919,275.7,356.4,25.7226,0.3106,0.733,-0.0506,2.4423,12.6143,0.003
920,276.0,356.38,25.6763,0.3096,0.7314,-0.0506,2.4431,12.588,0.0031
921,276.3,356.35,25.6299,0.3086,0.7298,-0.0506,2.444,12.5506,0.0031
922,276.6,356.33,25.5832,0.3077,0.7283,-0.0506,2.4448,12.5144,0.0032
923,276.9,356.31,25.5366,0.3067,0.7267,-0.0507,2.4457,12.4526,0.0033
924,277.2,356.28,25.4898,0.3057,0.7251,-0.0507,2.4466,12.4154,0.0033
925,277.5,356.26,25.4431,0.3047,0.7236,-0.0507,2.4474,12.3893,0.0034
926,277.8,356.24,25.3961,0.3037,0.722,-0.0507,2.4483,12.3276,0.0035
927,278.1,356.21,25.3492,0.3027,0.7204,-0.0507,2.4491,12.3261,0.0035
928,278.4,356.19,25.302,0.3017,0.7188,-0.0507,2.45,12.2545,0.0036
929,278.7,356.17,25.2549,0.3007,0.7172,-0.0507,2.4508,12.2286,0.0037
930,279.0,356.14,25.2077,0.2997,0.7157,-0.0507,2.4517,12.1916,0.0037
931,279.3,356.12,25.1603,0.2987,0.7141,-0.0507,2.4525,12.1657,0.0038
932,279.6,356.1,25.1129,0.2977,0.7125,-0.0507,2.4534,12.1043,0.0039
933,279.9,356.08,25.0653,0.2967,0.7109,-0.0507,2.4542,12.0785,0.0039
934,280.2,356.05,25.0178,0.2957,0.7093,-0.0508,2.4551,12.0316,0.004
935,280.5,356.03,24.97,0.2947,0.7077,-0.0508,2.456,11.9703,0.0041
936,280.8,356.01,24.9223,0.2936,0.706,-0.0508,2.4568,11.9446,0.0041
937,281.1,355.98,24.8743,0.2926,0.7044,-0.0508,2.4577,11.908,0.0042
938,281.4,355.96,24.8264,0.2916,0.7028,-0.0508,2.4585,11.8823,0.0043
939,281.7,355.94,24.7784,0.2906,0.7012,-0.0508,2.4594,11.8212,0.0043
940,282.0,355.91,24.7301,0.2895,0.6995,-0.0508,2.4602,11.8102,0.0044
941,282.3,355.89,24.682,0.2885,0.6979,-0.0508,2.4611,11.7491,0.0045
942,282.6,355.87,24.6335,0.2874,0.6963,-0.0508,2.4619,11.7236,0.0045
943,282.9,355.84,24.5852,0.2864,0.6947,-0.0508,2.4628,11.6872,0.0046
944,283.2,355.82,24.5365,0.2853,0.693,-0.0508,2.4636,11.6618,0.0047
945,283.5,355.8,24.488,0.2843,0.6914,-0.0509,2.4645,11.6009,0.0047
946,283.8,355.78,24.4391,0.2832,0.6897,-0.0509,2.4654,11.53,0.0048
947,284.1,355.75,24.3904,0.2821,0.6881,-0.0509,2.4662,11.5293,0.0049
948,284.4,355.73,24.3413,0.2811,0.6864,-0.0509,2.4671,11.4685,0.0049
949,284.7,355.71,24.2924,0.28,0.6847,-0.0509,2.4679,11.4433,0.005
950,285.0,355.68,24.2433,0.2789,0.6831,-0.0509,2.4688,11.4072,0.0051
951,285.3,355.66,24.194,0.2778,0.6814,-0.0509,2.4696,11.3821,0.0051
952,285.6,355.64,24.1448,0.2768,0.6797,-0.0509,2.4705,11.3114,0.0052
953,285.9,355.61,24.0952,0.2757,0.678,-0.0509,2.4713,11.311,0.0053
954,286.2,355.59,24.0458,0.2746,0.6764,-0.0509,2.4722,11.2504,0.0053
955,286.5,355.57,23.996,0.2735,0.6747,-0.0509,2.473,11.2254,0.0054
956,286.8,355.54,23.9464,0.2724,0.673,-0.051,2.4739,11.1896,0.0055
957,287.1,355.52,23.8964,0.2713,0.6713,-0.051,2.4748,11.1291,0.0055
958,287.4,355.5,23.8466,0.2702,0.6696,-0.051,2.4756,11.0942,0.0056
959,287.7,355.48,23.7964,0.269,0.6679,-0.051,2.4765,11.0338,0.0057
960,288.0,355.45,23.7464,0.2679,0.6662,-0.051,2.4773,11.0337,0.0057
961,288.3,355.43,23.6962,0.2668,0.6645,-0.051,2.4782,10.9734,0.0058
962,288.6,355.41,23.6457,0.2657,0.6628,-0.051,2.479,10.9486,0.0059
963,288.9,355.38,23.5953,0.2645,0.661,-0.051,2.4799,10.9031,0.0059
964,289.2,355.36,23.5446,0.2634,0.6593,-0.051,2.4807,10.8784,0.006
965,289.5,355.34,23.494,0.2622,0.6576,-0.051,2.4816,10.8183,0.0061
966,289.8,355.31,23.4431,0.2611,0.6558,-0.051,2.4824,10.8185,0.0061
967,290.1,355.29,23.3923,0.2599,0.6541,-0.0511,2.4833,10.7583,0.0062
968,290.4,355.27,23.3412,0.2588,0.6524,-0.0511,2.4842,10.6983,0.0063
969,290.7,355.25,23.2901,0.2576,0.6506,-0.0511,2.485,10.6638,0.0063
970,291.0,355.22,23.239,0.2564,0.6489,-0.0511,2.4859,10.6286,0.0064
971,291.3,355.2,23.1875,0.2553,0.6471,-0.0511,2.4867,10.6042,0.0065
972,291.6,355.18,23.1361,0.2541,0.6453,-0.0511,2.4876,10.5442,0.0065
973,291.9,355.15,23.0844,0.2529,0.6436,-0.0511,2.4884,10.5447,0.0066
974,292.2,355.13,23.0328,0.2517,0.6418,-0.0511,2.4893,10.4849,0.0067
975,292.5,355.11,22.9809,0.2505,0.64,-0.0511,2.4901,10.4506,0.0067
976,292.8,355.08,22.929,0.2493,0.6382,-0.0511,2.491,10.4157,0.0068
977,293.1,355.06,22.8768,0.2481,0.6365,-0.0511,2.4918,10.3915,0.0069
978,293.4,355.04,22.8248,0.2469,0.6347,-0.0512,2.4927,10.3318,0.0069
979,293.7,355.01,22.7726,0.2457,0.6329,-0.0512,2.4936,10.2971,0.007
980,294.0,354.99,22.72,0.2444,0.6311,-0.0512,2.4944,10.2729,0.0071
981,294.3,354.97,22.6676,0.2432,0.6292,-0.0512,2.4953,10.2034,0.0071
982,294.6,354.95,22.6148,0.2419,0.6274,-0.0512,2.4961,10.1793,0.0072
983,294.9,354.92,22.5621,0.2407,0.6256,-0.0512,2.497,10.1448,0.0073
984,295.2,354.9,22.5091,0.2394,0.6238,-0.0512,2.4978,10.1208,0.0073
985,295.5,354.88,22.4562,0.2382,0.622,-0.0512,2.4987,10.0613,0.0074
986,295.8,354.85,22.4029,0.2369,0.6201,-0.0512,2.4995,10.0624,0.0075
987,296.1,354.83,22.3497,0.2356,0.6183,-0.0512,2.5004,9.9931,0.0075
988,296.4,354.81,22.2962,0.2344,0.6164,-0.0512,2.5012,9.9692,0.0076
989,296.7,354.78,22.2428,0.2331,0.6146,-0.0513,2.5021,9.935,0.0077
990,297.0,354.76,22.1892,0.2318,0.6127,-0.0513,2.503,9.8757,0.0077
991,297.3,354.74,22.1353,0.2305,0.6109,-0.0513,2.5038,9.852,0.0078
992,297.6,354.71,22.0814,0.2292,0.609,-0.0513,2.5047,9.8179,0.0079
993,297.9,354.69,22.0273,0.2279,0.6071,-0.0513,2.5055,9.7842,0.0079
994,298.2,354.67,21.9732,0.2265,0.6053,-0.0513,2.5064,9.7251,0.008
995,298.5,354.65,21.9187,0.2252,0.6034,-0.0513,2.5072,9.7015,0.0081
996,298.8,354.62,21.8644,0.2239,0.6015,-0.0513,2.5081,9.6676,0.0081
997,299.1,354.6,21.8096,0.2225,0.5996,-0.0513,2.5089,9.6441,0.0082
998,299.4,354.58,21.755,0.2211,0.5977,-0.0513,2.5098,9.5851,0.0083
999,299.7,354.55,21.7002,0.2198,0.5958,-0.0513,2.5107,9.5413,0.0083
1000,300.0,354.53,21.6451,0.2184,0.5939,-0.0514,2.5115,9.5179,0.0084
