,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
27,-15.14,593.48,441.9615,0.5034,0.5503,0.0576,0.8589,105.0638,-0.0495
28,-15.1,594.01,442.1312,0.5036,0.5508,0.0573,0.8614,105.1401,-0.0497
29,-15.07,594.55,442.3008,0.5039,0.5514,0.0571,0.864,105.2091,-0.0499
30,-15.04,595.06,442.459,0.5042,0.5519,0.0568,0.8666,105.2632,-0.0501
31,-15.01,595.5,442.572,0.5044,0.5524,0.0566,0.8692,105.3333,-0.0503
32,-14.98,595.95,442.685,0.5046,0.5529,0.0564,0.8717,105.3765,-0.0505
33,-14.94,596.4,442.7979,0.5048,0.5535,0.0562,0.8743,105.4234,-0.0507
34,-14.91,596.85,442.8995,0.505,0.554,0.0559,0.8768,105.4721,-0.0509
35,-14.88,597.3,443.0124,0.5053,0.5545,0.0557,0.8794,105.5144,-0.0511
36,-14.85,597.75,443.1253,0.5055,0.555,0.0555,0.882,105.5484,-0.0513
37,-14.82,598.19,443.2381,0.5057,0.5555,0.0553,0.8845,105.605,-0.0515
38,-14.78,598.64,443.3509,0.5059,0.556,0.0551,0.8871,105.6344,-0.0517
39,-14.75,599.09,443.4636,0.5061,0.5565,0.0548,0.8896,105.6676,-0.0519
40,-14.72,599.54,443.5764,0.5064,0.557,0.0546,0.8922,105.7024,-0.0522
41,-14.69,599.99,443.6891,0.5066,0.5575,0.0544,0.8947,105.7309,-0.0524
42,-14.66,600.43,443.8018,0.5068,0.558,0.0542,0.8973,105.7602,-0.0526
43,-14.62,600.88,443.9031,0.507,0.5585,0.054,0.8998,105.7941,-0.0528
44,-14.59,601.33,444.0158,0.5072,0.559,0.0537,0.9024,105.8098,-0.053
45,-14.56,601.78,444.1284,0.5075,0.5595,0.0535,0.905,105.8292,-0.0532
46,-14.53,602.16,444.2184,0.5077,0.56,0.0533,0.9075,105.8779,-0.0534
47,-14.5,602.49,444.2972,0.5079,0.5605,0.0531,0.91,105.9442,-0.0536
48,-14.46,602.82,444.376,0.5081,0.561,0.0529,0.9124,106.0029,-0.0539
49,-14.43,603.15,444.4547,0.5083,0.5616,0.0527,0.9149,106.076,-0.0541
50,-14.4,603.49,444.5335,0.5084,0.5621,0.0525,0.9174,106.1283,-0.0543
51,-14.37,603.82,444.6122,0.5086,0.5626,0.0524,0.9199,106.182,-0.0546
52,-14.34,604.15,444.6909,0.5088,0.5631,0.0522,0.9224,106.2502,-0.0548
53,-14.3,604.49,444.7696,0.509,0.5636,0.052,0.9249,106.2914,-0.055
54,-14.27,604.82,444.8483,0.5092,0.5642,0.0518,0.9273,106.3462,-0.0552
55,-14.24,605.15,444.927,0.5094,0.5647,0.0516,0.9298,106.3934,-0.0555
56,-14.21,605.48,445.0056,0.5096,0.5652,0.0514,0.9323,106.4549,-0.0557
57,-14.18,605.82,445.0843,0.5098,0.5657,0.0512,0.9348,106.4955,-0.0559
58,-14.14,606.15,445.1629,0.51,0.5663,0.051,0.9373,106.5377,-0.0562
59,-14.11,606.48,445.2303,0.5102,0.5668,0.0508,0.9398,106.5944,-0.0564
60,-14.08,606.82,445.3089,0.5104,0.5673,0.0506,0.9422,106.6239,-0.0566
61,-14.05,607.15,445.3875,0.5105,0.5678,0.0505,0.9447,106.6672,-0.0568
62,-14.02,607.43,445.4885,0.5108,0.5684,0.0503,0.9472,106.8384,-0.0571
63,-13.98,607.71,445.6007,0.511,0.5689,0.05,0.9496,107.0182,-0.0574
64,-13.95,607.99,445.7017,0.5112,0.5695,0.0498,0.9521,107.1866,-0.0577
65,-13.92,608.27,445.8026,0.5114,0.5701,0.0496,0.9546,107.3698,-0.058
66,-13.89,608.55,445.9036,0.5116,0.5707,0.0494,0.957,107.5355,-0.0583
67,-13.86,608.82,446.0157,0.5118,0.5712,0.0492,0.9595,107.7194,-0.0586
68,-13.82,609.1,446.1166,0.512,0.5718,0.049,0.9619,107.8884,-0.0589
69,-13.79,609.38,446.2174,0.5122,0.5724,0.0488,0.9644,108.06,-0.0592
70,-13.76,609.66,446.3183,0.5124,0.5729,0.0486,0.9668,108.2202,-0.0595
71,-13.73,609.94,446.4303,0.5126,0.5735,0.0484,0.9693,108.3952,-0.0598
72,-13.7,610.22,446.5311,0.5128,0.5741,0.0482,0.9718,108.5526,-0.0601
73,-13.66,610.5,446.6318,0.513,0.5746,0.048,0.9742,108.7187,-0.0604
74,-13.63,610.77,446.7326,0.5132,0.5752,0.0478,0.9767,108.8893,-0.0607
75,-13.6,611.05,446.8445,0.5134,0.5758,0.0476,0.9791,109.0526,-0.061
76,-13.57,611.33,446.9452,0.5136,0.5763,0.0474,0.9816,109.2046,-0.0613
77,-13.54,611.6,447.057,0.5139,0.5769,0.0472,0.984,109.395,-0.0616
78,-13.5,611.86,447.1912,0.5141,0.5776,0.0469,0.9865,109.694,-0.062
79,-13.47,612.11,447.3254,0.5144,0.5782,0.0467,0.989,110.0016,-0.0624
80,-13.44,612.36,447.4595,0.5146,0.5789,0.0464,0.9914,110.3018,-0.0628
81,-13.41,612.61,447.6047,0.5149,0.5795,0.0462,0.9939,110.6069,-0.0632
82,-13.38,612.87,447.7388,0.5152,0.5802,0.046,0.9964,110.8908,-0.0635
83,-13.34,613.12,447.8727,0.5154,0.5808,0.0457,0.9988,111.1874,-0.0639
84,-13.31,613.37,448.0067,0.5157,0.5815,0.0455,1.0013,111.4826,-0.0643
85,-13.28,613.62,448.1406,0.516,0.5821,0.0453,1.0038,111.7582,-0.0647
86,-13.25,613.87,448.2856,0.5162,0.5828,0.045,1.0062,112.094,-0.0651
87,-13.22,614.13,448.4194,0.5165,0.5834,0.0448,1.0087,112.3471,-0.0654
88,-13.18,614.38,448.5532,0.5167,0.5841,0.0445,1.0111,112.6804,-0.0658
89,-13.15,614.63,448.687,0.517,0.5847,0.0443,1.0136,112.951,-0.0662
90,-13.12,614.88,448.8207,0.5173,0.5853,0.0441,1.0161,113.2204,-0.0666
91,-13.09,615.14,448.9543,0.5175,0.586,0.0438,1.0185,113.5399,-0.067
92,-13.06,615.39,449.0991,0.5178,0.5866,0.0436,1.021,113.7968,-0.0673
93,-13.02,615.61,449.2104,0.518,0.5873,0.0433,1.0235,114.0932,-0.0677
94,-12.99,615.8,449.3217,0.5183,0.588,0.0431,1.026,114.4292,-0.0682
95,-12.96,615.98,449.4219,0.5185,0.5887,0.0428,1.0285,114.7646,-0.0686
96,-12.93,616.17,449.5331,0.5188,0.5894,0.0425,1.0309,115.1503,-0.0691
97,-12.9,616.36,449.6332,0.519,0.5901,0.0422,1.0334,115.4736,-0.0695
98,-12.86,616.55,449.7444,0.5192,0.5908,0.042,1.0359,115.7959,-0.07
99,-12.83,616.73,449.8444,0.5195,0.5915,0.0417,1.0384,116.1276,-0.0704
100,-12.8,616.92,449.9556,0.5197,0.5922,0.0414,1.0409,116.448,-0.0708
101,-12.77,617.11,450.0556,0.52,0.5929,0.0411,1.0434,116.7674,-0.0713
102,-12.74,617.3,450.1666,0.5202,0.5936,0.0408,1.0459,117.0859,-0.0717
103,-12.7,617.48,450.2666,0.5204,0.5943,0.0406,1.0484,117.424,-0.0722
104,-12.67,617.67,450.3776,0.5207,0.595,0.0403,1.0509,117.7406,-0.0726
105,-12.64,617.86,450.4775,0.5209,0.5957,0.04,1.0534,118.0563,-0.0731
106,-12.61,618.05,450.5885,0.5212,0.5964,0.0397,1.0558,118.4328,-0.0735
107,-12.58,618.23,450.6884,0.5214,0.5971,0.0395,1.0583,118.7572,-0.0739
108,-12.54,618.42,450.7993,0.5217,0.5978,0.0392,1.0608,119.0701,-0.0744
109,-12.51,618.57,450.888,0.5219,0.5985,0.0389,1.0634,119.3827,-0.0748
110,-12.48,618.7,450.9878,0.5221,0.5992,0.0386,1.0659,119.7777,-0.0752
111,-12.45,618.84,451.0765,0.5224,0.5999,0.0383,1.0685,120.0895,-0.0757
112,-12.42,618.97,451.1652,0.5226,0.6007,0.0379,1.0711,120.4212,-0.0761
113,-12.38,619.1,451.2649,0.5228,0.6014,0.0376,1.0737,120.7523,-0.0765
114,-12.35,619.24,451.3535,0.5231,0.6021,0.0373,1.0762,121.1339,-0.0769
115,-12.32,619.37,451.4532,0.5233,0.6028,0.037,1.0788,121.4636,-0.0774
116,-12.29,619.51,451.5418,0.5235,0.6036,0.0367,1.0814,121.7819,-0.0778
117,-12.26,619.64,451.6304,0.5238,0.6043,0.0364,1.0839,122.1722,-0.0782
118,-12.22,619.77,451.73,0.524,0.605,0.0361,1.0865,122.4999,-0.0786
119,-12.19,619.91,451.8185,0.5243,0.6057,0.0358,1.0891,122.816,-0.079
120,-12.16,620.04,451.9071,0.5245,0.6064,0.0354,1.0916,123.2043,-0.0795
121,-12.13,620.18,452.0066,0.5247,0.6072,0.0351,1.0942,123.509,-0.0799
122,-12.1,620.31,452.0951,0.525,0.6079,0.0348,1.0968,123.834,-0.0803
123,-12.06,620.45,452.1946,0.5252,0.6086,0.0345,1.0994,124.1473,-0.0807
124,-12.03,620.57,452.2831,0.5254,0.6093,0.0342,1.1019,124.5339,-0.0812
125,-12.0,620.63,452.3273,0.5257,0.6102,0.0339,1.1044,124.8662,-0.0815
126,-11.97,620.68,452.3826,0.5259,0.6111,0.0336,1.1069,125.2093,-0.0819
127,-11.94,620.73,452.4378,0.5261,0.6119,0.0332,1.1094,125.5521,-0.0822
128,-11.9,620.79,452.4931,0.5263,0.6128,0.0329,1.1119,125.8836,-0.0826
129,-11.87,620.84,452.5483,0.5266,0.6137,0.0326,1.1144,126.2259,-0.083
130,-11.84,620.89,452.5925,0.5268,0.6145,0.0323,1.1169,126.568,-0.0833
131,-11.81,620.95,452.6478,0.527,0.6154,0.032,1.1194,126.8986,-0.0837
132,-11.78,621.0,452.703,0.5273,0.6163,0.0317,1.1218,127.3122,-0.0841
133,-11.74,621.06,452.7582,0.5275,0.6171,0.0314,1.1243,127.6422,-0.0844
134,-11.71,621.11,452.8134,0.5277,0.618,0.031,1.1268,127.9833,-0.0848
135,-11.68,621.16,452.8576,0.5279,0.6189,0.0307,1.1293,128.324,-0.0852
136,-11.65,621.22,452.9128,0.5282,0.6197,0.0304,1.1318,128.6532,-0.0855
137,-11.62,621.27,452.968,0.5284,0.6206,0.0301,1.1343,128.9934,-0.0859
138,-11.58,621.32,453.0232,0.5286,0.6214,0.0298,1.1368,129.3334,-0.0862
139,-11.55,621.38,453.0784,0.5288,0.6223,0.0295,1.1393,129.6618,-0.0866
140,-11.52,621.42,453.1004,0.529,0.6232,0.0292,1.1418,129.9626,-0.087
141,-11.49,621.45,453.0673,0.5292,0.6241,0.029,1.1443,130.1848,-0.0872
142,-11.46,621.47,453.0453,0.5294,0.6251,0.0288,1.1468,130.4282,-0.0875
143,-11.42,621.49,453.0232,0.5296,0.6261,0.0286,1.1493,130.6615,-0.0878
144,-11.39,621.52,452.9901,0.5298,0.627,0.0284,1.1518,130.8933,-0.0881
145,-11.36,621.54,452.968,0.53,0.6279,0.0282,1.1543,131.1264,-0.0884
146,-11.33,621.57,452.9459,0.5302,0.6289,0.028,1.1568,131.3478,-0.0887
147,-11.3,621.59,452.9128,0.5303,0.6298,0.0278,1.1593,131.5907,-0.089
148,-11.26,621.62,452.8907,0.5305,0.6308,0.0276,1.1618,131.8119,-0.0893
149,-11.23,621.64,452.8686,0.5307,0.6317,0.0274,1.1643,132.0545,-0.0896
150,-11.2,621.67,452.8355,0.5309,0.6327,0.0272,1.1669,132.2133,-0.0899
151,-11.17,621.69,452.8134,0.5311,0.6336,0.027,1.1694,132.4557,-0.0902
152,-11.14,621.72,452.7913,0.5313,0.6345,0.0268,1.1719,132.6763,-0.0905
153,-11.1,621.74,452.7582,0.5315,0.6355,0.0266,1.1744,132.9085,-0.0908
154,-11.07,621.77,452.7361,0.5316,0.6364,0.0264,1.1769,133.1389,-0.0911
155,-11.04,621.79,452.714,0.5318,0.6374,0.0262,1.1794,133.3709,-0.0914
156,-11.01,621.88,452.6367,0.532,0.6384,0.0261,1.182,133.5178,-0.0917
157,-10.98,622.0,452.5373,0.5321,0.6396,0.026,1.1847,133.5866,-0.092
158,-10.94,622.12,452.4489,0.5322,0.6408,0.0259,1.1873,133.7169,-0.0923
159,-10.91,622.24,452.3494,0.5323,0.6419,0.0258,1.19,133.7844,-0.0926
160,-10.88,622.36,452.261,0.5324,0.6431,0.0258,1.1926,133.9035,-0.0929
161,-10.85,622.48,452.1615,0.5326,0.6443,0.0257,1.1953,133.9697,-0.0932
162,-10.82,622.6,452.073,0.5327,0.6454,0.0256,1.198,134.0352,-0.0935
163,-10.78,622.71,451.9735,0.5328,0.6466,0.0255,1.2006,134.1744,-0.0938
164,-10.75,622.83,451.8739,0.5329,0.6477,0.0254,1.2033,134.2387,-0.094
165,-10.72,622.95,451.7853,0.533,0.6489,0.0253,1.2059,134.3646,-0.0943
166,-10.69,623.07,451.6857,0.5331,0.65,0.0252,1.2086,134.4276,-0.0946
167,-10.66,623.19,451.5972,0.5333,0.6511,0.0251,1.2112,134.5523,-0.0949
168,-10.62,623.31,451.4975,0.5334,0.6523,0.025,1.2139,134.614,-0.0952
169,-10.59,623.43,451.3978,0.5335,0.6534,0.025,1.2166,134.6751,-0.0955
170,-10.56,623.54,451.3092,0.5336,0.6546,0.0249,1.2192,134.8,-0.0958
171,-10.53,623.66,451.2095,0.5337,0.6557,0.0248,1.2219,134.8598,-0.0961
172,-10.5,623.89,451.1319,0.5338,0.6572,0.0248,1.2245,135.0367,-0.0965
173,-10.46,624.13,451.0543,0.5339,0.6588,0.0247,1.2272,135.1477,-0.0969
174,-10.43,624.36,450.9767,0.5339,0.6603,0.0247,1.2299,135.2596,-0.0973
175,-10.4,624.59,450.888,0.534,0.6619,0.0247,1.2325,135.4328,-0.0977
176,-10.37,624.82,450.8104,0.534,0.6634,0.0246,1.2352,135.5423,-0.098
177,-10.34,625.06,450.7327,0.5341,0.6649,0.0246,1.2378,135.7107,-0.0984
178,-10.3,625.29,450.6551,0.5342,0.6665,0.0246,1.2405,135.8178,-0.0988
179,-10.27,625.52,450.5663,0.5342,0.668,0.0245,1.2432,135.9235,-0.0992
180,-10.24,625.75,450.4886,0.5343,0.6695,0.0245,1.2458,136.0906,-0.0996
181,-10.21,625.99,450.4109,0.5343,0.671,0.0245,1.2485,136.1915,-0.1
182,-10.18,626.22,450.3332,0.5344,0.6725,0.0245,1.2511,136.3562,-0.1004
183,-10.14,626.45,450.2555,0.5344,0.674,0.0244,1.2538,136.457,-0.1008
184,-10.11,626.68,450.1666,0.5345,0.6755,0.0244,1.2565,136.5566,-0.1012
185,-10.08,626.92,450.0889,0.5346,0.677,0.0244,1.2591,136.715,-0.1016
186,-10.05,627.15,450.0111,0.5346,0.6785,0.0243,1.2618,136.8121,-0.102
187,-10.02,627.42,449.9778,0.5347,0.6801,0.0243,1.2645,136.9874,-0.1023
188,-9.98,627.78,450.0444,0.5348,0.6816,0.0243,1.2673,137.3044,-0.1027
189,-9.95,628.13,450.1222,0.5348,0.6832,0.0243,1.2701,137.6321,-0.103
190,-9.92,628.49,450.1888,0.5349,0.6848,0.0244,1.2729,137.9351,-0.1034
191,-9.89,628.85,450.2666,0.535,0.6863,0.0244,1.2757,138.2461,-0.1038
192,-9.86,629.21,450.3332,0.5351,0.6879,0.0244,1.2785,138.555,-0.1041
193,-9.82,629.57,450.4109,0.5351,0.6895,0.0244,1.2813,138.862,-0.1045
194,-9.79,629.93,450.4775,0.5352,0.691,0.0244,1.2841,139.1669,-0.1048
195,-9.76,630.29,450.5441,0.5353,0.6926,0.0244,1.2869,139.4698,-0.1052
196,-9.73,630.65,450.6218,0.5354,0.6941,0.0244,1.2897,139.7707,-0.1055
197,-9.7,631.01,450.6884,0.5355,0.6957,0.0244,1.2926,140.0065,-0.1059
198,-9.66,631.36,450.766,0.5355,0.6972,0.0244,1.2954,140.3163,-0.1062
199,-9.63,631.72,450.8326,0.5356,0.6987,0.0245,1.2982,140.6011,-0.1066
200,-9.6,632.08,450.9102,0.5357,0.7003,0.0245,1.301,140.8939,-0.107
201,-9.57,632.44,450.9767,0.5358,0.7018,0.0245,1.3038,141.1847,-0.1073
202,-9.54,632.8,451.0543,0.5358,0.7033,0.0245,1.3066,141.4735,-0.1077
203,-9.5,633.22,451.1873,0.5359,0.7049,0.0244,1.3095,141.8784,-0.108
204,-9.47,633.69,451.3646,0.536,0.7065,0.0243,1.3124,142.3952,-0.1083
205,-9.44,634.15,451.5307,0.5361,0.708,0.0241,1.3154,142.8691,-0.1086
206,-9.41,634.62,451.7079,0.5361,0.7096,0.024,1.3184,143.317,-0.1088
207,-9.38,635.08,451.8849,0.5362,0.7112,0.0238,1.3213,143.8488,-0.1091
208,-9.34,635.55,452.0619,0.5363,0.7127,0.0237,1.3243,144.2911,-0.1094
209,-9.31,636.01,452.2389,0.5364,0.7143,0.0235,1.3272,144.8075,-0.1097
210,-9.28,636.48,452.4047,0.5365,0.7158,0.0234,1.3302,145.2543,-0.11
211,-9.25,636.94,452.5815,0.5365,0.7174,0.0232,1.3331,145.7653,-0.1103
212,-9.22,637.41,452.7582,0.5366,0.7189,0.0231,1.3361,146.2065,-0.1106
213,-9.18,637.87,452.9349,0.5367,0.7205,0.023,1.339,146.6921,-0.1109
214,-9.15,638.34,453.1115,0.5368,0.722,0.0228,1.342,147.1477,-0.1112
215,-9.12,638.81,453.277,0.5368,0.7235,0.0227,1.3449,147.6644,-0.1114
216,-9.09,639.27,453.4534,0.5369,0.7251,0.0225,1.3479,148.028,-0.1117
217,-9.06,639.74,453.6298,0.537,0.7266,0.0224,1.3509,148.4752,-0.112
218,-9.02,640.2,453.8061,0.5371,0.7281,0.0222,1.3538,148.9972,-0.1123
219,-8.99,640.71,453.9383,0.5371,0.7299,0.022,1.3568,149.4847,-0.1126
220,-8.96,641.22,454.0705,0.5372,0.7317,0.0217,1.3597,150.0332,-0.1129
221,-8.93,641.74,454.2136,0.5372,0.7335,0.0215,1.3626,150.5651,-0.1132
222,-8.9,642.25,454.3457,0.5373,0.7353,0.0212,1.3656,151.1434,-0.1135
223,-8.86,642.77,454.4777,0.5373,0.7371,0.021,1.3685,151.6693,-0.1138
224,-8.83,643.28,454.6097,0.5374,0.7389,0.0207,1.3715,152.1415,-0.1141
225,-8.8,643.8,454.7417,0.5374,0.7407,0.0204,1.3744,152.6613,-0.1144
226,-8.77,644.31,454.8736,0.5375,0.7425,0.0202,1.3773,153.1918,-0.1147
227,-8.74,644.83,455.0055,0.5375,0.7443,0.0199,1.3803,153.7412,-0.115
228,-8.7,645.34,455.1373,0.5376,0.7461,0.0197,1.3832,154.2657,-0.1153
229,-8.67,645.86,455.2692,0.5376,0.7479,0.0194,1.3862,154.7089,-0.1156
230,-8.64,646.37,455.4009,0.5377,0.7496,0.0191,1.3891,155.2274,-0.1159
231,-8.61,646.89,455.5327,0.5377,0.7514,0.0189,1.392,155.7291,-0.1162
232,-8.58,647.4,455.6644,0.5378,0.7532,0.0186,1.395,156.277,-0.1164
233,-8.54,647.92,455.796,0.5378,0.7549,0.0184,1.3979,156.7726,-0.1168
234,-8.51,648.43,455.9276,0.5379,0.7567,0.0181,1.4008,157.2793,-0.117
235,-8.48,648.94,455.9934,0.5378,0.7587,0.0178,1.4037,157.7829,-0.1173
236,-8.45,649.45,456.0592,0.5376,0.7607,0.0175,1.4065,158.2486,-0.1175
237,-8.42,649.96,456.1359,0.5375,0.7626,0.0172,1.4093,158.8114,-0.1178
238,-8.38,650.47,456.2017,0.5374,0.7646,0.0169,1.4122,159.2063,-0.118
239,-8.35,650.98,456.2675,0.5373,0.7665,0.0166,1.415,159.7633,-0.1182
240,-8.32,651.49,456.3442,0.5372,0.7685,0.0164,1.4179,160.1523,-0.1185
241,-8.29,652.0,456.4099,0.5371,0.7704,0.0161,1.4207,160.7036,-0.1187
242,-8.26,652.51,456.4756,0.537,0.7724,0.0158,1.4235,161.252,-0.119
243,-8.22,653.01,456.5523,0.5368,0.7743,0.0155,1.4264,161.6465,-0.1192
244,-8.19,653.52,456.618,0.5367,0.7762,0.0152,1.4292,162.1892,-0.1194
245,-8.16,654.03,456.6946,0.5366,0.7782,0.0149,1.432,162.629,-0.1197
246,-8.13,654.54,456.7603,0.5365,0.7801,0.0146,1.4349,163.1006,-0.1199
247,-8.1,655.05,456.826,0.5364,0.782,0.0143,1.4377,163.6346,-0.1202
248,-8.06,655.56,456.9026,0.5363,0.7839,0.014,1.4406,164.0003,-0.1204
249,-8.03,656.07,456.9683,0.5362,0.7858,0.0137,1.4434,164.5286,-0.1207
250,-8.0,656.58,457.0449,0.536,0.7877,0.0134,1.4462,165.054,-0.1209
251,-7.97,657.11,457.1214,0.5357,0.7896,0.0132,1.4489,165.6133,-0.1212
252,-7.94,657.63,457.198,0.5354,0.7915,0.0129,1.4517,166.1185,-0.1214
253,-7.9,658.15,457.2745,0.5352,0.7933,0.0127,1.4544,166.6866,-0.1216
254,-7.87,658.67,457.3511,0.5349,0.7952,0.0124,1.4572,167.1861,-0.1219
255,-7.84,659.19,457.4276,0.5346,0.7971,0.0121,1.4599,167.7485,-0.1221
256,-7.81,659.72,457.5041,0.5343,0.7989,0.0119,1.4626,168.2935,-0.1224
257,-7.78,660.24,457.5806,0.5341,0.8008,0.0116,1.4654,168.7843,-0.1226
258,-7.74,660.76,457.668,0.5338,0.8026,0.0114,1.4681,169.3382,-0.1228
259,-7.71,661.28,457.7445,0.5335,0.8045,0.0111,1.4709,169.8232,-0.1231
260,-7.68,661.8,457.8209,0.5332,0.8063,0.0109,1.4736,170.3715,-0.1233
261,-7.65,662.33,457.8974,0.533,0.8082,0.0106,1.4763,170.9022,-0.1236
262,-7.62,662.85,457.9738,0.5327,0.81,0.0103,1.4791,171.3786,-0.1238
263,-7.58,663.37,458.0502,0.5324,0.8118,0.0101,1.4818,171.9183,-0.1241
264,-7.55,663.89,458.1266,0.5321,0.8137,0.0098,1.4846,172.3889,-0.1243
265,-7.52,664.41,458.203,0.5319,0.8155,0.0096,1.4873,173.023,-0.1246
266,-7.49,664.91,458.323,0.5316,0.8172,0.0093,1.49,173.6841,-0.1249
267,-7.46,665.41,458.4539,0.5313,0.8189,0.0091,1.4927,174.3425,-0.1252
268,-7.42,665.9,458.5848,0.531,0.8206,0.0089,1.4954,175.1131,-0.1256
269,-7.39,666.4,458.7265,0.5307,0.8223,0.0087,1.4981,175.7662,-0.126
270,-7.36,666.89,458.8573,0.5304,0.824,0.0085,1.5008,176.5315,-0.1263
271,-7.33,667.39,458.988,0.5301,0.8257,0.0083,1.5035,177.2791,-0.1267
272,-7.3,667.88,459.1187,0.5298,0.8274,0.0081,1.5062,177.9391,-0.127
273,-7.26,668.38,459.2494,0.5295,0.8291,0.0078,1.5089,178.6814,-0.1274
274,-7.23,668.87,459.38,0.5292,0.8308,0.0076,1.5116,179.3361,-0.1277
275,-7.2,669.36,459.5215,0.5289,0.8324,0.0074,1.5144,180.0212,-0.1281
276,-7.17,669.86,459.652,0.5286,0.8341,0.0072,1.5171,180.6554,-0.1285
277,-7.14,670.35,459.7826,0.5283,0.8358,0.007,1.5198,181.4021,-0.1288
278,-7.1,670.85,459.913,0.528,0.8375,0.0068,1.5225,182.1309,-0.1292
279,-7.07,671.34,460.0435,0.5277,0.8391,0.0066,1.5252,182.7722,-0.1295
280,-7.04,671.84,460.1739,0.5274,0.8408,0.0063,1.5279,183.4957,-0.1299
281,-7.01,672.34,460.3151,0.5271,0.8424,0.0061,1.5306,184.2164,-0.1302
282,-6.98,672.91,460.4889,0.5269,0.8439,0.006,1.5337,184.9579,-0.1307
283,-6.94,673.48,460.6626,0.5266,0.8454,0.0058,1.5368,185.6959,-0.1311
284,-6.91,674.05,460.8362,0.5264,0.8468,0.0056,1.5399,186.5304,-0.1316
285,-6.88,674.63,461.0206,0.5262,0.8483,0.0054,1.543,187.2459,-0.132
286,-6.85,675.2,461.1941,0.526,0.8497,0.0052,1.5461,188.0733,-0.1325
287,-6.82,675.77,461.3675,0.5258,0.8512,0.0051,1.5492,188.7971,-0.1329
288,-6.78,676.34,461.5409,0.5255,0.8526,0.0049,1.5523,189.6174,-0.1334
289,-6.75,676.92,461.725,0.5253,0.854,0.0047,1.5554,190.3186,-0.1338
290,-6.72,677.49,461.8983,0.5251,0.8555,0.0045,1.5585,191.1318,-0.1343
291,-6.69,678.06,462.0714,0.5249,0.8569,0.0043,1.5616,191.8415,-0.1347
292,-6.66,678.63,462.2445,0.5247,0.8584,0.0042,1.5648,192.4798,-0.1352
293,-6.62,679.2,462.4284,0.5244,0.8598,0.004,1.5679,193.2823,-0.1356
294,-6.59,679.78,462.6013,0.5242,0.8612,0.0038,1.571,193.9656,-0.1361
295,-6.56,680.35,462.7742,0.524,0.8627,0.0036,1.5741,194.7611,-0.1365
296,-6.53,680.92,462.9471,0.5238,0.8641,0.0034,1.5772,195.453,-0.1369
297,-6.5,681.61,463.1522,0.5236,0.8657,0.0033,1.5806,196.2472,-0.1374
