,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
45,-14.56,718.99,402.6661,0.171,0.1913,0.2676,0.1824,31.4706,-0.007
46,-14.53,727.89,406.3127,0.1727,0.1925,0.2679,0.182,32.5413,-0.0073
47,-14.5,736.79,409.9146,0.1744,0.1938,0.2682,0.1816,33.6189,-0.0077
48,-14.46,745.69,413.4852,0.176,0.195,0.2685,0.1812,34.7035,-0.008
49,-14.43,754.58,417.0372,0.1776,0.1962,0.2688,0.1808,35.7993,-0.0083
50,-14.4,763.48,420.5473,0.1793,0.1975,0.2691,0.1804,36.8977,-0.0086
51,-14.37,772.38,424.0283,0.1809,0.1987,0.2694,0.18,38.003,-0.009
52,-14.34,781.28,427.4927,0.1824,0.1999,0.2697,0.1797,39.1152,-0.0093
53,-14.3,790.18,430.9176,0.184,0.2011,0.27,0.1793,40.2444,-0.0096
54,-14.27,799.08,434.3156,0.1856,0.2023,0.2703,0.1789,41.3706,-0.0099
55,-14.24,807.98,437.6985,0.1871,0.2035,0.2706,0.1785,42.5036,-0.0102
56,-14.21,816.87,441.0442,0.1886,0.2046,0.2709,0.1781,43.6455,-0.0106
57,-14.18,825.77,444.3647,0.1902,0.2058,0.2712,0.1777,44.7924,-0.0109
58,-14.14,834.67,447.6718,0.1917,0.207,0.2715,0.1773,45.9563,-0.0112
59,-14.11,843.57,450.9435,0.1932,0.2081,0.2718,0.1769,47.1087,-0.0115
60,-14.08,852.47,454.1916,0.1946,0.2093,0.2721,0.1766,48.2764,-0.0118
61,-14.05,861.37,457.4276,0.1961,0.2104,0.2724,0.1762,49.4511,-0.0122
62,-14.02,866.62,458.4539,0.1994,0.2112,0.2708,0.1772,50.2623,-0.0126
63,-13.98,871.5,459.2603,0.2028,0.212,0.2692,0.1784,51.018,-0.013
64,-13.95,876.38,460.0543,0.2061,0.2127,0.2675,0.1795,51.7523,-0.0134
65,-13.92,881.26,460.8579,0.2093,0.2135,0.2658,0.1807,52.4851,-0.0138
66,-13.89,886.14,461.66,0.2126,0.2142,0.2641,0.1819,53.2066,-0.0142
67,-13.86,891.02,462.45,0.2157,0.215,0.2624,0.183,53.9166,-0.0146
68,-13.82,895.89,463.2494,0.2189,0.2157,0.2607,0.1842,54.6071,-0.015
69,-13.79,900.77,464.0474,0.2219,0.2165,0.259,0.1854,55.2943,-0.0154
70,-13.76,905.65,464.8441,0.225,0.2172,0.2573,0.1865,55.97,-0.0158
71,-13.73,910.53,465.6286,0.228,0.2179,0.2556,0.1877,56.6344,-0.0162
72,-13.7,915.41,466.4226,0.2309,0.2187,0.2539,0.1889,57.2774,-0.0166
73,-13.66,920.29,467.2152,0.2339,0.2194,0.2522,0.19,57.9189,-0.017
74,-13.63,925.17,467.9957,0.2368,0.2201,0.2505,0.1912,58.549,-0.0174
75,-13.6,930.05,468.7857,0.2396,0.2208,0.2488,0.1924,59.1677,-0.0178
76,-13.57,934.92,469.5743,0.2424,0.2216,0.2471,0.1936,59.7669,-0.0182
77,-13.54,939.8,470.3509,0.2452,0.2223,0.2454,0.1947,60.3627,-0.0186
78,-13.5,944.68,471.1369,0.248,0.223,0.2438,0.1959,60.9472,-0.019
79,-13.47,949.56,471.9216,0.2507,0.2237,0.2421,0.1971,61.5202,-0.0194
80,-13.44,954.44,472.6944,0.2534,0.2244,0.2404,0.1982,62.0718,-0.0198
81,-13.41,959.32,473.4765,0.2561,0.2251,0.2387,0.1994,62.622,-0.0202
82,-13.38,964.2,474.2573,0.2587,0.2258,0.237,0.2006,63.1608,-0.0206
83,-13.34,969.07,475.0263,0.2613,0.2266,0.2353,0.2018,63.6901,-0.021
84,-13.31,973.95,475.8046,0.2639,0.2273,0.2336,0.2029,64.1961,-0.0214
85,-13.28,978.83,476.5816,0.2665,0.228,0.2319,0.2041,64.7006,-0.0218
86,-13.25,983.71,477.3468,0.269,0.2287,0.2302,0.2053,65.1937,-0.0222
87,-13.22,988.59,478.1213,0.2715,0.2294,0.2285,0.2064,65.6754,-0.0226
88,-13.18,993.47,478.8946,0.274,0.2301,0.2268,0.2076,66.1356,-0.023
89,-13.15,998.35,479.6561,0.2765,0.2307,0.2251,0.2088,66.5945,-0.0234
90,-13.12,1003.2,480.4269,0.2789,0.2314,0.2234,0.2099,67.0482,-0.0238
91,-13.09,1008.1,481.1964,0.2813,0.2321,0.2217,0.2111,67.48,-0.0242
92,-13.06,1013.0,481.9544,0.2837,0.2328,0.22,0.2123,67.8904,-0.0246
93,-13.02,1016.0,482.4002,0.2863,0.2333,0.2181,0.213,68.2122,-0.0248
94,-12.99,1017.3,482.5039,0.289,0.2337,0.2159,0.2132,68.4011,-0.0248
95,-12.96,1018.5,482.6179,0.2917,0.234,0.2137,0.2135,68.6006,-0.0249
96,-12.93,1019.8,482.7318,0.2944,0.2343,0.2115,0.2137,68.7781,-0.0249
97,-12.9,1021.0,482.8354,0.2971,0.2347,0.2093,0.214,68.9764,-0.0249
98,-12.86,1022.3,482.9493,0.2997,0.235,0.2071,0.2142,69.1527,-0.025
99,-12.83,1023.5,483.0631,0.3023,0.2353,0.2049,0.2145,69.3497,-0.025
100,-12.8,1024.8,483.1666,0.3049,0.2357,0.2027,0.2147,69.5147,-0.0251
101,-12.77,1026.0,483.2805,0.3074,0.236,0.2005,0.215,69.7105,-0.0251
102,-12.74,1027.3,483.3942,0.31,0.2363,0.1983,0.2152,69.8842,-0.0251
103,-12.7,1028.5,483.4977,0.3125,0.2367,0.1961,0.2155,70.0788,-0.0252
104,-12.67,1029.7,483.6114,0.315,0.237,0.1939,0.2157,70.2728,-0.0252
105,-12.64,1031.0,483.7251,0.3175,0.2373,0.1917,0.216,70.4446,-0.0253
106,-12.61,1032.2,483.8285,0.3199,0.2377,0.1895,0.2162,70.6374,-0.0253
107,-12.58,1033.5,483.9421,0.3224,0.238,0.1874,0.2165,70.8079,-0.0253
108,-12.54,1034.7,484.0558,0.3248,0.2383,0.1852,0.2167,70.9995,-0.0254
109,-12.51,1036.0,484.1591,0.3272,0.2387,0.183,0.217,71.1687,-0.0254
110,-12.48,1037.2,484.2727,0.3296,0.239,0.1808,0.2172,71.359,-0.0255
111,-12.45,1038.5,484.3862,0.332,0.2393,0.1786,0.2175,71.527,-0.0255
112,-12.42,1039.7,484.4894,0.3343,0.2397,0.1764,0.2177,71.7161,-0.0255
113,-12.38,1040.9,484.6029,0.3367,0.24,0.1742,0.218,71.915,-0.0256
114,-12.35,1042.2,484.7164,0.339,0.2403,0.172,0.2182,72.0811,-0.0256
115,-12.32,1043.4,484.8196,0.3413,0.2406,0.1698,0.2185,72.2684,-0.0257
116,-12.29,1044.7,484.933,0.3436,0.241,0.1676,0.2187,72.4332,-0.0257
117,-12.26,1045.9,485.0464,0.3458,0.2413,0.1654,0.219,72.6193,-0.0257
118,-12.22,1047.2,485.1495,0.3481,0.2416,0.1632,0.2192,72.7828,-0.0258
119,-12.19,1048.4,485.2628,0.3504,0.2419,0.161,0.2195,72.9677,-0.0258
120,-12.16,1049.7,485.3761,0.3526,0.2423,0.1588,0.2197,73.1199,-0.0259
121,-12.13,1050.9,485.4791,0.3548,0.2426,0.1566,0.22,73.3035,-0.0259
122,-12.1,1052.2,485.5924,0.357,0.2429,0.1544,0.2202,73.4645,-0.0259
123,-12.06,1053.4,485.7057,0.3592,0.2432,0.1522,0.2205,73.6469,-0.026
124,-12.03,1054.3,485.716,0.3613,0.2435,0.1501,0.2206,73.8041,-0.026
125,-12.0,1051.5,484.8505,0.3625,0.2434,0.1493,0.219,73.841,-0.0253
126,-11.97,1048.7,483.9938,0.3638,0.2433,0.1484,0.2175,73.8692,-0.0246
127,-11.94,1045.9,483.1252,0.365,0.2431,0.1476,0.2159,73.8888,-0.0238
128,-11.9,1043.1,482.2551,0.3663,0.243,0.1467,0.2144,73.8894,-0.0231
129,-11.87,1040.3,481.3834,0.3675,0.2429,0.1459,0.2129,73.8917,-0.0224
130,-11.84,1037.5,480.5101,0.3687,0.2427,0.145,0.2113,73.8855,-0.0217
131,-11.81,1034.7,479.6353,0.37,0.2426,0.1442,0.2098,73.8706,-0.021
132,-11.78,1031.9,478.7588,0.3712,0.2425,0.1433,0.2082,73.8471,-0.0203
133,-11.74,1029.1,477.8807,0.3724,0.2424,0.1425,0.2067,73.815,-0.0196
134,-11.71,1026.3,477.001,0.3736,0.2422,0.1416,0.2052,73.7743,-0.0189
135,-11.68,1023.5,476.1197,0.3748,0.2421,0.1408,0.2036,73.7249,-0.0182
136,-11.65,1020.7,475.2368,0.3761,0.242,0.1399,0.2021,73.6669,-0.0175
137,-11.62,1017.9,474.3522,0.3773,0.2418,0.1391,0.2006,73.5802,-0.0168
138,-11.58,1015.1,473.4659,0.3785,0.2417,0.1382,0.199,73.5049,-0.0161
139,-11.55,1012.3,472.578,0.3797,0.2416,0.1374,0.1975,73.4211,-0.0154
140,-11.52,1009.5,471.6885,0.3809,0.2414,0.1365,0.1959,73.3287,-0.0147
141,-11.49,1006.7,470.7972,0.382,0.2413,0.1356,0.1944,73.2276,-0.014
142,-11.46,1004.0,469.9042,0.3832,0.2412,0.1348,0.1928,73.0986,-0.0133
143,-11.42,1001.2,469.0096,0.3844,0.2411,0.134,0.1913,72.9804,-0.0126
144,-11.39,998.36,468.1132,0.3856,0.2409,0.1331,0.1898,72.8612,-0.0119
145,-11.36,995.57,467.2152,0.3868,0.2408,0.1322,0.1882,72.7239,-0.0112
146,-11.33,992.77,466.3153,0.3879,0.2407,0.1314,0.1867,72.5798,-0.0105
147,-11.3,989.98,465.4138,0.3891,0.2405,0.1305,0.1852,72.4153,-0.0098
148,-11.26,987.18,464.5213,0.3903,0.2404,0.1297,0.1836,72.254,-0.0091
149,-11.23,984.39,463.6162,0.3914,0.2403,0.1288,0.1821,72.0823,-0.0084
150,-11.2,981.59,462.7094,0.3926,0.2401,0.128,0.1805,71.9037,-0.0077
151,-11.17,978.8,461.8008,0.3937,0.24,0.1271,0.179,71.7148,-0.007
152,-11.14,976.0,460.8904,0.3949,0.2399,0.1263,0.1775,71.519,-0.0063
153,-11.1,973.21,459.9783,0.396,0.2398,0.1254,0.1759,71.3129,-0.0056
154,-11.07,970.41,459.0643,0.3972,0.2396,0.1246,0.1744,71.0999,-0.0049
155,-11.04,967.62,458.1484,0.3983,0.2395,0.1237,0.1728,70.8766,-0.0042
156,-11.01,964.81,457.526,0.3988,0.2398,0.1233,0.1712,70.9156,-0.0034
157,-10.98,961.99,457.0558,0.399,0.2403,0.1231,0.1696,71.0757,-0.0025
158,-10.94,959.17,456.5742,0.3992,0.2407,0.123,0.1679,71.2266,-0.0016
159,-10.91,956.36,456.0921,0.3994,0.2412,0.1228,0.1663,71.3569,-0.0007
160,-10.88,953.54,455.6095,0.3996,0.2417,0.1226,0.1646,71.4892,0.0002
161,-10.85,950.72,455.1264,0.3998,0.2421,0.1224,0.163,71.6121,0.0011
162,-10.82,947.91,454.6427,0.4,0.2426,0.1222,0.1613,71.7242,0.002
163,-10.78,945.09,454.1586,0.4003,0.2431,0.122,0.1597,71.8286,0.0029
164,-10.75,942.28,453.6739,0.4005,0.2435,0.1218,0.158,71.9126,0.0038
165,-10.72,939.46,453.1997,0.4007,0.244,0.1216,0.1564,71.9985,0.0047
166,-10.69,936.64,452.714,0.4009,0.2445,0.1214,0.1548,72.075,0.0056
167,-10.66,933.83,452.2278,0.4011,0.2449,0.1212,0.1531,72.1406,0.0065
168,-10.62,931.01,451.7411,0.4013,0.2454,0.121,0.1514,72.1985,0.0074
169,-10.59,928.19,451.2538,0.4015,0.2459,0.1208,0.1498,72.2379,0.0083
170,-10.56,925.38,450.766,0.4017,0.2463,0.1206,0.1482,72.2757,0.0092
171,-10.53,922.56,450.2777,0.4019,0.2468,0.1204,0.1465,72.3057,0.0101
172,-10.5,919.74,449.7888,0.4021,0.2472,0.1202,0.1449,72.3265,0.0109
173,-10.46,916.93,449.3106,0.4023,0.2477,0.12,0.1432,72.3365,0.0118
174,-10.43,914.11,448.8207,0.4025,0.2482,0.1199,0.1416,72.3294,0.0127
175,-10.4,911.29,448.3302,0.4027,0.2486,0.1197,0.1399,72.3323,0.0136
176,-10.37,908.48,447.8393,0.4029,0.2491,0.1195,0.1383,72.3145,0.0145
177,-10.34,905.66,447.3477,0.4031,0.2495,0.1193,0.1366,72.2887,0.0154
178,-10.3,902.84,446.8557,0.4033,0.25,0.1191,0.135,72.2537,0.0163
179,-10.27,900.03,446.3631,0.4035,0.2504,0.1189,0.1333,72.199,0.0172
180,-10.24,897.21,445.8812,0.4037,0.2509,0.1187,0.1317,72.1454,0.0181
181,-10.21,894.4,445.3875,0.4039,0.2514,0.1185,0.13,72.0812,0.019
182,-10.18,891.58,444.8932,0.4041,0.2518,0.1183,0.1284,72.009,0.0199
183,-10.14,888.76,444.3985,0.4043,0.2523,0.1181,0.1267,71.9274,0.0208
184,-10.11,885.95,443.9031,0.4045,0.2527,0.1179,0.1251,71.8265,0.0217
185,-10.08,883.13,443.4073,0.4047,0.2532,0.1177,0.1234,71.7264,0.0226
186,-10.05,880.31,442.9108,0.4049,0.2536,0.1175,0.1218,71.617,0.0235
187,-10.02,878.18,442.6511,0.405,0.2542,0.1174,0.1204,71.611,0.0243
188,-9.98,877.78,442.9898,0.4048,0.2551,0.1175,0.1194,71.9167,0.0248
189,-9.95,877.39,443.3283,0.4045,0.256,0.1176,0.1185,72.2117,0.0254
190,-9.92,877.0,443.6665,0.4043,0.2569,0.1177,0.1176,72.5148,0.0259
191,-9.89,876.6,444.0158,0.4041,0.2578,0.1178,0.1167,72.8095,0.0265
192,-9.86,876.21,444.3535,0.4038,0.2587,0.1178,0.1158,73.1112,0.027
193,-9.82,875.81,444.6909,0.4036,0.2596,0.1179,0.1149,73.4045,0.0276
194,-9.79,875.42,445.0281,0.4033,0.2605,0.118,0.114,73.6859,0.0281
195,-9.76,875.03,445.365,0.4031,0.2614,0.1181,0.113,73.9854,0.0287
196,-9.73,874.63,445.7017,0.4028,0.2623,0.1182,0.1121,74.2765,0.0292
197,-9.7,874.24,446.0381,0.4026,0.2632,0.1182,0.1112,74.5745,0.0298
198,-9.66,873.84,446.3743,0.4023,0.2641,0.1183,0.1103,74.8642,0.0303
199,-9.63,873.45,446.7102,0.4021,0.265,0.1184,0.1094,75.1608,0.0309
200,-9.6,873.06,447.0459,0.4019,0.2658,0.1185,0.1085,75.4479,0.0314
201,-9.57,872.66,447.3813,0.4016,0.2667,0.1186,0.1075,75.7441,0.032
202,-9.54,872.27,447.7164,0.4014,0.2676,0.1186,0.1066,76.0198,0.0325
203,-9.5,871.87,448.0513,0.4011,0.2685,0.1187,0.1057,76.3146,0.0331
204,-9.47,871.48,448.386,0.4009,0.2693,0.1188,0.1048,76.5989,0.0336
205,-9.44,871.09,448.7315,0.4006,0.2702,0.1189,0.1039,76.8912,0.0342
206,-9.41,870.69,449.0657,0.4004,0.2711,0.119,0.103,77.1751,0.0347
207,-9.38,870.3,449.3996,0.4001,0.2719,0.119,0.1021,77.4572,0.0353
208,-9.34,869.9,449.7333,0.3999,0.2728,0.1191,0.1011,77.7483,0.0358
209,-9.31,869.51,450.0667,0.3996,0.2736,0.1192,0.1002,78.029,0.0364
210,-9.28,869.12,450.3998,0.3994,0.2745,0.1193,0.0993,78.3068,0.0369
211,-9.25,868.72,450.7327,0.3992,0.2753,0.1194,0.0984,78.5906,0.0375
212,-9.22,868.33,451.0654,0.3989,0.2762,0.1194,0.0975,78.8735,0.038
213,-9.18,867.94,451.3978,0.3987,0.277,0.1195,0.0966,79.1556,0.0386
214,-9.15,867.54,451.73,0.3984,0.2779,0.1196,0.0957,79.4372,0.0391
215,-9.12,867.15,452.0619,0.3982,0.2787,0.1197,0.0947,79.7179,0.0397
216,-9.09,866.75,452.3936,0.3979,0.2795,0.1198,0.0938,79.9989,0.0402
217,-9.06,866.36,452.7251,0.3977,0.2804,0.1198,0.0929,80.2774,0.0408
218,-9.02,865.97,453.0673,0.3974,0.2812,0.1199,0.092,80.556,0.0413
219,-8.99,866.81,453.4424,0.3969,0.2819,0.1203,0.0916,80.7867,0.0415
220,-8.96,867.83,453.8392,0.3963,0.2826,0.1207,0.0913,81.0175,0.0416
221,-8.93,868.85,454.2246,0.3957,0.2833,0.1211,0.091,81.2481,0.0418
222,-8.9,869.88,454.6097,0.3951,0.284,0.1216,0.0907,81.4693,0.0419
223,-8.86,870.9,455.0055,0.3946,0.2847,0.122,0.0903,81.7012,0.042
224,-8.83,871.92,455.3899,0.394,0.2854,0.1224,0.09,81.9345,0.0422
225,-8.8,872.94,455.7741,0.3934,0.2861,0.1228,0.0897,82.1677,0.0423
226,-8.77,873.96,456.1688,0.3928,0.2868,0.1232,0.0894,82.4023,0.0424
227,-8.74,874.99,456.5523,0.3922,0.2875,0.1236,0.0891,82.6259,0.0426
228,-8.7,876.01,456.9354,0.3916,0.2882,0.124,0.0888,82.8618,0.0427
229,-8.67,877.03,457.3292,0.391,0.2889,0.1244,0.0884,83.0976,0.0428
230,-8.64,878.05,457.7117,0.3904,0.2896,0.1249,0.0881,83.3339,0.043
231,-8.61,879.07,458.1048,0.3898,0.2903,0.1253,0.0878,83.5718,0.0431
232,-8.58,880.1,458.4866,0.3892,0.291,0.1257,0.0875,83.8086,0.0432
233,-8.54,881.12,458.8682,0.3886,0.2917,0.1261,0.0872,84.0378,0.0434
234,-8.51,882.14,459.2603,0.388,0.2923,0.1265,0.0869,84.2767,0.0435
235,-8.48,883.16,459.6412,0.3874,0.293,0.1269,0.0866,84.5172,0.0436
236,-8.45,884.18,460.0217,0.3868,0.2937,0.1274,0.0862,84.7574,0.0438
237,-8.42,885.21,460.4129,0.3862,0.2944,0.1278,0.0859,84.9983,0.0439
238,-8.38,886.23,460.7928,0.3856,0.2951,0.1282,0.0856,85.2398,0.044
239,-8.35,887.25,461.1724,0.385,0.2957,0.1286,0.0853,85.4729,0.0442
240,-8.32,888.27,461.5626,0.3844,0.2964,0.129,0.085,85.7157,0.0443
241,-8.29,889.29,461.9416,0.3838,0.2971,0.1294,0.0847,85.96,0.0444
242,-8.26,890.32,462.3311,0.3832,0.2977,0.1298,0.0843,86.2033,0.0446
243,-8.22,891.34,462.7094,0.3826,0.2984,0.1303,0.084,86.4489,0.0447
244,-8.19,892.36,463.0875,0.382,0.2991,0.1307,0.0837,86.6943,0.0448
245,-8.16,893.38,463.476,0.3814,0.2997,0.1311,0.0834,86.9312,0.045
246,-8.13,894.4,463.8534,0.3807,0.3004,0.1315,0.0831,87.1779,0.0451
247,-8.1,895.43,464.2305,0.3801,0.3011,0.1319,0.0828,87.4253,0.0452
248,-8.06,896.45,464.6181,0.3795,0.3017,0.1323,0.0825,87.6732,0.0454
249,-8.03,897.47,464.9946,0.3789,0.3024,0.1328,0.0821,87.9227,0.0455
250,-8.0,898.61,465.2096,0.3782,0.303,0.1333,0.0819,88.0761,0.0455
251,-7.97,899.88,465.2526,0.3773,0.3035,0.1339,0.0819,88.1296,0.0454
252,-7.94,901.15,465.2849,0.3765,0.304,0.1345,0.0818,88.1733,0.0452
253,-7.9,902.42,465.3278,0.3756,0.3045,0.1352,0.0818,88.2263,0.0451
254,-7.87,903.69,465.3601,0.3748,0.305,0.1358,0.0817,88.2803,0.045
255,-7.84,904.96,465.4031,0.3739,0.3055,0.1364,0.0816,88.3344,0.0449
256,-7.81,906.22,465.4353,0.373,0.306,0.1371,0.0816,88.3796,0.0447
257,-7.78,907.49,465.4782,0.3722,0.3065,0.1377,0.0815,88.4341,0.0446
258,-7.74,908.76,465.5105,0.3713,0.307,0.1383,0.0814,88.4879,0.0445
259,-7.71,910.03,465.5534,0.3704,0.3075,0.139,0.0814,88.5427,0.0443
260,-7.68,911.3,465.5857,0.3696,0.308,0.1396,0.0813,88.5977,0.0442
261,-7.65,912.57,465.6286,0.3687,0.3085,0.1402,0.0812,88.6428,0.0441
262,-7.62,913.84,465.6608,0.3678,0.3091,0.1409,0.0812,88.6972,0.0439
263,-7.58,915.11,465.7038,0.3669,0.3096,0.1415,0.0811,88.7527,0.0438
264,-7.55,916.38,465.736,0.3661,0.3101,0.1421,0.081,88.8083,0.0437
265,-7.52,917.65,465.7789,0.3652,0.3105,0.1428,0.081,88.8541,0.0435
266,-7.49,918.92,465.8111,0.3643,0.311,0.1434,0.0809,88.9101,0.0434
267,-7.46,920.19,465.8541,0.3634,0.3115,0.144,0.0809,88.9653,0.0433
268,-7.42,921.46,465.8863,0.3625,0.312,0.1447,0.0808,89.0216,0.0431
269,-7.39,922.72,465.9292,0.3616,0.3125,0.1453,0.0807,89.0788,0.043
270,-7.36,923.99,465.9614,0.3607,0.313,0.1459,0.0807,89.1254,0.0429
271,-7.33,925.26,466.0043,0.3598,0.3135,0.1466,0.0806,89.1813,0.0427
272,-7.3,926.53,466.0365,0.3589,0.314,0.1472,0.0805,89.2382,0.0426
273,-7.26,927.8,466.0794,0.3581,0.3145,0.1478,0.0805,89.2953,0.0425
274,-7.23,929.07,466.1116,0.3571,0.315,0.1485,0.0804,89.3426,0.0423
275,-7.2,930.34,466.1545,0.3562,0.3155,0.1491,0.0803,89.399,0.0422
276,-7.17,931.61,466.1867,0.3553,0.316,0.1498,0.0803,89.4566,0.0421
277,-7.14,932.88,466.2296,0.3544,0.3165,0.1504,0.0802,89.5144,0.0419
278,-7.1,934.15,466.2617,0.3535,0.317,0.151,0.0802,89.5723,0.0418
279,-7.07,935.42,466.3046,0.3526,0.3174,0.1516,0.0801,89.6203,0.0417
280,-7.04,936.69,466.3368,0.3517,0.3179,0.1523,0.08,89.6776,0.0415
281,-7.01,937.92,466.3582,0.3508,0.3184,0.1529,0.08,89.7289,0.0414
282,-6.98,938.69,466.0579,0.35,0.3194,0.1537,0.0801,89.616,0.0412
283,-6.94,939.46,465.7682,0.3492,0.3204,0.1545,0.0802,89.5119,0.0409
284,-6.91,940.22,465.4675,0.3485,0.3214,0.1553,0.0803,89.4085,0.0407
285,-6.88,940.99,465.1774,0.3477,0.3223,0.1561,0.0804,89.305,0.0404
286,-6.85,941.75,464.8871,0.3469,0.3233,0.157,0.0805,89.2012,0.0402
287,-6.82,942.52,464.5858,0.3461,0.3243,0.1578,0.0806,89.0974,0.04
288,-6.78,943.29,464.2952,0.3454,0.3252,0.1586,0.0807,88.9925,0.0397
289,-6.75,944.05,463.9935,0.3446,0.3262,0.1594,0.0808,88.8883,0.0395
290,-6.72,944.82,463.7025,0.3438,0.3271,0.1602,0.081,88.784,0.0393
291,-6.69,945.58,463.4005,0.343,0.3281,0.161,0.0811,88.6694,0.039
292,-6.66,946.35,463.1091,0.3422,0.329,0.1618,0.0812,88.5638,0.0388
293,-6.62,947.12,462.8067,0.3414,0.33,0.1626,0.0813,88.459,0.0385
294,-6.59,947.88,462.5149,0.3406,0.3309,0.1634,0.0814,88.3539,0.0383
295,-6.56,948.65,462.2121,0.3399,0.3318,0.1642,0.0815,88.2479,0.0381
296,-6.53,949.41,461.9199,0.3391,0.3328,0.165,0.0816,88.1434,0.0378
297,-6.5,950.18,461.6276,0.3383,0.3337,0.1658,0.0817,88.037,0.0376
298,-6.46,950.95,461.3242,0.3375,0.3346,0.1666,0.0818,87.9304,0.0373
299,-6.43,951.71,461.0315,0.3367,0.3356,0.1674,0.0819,87.8154,0.0371
300,-6.4,952.48,460.7277,0.3359,0.3365,0.1682,0.082,87.7085,0.0369
