,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
21,-15.33,459.82,377.4652,0.2935,0.2392,0.2152,0.3154,40.0528,-0.0167
22,-15.3,461.06,378.5102,0.2943,0.2418,0.215,0.3181,41.376,-0.0175
23,-15.26,462.31,379.5524,0.2951,0.2443,0.2149,0.3208,42.6941,-0.0183
24,-15.23,463.55,380.5916,0.296,0.2469,0.2147,0.3234,44.004,-0.0192
25,-15.2,464.8,381.6281,0.2968,0.2494,0.2146,0.3261,45.3087,-0.02
26,-15.17,466.05,382.6617,0.2976,0.2519,0.2144,0.3288,46.6021,-0.0208
27,-15.14,467.29,383.7056,0.2984,0.2543,0.2143,0.3314,47.8967,-0.0216
28,-15.1,468.54,384.7337,0.2992,0.2568,0.2141,0.3341,49.1767,-0.0225
29,-15.07,469.79,385.759,0.3,0.2592,0.214,0.3368,50.4547,-0.0233
30,-15.04,470.98,386.7299,0.3008,0.2617,0.2138,0.3395,51.7535,-0.0241
31,-15.01,472.06,387.5951,0.3014,0.2645,0.2137,0.3424,53.1214,-0.025
32,-14.98,473.15,388.4714,0.3021,0.2673,0.2135,0.3452,54.465,-0.0259
33,-14.94,474.23,389.3328,0.3028,0.2701,0.2133,0.3481,55.8058,-0.0268
34,-14.91,475.31,390.1923,0.3035,0.2728,0.2131,0.351,57.1404,-0.0277
35,-14.88,476.4,391.0499,0.3042,0.2755,0.2129,0.3538,58.4754,-0.0286
36,-14.85,477.48,391.9056,0.3048,0.2782,0.2128,0.3567,59.7977,-0.0295
37,-14.82,478.56,392.7595,0.3055,0.2809,0.2126,0.3596,61.1138,-0.0303
38,-14.78,479.65,393.6115,0.3062,0.2835,0.2124,0.3624,62.4348,-0.0312
39,-14.75,480.73,394.4617,0.3069,0.2861,0.2122,0.3653,63.7386,-0.0321
40,-14.72,481.81,395.31,0.3075,0.2887,0.212,0.3681,65.0361,-0.033
41,-14.69,482.9,396.1565,0.3082,0.2912,0.2119,0.371,66.3338,-0.0339
42,-14.66,483.98,397.0013,0.3089,0.2938,0.2117,0.3738,67.6189,-0.0348
43,-14.62,485.06,397.8442,0.3095,0.2963,0.2115,0.3767,68.8979,-0.0357
44,-14.59,486.15,398.6853,0.3102,0.2988,0.2113,0.3796,70.1769,-0.0366
45,-14.56,487.23,399.5372,0.3109,0.3012,0.2111,0.3824,71.4435,-0.0374
46,-14.53,488.2,400.2499,0.3115,0.3036,0.2109,0.3853,72.7363,-0.0383
47,-14.5,489.11,400.8865,0.3121,0.3059,0.2107,0.3882,74.0371,-0.0391
48,-14.46,490.02,401.5221,0.3126,0.3082,0.2105,0.391,75.3375,-0.0399
49,-14.43,490.92,402.1567,0.3132,0.3105,0.2102,0.3939,76.6366,-0.0407
50,-14.4,491.83,402.7903,0.3138,0.3128,0.21,0.3968,77.9266,-0.0415
51,-14.37,492.73,403.4229,0.3144,0.315,0.2098,0.3996,79.2005,-0.0423
52,-14.34,493.64,404.0545,0.315,0.3173,0.2096,0.4025,80.48,-0.0431
53,-14.3,494.54,404.6851,0.3155,0.3195,0.2093,0.4054,81.7584,-0.044
54,-14.27,495.45,405.3147,0.3161,0.3217,0.2091,0.4083,83.0226,-0.0448
55,-14.24,496.36,405.9433,0.3167,0.3239,0.2089,0.4111,84.2865,-0.0456
56,-14.21,497.26,406.571,0.3173,0.326,0.2086,0.414,85.5494,-0.0464
57,-14.18,498.17,407.21,0.3178,0.3282,0.2084,0.4169,86.7879,-0.0472
58,-14.14,499.07,407.8358,0.3184,0.3303,0.2082,0.4198,88.0404,-0.048
59,-14.11,499.98,408.4605,0.319,0.3324,0.208,0.4226,89.2835,-0.0488
60,-14.08,500.88,409.0843,0.3195,0.3346,0.2077,0.4255,90.5256,-0.0496
61,-14.05,501.79,409.7072,0.3201,0.3367,0.2075,0.4284,91.7532,-0.0504
62,-14.02,502.97,410.5606,0.3206,0.3388,0.2073,0.4312,92.9592,-0.0512
63,-13.98,504.17,411.4487,0.3211,0.3409,0.2071,0.4341,94.1698,-0.0519
64,-13.95,505.37,412.3227,0.3215,0.343,0.2069,0.437,95.3735,-0.0527
65,-13.92,506.58,413.207,0.322,0.3451,0.2068,0.4398,96.556,-0.0534
66,-13.89,507.78,414.0894,0.3225,0.3472,0.2066,0.4427,97.7459,-0.0542
67,-13.86,508.99,414.9578,0.323,0.3493,0.2064,0.4455,98.9246,-0.0549
68,-13.82,510.19,415.8365,0.3234,0.3514,0.2062,0.4484,100.0908,-0.0557
69,-13.79,511.4,416.7013,0.3239,0.3534,0.206,0.4513,101.2556,-0.0564
70,-13.76,512.6,417.5763,0.3244,0.3554,0.2058,0.4541,102.4232,-0.0572
71,-13.73,513.8,418.4495,0.3249,0.3575,0.2057,0.457,103.5688,-0.0579
72,-13.7,515.01,419.309,0.3253,0.3595,0.2055,0.4598,104.713,-0.0587
73,-13.66,516.21,420.1785,0.3258,0.3615,0.2053,0.4627,105.8548,-0.0594
74,-13.63,517.42,421.0344,0.3263,0.3635,0.2051,0.4656,106.9751,-0.0602
75,-13.6,518.62,421.9005,0.3267,0.3655,0.2049,0.4684,108.1032,-0.0609
76,-13.57,519.82,422.7529,0.3272,0.3674,0.2047,0.4713,109.2244,-0.0617
77,-13.54,521.1,423.6744,0.3277,0.3694,0.2046,0.4741,110.2813,-0.0624
78,-13.5,522.64,424.7823,0.3281,0.3712,0.2044,0.4769,111.1939,-0.0631
79,-13.47,524.18,425.899,0.3285,0.3729,0.2042,0.4796,112.0828,-0.0638
80,-13.44,525.73,427.0129,0.329,0.3747,0.204,0.4824,112.9636,-0.0645
81,-13.41,527.27,428.1238,0.3294,0.3765,0.2039,0.4851,113.8408,-0.0652
82,-13.38,528.82,429.2202,0.3298,0.3783,0.2037,0.4879,114.7146,-0.0658
83,-13.34,530.36,430.3255,0.3303,0.38,0.2035,0.4906,115.5748,-0.0665
84,-13.31,531.9,431.4279,0.3307,0.3818,0.2034,0.4934,116.4212,-0.0672
85,-13.28,533.45,432.5275,0.3311,0.3835,0.2032,0.4961,117.2595,-0.0679
86,-13.25,534.99,433.6127,0.3316,0.3853,0.203,0.4989,118.1042,-0.0686
87,-13.22,536.53,434.7068,0.332,0.387,0.2029,0.5016,118.9305,-0.0693
88,-13.18,538.08,435.7981,0.3325,0.3887,0.2027,0.5044,119.7378,-0.07
89,-13.15,539.62,436.8867,0.3329,0.3904,0.2025,0.5071,120.5471,-0.0707
90,-13.12,541.16,437.9612,0.3333,0.3921,0.2024,0.5099,121.3579,-0.0714
91,-13.09,542.71,439.0444,0.3338,0.3938,0.2022,0.5126,122.1451,-0.072
92,-13.06,544.25,440.125,0.3342,0.3955,0.202,0.5154,122.9236,-0.0727
93,-13.02,545.85,441.2142,0.3345,0.3971,0.2019,0.5181,123.6851,-0.0734
94,-12.99,547.52,442.3347,0.3348,0.3985,0.2018,0.5208,124.4035,-0.0739
95,-12.96,549.18,443.4411,0.335,0.3999,0.2016,0.5234,125.1182,-0.0744
96,-12.93,550.85,444.5447,0.3353,0.4013,0.2015,0.5261,125.8188,-0.075
97,-12.9,552.51,445.6456,0.3355,0.4027,0.2014,0.5287,126.5159,-0.0755
98,-12.86,554.17,446.7438,0.3358,0.4041,0.2013,0.5314,127.2041,-0.0761
99,-12.83,555.84,447.8393,0.336,0.4055,0.2011,0.5341,127.8781,-0.0766
100,-12.8,557.5,448.9321,0.3363,0.407,0.201,0.5367,128.5486,-0.0772
101,-12.77,559.16,450.0222,0.3365,0.4084,0.2009,0.5394,129.2103,-0.0777
102,-12.74,560.83,451.1097,0.3368,0.4097,0.2008,0.542,129.8577,-0.0782
103,-12.7,562.49,452.1946,0.337,0.4111,0.2006,0.5447,130.5017,-0.0788
104,-12.67,564.16,453.277,0.3373,0.4125,0.2005,0.5474,131.1314,-0.0793
105,-12.64,565.82,454.3677,0.3375,0.4139,0.2004,0.55,131.752,-0.0799
106,-12.61,567.48,455.4448,0.3378,0.4153,0.2002,0.5527,132.3695,-0.0804
107,-12.58,569.15,456.5194,0.338,0.4166,0.2001,0.5554,132.9725,-0.081
108,-12.54,570.81,457.5915,0.3383,0.418,0.2,0.558,133.5723,-0.0815
109,-12.51,572.62,458.8791,0.3384,0.4196,0.1999,0.5608,134.5333,-0.082
110,-12.48,574.46,460.2065,0.3386,0.4213,0.1997,0.5637,135.5684,-0.0826
111,-12.45,576.3,461.5409,0.3387,0.423,0.1996,0.5665,136.603,-0.0831
112,-12.42,578.15,462.8715,0.3389,0.4247,0.1994,0.5694,137.6272,-0.0836
113,-12.38,579.99,464.1982,0.339,0.4264,0.1993,0.5722,138.6307,-0.0842
114,-12.35,581.83,465.5212,0.3392,0.4281,0.1992,0.5751,139.6337,-0.0847
115,-12.32,583.67,466.8297,0.3393,0.4297,0.199,0.578,140.6321,-0.0852
116,-12.29,585.52,468.1453,0.3395,0.4314,0.1989,0.5808,141.5983,-0.0858
117,-12.26,587.36,469.4571,0.3396,0.433,0.1987,0.5837,142.5697,-0.0863
118,-12.22,589.2,470.7653,0.3398,0.4347,0.1986,0.5865,143.5365,-0.0868
119,-12.19,591.05,472.0699,0.3399,0.4363,0.1984,0.5894,144.471,-0.0873
120,-12.16,592.89,473.3603,0.3401,0.438,0.1983,0.5923,145.4109,-0.0879
121,-12.13,594.73,474.6578,0.3402,0.4396,0.1981,0.5951,146.3402,-0.0884
122,-12.1,596.57,475.9517,0.3404,0.4412,0.198,0.598,147.255,-0.0889
123,-12.06,598.42,477.2421,0.3405,0.4429,0.1978,0.6008,148.1573,-0.0895
124,-12.03,600.27,478.5394,0.3407,0.4445,0.1977,0.6037,149.089,-0.09
125,-12.0,602.24,479.9375,0.3408,0.4464,0.1975,0.6066,150.3633,-0.0905
126,-11.97,604.21,481.3315,0.341,0.4483,0.1974,0.6095,151.6161,-0.091
127,-11.94,606.17,482.7215,0.3411,0.4502,0.1972,0.6124,152.8736,-0.0914
128,-11.9,608.14,484.1178,0.3412,0.4521,0.197,0.6153,154.1036,-0.0919
129,-11.87,610.11,485.4997,0.3413,0.4539,0.1969,0.6182,155.3322,-0.0924
130,-11.84,612.08,486.8778,0.3415,0.4558,0.1967,0.6211,156.5394,-0.0929
131,-11.81,614.04,488.252,0.3416,0.4577,0.1965,0.624,157.7513,-0.0933
132,-11.78,616.01,489.6325,0.3417,0.4595,0.1964,0.6269,158.9357,-0.0938
133,-11.74,617.98,490.999,0.3418,0.4613,0.1962,0.6298,160.1186,-0.0943
134,-11.71,619.95,492.3617,0.342,0.4632,0.196,0.6327,161.28,-0.0948
135,-11.68,621.92,493.7206,0.3421,0.465,0.1959,0.6356,162.4401,-0.0952
136,-11.65,623.88,495.0758,0.3422,0.4668,0.1957,0.6385,163.5851,-0.0957
137,-11.62,625.85,496.4373,0.3424,0.4686,0.1955,0.6414,164.7161,-0.0962
138,-11.58,627.82,497.7851,0.3425,0.4704,0.1954,0.6443,165.8319,-0.0967
139,-11.55,629.79,499.1292,0.3426,0.4722,0.1952,0.6472,166.9462,-0.0971
140,-11.52,631.7,500.3998,0.3427,0.4739,0.195,0.6499,168.0134,-0.0975
141,-11.49,633.53,501.5476,0.3426,0.4752,0.1949,0.6522,169.0144,-0.0976
142,-11.46,635.35,502.6927,0.3425,0.4766,0.1948,0.6545,170.0134,-0.0978
143,-11.42,637.18,503.8353,0.3424,0.4779,0.1947,0.6568,170.9974,-0.0979
144,-11.39,639.01,504.9752,0.3423,0.4793,0.1946,0.6591,171.9829,-0.098
145,-11.36,640.84,506.1225,0.3422,0.4806,0.1945,0.6614,172.9564,-0.0982
146,-11.33,642.67,507.2573,0.3421,0.482,0.1944,0.6638,173.9149,-0.0983
147,-11.3,644.49,508.3896,0.342,0.4833,0.1943,0.6661,174.8717,-0.0984
148,-11.26,646.32,509.5194,0.3419,0.4847,0.1942,0.6684,175.8132,-0.0986
149,-11.23,648.15,510.6466,0.3418,0.486,0.1941,0.6707,176.7464,-0.0987
150,-11.2,649.98,511.7714,0.3417,0.4873,0.194,0.673,177.671,-0.0989
151,-11.17,651.8,512.9035,0.3416,0.4886,0.1939,0.6754,178.5938,-0.099
152,-11.14,653.63,514.0233,0.3415,0.49,0.1938,0.6777,179.5115,-0.0991
153,-11.1,655.46,515.1408,0.3414,0.4913,0.1937,0.68,180.4106,-0.0993
154,-11.07,657.29,516.2558,0.3413,0.4926,0.1936,0.6823,181.3013,-0.0994
155,-11.04,659.12,517.3683,0.3412,0.4939,0.1935,0.6846,182.1835,-0.0995
156,-11.01,660.63,518.112,0.3409,0.4948,0.1935,0.6864,182.7468,-0.0994
157,-10.98,662.0,518.6714,0.3406,0.4956,0.1935,0.6879,183.1467,-0.0991
158,-10.94,663.37,519.2398,0.3402,0.4963,0.1935,0.6893,183.5425,-0.0988
159,-10.91,664.74,519.8077,0.3398,0.4971,0.1936,0.6908,183.941,-0.0986
160,-10.88,666.12,520.3653,0.3395,0.4978,0.1936,0.6923,184.3218,-0.0983
161,-10.85,667.49,520.9319,0.3391,0.4985,0.1936,0.6938,184.7055,-0.098
162,-10.82,668.86,521.4978,0.3387,0.4993,0.1936,0.6952,185.1018,-0.0978
163,-10.78,670.23,522.0632,0.3384,0.5,0.1936,0.6967,185.4774,-0.0975
164,-10.75,671.6,522.6184,0.338,0.5007,0.1936,0.6982,185.8556,-0.0972
165,-10.72,672.97,523.1826,0.3376,0.5015,0.1937,0.6997,186.2231,-0.0969
166,-10.69,674.34,523.7461,0.3373,0.5022,0.1937,0.7012,186.5865,-0.0967
167,-10.66,675.72,524.3091,0.3369,0.503,0.1937,0.7026,186.9456,-0.0964
168,-10.62,677.09,524.8619,0.3365,0.5037,0.1937,0.7041,187.3009,-0.0961
169,-10.59,678.46,525.4236,0.3362,0.5044,0.1938,0.7056,187.659,-0.0958
170,-10.56,679.83,525.9848,0.3358,0.5051,0.1938,0.707,188.0062,-0.0956
171,-10.53,681.2,526.5358,0.3354,0.5059,0.1938,0.7085,188.3494,-0.0953
172,-10.5,682.27,526.5833,0.3351,0.5066,0.1938,0.7096,188.428,-0.0949
173,-10.46,683.33,526.6213,0.3347,0.5074,0.1939,0.7107,188.4847,-0.0944
174,-10.43,684.39,526.6498,0.3344,0.5082,0.1939,0.7117,188.5559,-0.094
175,-10.4,685.45,526.6878,0.334,0.5089,0.1939,0.7128,188.6149,-0.0935
176,-10.37,686.51,526.7257,0.3336,0.5097,0.194,0.7138,188.6717,-0.0931
177,-10.34,687.57,526.7637,0.3333,0.5104,0.194,0.7149,188.7362,-0.0926
178,-10.3,688.63,526.7922,0.3329,0.5112,0.194,0.716,188.7885,-0.0922
179,-10.27,689.69,526.8301,0.3326,0.5119,0.1941,0.717,188.8385,-0.0917
180,-10.24,690.75,526.8681,0.3322,0.5127,0.1941,0.7181,188.8893,-0.0913
181,-10.21,691.82,526.8966,0.3318,0.5135,0.1942,0.7192,188.9276,-0.0909
182,-10.18,692.88,526.9345,0.3315,0.5142,0.1942,0.7202,188.9809,-0.0904
183,-10.14,693.94,526.9725,0.3311,0.515,0.1942,0.7213,189.0219,-0.09
184,-10.11,695.0,527.0104,0.3308,0.5157,0.1943,0.7223,189.0606,-0.0895
185,-10.08,696.06,527.0389,0.3304,0.5165,0.1943,0.7234,189.1072,-0.0891
186,-10.05,697.12,527.0768,0.33,0.5172,0.1943,0.7244,189.1414,-0.0886
187,-10.02,698.21,527.1243,0.3297,0.5181,0.1944,0.7256,189.2668,-0.0882
188,-9.98,699.36,527.2191,0.3295,0.5193,0.1943,0.7268,189.6261,-0.0878
189,-9.95,700.51,527.3139,0.3293,0.5205,0.1943,0.728,189.9857,-0.0875
190,-9.92,701.66,527.4088,0.329,0.5217,0.1942,0.7292,190.3495,-0.0871
191,-9.89,702.81,527.5036,0.3288,0.5229,0.1942,0.7304,190.7035,-0.0867
192,-9.86,703.96,527.5889,0.3286,0.5241,0.1942,0.7316,191.0617,-0.0864
193,-9.82,705.11,527.6836,0.3283,0.5253,0.1941,0.7328,191.4172,-0.086
194,-9.79,706.26,527.7784,0.3281,0.5266,0.1941,0.7341,191.7628,-0.0856
195,-9.76,707.41,527.8731,0.3279,0.5277,0.194,0.7353,192.1126,-0.0853
196,-9.73,708.56,527.9583,0.3277,0.5289,0.194,0.7365,192.4526,-0.0849
197,-9.7,709.71,528.053,0.3274,0.5301,0.1939,0.7377,192.7969,-0.0845
198,-9.66,710.86,528.1477,0.3272,0.5313,0.1939,0.7389,193.1384,-0.0841
199,-9.63,712.01,528.2424,0.327,0.5325,0.1938,0.7401,193.47,-0.0838
200,-9.6,713.16,528.337,0.3267,0.5337,0.1938,0.7413,193.806,-0.0834
201,-9.57,714.31,528.4222,0.3265,0.5349,0.1938,0.7426,194.132,-0.083
202,-9.54,715.46,528.5168,0.3263,0.5361,0.1937,0.7438,194.4523,-0.0827
203,-9.5,716.67,528.7911,0.326,0.5374,0.1936,0.7451,194.9907,-0.0823
204,-9.47,717.93,529.207,0.3258,0.539,0.1935,0.7464,195.6727,-0.082
205,-9.44,719.19,529.6131,0.3255,0.5405,0.1934,0.7478,196.3513,-0.0816
206,-9.41,720.45,530.0283,0.3253,0.5421,0.1932,0.7491,197.0193,-0.0813
207,-9.38,721.71,530.4338,0.325,0.5436,0.1931,0.7505,197.6911,-0.0809
208,-9.34,722.97,530.8484,0.3248,0.5451,0.1929,0.7518,198.3522,-0.0806
209,-9.31,724.23,531.2532,0.3245,0.5467,0.1928,0.7532,199.0172,-0.0803
210,-9.28,725.49,531.6672,0.3243,0.5482,0.1926,0.7545,199.6788,-0.0799
211,-9.25,726.75,532.0714,0.3241,0.5497,0.1925,0.7559,200.3297,-0.0796
212,-9.22,728.01,532.4754,0.3238,0.5512,0.1924,0.7572,200.9844,-0.0792
213,-9.18,729.26,532.8884,0.3235,0.5527,0.1922,0.7586,201.6461,-0.0789
214,-9.15,730.52,533.2917,0.3233,0.5542,0.1921,0.76,202.294,-0.0786
215,-9.12,731.78,533.704,0.323,0.5557,0.192,0.7613,202.9386,-0.0782
216,-9.09,733.04,534.1067,0.3228,0.5572,0.1918,0.7627,203.5724,-0.0779
217,-9.06,734.3,534.5185,0.3225,0.5587,0.1917,0.764,204.2101,-0.0775
218,-9.02,735.56,534.9206,0.3223,0.5602,0.1915,0.7654,204.8371,-0.0772
219,-8.99,736.53,535.1075,0.322,0.5617,0.1913,0.7665,205.2829,-0.0767
220,-8.96,737.47,535.2663,0.3217,0.5631,0.1911,0.7677,205.6943,-0.0763
221,-8.93,738.4,535.4157,0.3214,0.5646,0.1908,0.7688,206.1112,-0.0758
222,-8.9,739.33,535.5745,0.3212,0.566,0.1906,0.77,206.5259,-0.0753
223,-8.86,740.27,535.7238,0.3209,0.5675,0.1903,0.7712,206.9308,-0.0748
224,-8.83,741.2,535.8824,0.3206,0.5689,0.1901,0.7723,207.3412,-0.0744
225,-8.8,742.13,536.0317,0.3203,0.5703,0.1898,0.7734,207.7396,-0.0739
226,-8.77,743.07,536.1903,0.32,0.5718,0.1896,0.7746,208.1454,-0.0734
227,-8.74,744.0,536.3394,0.3198,0.5732,0.1893,0.7757,208.5494,-0.0729
228,-8.7,744.93,536.4979,0.3195,0.5746,0.1891,0.7769,208.9513,-0.0725
229,-8.67,745.87,536.647,0.3192,0.5761,0.1888,0.778,209.3433,-0.072
230,-8.64,746.8,536.8054,0.3189,0.5775,0.1886,0.7792,209.7309,-0.0715
231,-8.61,747.73,536.9544,0.3186,0.5789,0.1884,0.7803,210.1264,-0.071
232,-8.58,748.66,537.1127,0.3184,0.5803,0.1881,0.7815,210.5197,-0.0706
233,-8.54,749.6,537.2616,0.3181,0.5817,0.1879,0.7826,210.9031,-0.0701
234,-8.51,750.49,537.3639,0.3178,0.5832,0.1876,0.7837,211.2935,-0.0696
235,-8.48,751.22,537.2057,0.3175,0.5849,0.1872,0.7844,211.6405,-0.0689
236,-8.45,751.94,537.0475,0.3172,0.5866,0.1868,0.7852,212.0043,-0.0683
237,-8.42,752.66,536.8985,0.3168,0.5884,0.1864,0.7859,212.3671,-0.0677
238,-8.38,753.38,536.7402,0.3165,0.5901,0.186,0.7866,212.7264,-0.0671
239,-8.35,754.1,536.5818,0.3162,0.5918,0.1856,0.7873,213.0871,-0.0664
240,-8.32,754.83,536.4233,0.3159,0.5935,0.1851,0.788,213.4289,-0.0658
241,-8.29,755.55,536.2649,0.3156,0.5952,0.1847,0.7887,213.795,-0.0652
242,-8.26,756.27,536.1063,0.3153,0.5969,0.1843,0.7894,214.1526,-0.0645
243,-8.22,756.99,535.9478,0.3149,0.5985,0.1839,0.7902,214.4992,-0.0639
244,-8.19,757.71,535.7985,0.3146,0.6002,0.1835,0.7909,214.8623,-0.0633
245,-8.16,758.44,535.6398,0.3143,0.6019,0.1831,0.7916,215.1989,-0.0626
246,-8.13,759.16,535.4811,0.314,0.6036,0.1827,0.7923,215.5523,-0.062
247,-8.1,759.88,535.3223,0.3137,0.6053,0.1823,0.793,215.9048,-0.0614
248,-8.06,760.6,535.1635,0.3133,0.6069,0.1819,0.7938,216.2538,-0.0607
249,-8.03,761.33,535.0047,0.313,0.6086,0.1815,0.7945,216.5962,-0.0601
250,-8.0,762.17,534.8551,0.3127,0.6105,0.1811,0.7954,217.1552,-0.0595
251,-7.97,763.15,534.7055,0.3123,0.6127,0.1807,0.7965,217.951,-0.0588
252,-7.94,764.13,534.5652,0.3119,0.6149,0.1804,0.7976,218.7446,-0.0581
253,-7.9,765.12,534.4156,0.3115,0.6171,0.18,0.7987,219.5257,-0.0574
254,-7.87,766.1,534.2659,0.3112,0.6193,0.1796,0.7998,220.3149,-0.0567
255,-7.84,767.08,534.1255,0.3108,0.6215,0.1793,0.801,221.1019,-0.056
256,-7.81,768.07,533.9757,0.3104,0.6236,0.1789,0.8021,221.8787,-0.0554
257,-7.78,769.05,533.8258,0.31,0.6258,0.1785,0.8032,222.6613,-0.0547
258,-7.74,770.03,533.6853,0.3096,0.628,0.1782,0.8043,223.4418,-0.054
259,-7.71,771.01,533.5354,0.3092,0.6301,0.1778,0.8054,224.22,-0.0533
260,-7.68,772.0,533.3854,0.3089,0.6322,0.1774,0.8066,224.988,-0.0526
261,-7.65,772.98,533.2354,0.3085,0.6344,0.1771,0.8077,225.7618,-0.052
262,-7.62,773.96,533.0947,0.3081,0.6365,0.1767,0.8088,226.5334,-0.0513
263,-7.58,774.94,532.9447,0.3077,0.6386,0.1764,0.8099,227.3028,-0.0506
264,-7.55,775.93,532.7945,0.3073,0.6407,0.176,0.8111,228.062,-0.0499
265,-7.52,776.91,532.6537,0.3069,0.6429,0.1756,0.8122,228.827,-0.0492
266,-7.49,778.27,532.5505,0.3065,0.6452,0.1754,0.8143,230.0103,-0.0485
267,-7.46,779.75,532.4754,0.3061,0.6476,0.1751,0.8167,231.326,-0.0478
268,-7.42,781.23,532.3908,0.3056,0.65,0.1749,0.8191,232.6245,-0.0471
269,-7.39,782.71,532.3157,0.3052,0.6524,0.1746,0.8215,233.9337,-0.0464
270,-7.36,784.19,532.2312,0.3048,0.6548,0.1744,0.8239,235.218,-0.0457
271,-7.33,785.67,532.156,0.3044,0.6571,0.1742,0.8263,236.5052,-0.045
272,-7.3,787.16,532.0714,0.3039,0.6595,0.1739,0.8287,237.7769,-0.0443
273,-7.26,788.64,531.9868,0.3035,0.6618,0.1737,0.8311,239.0398,-0.0436
274,-7.23,790.12,531.9116,0.3031,0.6642,0.1734,0.8336,240.3055,-0.0429
275,-7.2,791.6,531.827,0.3026,0.6665,0.1732,0.836,241.5541,-0.0422
276,-7.17,793.08,531.7518,0.3022,0.6688,0.173,0.8384,242.8055,-0.0415
277,-7.14,794.56,531.6672,0.3017,0.6711,0.1727,0.8408,244.0398,-0.0408
278,-7.1,796.04,531.5919,0.3013,0.6735,0.1725,0.8432,245.277,-0.0401
279,-7.07,797.52,531.5073,0.3009,0.6758,0.1722,0.8456,246.4971,-0.0394
280,-7.04,799.0,531.432,0.3004,0.6781,0.172,0.848,247.72,-0.0387
281,-7.01,800.51,531.3568,0.3,0.6804,0.1718,0.8505,248.9683,-0.038
282,-6.98,802.57,531.3944,0.2996,0.6829,0.1715,0.8536,250.4841,-0.0372
283,-6.94,804.63,531.4226,0.2992,0.6854,0.1713,0.8568,251.9969,-0.0365
284,-6.91,806.69,531.4603,0.2988,0.6879,0.1711,0.86,253.4966,-0.0357
285,-6.88,808.74,531.4979,0.2984,0.6904,0.1708,0.8632,254.9918,-0.035
286,-6.85,810.8,531.5355,0.298,0.6929,0.1706,0.8664,256.4653,-0.0343
287,-6.82,812.86,531.5731,0.2976,0.6953,0.1704,0.8695,257.9257,-0.0335
288,-6.78,814.92,531.6108,0.2972,0.6978,0.1702,0.8727,259.373,-0.0328
289,-6.75,816.98,531.6484,0.2968,0.7002,0.1699,0.8759,260.8072,-0.032
290,-6.72,819.03,531.6766,0.2964,0.7027,0.1697,0.8791,262.2371,-0.0313
291,-6.69,821.09,531.7142,0.296,0.7051,0.1695,0.8823,263.6451,-0.0306
292,-6.66,823.15,531.7518,0.2956,0.7076,0.1693,0.8854,265.0301,-0.0298
293,-6.62,825.21,531.7894,0.2952,0.71,0.169,0.8886,266.4119,-0.0291
294,-6.59,827.26,531.827,0.2948,0.7124,0.1688,0.8918,267.7578,-0.0283
295,-6.56,829.32,531.8646,0.2944,0.7148,0.1686,0.895,269.1835,-0.0276
296,-6.53,831.38,531.8928,0.294,0.7172,0.1684,0.8982,270.4961,-0.0269
297,-6.5,833.55,531.8458,0.2936,0.7196,0.1681,0.9015,271.788,-0.0262
