,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
916,274.8,356.84,28.9346,0.4921,0.7339,-0.0091,2.4549,14.1235,-0.0113
917,275.1,356.74,28.8552,0.4901,0.7314,-0.0089,2.4541,14.0844,-0.0113
918,275.4,356.65,28.7757,0.4881,0.7289,-0.0086,2.4533,14.0306,-0.0114
919,275.7,356.55,28.6958,0.4862,0.7263,-0.0084,2.4526,13.9655,-0.0114
920,276.0,356.45,28.6157,0.4842,0.7238,-0.0082,2.4518,13.9259,-0.0114
921,276.3,356.36,28.5354,0.4822,0.7212,-0.008,2.451,13.8716,-0.0115
922,276.6,356.26,28.4551,0.4802,0.7186,-0.0077,2.4503,13.8061,-0.0115
923,276.9,356.17,28.3743,0.4781,0.716,-0.0075,2.4495,13.7416,-0.0116
924,277.2,356.07,28.2933,0.4761,0.7134,-0.0073,2.4487,13.7114,-0.0116
925,277.5,355.98,28.2121,0.4741,0.7109,-0.007,2.4479,13.6566,-0.0117
926,277.8,355.88,28.1306,0.472,0.7082,-0.0068,2.4472,13.5905,-0.0117
927,278.1,355.79,28.0491,0.47,0.7056,-0.0066,2.4464,13.5253,-0.0117
928,278.4,355.69,27.9671,0.4679,0.703,-0.0063,2.4456,13.4945,-0.0118
929,278.7,355.6,27.8849,0.4659,0.7003,-0.0061,2.4449,13.4036,-0.0118
930,279.0,355.5,27.8025,0.4638,0.6977,-0.0059,2.4441,13.3624,-0.0119
931,279.3,355.4,27.72,0.4617,0.695,-0.0057,2.4433,13.3312,-0.0119
932,279.6,355.31,27.6371,0.4596,0.6924,-0.0054,2.4425,13.2753,-0.012
933,279.9,355.21,27.5539,0.4575,0.6897,-0.0052,2.4418,13.1982,-0.012
934,280.2,355.12,27.4705,0.4554,0.687,-0.005,2.441,13.1421,-0.012
935,280.5,355.02,27.3869,0.4533,0.6843,-0.0047,2.4402,13.1102,-0.0121
936,280.8,354.93,27.3031,0.4511,0.6816,-0.0045,2.4395,13.0083,-0.0121
937,281.1,354.83,27.2189,0.449,0.6789,-0.0043,2.4387,12.9761,-0.0122
938,281.4,354.74,27.1345,0.4468,0.6761,-0.004,2.4379,12.9194,-0.0122
939,281.7,354.64,27.0498,0.4446,0.6734,-0.0038,2.4371,12.8769,-0.0123
940,282.0,354.55,26.965,0.4425,0.6706,-0.0036,2.4364,12.7844,-0.0123
941,282.3,354.45,26.8797,0.4403,0.6679,-0.0034,2.4356,12.7516,-0.0123
942,282.6,354.35,26.7942,0.4381,0.6651,-0.0031,2.4348,12.7086,-0.0124
943,282.9,354.26,26.7084,0.4359,0.6623,-0.0029,2.4341,12.6157,-0.0124
944,283.2,354.16,26.6224,0.4336,0.6595,-0.0027,2.4333,12.5825,-0.0125
945,283.5,354.07,26.5362,0.4314,0.6567,-0.0024,2.4325,12.5147,-0.0125
946,283.8,353.97,26.4496,0.4292,0.6538,-0.0022,2.4317,12.4812,-0.0126
947,284.1,353.88,26.3627,0.4269,0.651,-0.002,2.431,12.3877,-0.0126
948,284.4,353.78,26.2755,0.4246,0.6481,-0.0017,2.4302,12.3438,-0.0126
949,284.7,353.69,26.1882,0.4224,0.6453,-0.0015,2.4294,12.2855,-0.0127
950,285.0,353.59,26.1004,0.4201,0.6424,-0.0013,2.4287,12.216,-0.0127
951,285.3,353.5,26.0123,0.4178,0.6395,-0.0011,2.4279,12.1573,-0.0128
952,285.6,353.4,25.9239,0.4154,0.6366,-0.0008,2.4271,12.1129,-0.0128
953,285.9,353.3,25.8352,0.4131,0.6337,-0.0006,2.4263,12.0782,-0.0129
954,286.2,353.21,25.7465,0.4108,0.6308,-0.0004,2.4256,11.9838,-0.0129
955,286.5,353.11,25.6572,0.4084,0.6278,-0.0001,2.4248,11.9389,-0.0129
956,286.8,353.02,25.5676,0.406,0.6249,0.0001,2.424,11.8795,-0.013
957,287.1,352.97,25.5078,0.404,0.6227,0.0003,2.4235,11.8272,-0.013
958,287.4,352.93,25.4539,0.4021,0.6206,0.0004,2.423,11.7906,-0.0131
959,287.7,352.89,25.4,0.4001,0.6186,0.0006,2.4226,11.7187,-0.0131
960,288.0,352.85,25.346,0.3982,0.6165,0.0007,2.4221,11.682,-0.0132
961,288.3,352.81,25.2919,0.3962,0.6145,0.0009,2.4216,11.6453,-0.0132
962,288.6,352.77,25.2377,0.3942,0.6124,0.001,2.4211,11.6086,-0.0133
963,288.9,352.73,25.1833,0.3922,0.6103,0.0012,2.4207,11.5465,-0.0133
964,289.2,352.69,25.1289,0.3902,0.6082,0.0014,2.4202,11.5097,-0.0134
965,289.5,352.65,25.0743,0.3882,0.6062,0.0015,2.4197,11.4728,-0.0134
966,289.8,352.61,25.0196,0.3862,0.6041,0.0017,2.4192,11.4359,-0.0135
967,290.1,352.57,24.9648,0.3842,0.602,0.0018,2.4188,11.3637,-0.0135
968,290.4,352.53,24.9098,0.3821,0.5998,0.002,2.4183,11.3267,-0.0136
969,290.7,352.49,24.8548,0.3801,0.5977,0.0021,2.4178,11.2997,-0.0136
970,291.0,352.45,24.7996,0.378,0.5956,0.0023,2.4173,11.2626,-0.0137
971,291.3,352.41,24.7443,0.3759,0.5935,0.0025,2.4169,11.1903,-0.0137
972,291.6,352.37,24.6889,0.3739,0.5913,0.0026,2.4164,11.1531,-0.0138
973,291.9,352.33,24.6331,0.3718,0.5892,0.0028,2.4159,11.116,-0.0138
974,292.2,352.29,24.5774,0.3696,0.587,0.0029,2.4155,11.0435,-0.0139
975,292.5,352.25,24.5216,0.3675,0.5849,0.0031,2.415,11.0063,-0.0139
976,292.8,352.21,24.4657,0.3654,0.5827,0.0032,2.4145,10.979,-0.014
977,293.1,352.17,24.4096,0.3632,0.5805,0.0034,2.414,10.9416,-0.014
978,293.4,352.13,24.3534,0.3611,0.5783,0.0036,2.4136,10.869,-0.0141
979,293.7,352.09,24.2971,0.3589,0.5761,0.0037,2.4131,10.8316,-0.0141
980,294.0,352.05,24.2407,0.3567,0.5739,0.0039,2.4126,10.7942,-0.0142
981,294.3,352.01,24.1841,0.3545,0.5717,0.004,2.4121,10.7567,-0.0142
982,294.6,351.97,24.1274,0.3523,0.5695,0.0042,2.4117,10.694,-0.0143
983,294.9,351.93,24.0705,0.3501,0.5673,0.0043,2.4112,10.6564,-0.0143
984,295.2,351.89,24.0135,0.3479,0.565,0.0045,2.4107,10.6188,-0.0144
985,295.5,351.85,23.9564,0.3456,0.5628,0.0046,2.4102,10.5811,-0.0144
986,295.8,351.81,23.8992,0.3433,0.5605,0.0048,2.4098,10.5083,-0.0145
987,296.1,351.77,23.8418,0.341,0.5582,0.005,2.4093,10.4705,-0.0145
988,296.4,351.73,23.784,0.3387,0.556,0.0051,2.4088,10.4328,-0.0146
989,296.7,351.69,23.7264,0.3364,0.5537,0.0053,2.4083,10.405,-0.0146
990,297.0,351.65,23.6685,0.3341,0.5514,0.0054,2.4079,10.332,-0.0147
991,297.3,351.61,23.6106,0.3317,0.5491,0.0056,2.4074,10.2941,-0.0147
992,297.6,351.57,23.5525,0.3294,0.5468,0.0057,2.4069,10.2562,-0.0147
993,297.9,351.53,23.4943,0.327,0.5444,0.0059,2.4065,10.1831,-0.0148
994,298.2,351.49,23.4359,0.3246,0.5421,0.0061,2.406,10.1451,-0.0148
995,298.5,351.45,23.3773,0.3222,0.5398,0.0062,2.4055,10.117,-0.0149
996,298.8,351.41,23.3187,0.3197,0.5374,0.0064,2.405,10.079,-0.0149
997,299.1,351.37,23.2598,0.3173,0.5351,0.0065,2.4046,10.0057,-0.015
998,299.4,351.33,23.2009,0.3148,0.5327,0.0067,2.4041,9.9675,-0.015
999,299.7,351.29,23.1417,0.3123,0.5303,0.0068,2.4036,9.9294,-0.0151
1000,300.0,351.24,23.0825,0.3098,0.5279,0.007,2.4031,9.9152,-0.0151
