,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
39,-14.75,700.62,369.4591,0.1622,0.1804,0.2782,0.1416,9.8722,-0.0097
40,-14.72,710.53,373.4434,0.1639,0.1818,0.278,0.1401,10.6019,-0.0101
41,-14.69,720.43,377.3725,0.1656,0.1831,0.2778,0.1386,11.3728,-0.0105
42,-14.66,730.34,381.2742,0.1673,0.1844,0.2776,0.1371,12.1723,-0.0109
43,-14.62,740.25,385.1363,0.1689,0.1857,0.2773,0.1356,13.0017,-0.0112
44,-14.59,750.15,388.9602,0.1706,0.187,0.2771,0.134,13.8624,-0.0116
45,-14.56,760.06,392.734,0.1722,0.1882,0.2769,0.1325,14.7516,-0.012
46,-14.53,769.97,396.4846,0.1739,0.1895,0.2766,0.131,15.6708,-0.0123
47,-14.5,779.88,400.2,0.1755,0.1908,0.2764,0.1295,16.6199,-0.0127
48,-14.46,789.78,403.8812,0.1771,0.192,0.2762,0.128,17.5924,-0.0131
49,-14.43,799.69,407.5169,0.1787,0.1933,0.276,0.1265,18.6012,-0.0135
50,-14.4,809.6,411.1326,0.1802,0.1945,0.2757,0.125,19.64,-0.0138
51,-14.37,819.51,414.7168,0.1818,0.1957,0.2755,0.1235,20.7087,-0.0142
52,-14.34,824.7,415.7403,0.1837,0.196,0.2736,0.1238,21.3034,-0.0145
53,-14.3,828.51,416.0288,0.1857,0.1961,0.2712,0.1245,21.7556,-0.0147
54,-14.27,832.32,416.3172,0.1877,0.1961,0.2688,0.1253,22.192,-0.0149
55,-14.24,836.13,416.6053,0.1897,0.1962,0.2664,0.1261,22.6324,-0.0151
56,-14.21,839.94,416.8933,0.1917,0.1962,0.264,0.1269,23.0568,-0.0153
57,-14.18,843.75,417.169,0.1936,0.1962,0.2615,0.1277,23.4669,-0.0155
58,-14.14,847.56,417.4566,0.1955,0.1963,0.2591,0.1284,23.8894,-0.0157
59,-14.11,851.37,417.7439,0.1974,0.1963,0.2567,0.1292,24.296,-0.0159
60,-14.08,855.18,418.0311,0.1993,0.1964,0.2543,0.13,24.6966,-0.0161
61,-14.05,858.99,418.3181,0.2012,0.1964,0.2519,0.1308,25.1013,-0.0163
62,-14.02,862.8,418.6048,0.203,0.1964,0.2495,0.1316,25.49,-0.0165
63,-13.98,866.61,418.8795,0.2048,0.1965,0.2471,0.1323,25.8828,-0.0167
64,-13.95,870.42,419.1658,0.2067,0.1965,0.2447,0.1331,26.2597,-0.0169
65,-13.92,874.23,419.452,0.2085,0.1965,0.2422,0.1339,26.6219,-0.0171
66,-13.89,878.04,419.738,0.2102,0.1966,0.2398,0.1347,26.9968,-0.0173
67,-13.86,881.85,420.0238,0.212,0.1966,0.2374,0.1355,27.3558,-0.0175
68,-13.82,885.67,420.2975,0.2138,0.1967,0.235,0.1362,27.7075,-0.0177
69,-13.79,889.48,420.5829,0.2155,0.1967,0.2326,0.137,28.0646,-0.0179
70,-13.76,893.29,420.8682,0.2172,0.1967,0.2302,0.1378,28.4057,-0.0181
71,-13.73,897.1,421.1532,0.2189,0.1968,0.2278,0.1386,28.7409,-0.0183
72,-13.7,900.91,421.438,0.2206,0.1968,0.2254,0.1394,29.0802,-0.0185
73,-13.66,903.72,421.8649,0.2237,0.1976,0.2232,0.1413,29.7663,-0.019
74,-13.63,906.39,422.3269,0.2269,0.1985,0.2211,0.1434,30.4955,-0.0194
75,-13.6,909.06,422.7765,0.23,0.1993,0.219,0.1455,31.2045,-0.0199
76,-13.57,911.73,423.2375,0.2331,0.2002,0.2168,0.1476,31.9113,-0.0204
77,-13.54,914.41,423.6862,0.2362,0.2011,0.2147,0.1497,32.6062,-0.0209
78,-13.5,917.08,424.1462,0.2392,0.2019,0.2126,0.1518,33.2906,-0.0214
79,-13.47,919.75,424.5939,0.2422,0.2028,0.2105,0.154,33.9545,-0.0219
80,-13.44,922.42,425.0529,0.2451,0.2036,0.2084,0.156,34.6164,-0.0224
81,-13.41,925.1,425.4997,0.2481,0.2045,0.2062,0.1582,35.2662,-0.0229
82,-13.38,927.77,425.9577,0.2509,0.2053,0.2041,0.1603,35.9056,-0.0234
83,-13.34,930.44,426.4036,0.2538,0.2062,0.202,0.1624,36.5245,-0.0239
84,-13.31,933.11,426.8606,0.2566,0.207,0.1998,0.1645,37.1514,-0.0244
85,-13.28,935.78,427.3055,0.2594,0.2078,0.1977,0.1666,37.7478,-0.0248
86,-13.25,938.46,427.7616,0.2621,0.2087,0.1956,0.1687,38.3406,-0.0253
87,-13.22,941.13,428.2056,0.2649,0.2095,0.1935,0.1708,38.9144,-0.0258
88,-13.18,943.8,428.6607,0.2676,0.2103,0.1914,0.1729,39.4964,-0.0263
89,-13.15,946.47,429.1037,0.2702,0.2111,0.1892,0.175,40.0478,-0.0268
90,-13.12,949.15,429.5579,0.2729,0.212,0.1871,0.1771,40.5955,-0.0273
91,-13.09,951.82,430.0,0.2755,0.2128,0.185,0.1792,41.1243,-0.0278
92,-13.06,954.49,430.4532,0.2781,0.2136,0.1829,0.1813,41.6614,-0.0283
93,-13.02,957.16,430.8944,0.2807,0.2144,0.1807,0.1834,42.1677,-0.0288
94,-12.99,959.97,431.6943,0.2842,0.2151,0.1781,0.1853,42.8176,-0.0292
95,-12.96,962.79,432.4928,0.2876,0.2157,0.1755,0.1872,43.4746,-0.0296
96,-12.93,965.6,433.2897,0.291,0.2164,0.1728,0.189,44.1033,-0.03
97,-12.9,968.41,434.0852,0.2944,0.217,0.1702,0.1909,44.7312,-0.0304
98,-12.86,971.23,434.8793,0.2977,0.2176,0.1676,0.1928,45.3369,-0.0308
99,-12.83,974.04,435.6719,0.301,0.2183,0.1649,0.1947,45.9536,-0.0312
100,-12.8,976.85,436.4631,0.3043,0.2189,0.1623,0.1966,46.5401,-0.0316
101,-12.77,979.67,437.2528,0.3075,0.2196,0.1597,0.1984,47.1239,-0.0321
102,-12.74,982.48,438.0411,0.3107,0.2202,0.157,0.2003,47.6993,-0.0325
103,-12.7,985.29,438.828,0.3139,0.2208,0.1544,0.2022,48.2639,-0.0329
104,-12.67,988.11,439.6135,0.317,0.2215,0.1518,0.204,48.8062,-0.0333
105,-12.64,990.92,440.3975,0.3201,0.2221,0.1491,0.2059,49.3498,-0.0337
106,-12.61,993.73,441.1802,0.3232,0.2227,0.1465,0.2078,49.8829,-0.0341
107,-12.58,996.55,441.9615,0.3262,0.2233,0.1438,0.2097,50.4034,-0.0345
108,-12.54,999.36,442.7415,0.3292,0.224,0.1412,0.2116,50.9054,-0.0349
109,-12.51,1002.2,443.52,0.3322,0.2246,0.1386,0.2134,51.4005,-0.0353
110,-12.48,1005.0,444.3085,0.3352,0.2252,0.1359,0.2153,51.8935,-0.0358
111,-12.45,1007.8,445.0843,0.3381,0.2258,0.1333,0.2172,52.3761,-0.0362
112,-12.42,1010.6,445.8587,0.341,0.2264,0.1307,0.219,52.8381,-0.0366
113,-12.38,1013.4,446.6318,0.3439,0.2271,0.128,0.2209,53.2997,-0.037
114,-12.35,1016.0,447.3366,0.3467,0.2276,0.1255,0.2226,53.7178,-0.0373
115,-12.32,1016.6,447.4483,0.3487,0.2274,0.1236,0.2228,53.7414,-0.0371
116,-12.29,1017.2,447.5601,0.3507,0.2272,0.1218,0.223,53.7749,-0.0368
117,-12.26,1017.8,447.6718,0.3527,0.227,0.12,0.2231,53.8083,-0.0365
118,-12.22,1018.3,447.7834,0.3547,0.2268,0.1182,0.2233,53.8536,-0.0362
119,-12.19,1018.9,447.8951,0.3567,0.2266,0.1163,0.2235,53.8866,-0.0359
120,-12.16,1019.5,448.0067,0.3587,0.2264,0.1145,0.2236,53.9194,-0.0357
121,-12.13,1020.1,448.1183,0.3607,0.2262,0.1127,0.2238,53.9418,-0.0354
122,-12.1,1020.7,448.2299,0.3626,0.226,0.1108,0.224,53.9742,-0.0351
123,-12.06,1021.2,448.3414,0.3646,0.2258,0.109,0.2241,54.0289,-0.0348
124,-12.03,1021.8,448.4529,0.3665,0.2255,0.1072,0.2243,54.0609,-0.0345
125,-12.0,1022.4,448.5644,0.3684,0.2253,0.1054,0.2244,54.0825,-0.0343
126,-11.97,1023.0,448.6758,0.3704,0.2251,0.1035,0.2246,54.1142,-0.034
127,-11.94,1023.5,448.7873,0.3723,0.2249,0.1017,0.2248,54.1581,-0.0337
128,-11.9,1024.1,448.8987,0.3742,0.2247,0.0999,0.2249,54.1792,-0.0334
129,-11.87,1024.7,449.01,0.376,0.2245,0.098,0.2251,54.2103,-0.0331
130,-11.84,1025.3,449.1214,0.3779,0.2243,0.0962,0.2252,54.2412,-0.0329
131,-11.81,1025.9,449.2327,0.3798,0.2241,0.0944,0.2254,54.2719,-0.0326
132,-11.78,1026.4,449.344,0.3817,0.2239,0.0925,0.2256,54.3147,-0.0323
133,-11.74,1027.0,449.4552,0.3835,0.2237,0.0907,0.2257,54.345,-0.032
134,-11.71,1027.6,449.5665,0.3853,0.2235,0.0889,0.2259,54.3752,-0.0317
135,-11.68,1027.6,449.5665,0.387,0.2232,0.0872,0.2257,54.3899,-0.0314
136,-11.65,1025.4,449.1102,0.3878,0.223,0.0862,0.2242,54.2656,-0.0305
137,-11.62,1023.2,448.6535,0.3886,0.2226,0.0851,0.2226,54.1345,-0.0297
138,-11.58,1021.0,448.1852,0.3895,0.2223,0.084,0.2211,54.0069,-0.0289
139,-11.55,1018.7,447.7276,0.3903,0.222,0.083,0.2196,53.8842,-0.028
140,-11.52,1016.5,447.2695,0.3911,0.2217,0.0819,0.218,53.7428,-0.0272
141,-11.49,1014.3,446.7997,0.3919,0.2214,0.0809,0.2165,53.5845,-0.0264
142,-11.46,1012.1,446.3407,0.3928,0.2211,0.0798,0.2149,53.4193,-0.0256
143,-11.42,1009.8,445.8812,0.3936,0.2208,0.0787,0.2134,53.2789,-0.0247
144,-11.39,1007.6,445.4211,0.3944,0.2205,0.0777,0.2118,53.1,-0.0239
145,-11.36,1005.4,444.9494,0.3952,0.2202,0.0766,0.2103,52.9244,-0.0231
146,-11.33,1003.2,444.4885,0.396,0.2199,0.0756,0.2088,52.732,-0.0223
147,-11.3,1001.0,444.027,0.3968,0.2196,0.0745,0.2072,52.5328,-0.0214
148,-11.26,998.74,443.5651,0.3976,0.2193,0.0734,0.2057,52.3491,-0.0206
149,-11.23,996.52,443.0914,0.3984,0.219,0.0724,0.2041,52.1403,-0.0198
150,-11.2,994.3,442.6285,0.3992,0.2187,0.0713,0.2026,51.9346,-0.0189
151,-11.17,992.08,442.1651,0.4,0.2184,0.0703,0.201,51.7122,-0.0181
152,-11.14,989.86,441.7013,0.4008,0.2181,0.0692,0.1995,51.4828,-0.0173
153,-11.1,987.64,441.2256,0.4016,0.2178,0.0681,0.1979,51.2565,-0.0165
154,-11.07,985.42,440.7607,0.4025,0.2175,0.0671,0.1964,51.0135,-0.0156
155,-11.04,983.2,440.2954,0.4032,0.2172,0.066,0.1948,50.7735,-0.0148
156,-11.01,980.8,439.8977,0.4038,0.2171,0.0651,0.1932,50.6289,-0.0139
157,-10.98,978.01,439.659,0.4039,0.2175,0.0647,0.1912,50.7436,-0.013
158,-10.94,975.22,439.4201,0.404,0.2178,0.0642,0.1892,50.8371,-0.0122
159,-10.91,972.42,439.1924,0.4041,0.2182,0.0637,0.1871,50.9213,-0.0113
160,-10.88,969.63,438.9533,0.4042,0.2186,0.0632,0.1851,50.9924,-0.0104
161,-10.85,966.83,438.714,0.4043,0.219,0.0627,0.1831,51.0541,-0.0095
162,-10.82,964.04,438.4746,0.4044,0.2193,0.0622,0.1811,51.0931,-0.0086
163,-10.78,961.25,438.2465,0.4045,0.2197,0.0618,0.1791,51.1305,-0.0077
164,-10.75,958.45,438.0068,0.4046,0.2201,0.0613,0.1771,51.1585,-0.0068
165,-10.72,955.66,437.7671,0.4047,0.2205,0.0608,0.1751,51.1735,-0.0059
166,-10.69,952.86,437.5386,0.4048,0.2208,0.0603,0.1731,51.179,-0.005
167,-10.66,950.07,437.2985,0.4049,0.2212,0.0598,0.1711,51.1715,-0.0041
168,-10.62,947.28,437.0583,0.4051,0.2216,0.0594,0.1691,51.1528,-0.0032
169,-10.59,944.48,436.818,0.4052,0.2219,0.0589,0.167,51.1246,-0.0023
170,-10.56,941.69,436.5891,0.4053,0.2223,0.0584,0.165,51.0835,-0.0014
171,-10.53,938.9,436.3485,0.4054,0.2227,0.0579,0.163,51.0311,-0.0005
172,-10.5,936.1,436.1078,0.4055,0.2231,0.0574,0.161,50.9598,0.0004
173,-10.46,933.31,435.867,0.4056,0.2234,0.0569,0.159,50.885,0.0013
174,-10.43,930.51,435.6375,0.4057,0.2238,0.0565,0.157,50.8006,0.0022
175,-10.4,927.72,435.3964,0.4058,0.2242,0.056,0.155,50.7034,0.0031
176,-10.37,924.93,435.1551,0.4059,0.2245,0.0555,0.153,50.595,0.004
177,-10.34,922.64,435.1207,0.4059,0.2251,0.0551,0.1512,50.6637,0.0048
178,-10.3,921.08,435.3849,0.4058,0.2261,0.0547,0.1496,50.9856,0.0055
179,-10.27,919.52,435.6489,0.4057,0.227,0.0543,0.148,51.2935,0.0061
180,-10.24,917.97,435.9128,0.4056,0.2279,0.054,0.1465,51.6041,0.0068
181,-10.21,916.41,436.1766,0.4055,0.2288,0.0536,0.1449,51.9114,0.0074
182,-10.18,914.85,436.4401,0.4054,0.2298,0.0532,0.1433,52.2045,0.008
183,-10.14,913.3,436.7036,0.4053,0.2307,0.0528,0.1418,52.5106,0.0087
184,-10.11,911.74,436.9554,0.4052,0.2316,0.0525,0.1402,52.8032,0.0093
185,-10.08,910.18,437.2185,0.4051,0.2325,0.0521,0.1386,53.0817,0.01
186,-10.05,908.63,437.4814,0.405,0.2334,0.0517,0.1371,53.3632,0.0106
187,-10.02,907.07,437.7442,0.4049,0.2343,0.0514,0.1355,53.6411,0.0113
188,-9.98,905.51,438.0068,0.4048,0.2352,0.051,0.1339,53.905,0.0119
189,-9.95,903.96,438.2693,0.4046,0.2361,0.0506,0.1324,54.1719,0.0126
190,-9.92,902.4,438.5316,0.4045,0.237,0.0502,0.1308,54.4451,0.0132
191,-9.89,900.84,438.7938,0.4045,0.2379,0.0499,0.1292,54.7035,0.0139
192,-9.86,899.29,439.0558,0.4043,0.2388,0.0495,0.1277,54.9466,0.0145
193,-9.82,897.73,439.3177,0.4042,0.2396,0.0491,0.1261,55.1952,0.0152
194,-9.79,896.17,439.568,0.4041,0.2405,0.0488,0.1245,55.4389,0.0158
195,-9.76,894.62,439.8295,0.404,0.2414,0.0484,0.123,55.6675,0.0165
196,-9.73,893.06,440.0909,0.4039,0.2423,0.048,0.1214,55.9014,0.0171
197,-9.7,891.5,440.3521,0.4038,0.2431,0.0477,0.1198,56.1405,0.0178
198,-9.66,890.61,440.7494,0.4036,0.2441,0.0473,0.1186,56.4693,0.0183
199,-9.63,890.35,441.2936,0.4033,0.2453,0.0471,0.1176,56.9237,0.0186
200,-9.6,890.08,441.8258,0.4031,0.2464,0.0468,0.1166,57.3789,0.0189
201,-9.57,889.82,442.3573,0.4028,0.2475,0.0466,0.1156,57.8223,0.0193
202,-9.54,889.56,442.8882,0.4025,0.2486,0.0463,0.1147,58.2842,0.0196
203,-9.5,889.29,443.4185,0.4022,0.2497,0.0461,0.1137,58.7377,0.0199
204,-9.47,889.03,443.9595,0.4019,0.2508,0.0458,0.1127,59.1796,0.0202
205,-9.44,888.77,444.4885,0.4016,0.2519,0.0455,0.1118,59.6311,0.0206
206,-9.41,888.51,445.0169,0.4013,0.253,0.0453,0.1108,60.082,0.0209
207,-9.38,888.24,445.5446,0.401,0.2541,0.045,0.1098,60.5324,0.0212
208,-9.34,887.98,446.0717,0.4007,0.2552,0.0448,0.1088,60.9823,0.0216
209,-9.31,887.72,446.6094,0.4005,0.2562,0.0445,0.1079,61.4216,0.0219
210,-9.28,887.45,447.1353,0.4002,0.2573,0.0443,0.1069,61.8716,0.0222
211,-9.25,887.19,447.6606,0.3999,0.2584,0.044,0.1059,62.32,0.0225
212,-9.22,886.93,448.1852,0.3996,0.2594,0.0438,0.105,62.7667,0.0229
213,-9.18,886.67,448.7093,0.3993,0.2605,0.0435,0.104,63.2141,0.0232
214,-9.15,886.4,449.2438,0.399,0.2615,0.0432,0.103,63.6619,0.0235
215,-9.12,886.14,449.7666,0.3987,0.2626,0.043,0.102,64.0983,0.0239
216,-9.09,885.88,450.2888,0.3984,0.2636,0.0427,0.1011,64.5441,0.0242
217,-9.06,885.61,450.8104,0.3981,0.2647,0.0425,0.1001,64.9804,0.0245
218,-9.02,885.35,451.3314,0.3978,0.2657,0.0422,0.0991,65.4306,0.0248
219,-8.99,885.74,451.896,0.3974,0.2668,0.042,0.0985,65.8932,0.025
220,-8.96,886.54,452.482,0.397,0.2678,0.0419,0.098,66.3672,0.0251
221,-8.93,887.33,453.0673,0.3965,0.2689,0.0418,0.0976,66.8419,0.0251
222,-8.9,888.13,453.6518,0.396,0.2699,0.0417,0.0972,67.3173,0.0252
223,-8.86,888.92,454.2356,0.3956,0.271,0.0415,0.0967,67.8034,0.0252
224,-8.83,889.72,454.8186,0.3951,0.272,0.0414,0.0963,68.2802,0.0253
225,-8.8,890.51,455.4009,0.3946,0.2731,0.0413,0.0958,68.7578,0.0253
226,-8.77,891.31,455.9825,0.3942,0.2741,0.0411,0.0954,69.236,0.0254
227,-8.74,892.1,456.5632,0.3937,0.2751,0.041,0.0949,69.7158,0.0254
228,-8.7,892.9,457.1433,0.3932,0.2762,0.0409,0.0945,70.1945,0.0255
229,-8.67,893.69,457.7226,0.3927,0.2772,0.0408,0.0941,70.6858,0.0255
230,-8.64,894.49,458.3012,0.3923,0.2782,0.0406,0.0936,71.1659,0.0256
231,-8.61,895.28,458.8791,0.3918,0.2792,0.0405,0.0932,71.6486,0.0256
232,-8.58,896.08,459.4562,0.3913,0.2802,0.0404,0.0927,72.1301,0.0257
233,-8.54,896.87,460.0217,0.3908,0.2812,0.0402,0.0923,72.6141,0.0257
234,-8.51,897.67,460.5974,0.3904,0.2822,0.0401,0.0918,73.0971,0.0258
235,-8.48,898.46,461.1724,0.3899,0.2833,0.04,0.0914,73.5826,0.0258
236,-8.45,899.26,461.7467,0.3894,0.2843,0.0398,0.091,74.0769,0.0259
237,-8.42,900.06,462.3202,0.3889,0.2852,0.0397,0.0905,74.5629,0.0259
238,-8.38,900.85,462.8931,0.3884,0.2862,0.0396,0.0901,75.0495,0.026
239,-8.35,901.65,463.4652,0.388,0.2872,0.0395,0.0896,75.5369,0.026
240,-8.32,902.99,463.7995,0.3874,0.2881,0.0394,0.0896,75.8911,0.0259
241,-8.29,904.54,464.0474,0.3868,0.2889,0.0395,0.0897,76.2009,0.0258
242,-8.26,906.1,464.2952,0.3861,0.2897,0.0395,0.0898,76.4994,0.0256
243,-8.22,907.65,464.532,0.3855,0.2905,0.0395,0.0899,76.8086,0.0254
244,-8.19,909.21,464.7795,0.3849,0.2913,0.0395,0.09,77.1066,0.0252
245,-8.16,910.76,465.0161,0.3843,0.2921,0.0396,0.0901,77.4151,0.0251
246,-8.13,912.32,465.2634,0.3836,0.2929,0.0396,0.0902,77.7124,0.0249
247,-8.1,913.87,465.5105,0.383,0.2937,0.0396,0.0903,78.0203,0.0247
248,-8.06,915.43,465.7467,0.3824,0.2945,0.0396,0.0904,78.317,0.0246
249,-8.03,916.98,465.9936,0.3817,0.2953,0.0396,0.0905,78.6243,0.0244
250,-8.0,918.54,466.2403,0.3811,0.2961,0.0397,0.0906,78.9204,0.0242
251,-7.97,920.09,466.4762,0.3805,0.2969,0.0397,0.0907,79.227,0.0241
252,-7.94,921.65,466.7226,0.3798,0.2977,0.0397,0.0908,79.5225,0.0239
253,-7.9,923.2,466.9689,0.3792,0.2984,0.0397,0.0909,79.8285,0.0237
254,-7.87,924.76,467.2045,0.3786,0.2992,0.0398,0.091,80.1233,0.0236
255,-7.84,926.31,467.4505,0.3779,0.3,0.0398,0.0911,80.4287,0.0234
256,-7.81,927.87,467.6965,0.3773,0.3008,0.0398,0.0912,80.7229,0.0232
257,-7.78,929.42,467.9316,0.3766,0.3016,0.0398,0.0913,81.0277,0.0231
258,-7.74,930.98,468.1773,0.376,0.3023,0.0398,0.0914,81.3212,0.0229
259,-7.71,932.53,468.4229,0.3754,0.3031,0.0399,0.0915,81.6254,0.0227
260,-7.68,934.09,468.6577,0.3747,0.3039,0.0399,0.0916,81.9283,0.0226
261,-7.65,935.83,468.615,0.3739,0.3043,0.0401,0.0922,82.0855,0.0223
262,-7.62,937.61,468.5083,0.3731,0.3047,0.0403,0.0928,82.226,0.022
263,-7.58,939.4,468.4122,0.3723,0.3051,0.0405,0.0935,82.3623,0.0216
264,-7.55,941.18,468.3055,0.3715,0.3055,0.0407,0.0942,82.4881,0.0213
265,-7.52,942.96,468.2094,0.3706,0.3059,0.0409,0.0948,82.6206,0.021
266,-7.49,944.74,468.1026,0.3698,0.3063,0.0411,0.0955,82.7417,0.0207
267,-7.46,946.53,467.9957,0.369,0.3066,0.0413,0.0962,82.8684,0.0204
268,-7.42,948.31,467.8996,0.3682,0.307,0.0415,0.0968,82.9847,0.0201
269,-7.39,950.09,467.7927,0.3673,0.3074,0.0417,0.0975,83.1077,0.0198
270,-7.36,951.87,467.6965,0.3665,0.3078,0.0419,0.0982,83.2292,0.0194
271,-7.33,953.66,467.5896,0.3657,0.3082,0.0421,0.0988,83.3364,0.0191
272,-7.3,955.44,467.4826,0.3648,0.3086,0.0423,0.0995,83.4532,0.0188
273,-7.26,957.22,467.3863,0.364,0.3089,0.0425,0.1002,83.5557,0.0185
274,-7.23,959.01,467.2794,0.3631,0.3093,0.0427,0.1008,83.6638,0.0182
275,-7.2,960.79,467.183,0.3623,0.3097,0.0429,0.1015,83.7802,0.0179
276,-7.17,962.57,467.076,0.3615,0.3101,0.0431,0.1022,83.8746,0.0176
277,-7.14,964.35,466.9689,0.3606,0.3105,0.0433,0.1028,83.9766,0.0173
278,-7.1,966.14,466.8726,0.3597,0.3109,0.0435,0.1035,84.0652,0.0169
279,-7.07,967.92,466.7655,0.3589,0.3112,0.0437,0.1042,84.1721,0.0166
280,-7.04,969.7,466.669,0.3581,0.3116,0.0439,0.1048,84.267,0.0163
281,-7.01,971.48,466.5619,0.3572,0.312,0.0441,0.1055,84.3494,0.016
282,-6.98,972.7,466.0687,0.3562,0.3119,0.0443,0.1065,84.2777,0.0157
283,-6.94,973.87,465.5534,0.3552,0.3118,0.0445,0.1075,84.1895,0.0154
284,-6.91,975.05,465.0376,0.3542,0.3117,0.0448,0.1085,84.0881,0.015
285,-6.88,976.22,464.5213,0.3532,0.3116,0.045,0.1096,83.9851,0.0147
286,-6.85,977.39,463.9935,0.3522,0.3115,0.0452,0.1106,83.88,0.0144
287,-6.82,978.57,463.476,0.3511,0.3114,0.0454,0.1116,83.7812,0.0141
288,-6.78,979.74,462.9579,0.3501,0.3113,0.0457,0.1126,83.6713,0.0138
289,-6.75,980.91,462.4392,0.3491,0.3112,0.0459,0.1136,83.5688,0.0134
290,-6.72,982.09,461.9091,0.3481,0.3111,0.0461,0.1146,83.4628,0.0131
291,-6.69,983.26,461.3892,0.347,0.311,0.0463,0.1156,83.3458,0.0128
292,-6.66,984.43,460.8687,0.346,0.3109,0.0466,0.1166,83.2362,0.0125
293,-6.62,985.61,460.3477,0.3449,0.3108,0.0468,0.1177,83.1133,0.0122
294,-6.59,986.78,459.8261,0.3439,0.3107,0.047,0.1187,82.9989,0.0118
295,-6.56,987.95,459.2929,0.3429,0.3106,0.0472,0.1197,82.8724,0.0115
296,-6.53,989.13,458.7701,0.3418,0.3105,0.0475,0.1207,82.7521,0.0112
297,-6.5,990.3,458.2467,0.3408,0.3104,0.0477,0.1217,82.6208,0.0109
298,-6.46,991.48,457.7226,0.3397,0.3102,0.0479,0.1227,82.4957,0.0105
299,-6.43,992.65,457.1871,0.3387,0.3101,0.0481,0.1238,82.3696,0.0102
