Time (s),HRR (kW)
0.011385476,0
2.068438,4.602605147
3.5844921,4.559762044
5.3219255,4.564172441
7.0491654,5.507274265
8.4676016,7.970535824
9.7487,9.938947559
10.959689,10.74002607
12.10324,12.00488016
13.264717,12.09237413
14.39088,13.23789985
15.477089,13.47653706
16.515914,14.15585735
17.571316,14.68883956
18.639703,14.81364426
19.697282,15.80968765
20.765456,16.02354779
21.795472,15.7981
22.863447,16.34026897
23.953966,16.07925912
25.052153,16.63625279
26.112386,17.24270485
27.18904,17.16228221
28.283499,17.36221132
29.366656,17.26133221
30.464103,17.88083426
31.530807,17.79291382
32.625825,18.03217324
33.69209,18.62622765
34.669901,18.48300824
35.732823,19.19586529
36.817104,18.60238985
37.896398,18.45158235
38.937226,18.73328309
40.020664,19.54447074
41.140648,18.62232059
42.233003,18.88350897
43.347139,20.21566471
44.43277,19.70901382
45.577308,19.89425735
46.720915,19.57847588
47.803579,19.66972926
48.945732,19.51883221
50.076307,19.43347
51.092556,19.48359088
52.195659,19.75219206
53.297261,19.61381485
54.383713,19.67491882
55.493561,20.21736603
56.582108,20.25253265
57.648629,20.64595897
58.743553,19.97941
59.751166,20.31895559
60.914007,20.19518471
61.984766,20.71178309
63.1418,20.4952725
64.250727,21.22101956
65.333374,20.90741368
66.430809,20.53870559
67.503607,20.83385574
68.628138,21.12562544
69.733112,21.39730441
70.818779,21.10709412
71.893143,21.47775485
72.967287,21.05969971
73.975584,21.94619029
74.987288,21.02054529
76.04093,21.49483324
77.082086,21.33271603
78.161017,22.18963382
79.184403,22.44819471
80.275639,22.04129324
81.316425,21.60040059
82.352337,22.00602235
83.358707,22.10257162
84.449167,21.67468838
85.47563,22.2865
86.552974,22.15133044
87.517784,22.32980471
88.531198,22.11618794
89.572292,22.11820309
90.645187,22.33950353
91.687148,22.51996059
92.739476,22.36362338
93.761201,22.28436926
94.778306,22.29001044
95.81999,22.13003838
96.835162,21.81885779
97.843867,22.41180882
98.879992,22.51580118
99.932685,22.71139324
100.97311,22.45988294
101.99432,22.36881015
102.9992,22.68043235
104.0353,22.34595368
105.09179,22.46530912
106.1542,22.77582691
107.12621,22.98387426
108.16401,22.79183059
109.16158,22.34497735
110.1675,22.8079625
111.17137,22.66440618
112.17417,22.73381676
113.20068,23.02836941
114.20451,22.94578897
115.25593,22.78800574
116.26557,22.80767235
117.28371,23.01837074
118.3203,23.52369324
119.34907,23.04297794
120.37553,22.57207559
121.39812,22.92967897
122.46875,22.87964382
123.5152,22.73062706
124.51607,23.17458882
125.50933,22.60531441
126.55615,23.47898985
127.56341,22.78175603
128.6345,23.45604838
129.65166,23.00710515
130.68062,22.80635603
131.68025,23.41669544
132.61379,23.67824412
133.61506,22.82571956
134.63003,22.97594735
135.62786,23.03963309
136.64317,23.16858471
137.69358,23.50898647
138.68355,23.17898382
139.68504,22.68287206
140.71274,23.12540529
141.6986,23.30276059
142.68405,23.28699824
143.70474,23.47267338
144.6858,23.29080779
145.68179,23.48446985
146.72357,23.40050015
147.69067,22.94370191
148.68465,23.10586926
149.69013,23.19165206
150.73249,23.62852382
151.74381,23.10978647
152.71763,23.62940676
153.72055,23.28624706
154.75019,23.90899735
155.71776,23.63081412
156.73522,23.54313794
157.76388,22.75479824
158.82911,23.98857632
159.84303,23.61472059
