Time (s),HRR (kW)
0.011385476,0
1.3935781,5.246624838
2.2792454,4.540580838
3.186712,4.423697108
4.188894,4.479501284
5.1818541,6.11613452
5.9701773,9.081016365
6.6677792,11.00682119
7.3713747,11.70676581
8.0165916,12.63065552
8.7025492,12.12391063
9.3814599,13.38617649
10.055221,13.88820203
10.710577,13.83574524
11.374803,13.7127362
12.115833,13.80748455
12.835862,15.16138061
13.528786,15.09048486
14.221353,15.61802365
14.898431,15.70145243
15.579432,15.60353399
16.268616,15.49742966
16.936306,16.04836885
17.629157,16.66720588
18.283012,16.44544554
18.924777,16.14890635
19.588903,16.8193427
20.222404,16.3227223
20.881343,17.37655169
21.567068,16.51192622
22.214347,16.63857182
22.899805,16.90054041
23.587481,18.26864574
24.250945,18.45884736
25.016746,17.25126676
25.705553,18.05001797
26.416789,17.87715
27.151175,18.02869095
27.880009,17.5565148
28.56363,18.92013365
29.233301,18.33510568
29.922418,17.93915784
30.580541,18.86722939
31.272706,18.8425252
31.943652,18.60891284
32.626787,18.65593284
33.30664,19.0324977
33.998006,18.66449574
34.718046,18.26023081
35.384261,18.0543775
36.090931,18.35419628
36.754587,18.69993054
37.425814,17.50887284
38.12813,19.04066899
38.835512,18.61601709
39.492916,18.84766378
40.187856,18.03644122
40.870042,19.11349345
41.55805,18.21301473
42.219562,18.91433709
42.907824,18.54607507
43.604269,18.79089392
44.252487,19.33682601
44.947507,19.50717345
45.664927,19.07979527
46.384528,19.87575372
47.116873,18.89996885
47.842861,19.41335493
48.553965,19.38654149
49.230594,19.19760304
49.93373,19.51742399
50.64058,19.23395236
51.349054,19.72752439
52.100908,19.29415845
52.849775,19.06790676
53.550323,19.35253405
54.228016,19.89905351
54.906807,18.83994378
55.601848,19.64819392
56.331171,19.37180459
57.042287,18.85350142
57.798323,19.29838777
58.507155,18.89427074
59.177984,19.49063034
59.870555,19.00691642
60.55906,18.69750466
61.239588,18.49750419
61.948809,19.50611446
62.672647,20.24083426
63.411273,19.17871203
64.121897,19.24422574
64.849057,19.83050601
65.543886,19.32268919
66.311551,19.40302101
67.068543,19.22679561
67.770824,18.95418284
68.490115,19.40986014
69.221047,18.81679047
69.976465,19.36622736
70.738008,19.17054216
71.444912,19.88820601
72.164679,19.95428615
72.897205,20.11916095
73.650412,19.52888
74.397187,19.28633041
75.081836,20.11547628
75.785901,19.16546399
76.436944,19.67296885
77.107778,19.50998669
77.812694,19.05322034
78.498802,19.21229676
79.201924,18.75270932
79.912135,19.53104196
80.57914,19.18022662
81.252771,19.62569689
81.913619,19.68985588
82.599027,19.80785426
83.271184,19.90914068
83.932114,19.94165405
84.590586,20.15379682
85.291236,19.65209655
85.99495,20.24880946
86.694551,20.06194466
87.365128,19.88306182
88.053431,20.17229203
88.713406,20.16009088
89.401289,19.63571541
90.083761,19.59035676
90.749699,20.03583149
91.438195,20.19612372
92.138084,19.77292196
92.838447,19.69436115
93.543985,19.77479899
94.284405,19.91424432
95.027758,20.15830014
95.712208,19.84796595
96.43268,19.30132345
97.171973,19.65200939
97.882661,19.11404797
98.517805,19.96616547
99.133901,20.16909108
99.765518,20.06182622
100.4268,19.7058923
101.09645,20.23089872
101.76191,19.55228791
102.46967,19.39129831
103.13963,20.52860858
103.83968,19.86938243
104.53006,19.21664581
105.27114,19.89062189
105.95901,20.07077986
106.64946,19.64477351
107.35602,20.15874953
108.07167,20.01295236
108.79187,19.47372041
109.47998,20.05696554
110.18668,19.94364608
110.88446,19.81447534
111.57884,20.37838182
112.2865,19.33583615
112.97378,20.04500703
113.64715,20.20874777
114.31347,20.49465304
114.96734,21.00235318
115.64091,19.77993419
116.29872,20.20041399
116.97407,20.16825601
117.67403,20.27323155
118.364,20.47082534
119.0599,19.76735662
119.76383,20.25934716
120.47139,20.09680973
121.18531,20.23221946
121.8994,20.11999074
122.64202,20.09431074
123.39768,19.99513081
124.12705,20.04553358
124.89938,20.01556811
125.64653,19.87774338
126.37028,20.09215135
127.09744,20.98782777
127.76784,21.30078014
128.45529,19.96336074
129.14847,19.83735203
129.83336,20.60373845
130.50672,20.30545527
131.16977,20.59539459
131.81915,20.30688135
132.44944,20.42297128
133.10698,20.29110784
133.78104,20.65832682
134.49915,20.55949547
135.21121,20.22265527
135.92297,20.20980095
136.63357,20.86072845
137.27837,20.82538176
137.92967,20.07110068
138.64737,19.93376824
139.30494,20.27679115
139.97658,19.81933385
140.6452,20.53630162
141.33026,20.85534446
142.009,19.95729905
142.75457,19.55376649
143.43361,19.58626669
144.09123,20.14810507
144.78451,21.04938162
145.45492,20.42133736
146.10162,21.36286149
146.75999,20.26013419
147.44428,20.21913966
148.12962,20.71593912
148.847,20.0940152
149.56981,20.26967547
150.32346,20.31999973
151.06138,20.27309581
151.78869,20.05584169
152.4567,20.36376946
153.11271,20.09321176
153.79671,20.00598122
154.50475,20.40155182
155.1988,20.35048561
155.87938,20.30858466
156.58807,20.5261475
157.28873,20.65808905
157.95649,19.92693865
158.60781,21.42223993
159.27924,20.69060304
159.96649,20.04661081
