cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
-14.5200,0.0133,0.0148,0.0162,0.0159,0.0848,0.0129,0.0153,0.0175,0.0324,0.0742,0.0177,0.0179,0.0208,0.0596,0.0385
-14.4760,0.0133,0.0144,0.0157,0.0166,0.0833,0.0128,0.0151,0.0170,0.0348,0.0733,0.0175,0.0175,0.0201,0.0594,0.0412
-14.4320,0.0126,0.0144,0.0149,0.0171,0.0791,0.0120,0.0151,0.0160,0.0388,0.0727,0.0164,0.0175,0.0191,0.0572,0.0430
-14.3880,0.0126,0.0144,0.0153,0.0180,0.0769,0.0122,0.0149,0.0166,0.0438,0.0749,0.0166,0.0173,0.0195,0.0552,0.0443
-14.3440,0.0135,0.0149,0.0162,0.0188,0.0764,0.0129,0.0155,0.0175,0.0474,0.0778,0.0179,0.0180,0.0208,0.0560,0.0436
-14.3000,0.0124,0.0142,0.0159,0.0175,0.0766,0.0118,0.0148,0.0171,0.0509,0.0806,0.0162,0.0171,0.0202,0.0538,0.0459
-14.2560,0.0131,0.0149,0.0160,0.0184,0.0786,0.0126,0.0157,0.0173,0.0571,0.0809,0.0171,0.0180,0.0206,0.0540,0.0501
-14.2120,0.0126,0.0140,0.0148,0.0193,0.0809,0.0120,0.0148,0.0159,0.0623,0.0786,0.0164,0.0171,0.0188,0.0503,0.0507
-14.1680,0.0126,0.0155,0.0151,0.0206,0.0809,0.0120,0.0162,0.0164,0.0669,0.0757,0.0166,0.0188,0.0195,0.0479,0.0521
-14.1240,0.0133,0.0140,0.0149,0.0210,0.0793,0.0128,0.0148,0.0162,0.0691,0.0733,0.0173,0.0171,0.0193,0.0443,0.0521
-14.0800,0.0128,0.0153,0.0155,0.0224,0.0786,0.0122,0.0160,0.0168,0.0689,0.0753,0.0168,0.0184,0.0197,0.0414,0.0534
-14.0360,0.0129,0.0149,0.0157,0.0226,0.0767,0.0124,0.0157,0.0170,0.0667,0.0764,0.0170,0.0180,0.0201,0.0385,0.0560
-13.9920,0.0133,0.0142,0.0155,0.0206,0.0769,0.0128,0.0149,0.0166,0.0636,0.0795,0.0175,0.0173,0.0197,0.0352,0.0620
-13.9480,0.0151,0.0144,0.0162,0.0233,0.0760,0.0146,0.0151,0.0177,0.0614,0.0811,0.0199,0.0173,0.0210,0.0343,0.0664
-13.9040,0.0135,0.0149,0.0155,0.0303,0.0771,0.0129,0.0157,0.0166,0.0627,0.0820,0.0175,0.0182,0.0197,0.0366,0.0653
-13.8600,0.0129,0.0151,0.0160,0.0359,0.0786,0.0126,0.0159,0.0173,0.0627,0.0824,0.0171,0.0182,0.0204,0.0374,0.0614
-13.8160,0.0129,0.0148,0.0155,0.0386,0.0800,0.0124,0.0155,0.0168,0.0625,0.0811,0.0170,0.0179,0.0199,0.0392,0.0600
-13.7720,0.0133,0.0146,0.0160,0.0361,0.0800,0.0129,0.0155,0.0171,0.0605,0.0795,0.0175,0.0179,0.0206,0.0408,0.0594
-13.7280,0.0131,0.0148,0.0159,0.0334,0.0795,0.0126,0.0155,0.0171,0.0572,0.0777,0.0171,0.0180,0.0202,0.0469,0.0605
-13.6840,0.0126,0.0155,0.0149,0.0330,0.0800,0.0120,0.0162,0.0162,0.0563,0.0788,0.0166,0.0188,0.0193,0.0558,0.0633
-13.6400,0.0135,0.0155,0.0160,0.0334,0.0793,0.0129,0.0162,0.0173,0.0540,0.0786,0.0179,0.0188,0.0206,0.0580,0.0700
-13.5960,0.0129,0.0144,0.0164,0.0346,0.0789,0.0124,0.0151,0.0177,0.0509,0.0808,0.0170,0.0175,0.0211,0.0571,0.0753
-13.5520,0.0142,0.0159,0.0157,0.0368,0.0751,0.0137,0.0168,0.0170,0.0472,0.0802,0.0188,0.0193,0.0201,0.0572,0.0839
-13.5080,0.0142,0.0151,0.0157,0.0374,0.0704,0.0137,0.0160,0.0170,0.0441,0.0811,0.0186,0.0184,0.0202,0.0647,0.0899
-13.4640,0.0140,0.0157,0.0166,0.0376,0.0651,0.0135,0.0164,0.0180,0.0425,0.0822,0.0184,0.0188,0.0213,0.0780,0.0919
-13.4200,0.0131,0.0157,0.0159,0.0379,0.0634,0.0124,0.0164,0.0171,0.0430,0.0850,0.0170,0.0191,0.0206,0.0915,0.0895
-13.3760,0.0142,0.0151,0.0160,0.0390,0.0609,0.0137,0.0159,0.0173,0.0452,0.0833,0.0186,0.0184,0.0210,0.1025,0.0848
-13.3320,0.0135,0.0151,0.0168,0.0396,0.0603,0.0129,0.0159,0.0182,0.0447,0.0837,0.0177,0.0184,0.0219,0.1034,0.0826
-13.2880,0.0133,0.0164,0.0159,0.0388,0.0591,0.0129,0.0171,0.0171,0.0450,0.0846,0.0177,0.0199,0.0208,0.1046,0.0862
-13.2440,0.0135,0.0157,0.0160,0.0370,0.0600,0.0129,0.0166,0.0173,0.0450,0.0873,0.0179,0.0188,0.0210,0.1059,0.0924
-13.2000,0.0135,0.0155,0.0164,0.0354,0.0589,0.0129,0.0162,0.0179,0.0481,0.0879,0.0179,0.0188,0.0219,0.1076,0.0977
-13.1560,0.0137,0.0164,0.0168,0.0355,0.0594,0.0133,0.0171,0.0180,0.0530,0.0904,0.0182,0.0201,0.0226,0.1094,0.0939
-13.1120,0.0137,0.0153,0.0170,0.0359,0.0618,0.0129,0.0160,0.0182,0.0565,0.0957,0.0179,0.0186,0.0228,0.1097,0.0912
-13.0680,0.0131,0.0149,0.0180,0.0359,0.0609,0.0124,0.0157,0.0195,0.0580,0.0942,0.0171,0.0180,0.0244,0.1094,0.0882
-13.0240,0.0151,0.0155,0.0168,0.0363,0.0623,0.0144,0.0162,0.0180,0.0591,0.0930,0.0197,0.0188,0.0230,0.1138,0.0897
-12.9800,0.0133,0.0159,0.0162,0.0363,0.0662,0.0128,0.0168,0.0175,0.0574,0.0926,0.0175,0.0193,0.0226,0.1192,0.0910
-12.9360,0.0140,0.0164,0.0166,0.0376,0.0680,0.0135,0.0173,0.0179,0.0556,0.0908,0.0184,0.0199,0.0230,0.1300,0.0901
-12.8920,0.0139,0.0162,0.0171,0.0385,0.0704,0.0133,0.0168,0.0184,0.0540,0.0908,0.0182,0.0195,0.0237,0.1447,0.0868
-12.8480,0.0135,0.0166,0.0170,0.0399,0.0711,0.0129,0.0173,0.0182,0.0532,0.0884,0.0177,0.0199,0.0230,0.1546,0.0828
-12.8040,0.0140,0.0157,0.0168,0.0392,0.0709,0.0135,0.0164,0.0182,0.0510,0.0853,0.0184,0.0190,0.0224,0.1542,0.0833
-12.7600,0.0144,0.0155,0.0170,0.0370,0.0713,0.0139,0.0162,0.0182,0.0510,0.0822,0.0190,0.0188,0.0221,0.1515,0.0924
-12.7160,0.0142,0.0160,0.0170,0.0326,0.0742,0.0137,0.0168,0.0182,0.0514,0.0829,0.0186,0.0195,0.0219,0.1473,0.1037
-12.6720,0.0137,0.0160,0.0164,0.0294,0.0767,0.0131,0.0170,0.0179,0.0540,0.0862,0.0179,0.0195,0.0215,0.1473,0.1136
-12.6280,0.0148,0.0157,0.0166,0.0268,0.0788,0.0144,0.0164,0.0179,0.0600,0.0917,0.0195,0.0188,0.0217,0.1451,0.1181
-12.5840,0.0139,0.0179,0.0173,0.0272,0.0802,0.0133,0.0188,0.0188,0.0695,0.0953,0.0180,0.0215,0.0226,0.1482,0.1136
-12.5400,0.0146,0.0146,0.0168,0.0283,0.0820,0.0140,0.0153,0.0186,0.0775,0.0979,0.0191,0.0175,0.0222,0.1491,0.1021
-12.4960,0.0139,0.0160,0.0168,0.0321,0.0844,0.0133,0.0168,0.0188,0.0864,0.1015,0.0182,0.0195,0.0222,0.1491,0.0902
-12.4520,0.0142,0.0166,0.0175,0.0381,0.0851,0.0137,0.0175,0.0208,0.0950,0.1039,0.0188,0.0201,0.0232,0.1506,0.0888
-12.4080,0.0157,0.0159,0.0164,0.0417,0.0839,0.0149,0.0166,0.0239,0.0944,0.1059,0.0204,0.0191,0.0221,0.1497,0.0891
-12.3640,0.0155,0.0157,0.0184,0.0454,0.0840,0.0149,0.0164,0.0315,0.0910,0.1072,0.0201,0.0190,0.0250,0.1544,0.0946
-12.3200,0.0144,0.0159,0.0180,0.0489,0.0851,0.0139,0.0164,0.0341,0.0897,0.1066,0.0190,0.0191,0.0244,0.1579,0.0955
-12.2760,0.0140,0.0151,0.0188,0.0518,0.0853,0.0137,0.0159,0.0337,0.0879,0.1065,0.0186,0.0184,0.0252,0.1613,0.0913
-12.2320,0.0155,0.0168,0.0182,0.0547,0.0864,0.0149,0.0177,0.0306,0.0844,0.1052,0.0204,0.0204,0.0244,0.1610,0.0877
-12.1880,0.0146,0.0157,0.0179,0.0576,0.0846,0.0140,0.0164,0.0277,0.0817,0.0999,0.0193,0.0191,0.0235,0.1593,0.0846
-12.1440,0.0153,0.0157,0.0191,0.0609,0.0855,0.0148,0.0164,0.0277,0.0755,0.0988,0.0201,0.0190,0.0250,0.1560,0.0824
-12.1000,0.0146,0.0159,0.0208,0.0631,0.0826,0.0140,0.0166,0.0297,0.0720,0.0939,0.0191,0.0191,0.0273,0.1590,0.0795
-12.0560,0.0155,0.0168,0.0204,0.0640,0.0795,0.0148,0.0177,0.0334,0.0722,0.0904,0.0202,0.0204,0.0273,0.1652,0.0788
-12.0120,0.0139,0.0160,0.0221,0.0642,0.0767,0.0133,0.0170,0.0407,0.0746,0.0884,0.0180,0.0195,0.0312,0.1699,0.0766
-11.9680,0.0142,0.0173,0.0211,0.0631,0.0766,0.0137,0.0182,0.0465,0.0795,0.0913,0.0186,0.0210,0.0319,0.1776,0.0766
-11.9240,0.0148,0.0173,0.0219,0.0636,0.0724,0.0142,0.0182,0.0509,0.0873,0.0882,0.0193,0.0210,0.0337,0.1812,0.0753
-11.8800,0.0142,0.0166,0.0221,0.0651,0.0731,0.0137,0.0173,0.0510,0.0924,0.0924,0.0188,0.0201,0.0348,0.1808,0.0751
-11.8360,0.0148,0.0170,0.0230,0.0644,0.0736,0.0142,0.0179,0.0489,0.0913,0.0961,0.0197,0.0206,0.0363,0.1814,0.0746
-11.7920,0.0148,0.0166,0.0237,0.0645,0.0744,0.0142,0.0175,0.0452,0.0906,0.0997,0.0193,0.0202,0.0365,0.1828,0.0777
-11.7480,0.0155,0.0177,0.0233,0.0640,0.0735,0.0148,0.0186,0.0428,0.0913,0.1003,0.0202,0.0213,0.0350,0.1810,0.0868
-11.7040,0.0149,0.0164,0.0232,0.0625,0.0740,0.0144,0.0171,0.0425,0.0930,0.1008,0.0195,0.0199,0.0377,0.1867,0.0955
-11.6600,0.0153,0.0164,0.0230,0.0609,0.0755,0.0148,0.0171,0.0396,0.0959,0.1023,0.0201,0.0199,0.0438,0.1890,0.1068
-11.6160,0.0140,0.0159,0.0230,0.0596,0.0766,0.0135,0.0168,0.0365,0.0990,0.1046,0.0186,0.0193,0.0507,0.1847,0.1159
-11.5720,0.0146,0.0166,0.0253,0.0618,0.0757,0.0140,0.0173,0.0376,0.1057,0.1054,0.0191,0.0201,0.0552,0.1810,0.1247
-11.5280,0.0153,0.0166,0.0230,0.0695,0.0749,0.0146,0.0173,0.0324,0.1130,0.1096,0.0201,0.0202,0.0525,0.1756,0.1258
-11.4840,0.0149,0.0168,0.0233,0.0782,0.0746,0.0144,0.0177,0.0301,0.1156,0.1145,0.0197,0.0204,0.0576,0.1674,0.1225
-11.4400,0.0153,0.0166,0.0230,0.0875,0.0733,0.0146,0.0175,0.0284,0.1158,0.1150,0.0201,0.0202,0.0607,0.1663,0.1185
-11.3960,0.0157,0.0177,0.0233,0.0932,0.0762,0.0151,0.0186,0.0277,0.1154,0.1205,0.0206,0.0213,0.0585,0.1674,0.1176
-11.3520,0.0162,0.0177,0.0239,0.0932,0.0762,0.0155,0.0184,0.0277,0.1145,0.1198,0.0211,0.0213,0.0556,0.1705,0.1221
-11.3080,0.0153,0.0184,0.0255,0.0888,0.0784,0.0148,0.0191,0.0288,0.1150,0.1218,0.0202,0.0222,0.0582,0.1679,0.1274
-11.2640,0.0160,0.0179,0.0250,0.0840,0.0797,0.0155,0.0188,0.0257,0.1183,0.1234,0.0211,0.0217,0.0645,0.1674,0.1325
-11.2200,0.0153,0.0190,0.0263,0.0806,0.0819,0.0148,0.0201,0.0246,0.1245,0.1272,0.0201,0.0232,0.0857,0.1710,0.1314
-11.1760,0.0155,0.0186,0.0252,0.0809,0.0808,0.0149,0.0193,0.0219,0.1351,0.1276,0.0206,0.0224,0.1159,0.1730,0.1300
-11.1320,0.0149,0.0173,0.0263,0.0802,0.0793,0.0144,0.0182,0.0232,0.1444,0.1280,0.0197,0.0211,0.1344,0.1734,0.1274
-11.0880,0.0148,0.0171,0.0275,0.0789,0.0784,0.0142,0.0179,0.0255,0.1504,0.1298,0.0193,0.0206,0.1360,0.1748,0.1254
-11.0440,0.0153,0.0162,0.0261,0.0764,0.0778,0.0148,0.0171,0.0248,0.1493,0.1293,0.0202,0.0199,0.1384,0.1717,0.1289
-11.0000,0.0166,0.0177,0.0268,0.0744,0.0782,0.0157,0.0184,0.0272,0.1482,0.1267,0.0217,0.0213,0.1515,0.1741,0.1354
-10.9560,0.0151,0.0186,0.0264,0.0731,0.0784,0.0146,0.0195,0.0324,0.1460,0.1221,0.0199,0.0224,0.1633,0.1841,0.1429
-10.9120,0.0160,0.0168,0.0270,0.0742,0.0800,0.0155,0.0175,0.0419,0.1431,0.1203,0.0211,0.0204,0.1617,0.1952,0.1533
-10.8680,0.0160,0.0179,0.0268,0.0784,0.0784,0.0153,0.0188,0.0547,0.1422,0.1156,0.0208,0.0219,0.1595,0.1989,0.1617
-10.8240,0.0153,0.0184,0.0248,0.0819,0.0791,0.0148,0.0193,0.0614,0.1457,0.1167,0.0201,0.0222,0.1606,0.1969,0.1575
-10.7800,0.0149,0.0182,0.0233,0.0840,0.0828,0.0144,0.0191,0.0611,0.1508,0.1223,0.0197,0.0221,0.1659,0.1927,0.1515
-10.7360,0.0166,0.0173,0.0228,0.0860,0.0826,0.0159,0.0182,0.0552,0.1582,0.1218,0.0217,0.0210,0.1712,0.1947,0.1424
-10.6920,0.0168,0.0191,0.0222,0.0913,0.0831,0.0160,0.0201,0.0496,0.1650,0.1245,0.0221,0.0233,0.1841,0.2118,0.1373
-10.6480,0.0171,0.0166,0.0221,0.0988,0.0851,0.0164,0.0175,0.0454,0.1672,0.1316,0.0224,0.0202,0.2011,0.2372,0.1333
-10.6040,0.0159,0.0180,0.0224,0.1046,0.0859,0.0153,0.0190,0.0432,0.1641,0.1367,0.0210,0.0221,0.2199,0.2492,0.1338
-10.5600,0.0164,0.0186,0.0232,0.1087,0.0853,0.0157,0.0195,0.0439,0.1626,0.1378,0.0215,0.0228,0.2343,0.2457,0.1294
-10.5160,0.0153,0.0182,0.0217,0.1116,0.0850,0.0148,0.0191,0.0481,0.1686,0.1358,0.0202,0.0222,0.2374,0.2525,0.1333
-10.4720,0.0173,0.0188,0.0208,0.1139,0.0859,0.0168,0.0197,0.0536,0.1774,0.1351,0.0230,0.0228,0.2352,0.2789,0.1400
-10.4280,0.0171,0.0175,0.0222,0.1117,0.0870,0.0166,0.0182,0.0614,0.1783,0.1349,0.0226,0.0211,0.2421,0.2900,0.1424
-10.3840,0.0168,0.0186,0.0206,0.1085,0.0840,0.0160,0.0195,0.0682,0.1779,0.1309,0.0221,0.0226,0.2381,0.2674,0.1451
-10.3400,0.0166,0.0179,0.0215,0.1066,0.0820,0.0159,0.0190,0.0788,0.1841,0.1291,0.0217,0.0219,0.2341,0.2454,0.1438
-10.2960,0.0160,0.0186,0.0213,0.1066,0.0795,0.0155,0.0197,0.0891,0.1887,0.1274,0.0211,0.0228,0.2333,0.2333,0.1406
-10.2520,0.0159,0.0190,0.0215,0.1061,0.0773,0.0153,0.0201,0.1015,0.1931,0.1249,0.0208,0.0232,0.2417,0.2301,0.1396
-10.2080,0.0164,0.0180,0.0241,0.1076,0.0782,0.0157,0.0188,0.1145,0.1965,0.1263,0.0213,0.0219,0.2518,0.2359,0.1411
-10.1640,0.0170,0.0182,0.0275,0.1087,0.0789,0.0162,0.0191,0.1220,0.1925,0.1256,0.0222,0.0222,0.2559,0.2454,0.1398
-10.1200,0.0171,0.0197,0.0337,0.1121,0.0815,0.0164,0.0206,0.1212,0.1881,0.1262,0.0224,0.0239,0.2547,0.2530,0.1500
-10.0760,0.0175,0.0184,0.0352,0.1119,0.0833,0.0168,0.0193,0.1127,0.1858,0.1260,0.0232,0.0224,0.2470,0.2516,0.1622
-10.0320,0.0173,0.0193,0.0359,0.1136,0.0888,0.0168,0.0202,0.1103,0.1878,0.1293,0.0228,0.0237,0.2410,0.2609,0.1797
-9.9880,0.0162,0.0182,0.0361,0.1147,0.0912,0.0157,0.0191,0.1128,0.1867,0.1302,0.0213,0.0224,0.2317,0.2744,0.1932
-9.9440,0.0171,0.0190,0.0345,0.1200,0.0897,0.0164,0.0199,0.1196,0.1852,0.1283,0.0222,0.0235,0.2239,0.2824,0.1956
-9.9000,0.0164,0.0180,0.0326,0.1212,0.0908,0.0159,0.0190,0.1313,0.1807,0.1342,0.0215,0.0228,0.2228,0.2749,0.1947
-9.8560,0.0168,0.0201,0.0332,0.1251,0.0888,0.0160,0.0210,0.1431,0.1828,0.1349,0.0219,0.0264,0.2127,0.2673,0.1972
-9.8120,0.0173,0.0188,0.0350,0.1252,0.0884,0.0166,0.0197,0.1519,0.1861,0.1391,0.0226,0.0281,0.1945,0.2674,0.2013
-9.7680,0.0164,0.0222,0.0366,0.1256,0.0860,0.0157,0.0232,0.1588,0.1949,0.1416,0.0213,0.0350,0.1832,0.2736,0.2031
-9.7240,0.0168,0.0193,0.0376,0.1272,0.0881,0.0160,0.0204,0.1624,0.2069,0.1491,0.0219,0.0345,0.1768,0.2824,0.1982
-9.6800,0.0177,0.0182,0.0377,0.1265,0.0922,0.0170,0.0193,0.1659,0.2126,0.1595,0.0233,0.0401,0.1739,0.2838,0.1838
-9.6360,0.0168,0.0197,0.0397,0.1229,0.0941,0.0160,0.0208,0.1694,0.2127,0.1661,0.0221,0.0479,0.1730,0.2796,0.1810
-9.5920,0.0164,0.0195,0.0408,0.1181,0.0952,0.0157,0.0206,0.1721,0.2080,0.1703,0.0215,0.0520,0.1741,0.2727,0.1830
-9.5480,0.0182,0.0191,0.0428,0.1138,0.0963,0.0175,0.0202,0.1766,0.2029,0.1710,0.0239,0.0556,0.1854,0.2682,0.1847
-9.5040,0.0170,0.0195,0.0428,0.1141,0.0999,0.0162,0.0206,0.1803,0.2067,0.1763,0.0222,0.0580,0.1980,0.2817,0.1883
-9.4600,0.0182,0.0193,0.0448,0.1145,0.1050,0.0175,0.0206,0.1801,0.2104,0.1847,0.0241,0.0578,0.2080,0.3002,0.1801
-9.4160,0.0175,0.0193,0.0492,0.1128,0.1072,0.0170,0.0204,0.1772,0.2151,0.1927,0.0232,0.0611,0.2231,0.3241,0.1728
-9.3720,0.0170,0.0190,0.0556,0.1152,0.1079,0.0162,0.0201,0.1717,0.2240,0.2016,0.0224,0.0689,0.2321,0.3449,0.1624
-9.3280,0.0173,0.0197,0.0644,0.1169,0.1065,0.0166,0.0208,0.1715,0.2310,0.2084,0.0228,0.0870,0.2383,0.3471,0.1499
-9.2840,0.0166,0.0188,0.0735,0.1210,0.1061,0.0159,0.0197,0.1765,0.2368,0.2166,0.0219,0.1094,0.2483,0.3398,0.1449
-9.2400,0.0170,0.0191,0.0806,0.1218,0.1006,0.0164,0.0201,0.1779,0.2323,0.2206,0.0222,0.1251,0.2592,0.3322,0.1480
-9.1960,0.0179,0.0191,0.0868,0.1225,0.0994,0.0171,0.0201,0.1799,0.2239,0.2281,0.0233,0.1354,0.2764,0.3378,0.1577
-9.1520,0.0182,0.0211,0.0926,0.1207,0.0988,0.0175,0.0222,0.1865,0.2158,0.2323,0.0239,0.1429,0.2979,0.3480,0.1632
-9.1080,0.0186,0.0204,0.0955,0.1203,0.0988,0.0179,0.0213,0.1925,0.2142,0.2350,0.0250,0.1491,0.3154,0.3611,0.1670
-9.0640,0.0180,0.0206,0.0932,0.1218,0.0995,0.0173,0.0215,0.1987,0.2186,0.2350,0.0237,0.1595,0.3323,0.3761,0.1714
-9.0200,0.0186,0.0213,0.0877,0.1232,0.1019,0.0179,0.0224,0.2095,0.2257,0.2363,0.0244,0.1763,0.3650,0.3929,0.1772
-8.9760,0.0170,0.0191,0.0777,0.1216,0.1023,0.0162,0.0202,0.2149,0.2257,0.2352,0.0222,0.1823,0.3783,0.3976,0.1810
-8.9320,0.0175,0.0208,0.0766,0.1187,0.1054,0.0170,0.0221,0.2230,0.2262,0.2372,0.0232,0.1880,0.3803,0.3958,0.1794
-8.8880,0.0188,0.0195,0.0800,0.1214,0.1076,0.0180,0.0210,0.2301,0.2312,0.2370,0.0248,0.1920,0.3808,0.3961,0.1734
-8.8440,0.0171,0.0193,0.0840,0.1227,0.1092,0.0166,0.0210,0.2363,0.2297,0.2346,0.0226,0.2003,0.4062,0.3894,0.1745
-8.8000,0.0184,0.0195,0.0895,0.1238,0.1138,0.0177,0.0215,0.2381,0.2228,0.2392,0.0241,0.2093,0.4390,0.3887,0.1779
-8.7560,0.0184,0.0235,0.0908,0.1263,0.1172,0.0179,0.0261,0.2344,0.2175,0.2426,0.0242,0.2158,0.4475,0.3918,0.1827
-8.7120,0.0175,0.0202,0.0917,0.1247,0.1203,0.0168,0.0230,0.2355,0.2096,0.2501,0.0230,0.2164,0.4494,0.3881,0.1870
-8.6680,0.0175,0.0202,0.0910,0.1294,0.1187,0.0170,0.0235,0.2397,0.2153,0.2481,0.0235,0.2180,0.4446,0.3907,0.1923
-8.6240,0.0188,0.0197,0.0910,0.1364,0.1170,0.0180,0.0233,0.2399,0.2230,0.2437,0.0248,0.2262,0.4372,0.3834,0.2009
-8.5800,0.0188,0.0208,0.0888,0.1400,0.1190,0.0180,0.0248,0.2394,0.2240,0.2419,0.0248,0.2332,0.4370,0.3717,0.2016
-8.5360,0.0193,0.0221,0.0891,0.1427,0.1254,0.0188,0.0261,0.2477,0.2200,0.2436,0.0255,0.2361,0.4603,0.3675,0.2100
-8.4920,0.0195,0.0206,0.0901,0.1442,0.1234,0.0186,0.0246,0.2581,0.2186,0.2326,0.0263,0.2315,0.4820,0.3783,0.2204
-8.4480,0.0188,0.0208,0.0919,0.1449,0.1251,0.0180,0.0261,0.2660,0.2197,0.2304,0.0246,0.2282,0.4869,0.3865,0.2368
-8.4040,0.0184,0.0224,0.0939,0.1526,0.1294,0.0177,0.0315,0.2729,0.2264,0.2332,0.0242,0.2355,0.4866,0.3938,0.2490
-8.3600,0.0177,0.0222,0.0990,0.1562,0.1289,0.0170,0.0370,0.2848,0.2297,0.2304,0.0233,0.2523,0.4833,0.3868,0.2556
-8.3160,0.0195,0.0211,0.1048,0.1612,0.1344,0.0188,0.0381,0.3010,0.2355,0.2357,0.0257,0.2687,0.4871,0.3757,0.2598
-8.2720,0.0188,0.0215,0.1090,0.1650,0.1402,0.0179,0.0370,0.3136,0.2417,0.2406,0.0244,0.2652,0.4887,0.3713,0.2603
-8.2280,0.0186,0.0215,0.1114,0.1688,0.1442,0.0179,0.0372,0.3236,0.2423,0.2359,0.0244,0.2596,0.4964,0.3786,0.2611
-8.1840,0.0182,0.0199,0.1121,0.1739,0.1475,0.0173,0.0376,0.3329,0.2423,0.2302,0.0239,0.2669,0.5166,0.3910,0.2634
-8.1400,0.0191,0.0217,0.1125,0.1761,0.1500,0.0184,0.0414,0.3385,0.2426,0.2306,0.0253,0.2922,0.5380,0.4074,0.2711
-8.0960,0.0195,0.0232,0.1152,0.1721,0.1524,0.0188,0.0428,0.3460,0.2395,0.2330,0.0257,0.3048,0.5567,0.4098,0.2835
-8.0520,0.0195,0.0208,0.1163,0.1681,0.1577,0.0188,0.0421,0.3480,0.2401,0.2386,0.0257,0.3032,0.5587,0.4238,0.2882
-8.0080,0.0190,0.0208,0.1212,0.1712,0.1506,0.0182,0.0439,0.3579,0.2552,0.2319,0.0250,0.2984,0.5726,0.4556,0.2930
-7.9640,0.0191,0.0211,0.1238,0.1723,0.1506,0.0184,0.0470,0.3593,0.2683,0.2355,0.0252,0.2937,0.5857,0.4733,0.2990
-7.9200,0.0193,0.0239,0.1305,0.1717,0.1480,0.0186,0.0514,0.3577,0.2798,0.2355,0.0255,0.2882,0.5939,0.4680,0.3090
-7.8760,0.0193,0.0277,0.1433,0.1695,0.1486,0.0186,0.0571,0.3615,0.2858,0.2372,0.0255,0.2899,0.5972,0.4570,0.3146
-7.8320,0.0206,0.0275,0.1573,0.1714,0.1491,0.0197,0.0627,0.3666,0.2893,0.2357,0.0270,0.2953,0.5726,0.4497,0.3085
-7.7880,0.0206,0.0259,0.1677,0.1765,0.1526,0.0199,0.0713,0.3688,0.2955,0.2388,0.0272,0.3092,0.5338,0.4563,0.3024
-7.7440,0.0186,0.0266,0.1723,0.1839,0.1486,0.0179,0.0813,0.3650,0.2997,0.2312,0.0246,0.3221,0.5006,0.4548,0.2975
-7.7000,0.0201,0.0273,0.1746,0.1911,0.1544,0.0193,0.0882,0.3642,0.3015,0.2375,0.0264,0.3362,0.4908,0.4519,0.2992
-7.6560,0.0193,0.0277,0.1796,0.1947,0.1540,0.0184,0.0891,0.3644,0.3028,0.2377,0.0253,0.3498,0.4964,0.4525,0.2937
-7.6120,0.0197,0.0284,0.1843,0.1952,0.1559,0.0190,0.0879,0.3717,0.3083,0.2450,0.0261,0.3588,0.5077,0.4605,0.2869
-7.5680,0.0195,0.0268,0.1872,0.1963,0.1630,0.0188,0.0833,0.3734,0.3161,0.2587,0.0257,0.3456,0.5146,0.4652,0.2911
-7.5240,0.0188,0.0268,0.1887,0.1949,0.1613,0.0180,0.0820,0.3766,0.3223,0.2614,0.0248,0.3301,0.5241,0.4676,0.2951
-7.4800,0.0202,0.0281,0.1940,0.1896,0.1622,0.0195,0.0868,0.3825,0.3145,0.2704,0.0268,0.3196,0.5443,0.4667,0.2981
-7.4360,0.0197,0.0295,0.2016,0.1903,0.1684,0.0190,0.0928,0.3909,0.3046,0.2809,0.0259,0.3064,0.5768,0.4776,0.2992
-7.3920,0.0191,0.0326,0.2065,0.1951,0.1684,0.0186,0.0986,0.3930,0.3001,0.2807,0.0255,0.3019,0.5837,0.4877,0.2858
-7.3480,0.0199,0.0366,0.2133,0.1982,0.1735,0.0191,0.1056,0.3970,0.2937,0.2822,0.0266,0.3136,0.5841,0.4922,0.2700
-7.3040,0.0213,0.0430,0.2171,0.2011,0.1787,0.0204,0.1107,0.3972,0.2922,0.2795,0.0292,0.3358,0.5773,0.4993,0.2590
-7.2600,0.0208,0.0459,0.2188,0.2031,0.1808,0.0199,0.1141,0.4011,0.2964,0.2729,0.0303,0.3637,0.5779,0.5126,0.2474
-7.2160,0.0197,0.0481,0.2186,0.2040,0.1819,0.0190,0.1134,0.4082,0.3030,0.2682,0.0330,0.3914,0.5839,0.5159,0.2372
-7.1720,0.0206,0.0470,0.2184,0.2051,0.1814,0.0199,0.1077,0.4171,0.3112,0.2642,0.0366,0.3952,0.5916,0.5126,0.2337
-7.1280,0.0193,0.0469,0.2193,0.2093,0.1812,0.0186,0.1048,0.4242,0.3230,0.2612,0.0354,0.3883,0.6009,0.5106,0.2457
-7.0840,0.0202,0.0454,0.2195,0.2113,0.1805,0.0195,0.1052,0.4271,0.3287,0.2611,0.0405,0.3790,0.6040,0.5028,0.2667
-7.0400,0.0195,0.0448,0.2199,0.2098,0.1819,0.0188,0.1105,0.4317,0.3291,0.2623,0.0525,0.3825,0.6105,0.4968,0.2849
-6.9960,0.0208,0.0492,0.2235,0.2042,0.1849,0.0199,0.1181,0.4375,0.3194,0.2623,0.0733,0.3967,0.6209,0.4920,0.3044
