s,kW
1.680000E+02,5.770080E+02
1.690000E+02,5.775158E+02
1.700000E+02,5.714271E+02
1.710000E+02,5.930236E+02
1.720000E+02,5.679115E+02
1.730000E+02,5.926273E+02
1.740000E+02,5.887353E+02
1.750000E+02,5.934110E+02
1.760000E+02,5.738099E+02
1.770000E+02,5.731403E+02
1.780000E+02,5.809448E+02
1.790000E+02,5.848879E+02
1.800000E+02,5.804860E+02
1.810000E+02,5.778021E+02
1.820000E+02,5.867212E+02
1.830000E+02,5.913693E+02
1.840000E+02,5.849825E+02
1.850000E+02,5.713725E+02
1.860000E+02,5.683681E+02
1.870000E+02,5.696460E+02
1.880000E+02,5.705580E+02
1.890000E+02,5.799155E+02
1.900000E+02,5.755563E+02
1.910000E+02,5.847512E+02
1.920000E+02,5.816727E+02
1.930000E+02,5.957797E+02
1.940000E+02,5.777242E+02
1.950000E+02,5.843387E+02
1.960000E+02,5.699010E+02
1.970000E+02,5.892494E+02
1.980000E+02,5.577544E+02
1.990000E+02,5.748068E+02
2.000000E+02,5.778315E+02
2.010000E+02,5.785258E+02
2.020000E+02,5.871131E+02
2.030000E+02,5.977158E+02
2.040000E+02,6.027532E+02
2.050000E+02,5.706032E+02
2.060000E+02,5.773078E+02
2.070000E+02,5.836011E+02
2.080000E+02,5.796031E+02
2.090000E+02,5.680747E+02
2.100000E+02,5.861620E+02
2.110000E+02,5.709544E+02
2.120000E+02,6.020867E+02
2.130000E+02,5.767639E+02
2.140000E+02,6.237234E+02
2.150000E+02,5.862900E+02
2.160000E+02,6.033463E+02
2.170000E+02,5.732390E+02
2.180000E+02,5.863939E+02
2.190000E+02,5.920998E+02
2.200000E+02,5.867666E+02
2.210000E+02,6.000417E+02
2.220000E+02,5.629440E+02
2.230000E+02,5.978550E+02
2.240000E+02,5.775864E+02
2.250000E+02,5.905879E+02
2.260000E+02,5.776311E+02
2.270000E+02,5.756119E+02
2.280000E+02,5.694542E+02
2.290000E+02,5.696329E+02
2.300000E+02,5.598750E+02
2.310000E+02,5.674278E+02
2.320000E+02,5.760101E+02
2.330000E+02,5.810346E+02
2.340000E+02,5.788044E+02
2.350000E+02,5.804114E+02
2.360000E+02,5.657170E+02
2.370000E+02,5.662705E+02
2.380000E+02,5.848175E+02
2.390000E+02,5.848256E+02
2.400000E+02,5.929760E+02
2.410000E+02,5.799963E+02
2.420000E+02,6.011740E+02
2.430000E+02,5.775804E+02
2.440000E+02,5.703246E+02
2.450000E+02,5.713719E+02
2.460000E+02,5.803909E+02
2.470000E+02,5.587380E+02
2.480000E+02,5.708949E+02
2.490000E+02,5.819138E+02
2.500000E+02,5.927707E+02
2.510000E+02,5.904127E+02
2.520000E+02,5.652819E+02
2.530000E+02,5.860154E+02
2.540000E+02,5.799816E+02
2.550000E+02,5.837512E+02
2.560000E+02,5.807273E+02
2.570000E+02,5.789178E+02
2.580000E+02,5.868522E+02
2.590000E+02,5.828467E+02
2.600000E+02,5.959873E+02
2.610000E+02,5.946184E+02
2.620000E+02,5.948687E+02
2.630000E+02,5.895323E+02
2.640000E+02,5.796339E+02
2.650000E+02,5.753384E+02
2.660000E+02,5.842832E+02
2.670000E+02,5.844608E+02
2.680000E+02,5.815141E+02
2.690000E+02,5.902615E+02
2.700000E+02,5.800144E+02
2.710000E+02,5.723440E+02
2.720000E+02,5.794479E+02
2.730000E+02,5.806953E+02
2.740000E+02,5.788596E+02
2.750000E+02,5.676005E+02
2.760000E+02,5.774152E+02
2.770000E+02,5.752535E+02
2.780000E+02,5.840026E+02
2.790000E+02,5.814884E+02
2.800000E+02,5.794662E+02
2.810000E+02,5.962162E+02
2.820000E+02,5.879815E+02
2.830000E+02,5.746518E+02
2.840000E+02,5.777149E+02
2.850000E+02,5.846717E+02
2.860000E+02,5.792962E+02
2.870000E+02,5.807095E+02
2.880000E+02,5.806414E+02
2.890000E+02,5.846483E+02
2.900000E+02,5.931609E+02
2.910000E+02,5.829358E+02
2.920000E+02,5.738747E+02
2.930000E+02,5.946587E+02
2.940000E+02,5.937022E+02
2.950000E+02,5.972268E+02
2.960000E+02,5.540354E+02
2.970000E+02,5.863260E+02
2.980000E+02,5.809198E+02
2.990000E+02,5.714551E+02
3.000000E+02,5.898010E+02
