s,kW
Time,HRR_comp
0.000000E+00,3.707981E+02
1.000000E+00,4.524039E+02
2.000000E+00,5.560930E+02
3.000000E+00,6.245213E+02
4.000000E+00,6.556642E+02
5.000000E+00,6.169914E+02
6.000000E+00,6.338460E+02
7.000000E+00,6.793028E+02
8.000000E+00,6.239614E+02
9.000000E+00,6.256900E+02
1.000000E+01,5.975762E+02
1.100000E+01,6.136590E+02
1.200000E+01,6.143041E+02
1.300000E+01,6.195483E+02
1.400000E+01,6.209310E+02
1.500000E+01,6.179824E+02
1.600000E+01,6.120697E+02
1.700000E+01,6.082138E+02
1.800000E+01,6.226663E+02
1.900000E+01,6.161800E+02
2.000000E+01,6.082243E+02
2.100000E+01,6.138831E+02
2.200000E+01,6.339470E+02
2.300000E+01,6.274786E+02
2.400000E+01,6.228332E+02
2.500000E+01,6.054589E+02
2.600000E+01,6.138524E+02
2.700000E+01,6.091330E+02
2.800000E+01,6.215388E+02
2.900000E+01,6.088170E+02
3.000000E+01,6.149901E+02
3.100000E+01,6.127646E+02
3.200000E+01,6.122447E+02
3.300000E+01,6.094397E+02
3.400000E+01,6.133559E+02
3.500000E+01,6.251894E+02
3.600000E+01,6.189651E+02
3.700000E+01,5.975224E+02
3.800000E+01,6.129630E+02
3.900000E+01,6.097847E+02
4.000000E+01,6.004234E+02
4.100000E+01,6.025658E+02
4.200000E+01,5.980155E+02
4.300000E+01,6.088500E+02
4.400000E+01,6.048149E+02
4.500000E+01,6.127729E+02
4.600000E+01,6.154844E+02
4.700000E+01,6.189885E+02
4.800000E+01,6.113020E+02
4.900000E+01,6.180093E+02
5.000000E+01,6.238825E+02
5.100000E+01,6.313497E+02
5.200000E+01,6.231251E+02
5.300000E+01,6.077236E+02
5.400000E+01,5.976297E+02
5.500000E+01,6.033900E+02
5.600000E+01,6.180663E+02
5.700000E+01,6.168837E+02
5.800000E+01,6.059655E+02
5.900000E+01,6.297356E+02
6.000000E+01,6.229655E+02
6.100000E+01,6.228223E+02
6.200000E+01,6.053816E+02
6.300000E+01,6.310463E+02
6.400000E+01,6.180022E+02
6.500000E+01,6.196615E+02
6.600000E+01,5.971338E+02
6.700000E+01,6.278537E+02
6.800000E+01,6.166197E+02
6.900000E+01,6.221245E+02
7.000000E+01,6.051766E+02
7.100000E+01,5.963922E+02
7.200000E+01,6.073176E+02
7.300000E+01,6.070195E+02
7.400000E+01,6.119411E+02
7.500000E+01,6.038464E+02
7.600000E+01,6.172825E+02
7.700000E+01,6.138440E+02
7.800000E+01,6.184691E+02
7.900000E+01,6.165018E+02
8.000000E+01,6.127644E+02
8.100000E+01,6.028256E+02
8.200000E+01,6.087812E+02
8.300000E+01,6.159127E+02
8.400000E+01,6.143598E+02
8.500000E+01,5.960574E+02
8.600000E+01,6.028997E+02
8.700000E+01,5.998479E+02
8.800000E+01,6.003905E+02
8.900000E+01,6.011850E+02
9.000000E+01,5.948485E+02
9.100000E+01,6.008287E+02
9.200000E+01,5.956376E+02
9.300000E+01,6.160066E+02
9.400000E+01,6.143685E+02
9.500000E+01,6.030853E+02
9.600000E+01,6.097838E+02
9.700000E+01,6.110011E+02
9.800000E+01,6.169018E+02
9.900000E+01,6.125889E+02
1.000000E+02,6.214594E+02
1.010000E+02,6.081911E+02
1.020000E+02,6.139063E+02
1.030000E+02,6.145345E+02
1.040000E+02,6.151878E+02
1.050000E+02,6.111290E+02
1.060000E+02,6.067867E+02
1.070000E+02,6.099731E+02
1.080000E+02,6.088849E+02
1.090000E+02,6.021734E+02
1.100000E+02,6.066280E+02
1.110000E+02,5.862000E+02
1.120000E+02,6.166748E+02
1.130000E+02,6.026458E+02
1.140000E+02,6.151863E+02
1.150000E+02,5.866432E+02
1.160000E+02,6.190589E+02
1.170000E+02,6.153429E+02
1.180000E+02,6.024824E+02
1.190000E+02,5.943206E+02
1.200000E+02,6.263605E+02
1.210000E+02,6.272905E+02
1.220000E+02,6.266798E+02
1.230000E+02,5.989678E+02
1.240000E+02,6.155288E+02
1.250000E+02,6.137709E+02
1.260000E+02,6.162251E+02
1.270000E+02,5.953239E+02
1.280000E+02,6.089502E+02
1.290000E+02,5.948329E+02
1.300000E+02,6.170452E+02
1.310000E+02,5.897109E+02
1.320000E+02,5.999502E+02
1.330000E+02,5.951107E+02
1.340000E+02,6.287593E+02
1.350000E+02,6.123766E+02
1.360000E+02,5.927042E+02
1.370000E+02,5.960801E+02
1.380000E+02,5.983502E+02
1.390000E+02,5.974951E+02
1.400000E+02,6.061602E+02
1.410000E+02,6.146803E+02
1.420000E+02,6.216935E+02
1.430000E+02,5.894314E+02
1.440000E+02,6.086721E+02
1.450000E+02,5.969029E+02
1.460000E+02,6.070819E+02
1.470000E+02,5.967717E+02
1.480000E+02,6.096109E+02
1.490000E+02,6.008766E+02
1.500000E+02,6.137071E+02
1.510000E+02,6.096562E+02
1.520000E+02,6.139571E+02
1.530000E+02,6.082822E+02
1.540000E+02,6.076893E+02
1.550000E+02,6.151052E+02
1.560000E+02,6.110311E+02
1.570000E+02,6.175129E+02
1.580000E+02,5.982992E+02
1.590000E+02,6.077904E+02
1.600000E+02,6.288609E+02
1.610000E+02,6.366132E+02
1.620000E+02,6.235507E+02
1.630000E+02,6.030811E+02
1.640000E+02,6.037874E+02
1.650000E+02,6.002480E+02
1.660000E+02,6.026151E+02
1.670000E+02,6.187697E+02
1.680000E+02,6.103042E+02
1.690000E+02,6.147730E+02
1.700000E+02,6.038793E+02
1.710000E+02,5.965547E+02
1.720000E+02,5.994017E+02
1.730000E+02,6.085174E+02
1.740000E+02,5.986317E+02
1.750000E+02,5.941854E+02
1.760000E+02,6.013039E+02
1.770000E+02,5.895148E+02
1.780000E+02,5.991231E+02
1.790000E+02,6.067122E+02
1.800000E+02,6.254465E+02
1.810000E+02,6.322969E+02
1.820000E+02,6.203999E+02
1.830000E+02,6.226049E+02
1.840000E+02,6.040570E+02
1.850000E+02,5.987870E+02
1.860000E+02,6.100221E+02
1.870000E+02,6.109471E+02
1.880000E+02,6.010628E+02
1.890000E+02,6.098428E+02
1.900000E+02,6.062539E+02
1.910000E+02,6.015154E+02
1.920000E+02,5.898536E+02
1.930000E+02,5.938641E+02
1.940000E+02,5.885814E+02
1.950000E+02,6.005608E+02
1.960000E+02,5.979604E+02
1.970000E+02,6.207640E+02
1.980000E+02,6.125561E+02
1.990000E+02,6.335211E+02
2.000000E+02,5.979046E+02
2.010000E+02,5.943941E+02
2.020000E+02,5.914201E+02
2.030000E+02,6.097213E+02
2.040000E+02,6.086163E+02
2.050000E+02,6.106718E+02
2.060000E+02,6.083171E+02
2.070000E+02,6.069651E+02
2.080000E+02,6.112272E+02
2.090000E+02,6.145365E+02
2.100000E+02,6.046126E+02
2.110000E+02,6.143335E+02
2.120000E+02,6.193947E+02
2.130000E+02,6.079852E+02
2.140000E+02,5.987819E+02
2.150000E+02,6.171845E+02
2.160000E+02,6.283633E+02
2.170000E+02,6.257290E+02
2.180000E+02,6.075158E+02
2.190000E+02,6.009483E+02
2.200000E+02,6.215924E+02
2.210000E+02,6.081014E+02
2.220000E+02,6.170984E+02
2.230000E+02,5.829921E+02
2.240000E+02,6.070259E+02
2.250000E+02,6.017468E+02
2.260000E+02,6.087181E+02
2.270000E+02,5.947774E+02
2.280000E+02,6.094823E+02
2.290000E+02,6.180007E+02
2.300000E+02,6.198781E+02
2.310000E+02,6.128397E+02
2.320000E+02,6.084551E+02
2.330000E+02,5.944172E+02
2.340000E+02,6.059493E+02
2.350000E+02,5.864518E+02
2.360000E+02,6.090840E+02
2.370000E+02,6.077444E+02
2.380000E+02,6.290322E+02
2.390000E+02,6.132611E+02
2.400000E+02,5.777541E+02
2.410000E+02,5.831459E+02
2.420000E+02,6.055819E+02
2.430000E+02,6.127895E+02
2.440000E+02,6.114559E+02
2.450000E+02,5.991061E+02
2.460000E+02,6.070561E+02
2.470000E+02,6.050066E+02
2.480000E+02,5.976672E+02
2.490000E+02,5.952626E+02
2.500000E+02,5.948249E+02
2.510000E+02,6.101220E+02
2.520000E+02,6.196286E+02
2.530000E+02,6.218864E+02
2.540000E+02,6.053530E+02
2.550000E+02,6.067536E+02
2.560000E+02,5.880353E+02
2.570000E+02,6.096859E+02
2.580000E+02,5.865761E+02
2.590000E+02,6.124348E+02
2.600000E+02,6.066900E+02
2.610000E+02,6.338316E+02
2.620000E+02,6.192003E+02
2.630000E+02,6.096587E+02
2.640000E+02,6.114576E+02
2.650000E+02,6.017323E+02
2.660000E+02,5.966794E+02
2.670000E+02,6.090361E+02
2.680000E+02,5.977383E+02
2.690000E+02,5.898684E+02
2.700000E+02,5.770730E+02
2.710000E+02,6.047243E+02
2.720000E+02,5.959269E+02
2.730000E+02,6.084450E+02
2.740000E+02,5.945025E+02
2.750000E+02,5.855178E+02
2.760000E+02,5.840852E+02
2.770000E+02,5.961680E+02
2.780000E+02,6.227230E+02
2.790000E+02,6.294578E+02
2.800000E+02,6.273352E+02
2.810000E+02,6.003846E+02
2.820000E+02,5.973029E+02
2.830000E+02,6.069634E+02
2.840000E+02,6.088486E+02
2.850000E+02,6.206073E+02
2.860000E+02,6.000012E+02
2.870000E+02,6.376324E+02
2.880000E+02,6.219792E+02
2.890000E+02,6.190924E+02
2.900000E+02,6.165973E+02
2.910000E+02,6.212167E+02
2.920000E+02,6.005952E+02
2.930000E+02,5.996430E+02
2.940000E+02,6.086741E+02
2.950000E+02,6.286468E+02
2.960000E+02,5.910681E+02
2.970000E+02,6.034504E+02
2.980000E+02,6.198438E+02
2.990000E+02,6.110127E+02
3.000000E+02,5.244261E+02
