cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
-14.5200,0.0073,0.0081,0.0089,0.0087,0.0465,0.0071,0.0084,0.0096,0.0178,0.0407,0.0097,0.0098,0.0114,0.0327,0.0211
-14.4760,0.0073,0.0079,0.0086,0.0091,0.0457,0.0070,0.0083,0.0093,0.0191,0.0402,0.0096,0.0096,0.0110,0.0326,0.0226
-14.4320,0.0069,0.0079,0.0082,0.0094,0.0434,0.0066,0.0083,0.0088,0.0213,0.0399,0.0090,0.0096,0.0105,0.0314,0.0236
-14.3880,0.0069,0.0079,0.0084,0.0099,0.0422,0.0067,0.0082,0.0091,0.0240,0.0411,0.0091,0.0095,0.0107,0.0303,0.0243
-14.3440,0.0074,0.0082,0.0089,0.0103,0.0419,0.0071,0.0085,0.0096,0.0260,0.0427,0.0098,0.0099,0.0114,0.0307,0.0239
-14.3000,0.0068,0.0078,0.0087,0.0096,0.0420,0.0065,0.0081,0.0094,0.0279,0.0442,0.0089,0.0094,0.0111,0.0295,0.0252
-14.2560,0.0072,0.0082,0.0088,0.0101,0.0431,0.0069,0.0086,0.0095,0.0313,0.0444,0.0094,0.0099,0.0113,0.0296,0.0275
-14.2120,0.0069,0.0077,0.0081,0.0106,0.0444,0.0066,0.0081,0.0087,0.0342,0.0431,0.0090,0.0094,0.0103,0.0276,0.0278
-14.1680,0.0069,0.0085,0.0083,0.0113,0.0444,0.0066,0.0089,0.0090,0.0367,0.0415,0.0091,0.0103,0.0107,0.0263,0.0286
-14.1240,0.0073,0.0077,0.0082,0.0115,0.0435,0.0070,0.0081,0.0089,0.0379,0.0402,0.0095,0.0094,0.0106,0.0243,0.0286
-14.0800,0.0070,0.0084,0.0085,0.0123,0.0431,0.0067,0.0088,0.0092,0.0378,0.0413,0.0092,0.0101,0.0108,0.0227,0.0293
-14.0360,0.0071,0.0082,0.0086,0.0124,0.0421,0.0068,0.0086,0.0093,0.0366,0.0419,0.0093,0.0099,0.0110,0.0211,0.0307
-13.9920,0.0073,0.0078,0.0085,0.0113,0.0422,0.0070,0.0082,0.0091,0.0349,0.0436,0.0096,0.0095,0.0108,0.0193,0.0340
-13.9480,0.0083,0.0079,0.0089,0.0128,0.0417,0.0080,0.0083,0.0097,0.0337,0.0445,0.0109,0.0095,0.0115,0.0188,0.0364
-13.9040,0.0074,0.0082,0.0085,0.0166,0.0423,0.0071,0.0086,0.0091,0.0344,0.0450,0.0096,0.0100,0.0108,0.0201,0.0358
-13.8600,0.0071,0.0083,0.0088,0.0197,0.0431,0.0069,0.0087,0.0095,0.0344,0.0452,0.0094,0.0100,0.0112,0.0205,0.0337
-13.8160,0.0071,0.0081,0.0085,0.0212,0.0439,0.0068,0.0085,0.0092,0.0343,0.0445,0.0093,0.0098,0.0109,0.0215,0.0329
-13.7720,0.0073,0.0080,0.0088,0.0198,0.0439,0.0071,0.0085,0.0094,0.0332,0.0436,0.0096,0.0098,0.0113,0.0224,0.0326
-13.7280,0.0072,0.0081,0.0087,0.0183,0.0436,0.0069,0.0085,0.0094,0.0314,0.0426,0.0094,0.0099,0.0111,0.0257,0.0332
-13.6840,0.0069,0.0085,0.0082,0.0181,0.0439,0.0066,0.0089,0.0089,0.0309,0.0432,0.0091,0.0103,0.0106,0.0306,0.0347
-13.6400,0.0074,0.0085,0.0088,0.0183,0.0435,0.0071,0.0089,0.0095,0.0296,0.0431,0.0098,0.0103,0.0113,0.0318,0.0384
-13.5960,0.0071,0.0079,0.0090,0.0190,0.0433,0.0068,0.0083,0.0097,0.0279,0.0443,0.0093,0.0096,0.0116,0.0313,0.0413
-13.5520,0.0078,0.0087,0.0086,0.0202,0.0412,0.0075,0.0092,0.0093,0.0259,0.0440,0.0103,0.0106,0.0110,0.0314,0.0460
-13.5080,0.0078,0.0083,0.0086,0.0205,0.0386,0.0075,0.0088,0.0093,0.0242,0.0445,0.0102,0.0101,0.0111,0.0355,0.0493
-13.4640,0.0077,0.0086,0.0091,0.0206,0.0357,0.0074,0.0090,0.0099,0.0233,0.0451,0.0101,0.0103,0.0117,0.0428,0.0504
-13.4200,0.0072,0.0086,0.0087,0.0208,0.0348,0.0068,0.0090,0.0094,0.0236,0.0466,0.0093,0.0105,0.0113,0.0502,0.0491
-13.3760,0.0078,0.0083,0.0088,0.0214,0.0334,0.0075,0.0087,0.0095,0.0248,0.0457,0.0102,0.0101,0.0115,0.0562,0.0465
-13.3320,0.0074,0.0083,0.0092,0.0217,0.0331,0.0071,0.0087,0.0100,0.0245,0.0459,0.0097,0.0101,0.0120,0.0567,0.0453
-13.2880,0.0073,0.0090,0.0087,0.0213,0.0324,0.0071,0.0094,0.0094,0.0247,0.0464,0.0097,0.0109,0.0114,0.0574,0.0473
-13.2440,0.0074,0.0086,0.0088,0.0203,0.0329,0.0071,0.0091,0.0095,0.0247,0.0479,0.0098,0.0103,0.0115,0.0581,0.0507
-13.2000,0.0074,0.0085,0.0090,0.0194,0.0323,0.0071,0.0089,0.0098,0.0264,0.0482,0.0098,0.0103,0.0120,0.0590,0.0536
-13.1560,0.0075,0.0090,0.0092,0.0195,0.0326,0.0073,0.0094,0.0099,0.0291,0.0496,0.0100,0.0110,0.0124,0.0600,0.0515
-13.1120,0.0075,0.0084,0.0093,0.0197,0.0339,0.0071,0.0088,0.0100,0.0310,0.0525,0.0098,0.0102,0.0125,0.0602,0.0500
-13.0680,0.0072,0.0082,0.0099,0.0197,0.0334,0.0068,0.0086,0.0107,0.0318,0.0517,0.0094,0.0099,0.0134,0.0600,0.0484
-13.0240,0.0083,0.0085,0.0092,0.0199,0.0342,0.0079,0.0089,0.0099,0.0324,0.0510,0.0108,0.0103,0.0126,0.0624,0.0492
-12.9800,0.0073,0.0087,0.0089,0.0199,0.0363,0.0070,0.0092,0.0096,0.0315,0.0508,0.0096,0.0106,0.0124,0.0654,0.0499
-12.9360,0.0077,0.0090,0.0091,0.0206,0.0373,0.0074,0.0095,0.0098,0.0305,0.0498,0.0101,0.0109,0.0126,0.0713,0.0494
-12.8920,0.0076,0.0089,0.0094,0.0211,0.0386,0.0073,0.0092,0.0101,0.0296,0.0498,0.0100,0.0107,0.0130,0.0794,0.0476
-12.8480,0.0074,0.0091,0.0093,0.0219,0.0390,0.0071,0.0095,0.0100,0.0292,0.0485,0.0097,0.0109,0.0126,0.0848,0.0454
-12.8040,0.0077,0.0086,0.0092,0.0215,0.0389,0.0074,0.0090,0.0100,0.0280,0.0468,0.0101,0.0104,0.0123,0.0846,0.0457
-12.7600,0.0079,0.0085,0.0093,0.0203,0.0391,0.0076,0.0089,0.0100,0.0280,0.0451,0.0104,0.0103,0.0121,0.0831,0.0507
-12.7160,0.0078,0.0088,0.0093,0.0179,0.0407,0.0075,0.0092,0.0100,0.0282,0.0455,0.0102,0.0107,0.0120,0.0808,0.0569
-12.6720,0.0075,0.0088,0.0090,0.0161,0.0421,0.0072,0.0093,0.0098,0.0296,0.0473,0.0098,0.0107,0.0118,0.0808,0.0623
-12.6280,0.0081,0.0086,0.0091,0.0147,0.0432,0.0079,0.0090,0.0098,0.0329,0.0503,0.0107,0.0103,0.0119,0.0796,0.0648
-12.5840,0.0076,0.0098,0.0095,0.0149,0.0440,0.0073,0.0103,0.0103,0.0381,0.0523,0.0099,0.0118,0.0124,0.0813,0.0623
-12.5400,0.0080,0.0080,0.0092,0.0155,0.0450,0.0077,0.0084,0.0102,0.0425,0.0537,0.0105,0.0096,0.0122,0.0818,0.0560
-12.4960,0.0076,0.0088,0.0092,0.0176,0.0463,0.0073,0.0092,0.0103,0.0474,0.0557,0.0100,0.0107,0.0122,0.0818,0.0495
-12.4520,0.0078,0.0091,0.0096,0.0209,0.0467,0.0075,0.0096,0.0114,0.0521,0.0570,0.0103,0.0110,0.0127,0.0826,0.0487
-12.4080,0.0086,0.0087,0.0090,0.0229,0.0460,0.0082,0.0091,0.0131,0.0518,0.0581,0.0112,0.0105,0.0121,0.0821,0.0489
-12.3640,0.0085,0.0086,0.0101,0.0249,0.0461,0.0082,0.0090,0.0173,0.0499,0.0588,0.0110,0.0104,0.0137,0.0847,0.0519
-12.3200,0.0079,0.0087,0.0099,0.0268,0.0467,0.0076,0.0090,0.0187,0.0492,0.0585,0.0104,0.0105,0.0134,0.0866,0.0524
-12.2760,0.0077,0.0083,0.0103,0.0284,0.0468,0.0075,0.0087,0.0185,0.0482,0.0584,0.0102,0.0101,0.0138,0.0885,0.0501
-12.2320,0.0085,0.0092,0.0100,0.0300,0.0474,0.0082,0.0097,0.0168,0.0463,0.0577,0.0112,0.0112,0.0134,0.0883,0.0481
-12.1880,0.0080,0.0086,0.0098,0.0316,0.0464,0.0077,0.0090,0.0152,0.0448,0.0548,0.0106,0.0105,0.0129,0.0874,0.0464
-12.1440,0.0084,0.0086,0.0105,0.0334,0.0469,0.0081,0.0090,0.0152,0.0414,0.0542,0.0110,0.0104,0.0137,0.0856,0.0452
-12.1000,0.0080,0.0087,0.0114,0.0346,0.0453,0.0077,0.0091,0.0163,0.0395,0.0515,0.0105,0.0105,0.0150,0.0872,0.0436
-12.0560,0.0085,0.0092,0.0112,0.0351,0.0436,0.0081,0.0097,0.0183,0.0396,0.0496,0.0111,0.0112,0.0150,0.0906,0.0432
-12.0120,0.0076,0.0088,0.0121,0.0352,0.0421,0.0073,0.0093,0.0223,0.0409,0.0485,0.0099,0.0107,0.0171,0.0932,0.0420
-11.9680,0.0078,0.0095,0.0116,0.0346,0.0420,0.0075,0.0100,0.0255,0.0436,0.0501,0.0102,0.0115,0.0175,0.0974,0.0420
-11.9240,0.0081,0.0095,0.0120,0.0349,0.0397,0.0078,0.0100,0.0279,0.0479,0.0484,0.0106,0.0115,0.0185,0.0994,0.0413
-11.8800,0.0078,0.0091,0.0121,0.0357,0.0401,0.0075,0.0095,0.0280,0.0507,0.0507,0.0103,0.0110,0.0191,0.0992,0.0412
-11.8360,0.0081,0.0093,0.0126,0.0353,0.0404,0.0078,0.0098,0.0268,0.0501,0.0527,0.0108,0.0113,0.0199,0.0995,0.0409
-11.7920,0.0081,0.0091,0.0130,0.0354,0.0408,0.0078,0.0096,0.0248,0.0497,0.0547,0.0106,0.0111,0.0200,0.1003,0.0426
-11.7480,0.0085,0.0097,0.0128,0.0351,0.0403,0.0081,0.0102,0.0235,0.0501,0.0550,0.0111,0.0117,0.0192,0.0993,0.0476
-11.7040,0.0082,0.0090,0.0127,0.0343,0.0406,0.0079,0.0094,0.0233,0.0510,0.0553,0.0107,0.0109,0.0207,0.1024,0.0524
-11.6600,0.0084,0.0090,0.0126,0.0334,0.0414,0.0081,0.0094,0.0217,0.0526,0.0561,0.0110,0.0109,0.0240,0.1037,0.0586
-11.6160,0.0077,0.0087,0.0126,0.0327,0.0420,0.0074,0.0092,0.0200,0.0543,0.0574,0.0102,0.0106,0.0278,0.1013,0.0636
-11.5720,0.0080,0.0091,0.0139,0.0339,0.0415,0.0077,0.0095,0.0206,0.0580,0.0578,0.0105,0.0110,0.0303,0.0993,0.0684
-11.5280,0.0084,0.0091,0.0126,0.0381,0.0411,0.0080,0.0095,0.0178,0.0620,0.0601,0.0110,0.0111,0.0288,0.0963,0.0690
-11.4840,0.0082,0.0092,0.0128,0.0429,0.0409,0.0079,0.0097,0.0165,0.0634,0.0628,0.0108,0.0112,0.0316,0.0918,0.0672
-11.4400,0.0084,0.0091,0.0126,0.0480,0.0402,0.0080,0.0096,0.0156,0.0635,0.0631,0.0110,0.0111,0.0333,0.0912,0.0650
-11.3960,0.0086,0.0097,0.0128,0.0511,0.0418,0.0083,0.0102,0.0152,0.0633,0.0661,0.0113,0.0117,0.0321,0.0918,0.0645
-11.3520,0.0089,0.0097,0.0131,0.0511,0.0418,0.0085,0.0101,0.0152,0.0628,0.0657,0.0116,0.0117,0.0305,0.0935,0.0670
-11.3080,0.0084,0.0101,0.0140,0.0487,0.0430,0.0081,0.0105,0.0158,0.0631,0.0668,0.0111,0.0122,0.0319,0.0921,0.0699
-11.2640,0.0088,0.0098,0.0137,0.0461,0.0437,0.0085,0.0103,0.0141,0.0649,0.0677,0.0116,0.0119,0.0354,0.0918,0.0727
-11.2200,0.0084,0.0104,0.0144,0.0442,0.0449,0.0081,0.0110,0.0135,0.0683,0.0698,0.0110,0.0127,0.0470,0.0938,0.0721
-11.1760,0.0085,0.0102,0.0138,0.0444,0.0443,0.0082,0.0106,0.0120,0.0741,0.0700,0.0113,0.0123,0.0636,0.0949,0.0713
-11.1320,0.0082,0.0095,0.0144,0.0440,0.0435,0.0079,0.0100,0.0127,0.0792,0.0702,0.0108,0.0116,0.0737,0.0951,0.0699
-11.0880,0.0081,0.0094,0.0151,0.0433,0.0430,0.0078,0.0098,0.0140,0.0825,0.0712,0.0106,0.0113,0.0746,0.0959,0.0688
-11.0440,0.0084,0.0089,0.0143,0.0419,0.0427,0.0081,0.0094,0.0136,0.0819,0.0709,0.0111,0.0109,0.0759,0.0942,0.0707
-11.0000,0.0091,0.0097,0.0147,0.0408,0.0429,0.0086,0.0101,0.0149,0.0813,0.0695,0.0119,0.0117,0.0831,0.0955,0.0743
-10.9560,0.0083,0.0102,0.0145,0.0401,0.0430,0.0080,0.0107,0.0178,0.0801,0.0670,0.0109,0.0123,0.0896,0.1010,0.0784
-10.9120,0.0088,0.0092,0.0148,0.0407,0.0439,0.0085,0.0096,0.0230,0.0785,0.0660,0.0116,0.0112,0.0887,0.1071,0.0841
-10.8680,0.0088,0.0098,0.0147,0.0430,0.0430,0.0084,0.0103,0.0300,0.0780,0.0634,0.0114,0.0120,0.0875,0.1091,0.0887
-10.8240,0.0084,0.0101,0.0136,0.0449,0.0434,0.0081,0.0106,0.0337,0.0799,0.0640,0.0110,0.0122,0.0881,0.1080,0.0864
-10.7800,0.0082,0.0100,0.0128,0.0461,0.0454,0.0079,0.0105,0.0335,0.0827,0.0671,0.0108,0.0121,0.0910,0.1057,0.0831
-10.7360,0.0091,0.0095,0.0125,0.0472,0.0453,0.0087,0.0100,0.0303,0.0868,0.0668,0.0119,0.0115,0.0939,0.1068,0.0781
-10.6920,0.0092,0.0105,0.0122,0.0501,0.0456,0.0088,0.0110,0.0272,0.0905,0.0683,0.0121,0.0128,0.1010,0.1162,0.0753
-10.6480,0.0094,0.0091,0.0121,0.0542,0.0467,0.0090,0.0096,0.0249,0.0917,0.0722,0.0123,0.0111,0.1103,0.1301,0.0731
-10.6040,0.0087,0.0099,0.0123,0.0574,0.0471,0.0084,0.0104,0.0237,0.0900,0.0750,0.0115,0.0121,0.1206,0.1367,0.0734
-10.5600,0.0090,0.0102,0.0127,0.0596,0.0468,0.0086,0.0107,0.0241,0.0892,0.0756,0.0118,0.0125,0.1285,0.1348,0.0710
-10.5160,0.0084,0.0100,0.0119,0.0612,0.0466,0.0081,0.0105,0.0264,0.0925,0.0745,0.0111,0.0122,0.1302,0.1385,0.0731
-10.4720,0.0095,0.0103,0.0114,0.0625,0.0471,0.0092,0.0108,0.0294,0.0973,0.0741,0.0126,0.0125,0.1290,0.1530,0.0768
-10.4280,0.0094,0.0096,0.0122,0.0613,0.0477,0.0091,0.0100,0.0337,0.0978,0.0740,0.0124,0.0116,0.1328,0.1591,0.0781
-10.3840,0.0092,0.0102,0.0113,0.0595,0.0461,0.0088,0.0107,0.0374,0.0976,0.0718,0.0121,0.0124,0.1306,0.1467,0.0796
-10.3400,0.0091,0.0098,0.0118,0.0585,0.0450,0.0087,0.0104,0.0432,0.1010,0.0708,0.0119,0.0120,0.1284,0.1346,0.0789
-10.2960,0.0088,0.0102,0.0117,0.0585,0.0436,0.0085,0.0108,0.0489,0.1035,0.0699,0.0116,0.0125,0.1280,0.1280,0.0771
-10.2520,0.0087,0.0104,0.0118,0.0582,0.0424,0.0084,0.0110,0.0557,0.1059,0.0685,0.0114,0.0127,0.1326,0.1262,0.0766
-10.2080,0.0090,0.0099,0.0132,0.0590,0.0429,0.0086,0.0103,0.0628,0.1078,0.0693,0.0117,0.0120,0.1381,0.1294,0.0774
-10.1640,0.0093,0.0100,0.0151,0.0596,0.0433,0.0089,0.0105,0.0669,0.1056,0.0689,0.0122,0.0122,0.1404,0.1346,0.0767
-10.1200,0.0094,0.0108,0.0185,0.0615,0.0447,0.0090,0.0113,0.0665,0.1032,0.0692,0.0123,0.0131,0.1397,0.1388,0.0823
-10.0760,0.0096,0.0101,0.0193,0.0614,0.0457,0.0092,0.0106,0.0618,0.1019,0.0691,0.0127,0.0123,0.1355,0.1380,0.0890
-10.0320,0.0095,0.0106,0.0197,0.0623,0.0487,0.0092,0.0111,0.0605,0.1030,0.0709,0.0125,0.0130,0.1322,0.1431,0.0986
-9.9880,0.0089,0.0100,0.0198,0.0629,0.0500,0.0086,0.0105,0.0619,0.1024,0.0714,0.0117,0.0123,0.1271,0.1505,0.1060
-9.9440,0.0094,0.0104,0.0189,0.0658,0.0492,0.0090,0.0109,0.0656,0.1016,0.0704,0.0122,0.0129,0.1228,0.1549,0.1073
-9.9000,0.0090,0.0099,0.0179,0.0665,0.0498,0.0087,0.0104,0.0720,0.0991,0.0736,0.0118,0.0125,0.1222,0.1508,0.1068
-9.8560,0.0092,0.0110,0.0182,0.0686,0.0487,0.0088,0.0115,0.0785,0.1003,0.0740,0.0120,0.0145,0.1167,0.1466,0.1082
-9.8120,0.0095,0.0103,0.0192,0.0687,0.0485,0.0091,0.0108,0.0833,0.1021,0.0763,0.0124,0.0154,0.1067,0.1467,0.1104
-9.7680,0.0090,0.0122,0.0201,0.0689,0.0472,0.0086,0.0127,0.0871,0.1069,0.0777,0.0117,0.0192,0.1005,0.1501,0.1114
-9.7240,0.0092,0.0106,0.0206,0.0698,0.0483,0.0088,0.0112,0.0891,0.1135,0.0818,0.0120,0.0189,0.0970,0.1549,0.1087
-9.6800,0.0097,0.0100,0.0207,0.0694,0.0506,0.0093,0.0106,0.0910,0.1166,0.0875,0.0128,0.0220,0.0954,0.1557,0.1008
-9.6360,0.0092,0.0108,0.0218,0.0674,0.0516,0.0088,0.0114,0.0929,0.1167,0.0911,0.0121,0.0263,0.0949,0.1534,0.0993
-9.5920,0.0090,0.0107,0.0224,0.0648,0.0522,0.0086,0.0113,0.0944,0.1141,0.0934,0.0118,0.0285,0.0955,0.1496,0.1004
-9.5480,0.0100,0.0105,0.0235,0.0624,0.0528,0.0096,0.0111,0.0969,0.1113,0.0938,0.0131,0.0305,0.1017,0.1471,0.1013
-9.5040,0.0093,0.0107,0.0235,0.0626,0.0548,0.0089,0.0113,0.0989,0.1134,0.0967,0.0122,0.0318,0.1086,0.1545,0.1033
-9.4600,0.0100,0.0106,0.0246,0.0628,0.0576,0.0096,0.0113,0.0988,0.1154,0.1013,0.0132,0.0317,0.1141,0.1647,0.0988
-9.4160,0.0096,0.0106,0.0270,0.0619,0.0588,0.0093,0.0112,0.0972,0.1180,0.1057,0.0127,0.0335,0.1224,0.1778,0.0948
-9.3720,0.0093,0.0104,0.0305,0.0632,0.0592,0.0089,0.0110,0.0942,0.1229,0.1106,0.0123,0.0378,0.1273,0.1892,0.0891
-9.3280,0.0095,0.0108,0.0353,0.0641,0.0584,0.0091,0.0114,0.0941,0.1267,0.1143,0.0125,0.0477,0.1307,0.1904,0.0822
-9.2840,0.0091,0.0103,0.0403,0.0664,0.0582,0.0087,0.0108,0.0968,0.1299,0.1188,0.0120,0.0600,0.1362,0.1864,0.0795
-9.2400,0.0093,0.0105,0.0442,0.0668,0.0552,0.0090,0.0110,0.0976,0.1274,0.1210,0.0122,0.0686,0.1422,0.1822,0.0812
-9.1960,0.0098,0.0105,0.0476,0.0672,0.0545,0.0094,0.0110,0.0987,0.1228,0.1251,0.0128,0.0743,0.1516,0.1853,0.0865
-9.1520,0.0100,0.0116,0.0508,0.0662,0.0542,0.0096,0.0122,0.1023,0.1184,0.1274,0.0131,0.0784,0.1634,0.1909,0.0895
-9.1080,0.0102,0.0112,0.0524,0.0660,0.0542,0.0098,0.0117,0.1056,0.1175,0.1289,0.0137,0.0818,0.1730,0.1981,0.0916
-9.0640,0.0099,0.0113,0.0511,0.0668,0.0546,0.0095,0.0118,0.1090,0.1199,0.1289,0.0130,0.0875,0.1823,0.2063,0.0940
-9.0200,0.0102,0.0117,0.0481,0.0676,0.0559,0.0098,0.0123,0.1149,0.1238,0.1296,0.0134,0.0967,0.2002,0.2155,0.0972
-8.9760,0.0093,0.0105,0.0426,0.0667,0.0561,0.0089,0.0111,0.1179,0.1238,0.1290,0.0122,0.1000,0.2075,0.2181,0.0993
-8.9320,0.0096,0.0114,0.0420,0.0651,0.0578,0.0093,0.0121,0.1223,0.1241,0.1301,0.0127,0.1031,0.2086,0.2171,0.0984
-8.8880,0.0103,0.0107,0.0439,0.0666,0.0590,0.0099,0.0115,0.1262,0.1268,0.1300,0.0136,0.1053,0.2089,0.2173,0.0951
-8.8440,0.0094,0.0106,0.0461,0.0673,0.0599,0.0091,0.0115,0.1296,0.1260,0.1287,0.0124,0.1099,0.2228,0.2136,0.0957
-8.8000,0.0101,0.0107,0.0491,0.0679,0.0624,0.0097,0.0118,0.1306,0.1222,0.1312,0.0132,0.1148,0.2408,0.2132,0.0976
-8.7560,0.0101,0.0129,0.0498,0.0693,0.0643,0.0098,0.0143,0.1286,0.1193,0.1331,0.0133,0.1184,0.2455,0.2149,0.1002
-8.7120,0.0096,0.0111,0.0503,0.0684,0.0660,0.0092,0.0126,0.1292,0.1150,0.1372,0.0126,0.1187,0.2465,0.2129,0.1026
-8.6680,0.0096,0.0111,0.0499,0.0710,0.0651,0.0093,0.0129,0.1315,0.1181,0.1361,0.0129,0.1196,0.2439,0.2143,0.1055
-8.6240,0.0103,0.0108,0.0499,0.0748,0.0642,0.0099,0.0128,0.1316,0.1223,0.1337,0.0136,0.1241,0.2398,0.2103,0.1102
-8.5800,0.0103,0.0114,0.0487,0.0768,0.0653,0.0099,0.0136,0.1313,0.1229,0.1327,0.0136,0.1279,0.2397,0.2039,0.1106
-8.5360,0.0106,0.0121,0.0489,0.0783,0.0688,0.0103,0.0143,0.1359,0.1207,0.1336,0.0140,0.1295,0.2525,0.2016,0.1152
-8.4920,0.0107,0.0113,0.0494,0.0791,0.0677,0.0102,0.0135,0.1416,0.1199,0.1276,0.0144,0.1270,0.2644,0.2075,0.1209
-8.4480,0.0103,0.0114,0.0504,0.0795,0.0686,0.0099,0.0143,0.1459,0.1205,0.1264,0.0135,0.1252,0.2671,0.2120,0.1299
-8.4040,0.0101,0.0123,0.0515,0.0837,0.0710,0.0097,0.0173,0.1497,0.1242,0.1279,0.0133,0.1292,0.2669,0.2160,0.1366
-8.3600,0.0097,0.0122,0.0543,0.0857,0.0707,0.0093,0.0203,0.1562,0.1260,0.1264,0.0128,0.1384,0.2651,0.2122,0.1402
-8.3160,0.0107,0.0116,0.0575,0.0884,0.0737,0.0103,0.0209,0.1651,0.1292,0.1293,0.0141,0.1474,0.2672,0.2061,0.1425
-8.2720,0.0103,0.0118,0.0598,0.0905,0.0769,0.0098,0.0203,0.1720,0.1326,0.1320,0.0134,0.1455,0.2681,0.2037,0.1428
-8.2280,0.0102,0.0118,0.0611,0.0926,0.0791,0.0098,0.0204,0.1775,0.1329,0.1294,0.0134,0.1424,0.2723,0.2077,0.1432
-8.1840,0.0100,0.0109,0.0615,0.0954,0.0809,0.0095,0.0206,0.1826,0.1329,0.1263,0.0131,0.1464,0.2834,0.2145,0.1445
-8.1400,0.0105,0.0119,0.0617,0.0966,0.0823,0.0101,0.0227,0.1857,0.1331,0.1265,0.0139,0.1603,0.2951,0.2235,0.1487
-8.0960,0.0107,0.0127,0.0632,0.0944,0.0836,0.0103,0.0235,0.1898,0.1314,0.1278,0.0141,0.1672,0.3054,0.2248,0.1555
-8.0520,0.0107,0.0114,0.0638,0.0922,0.0865,0.0103,0.0231,0.1909,0.1317,0.1309,0.0141,0.1663,0.3065,0.2325,0.1581
-8.0080,0.0104,0.0114,0.0665,0.0939,0.0826,0.0100,0.0241,0.1963,0.1400,0.1272,0.0137,0.1637,0.3141,0.2499,0.1607
-7.9640,0.0105,0.0116,0.0679,0.0945,0.0826,0.0101,0.0258,0.1971,0.1472,0.1292,0.0138,0.1611,0.3213,0.2596,0.1640
-7.9200,0.0106,0.0131,0.0716,0.0942,0.0812,0.0102,0.0282,0.1962,0.1535,0.1292,0.0140,0.1581,0.3258,0.2567,0.1695
-7.8760,0.0106,0.0152,0.0786,0.0930,0.0815,0.0102,0.0313,0.1983,0.1568,0.1301,0.0140,0.1590,0.3276,0.2507,0.1726
-7.8320,0.0113,0.0151,0.0863,0.0940,0.0818,0.0108,0.0344,0.2011,0.1587,0.1293,0.0148,0.1620,0.3141,0.2467,0.1692
-7.7880,0.0113,0.0142,0.0920,0.0968,0.0837,0.0109,0.0391,0.2023,0.1621,0.1310,0.0149,0.1696,0.2928,0.2503,0.1659
-7.7440,0.0102,0.0146,0.0945,0.1009,0.0815,0.0098,0.0446,0.2002,0.1644,0.1268,0.0135,0.1767,0.2746,0.2495,0.1632
-7.7000,0.0110,0.0150,0.0958,0.1048,0.0847,0.0106,0.0484,0.1998,0.1654,0.1303,0.0145,0.1844,0.2692,0.2479,0.1641
-7.6560,0.0106,0.0152,0.0985,0.1068,0.0845,0.0101,0.0489,0.1999,0.1661,0.1304,0.0139,0.1919,0.2723,0.2482,0.1611
-7.6120,0.0108,0.0156,0.1011,0.1071,0.0855,0.0104,0.0482,0.2039,0.1691,0.1344,0.0143,0.1968,0.2785,0.2526,0.1574
-7.5680,0.0107,0.0147,0.1027,0.1077,0.0894,0.0103,0.0457,0.2048,0.1734,0.1419,0.0141,0.1896,0.2823,0.2552,0.1597
-7.5240,0.0103,0.0147,0.1035,0.1069,0.0885,0.0099,0.0450,0.2066,0.1768,0.1434,0.0136,0.1811,0.2875,0.2565,0.1619
-7.4800,0.0111,0.0154,0.1064,0.1040,0.0890,0.0107,0.0476,0.2098,0.1725,0.1483,0.0147,0.1753,0.2986,0.2560,0.1635
-7.4360,0.0108,0.0162,0.1106,0.1044,0.0924,0.0104,0.0509,0.2144,0.1671,0.1541,0.0142,0.1681,0.3164,0.2620,0.1641
-7.3920,0.0105,0.0179,0.1133,0.1070,0.0924,0.0102,0.0541,0.2156,0.1646,0.1540,0.0140,0.1656,0.3202,0.2675,0.1568
-7.3480,0.0109,0.0201,0.1170,0.1087,0.0952,0.0105,0.0579,0.2178,0.1611,0.1548,0.0146,0.1720,0.3204,0.2700,0.1481
-7.3040,0.0117,0.0236,0.1191,0.1103,0.0980,0.0112,0.0607,0.2179,0.1603,0.1533,0.0160,0.1842,0.3167,0.2739,0.1421
-7.2600,0.0114,0.0252,0.1200,0.1114,0.0992,0.0109,0.0626,0.2200,0.1626,0.1497,0.0166,0.1995,0.3170,0.2812,0.1357
-7.2160,0.0108,0.0264,0.1199,0.1119,0.0998,0.0104,0.0622,0.2239,0.1662,0.1471,0.0181,0.2147,0.3203,0.2830,0.1301
-7.1720,0.0113,0.0258,0.1198,0.1125,0.0995,0.0109,0.0591,0.2288,0.1707,0.1449,0.0201,0.2168,0.3245,0.2812,0.1282
-7.1280,0.0106,0.0257,0.1203,0.1148,0.0994,0.0102,0.0575,0.2327,0.1772,0.1433,0.0194,0.2130,0.3296,0.2801,0.1348
-7.0840,0.0111,0.0249,0.1204,0.1159,0.0990,0.0107,0.0577,0.2343,0.1803,0.1432,0.0222,0.2079,0.3313,0.2758,0.1463
-7.0400,0.0107,0.0246,0.1206,0.1151,0.0998,0.0103,0.0606,0.2368,0.1805,0.1439,0.0288,0.2098,0.3349,0.2725,0.1563
-6.9960,0.0114,0.0270,0.1226,0.1120,0.1014,0.0109,0.0648,0.2400,0.1752,0.1439,0.0402,0.2176,0.3406,0.2699,0.1670
