XO2,Chi_R,q_R,Q_f,Q_O2,Q_CO2,eta,S_XO2,S_ChiR,S_qR,S_Qf,S_QO2,S_QCO2,S_eta
0.199501,0.224471,0.940654,48.671399,47.703744,47.807051,0.982241,0.001250,0.010010,0.028235,1.257073,1.617200,1.291277,0.029193
0.199302,0.223632,0.937138,49.456429,48.367658,49.340570,0.997657,0.001250,0.010055,0.027890,1.271654,1.628037,1.298059,0.029563
0.198837,0.218146,0.914146,49.324681,48.381484,49.286571,0.999227,0.001250,0.009809,0.027206,1.270405,1.665822,1.295801,0.029627
0.198670,0.221812,0.929511,48.567922,48.738823,48.133814,0.991062,0.001250,0.009892,0.027901,1.256088,1.706906,1.299507,0.029469
0.198372,0.215657,0.903717,49.377946,48.477617,49.457142,1.001604,0.001250,0.009697,0.026895,1.270910,1.707466,1.300644,0.029685
0.197659,0.212415,0.890132,48.579542,47.590644,47.788335,0.983713,0.001250,0.009473,0.026719,1.256199,1.767091,1.290111,0.029236
0.197530,0.221751,0.929253,49.433075,50.109802,50.232591,1.016174,0.001250,0.009971,0.027655,1.271433,1.819828,1.322149,0.030116
0.196721,0.217148,0.909968,48.631046,47.763808,49.599122,1.019907,0.001250,0.009684,0.027314,1.256689,1.853277,1.340346,0.030318
0.196144,0.218836,0.917038,49.483314,48.700886,49.215849,0.994595,0.001250,0.009840,0.027292,1.271910,1.921010,1.296741,0.029472
0.195599,0.206862,0.866861,48.676289,47.917793,49.970002,1.026578,0.001250,0.009225,0.026020,1.257120,1.963255,1.351688,0.030519
0.194788,0.205978,0.863156,49.404694,49.565572,49.342949,0.998750,0.001250,0.009261,0.025688,1.271163,2.071338,1.301719,0.029637
0.194668,0.205978,0.863156,48.617484,47.715235,49.586312,1.019928,0.001250,0.009186,0.025909,1.256560,2.050828,1.342450,0.030352
0.193749,0.215826,0.904425,48.575054,48.354166,49.460343,1.018225,0.001250,0.009625,0.027148,1.256156,2.152872,1.341081,0.030346
0.193562,0.217975,0.913432,49.485966,49.376291,49.015463,0.990492,0.001250,0.009801,0.027185,1.271935,2.192367,1.295157,0.029395
0.192677,0.202139,0.847070,48.640054,47.216285,49.358564,1.014772,0.001250,0.009015,0.025426,1.256775,2.243745,1.342087,0.030285
0.192229,0.217939,0.913281,49.585593,49.366414,48.853659,0.985239,0.001250,0.009799,0.027180,1.272882,2.331395,1.294286,0.029261
0.191711,0.215328,0.902339,48.610250,48.409788,49.726509,1.022963,0.001250,0.009603,0.027085,1.256491,2.369574,1.353502,0.030559
0.190936,0.208325,0.872991,49.525972,48.299558,49.116498,0.991732,0.001250,0.009367,0.025981,1.272315,2.454246,1.306559,0.029554
0.190744,0.208325,0.872991,48.609579,46.777583,48.127892,0.990091,0.001250,0.009290,0.026204,1.256485,2.442309,1.315427,0.029669
0.190003,0.209347,0.877276,49.479473,49.483270,49.783093,1.006136,0.001250,0.009413,0.026109,1.271873,2.577804,1.326367,0.030029
0.189627,0.203787,0.853977,48.546590,48.127081,49.132853,1.012076,0.001250,0.009088,0.025633,1.255886,2.587722,1.346362,0.030406
0.188839,0.205945,0.863020,49.510882,48.857927,48.915047,0.987966,0.001250,0.009260,0.025684,1.272172,2.705927,1.309175,0.029572
0.188588,0.203561,0.853028,48.512565,48.498921,49.439918,1.019116,0.001250,0.009078,0.025605,1.255562,2.712145,1.359368,0.030707
0.187626,0.203030,0.850805,49.508909,48.236803,49.517646,1.000176,0.001250,0.009129,0.025321,1.272153,2.836163,1.331018,0.030031
0.187451,0.206733,0.866320,48.508447,47.831865,48.169078,0.993004,0.001250,0.009219,0.026004,1.255523,2.832717,1.331862,0.030051
0.186679,0.205789,0.862366,49.600037,49.159034,49.750674,1.003037,0.001250,0.009253,0.025665,1.273019,2.964048,1.341619,0.030164
0.186343,0.197939,0.829472,48.516418,49.215237,49.393963,1.018088,0.001250,0.008827,0.024898,1.255599,2.985328,1.368702,0.030859
0.186169,0.205670,0.861869,49.559147,48.395731,48.876714,0.986230,0.001250,0.009248,0.025650,1.272630,3.015767,1.322236,0.029738
0.185721,0.203852,0.854248,49.593476,49.847945,49.644709,1.001033,0.001250,0.009166,0.025423,1.272957,3.092042,1.342899,0.030172
0.185238,0.200678,0.840948,48.473753,48.472102,49.406473,1.019242,0.001250,0.008949,0.025242,1.255194,3.099224,1.376395,0.031036
0.184955,0.196419,0.823101,49.545312,49.072865,49.138826,0.991796,0.001250,0.008832,0.024496,1.272499,3.162698,1.334742,0.029999
0.184450,0.196069,0.821632,48.504562,48.702917,49.489597,1.020308,0.001250,0.008744,0.024663,1.255486,3.196852,1.382396,0.031124
0.184124,0.198699,0.832657,49.535929,50.608798,49.594787,1.001188,0.001250,0.008934,0.024781,1.272410,3.289472,1.350254,0.030338
0.183682,0.196814,0.824757,48.485676,48.046116,48.475708,0.999794,0.001250,0.008777,0.024756,1.255307,3.286782,1.362818,0.030660
0.183323,0.202598,0.848992,49.511934,49.070181,49.035004,0.990367,0.001250,0.009109,0.025267,1.272182,3.366642,1.342870,0.030149
0.183074,0.196148,0.821963,48.428377,47.934098,47.969184,0.990518,0.001250,0.008747,0.024672,1.254763,3.348524,1.352566,0.030461
0.182469,0.201609,0.844849,49.532056,50.487777,49.379078,0.996912,0.001250,0.009065,0.025143,1.272373,3.491434,1.355398,0.030394
0.182447,0.201609,0.844849,48.419269,49.629000,48.659599,1.004964,0.001250,0.008991,0.025359,1.254676,3.448065,1.373118,0.030927
0.181774,0.196545,0.823628,48.448537,49.072001,48.248895,0.995879,0.001250,0.008765,0.024722,1.254954,3.521612,1.367314,0.030743
0.181626,0.193501,0.810871,49.565333,48.645398,48.163642,0.971720,0.001250,0.008700,0.024132,1.272689,3.564335,1.332244,0.029790
0.181359,0.189227,0.792963,48.557206,49.530301,47.809437,0.984600,0.001250,0.008439,0.023802,1.255987,3.568088,1.357839,0.030418
0.181026,0.190002,0.796208,49.543648,50.195145,49.224626,0.993561,0.001250,0.008543,0.023696,1.272483,3.666282,1.362557,0.030483
0.180702,0.190097,0.796607,48.477537,48.481286,47.640642,0.982736,0.001250,0.008477,0.023911,1.255229,3.640230,1.360132,0.030509
0.180148,0.188287,0.789025,49.641300,50.524324,49.404204,0.995224,0.001250,0.008466,0.023482,1.273412,3.778851,1.373110,0.030603
0.179861,0.187453,0.785529,48.498200,47.891975,47.724986,0.984057,0.001250,0.008360,0.023579,1.255426,3.737686,1.370403,0.030687
0.179046,0.190723,0.799229,49.621858,48.151228,48.063231,0.968590,0.001250,0.008575,0.023786,1.273227,3.884444,1.351833,0.030064
0.178489,0.180738,0.757388,48.565176,47.128628,47.833377,0.984932,0.001250,0.008060,0.022734,1.256062,3.890774,1.386313,0.030930
0.177227,0.182166,0.763374,49.623150,52.052851,49.243764,0.992355,0.001250,0.008191,0.022719,1.273239,4.168446,1.391717,0.030917
0.177181,0.182166,0.763374,48.488722,48.356571,47.129441,0.971967,0.001250,0.008124,0.022914,1.255336,4.063706,1.377309,0.030751
0.175980,0.180509,0.756431,48.571136,50.089893,48.064933,0.989578,0.001250,0.008050,0.022705,1.256119,4.244058,1.410471,0.031393
0.175282,0.184165,0.771749,49.558501,49.336353,49.224609,0.993263,0.001250,0.008281,0.022968,1.272624,4.380289,1.413498,0.031351
0.174655,0.180042,0.754474,48.602817,49.370572,47.354796,0.974322,0.001250,0.008029,0.022647,1.256420,4.398861,1.406875,0.031218
0.174427,0.175706,0.736301,49.570363,48.210052,48.801913,0.984498,0.001250,0.007900,0.021913,1.272737,4.467755,1.412190,0.031261
0.173579,0.182025,0.762780,49.712917,50.589575,49.775545,1.001260,0.001250,0.008184,0.022701,1.274093,4.605277,1.440689,0.031762
0.173185,0.170288,0.713596,48.574050,49.759173,47.910472,0.986339,0.001250,0.007594,0.021420,1.256147,4.576289,1.433943,0.031805
0.172749,0.175746,0.736468,49.641708,50.249302,49.526741,0.997684,0.001250,0.007902,0.021918,1.273416,4.703465,1.442963,0.031833
0.172279,0.169594,0.710689,48.599133,48.631661,46.942436,0.965911,0.001250,0.007563,0.021332,1.256385,4.680725,1.422421,0.031463
0.171963,0.174685,0.732024,49.669207,49.601797,47.842013,0.963213,0.001250,0.007854,0.021786,1.273677,4.791621,1.410833,0.031024
0.171762,0.176010,0.737574,48.712490,49.358444,47.217619,0.969312,0.001250,0.007849,0.022139,1.257465,4.758428,1.433831,0.031601
0.171231,0.178689,0.748803,48.719421,49.909245,47.456617,0.974080,0.001250,0.007969,0.022476,1.257531,4.835835,1.444819,0.031824
0.171160,0.178689,0.748803,49.642389,50.057500,49.777059,1.002713,0.001250,0.008034,0.022285,1.273422,4.910710,1.466090,0.032273
0.170479,0.173197,0.725789,48.641295,49.328900,47.763178,0.981947,0.001250,0.007724,0.021786,1.256787,4.920309,1.461635,0.032241
0.170023,0.169591,0.710676,49.628793,52.077437,51.692821,1.041589,0.001250,0.007625,0.021150,1.273293,5.077102,1.521073,0.033503
0.169936,0.169591,0.710676,48.690354,47.968298,47.584843,0.977295,0.001250,0.007563,0.021332,1.257254,4.973319,1.465419,0.032248
0.169393,0.172437,0.722603,48.844131,50.970305,49.254646,1.008405,0.001250,0.007690,0.021690,1.258720,5.073419,1.506391,0.033040
0.169104,0.167026,0.699928,49.658262,49.807115,50.816329,1.023321,0.001250,0.007510,0.020831,1.273573,5.175192,1.514565,0.033249
0.168673,0.170025,0.712496,48.989702,49.294057,48.555573,0.991138,0.001250,0.007582,0.021387,1.260111,5.132954,1.499267,0.032701
0.168285,0.170283,0.713575,49.683108,49.362172,49.639601,0.999124,0.001250,0.007656,0.021237,1.273810,5.260742,1.495580,0.032742
0.168141,0.177271,0.742861,49.005610,48.546126,48.107361,0.981670,0.001250,0.007906,0.022298,1.260263,5.207719,1.497831,0.032615
0.167795,0.162616,0.681449,48.977914,50.696599,48.539339,0.991045,0.001250,0.007252,0.020455,1.259998,5.266772,1.507332,0.032860
0.167557,0.168737,0.707098,49.642116,48.518725,49.458311,0.996297,0.001250,0.007587,0.021044,1.273419,5.353602,1.503042,0.032891
0.166981,0.167315,0.701141,48.886928,50.459696,48.318021,0.988363,0.001250,0.007462,0.021046,1.259129,5.371093,1.513227,0.033032
0.166863,0.167772,0.703054,49.735318,51.250062,49.919798,1.003709,0.001250,0.007544,0.020924,1.274307,5.471149,1.516087,0.033094
0.166229,0.167010,0.699861,49.715705,50.016634,49.163353,0.988890,0.001250,0.007509,0.020829,1.274120,5.528694,1.508167,0.032880
0.165569,0.160256,0.671559,48.849522,48.041396,47.280945,0.967890,0.001250,0.007147,0.020158,1.258771,5.527254,1.511551,0.032933
0.165552,0.160256,0.671559,49.682973,50.817536,49.550098,0.997326,0.001250,0.007206,0.019986,1.273808,5.642766,1.525462,0.033266
0.164615,0.155633,0.652184,49.717847,49.217550,48.772019,0.980976,0.001250,0.006998,0.019410,1.274140,5.735738,1.521658,0.033074
0.164369,0.157787,0.661212,48.972758,49.838216,47.269063,0.965211,0.001250,0.007037,0.019847,1.259949,5.690717,1.521469,0.033005
0.163718,0.156023,0.653818,49.011436,50.326183,47.995193,0.979265,0.001250,0.006958,0.019625,1.260319,5.777174,1.546183,0.033501
0.163508,0.153383,0.642756,49.738070,49.722083,49.634114,0.997910,0.001250,0.006897,0.019129,1.274333,5.890841,1.555130,0.033758
0.163351,0.146875,0.615486,49.221371,50.256228,47.277322,0.960504,0.001250,0.006550,0.018475,1.262330,5.819628,1.533791,0.033011
0.162877,0.152383,0.638567,49.711322,50.423474,48.507422,0.975782,0.001250,0.006852,0.019004,1.274078,5.981433,1.536940,0.033325
0.162682,0.151530,0.634992,49.227567,48.478590,47.577954,0.966490,0.001250,0.006758,0.019060,1.262389,5.883762,1.553974,0.033411
0.162322,0.149584,0.626836,49.833617,50.963709,49.637085,0.996056,0.001250,0.006726,0.018655,1.275244,6.061473,1.568973,0.033921
0.161895,0.152135,0.637529,49.332318,49.908772,47.210283,0.956985,0.001250,0.006785,0.019136,1.263395,6.003513,1.552906,0.033263
0.161859,0.152135,0.637529,49.712070,49.559644,48.947800,0.984626,0.001250,0.006840,0.018973,1.274085,6.096741,1.561113,0.033812
0.161368,0.152757,0.640135,49.703842,48.976561,49.955051,1.005054,0.001250,0.006868,0.019051,1.274007,6.166295,1.592745,0.034507
0.160962,0.151041,0.632942,49.272978,52.146539,47.422357,0.962441,0.001250,0.006736,0.018999,1.262825,6.150568,1.566198,0.033585
0.160636,0.156565,0.656092,49.722164,50.978989,49.697654,0.999507,0.001250,0.007040,0.019526,1.274182,6.265645,1.590442,0.034419
0.160082,0.144854,0.607015,49.106274,50.775317,47.868422,0.974792,0.001250,0.006460,0.018220,1.261226,6.244455,1.590740,0.034239
0.159903,0.141421,0.592630,49.728248,51.459143,49.458267,0.994571,0.001250,0.006359,0.017637,1.274240,6.383523,1.595864,0.034485
0.159233,0.137924,0.577977,49.286338,49.981506,47.398451,0.961696,0.001250,0.006151,0.017349,1.262953,6.352864,1.595127,0.034115
0.159221,0.144843,0.606969,49.746636,50.284432,49.469839,0.994436,0.001250,0.006513,0.018064,1.274415,6.462187,1.609502,0.034718
0.158633,0.142173,0.595779,49.303987,49.206923,48.055248,0.974673,0.001250,0.006340,0.017883,1.263123,6.434162,1.621306,0.034649
0.158596,0.145916,0.611464,49.728315,49.948083,48.877523,0.982891,0.001250,0.006561,0.018198,1.274240,6.525145,1.603618,0.034562
0.157976,0.140774,0.589920,49.323008,50.915453,48.546970,0.984266,0.001250,0.006278,0.017707,1.263305,6.518492,1.635777,0.034946
0.157911,0.140458,0.588594,49.741878,47.640994,47.094784,0.946783,0.001250,0.006315,0.017517,1.274369,6.595032,1.581681,0.033958
0.157707,0.140458,0.588594,49.285066,48.487447,48.085116,0.975653,0.001250,0.006264,0.017668,1.262941,6.529781,1.635659,0.034940
0.157171,0.153947,0.645120,49.815127,48.737929,47.734935,0.958242,0.001250,0.006922,0.019199,1.275068,6.697230,1.602635,0.034342
0.156963,0.145812,0.611029,49.276895,49.284429,47.071520,0.955245,0.001250,0.006503,0.018341,1.262862,6.632294,1.621534,0.034596
0.156639,0.135480,0.567735,49.825562,50.946817,48.272821,0.968836,0.001250,0.006092,0.016896,1.275167,6.791668,1.617597,0.034664
0.156345,0.131322,0.550309,49.808567,52.345362,51.039674,1.024717,0.001250,0.005905,0.016378,1.275005,6.842393,1.677833,0.036075
0.156153,0.140162,0.587352,49.835895,46.910088,48.508153,0.973358,0.001250,0.006302,0.017480,1.275266,6.820734,1.639845,0.035086
0.156149,0.140162,0.587352,49.368853,49.749299,46.772235,0.947404,0.001250,0.006251,0.017630,1.263746,6.745742,1.626606,0.034583
0.155895,0.137674,0.576929,49.847110,49.047229,48.779664,0.978586,0.001250,0.006190,0.017170,1.275373,6.875857,1.644346,0.035187
0.155618,0.124051,0.519840,49.229208,48.225625,46.510390,0.944772,0.001250,0.005532,0.015604,1.262405,6.806500,1.633855,0.034828
0.155597,0.124051,0.519840,49.865841,47.512427,46.802402,0.938566,0.001250,0.005578,0.015471,1.275551,6.899132,1.610875,0.034352
0.155418,0.149474,0.626375,49.174925,49.107068,46.015603,0.935753,0.001250,0.006666,0.018802,1.261884,6.850158,1.624964,0.034668
0.155319,0.149474,0.626375,49.879846,49.813504,47.198956,0.946253,0.001250,0.006721,0.018642,1.275685,6.959083,1.617720,0.034506
0.155119,0.131886,0.552674,49.173519,47.432889,45.839718,0.932203,0.001250,0.005882,0.016589,1.261871,6.868098,1.629766,0.034746
0.155034,0.131886,0.552674,49.931679,48.615454,47.620310,0.953709,0.001250,0.005930,0.016448,1.276180,6.983161,1.633895,0.034799
0.154566,0.129618,0.543169,49.226597,46.796296,45.673314,0.927818,0.001250,0.005780,0.016304,1.262380,6.928155,1.635450,0.034793
0.154483,0.129618,0.543169,49.916926,47.029812,47.916453,0.959924,0.001250,0.005828,0.016165,1.276039,7.038799,1.652584,0.035186
0.153833,0.134767,0.564744,49.701430,39.713531,39.839922,0.801585,0.001250,0.006060,0.016807,1.273984,7.038272,1.519095,0.032118
0.153700,0.134767,0.564744,49.163505,50.909901,46.133989,0.938379,0.001250,0.006010,0.016952,1.261775,7.082300,1.647657,0.035121
0.153200,0.134039,0.561695,49.173083,50.637529,46.531924,0.946289,0.001250,0.005978,0.016860,1.261867,7.135720,1.663719,0.035450
0.152567,0.130432,0.546581,48.361703,43.298118,37.633738,0.778172,0.001250,0.005817,0.016406,1.254130,7.142234,1.512500,0.032543
