XO2,Chi_R,q_R,Q_f,Q_O2,Q_CO2,eta,S_XO2,S_ChiR,S_qR,S_Qf,S_QO2,S_QCO2,S_eta
0.183677,0.264759,1.044484,49.166115,49.233938,48.084724,0.978005,0.001250,0.011938,0.031195,1.186099,3.572231,1.303769,0.028863
0.182157,0.262158,1.034225,49.098728,45.875893,47.312909,0.963628,0.001250,0.011821,0.030889,1.185473,3.717536,1.296924,0.028727
0.181714,0.271007,1.069132,49.960279,47.737644,48.159013,0.963946,0.001250,0.012354,0.032037,1.193616,3.784411,1.313323,0.028670
0.180584,0.270608,1.067558,49.052797,49.353835,48.051461,0.979587,0.001250,0.012202,0.031884,1.185047,3.967056,1.322474,0.029317
0.179435,0.260037,1.025855,49.843139,49.399175,48.736678,0.977801,0.001250,0.011854,0.030740,1.192523,4.082182,1.340693,0.029326
0.179121,0.250597,0.988616,49.002191,47.994170,48.096468,0.981517,0.001250,0.011299,0.029527,1.184578,4.119415,1.334225,0.029590
0.177916,0.250365,0.987698,49.059715,46.253505,47.400104,0.966172,0.001250,0.011289,0.029499,1.185111,4.266515,1.328948,0.029384
0.176908,0.260319,1.026967,49.829386,46.981972,48.452449,0.972367,0.001250,0.011867,0.030774,1.192395,4.375873,1.355718,0.029594
0.176290,0.244077,0.962895,49.084975,48.741714,47.443084,0.966550,0.001250,0.011005,0.028758,1.185346,4.509498,1.339872,0.029577
0.174541,0.242750,0.957660,49.731802,50.768746,49.254315,0.990399,0.001250,0.011066,0.028697,1.191486,4.709846,1.387649,0.030344
0.174066,0.237874,0.938423,49.053399,49.805223,48.211559,0.982838,0.001250,0.010726,0.028027,1.185053,4.803976,1.374615,0.030334
0.172943,0.240583,0.949108,49.688201,47.339822,48.489356,0.975873,0.001250,0.010967,0.028441,1.191080,4.888082,1.388342,0.030326
0.172330,0.241453,0.952541,49.064475,46.356820,46.743100,0.952687,0.001250,0.010887,0.028449,1.185156,4.986069,1.359257,0.029911
0.171387,0.239023,0.942955,49.761475,47.645088,48.129423,0.967203,0.001250,0.010896,0.028256,1.191762,5.092893,1.393313,0.030326
0.170900,0.247379,0.975921,49.107897,47.750199,48.695820,0.991609,0.001250,0.011154,0.029147,1.185559,5.192165,1.417356,0.031150
0.169930,0.240914,0.950416,49.794439,49.076442,48.682801,0.977675,0.001250,0.010982,0.028480,1.192069,5.307797,1.418469,0.030819
0.169905,0.240914,0.950416,49.132639,47.212562,47.878236,0.974469,0.001250,0.010863,0.028386,1.185788,5.312015,1.407525,0.030874
0.168135,0.237250,0.935959,49.169321,48.035438,47.265871,0.961288,0.001250,0.010698,0.027954,1.186129,5.549034,1.408448,0.030812
0.167758,0.236935,0.934718,49.886742,47.263325,48.610583,0.974419,0.001250,0.010801,0.028009,1.192930,5.576200,1.440992,0.031159
0.166247,0.229700,0.906177,49.042673,46.462899,48.055905,0.979879,0.001250,0.010357,0.027064,1.184953,5.788456,1.448993,0.031766
0.165452,0.223013,0.879795,49.916329,48.400489,48.474497,0.971115,0.001250,0.010166,0.026364,1.193206,5.874625,1.458108,0.031443
0.164547,0.212703,0.839120,49.031949,46.536532,47.518281,0.969129,0.001250,0.009591,0.025062,1.184854,6.019685,1.454955,0.031848
0.164045,0.214885,0.847730,49.943665,46.660561,47.967610,0.960434,0.001250,0.009795,0.025403,1.193461,6.051039,1.465451,0.031516
0.163208,0.214822,0.847482,48.968971,46.534108,47.197930,0.963833,0.001250,0.009686,0.025311,1.184270,6.189474,1.461537,0.032004
0.162564,0.210434,0.830172,49.966677,48.492519,48.626934,0.973187,0.001250,0.009593,0.024877,1.193676,6.271708,1.494482,0.032098
0.162457,0.222986,0.879687,48.979873,47.098194,47.843486,0.976799,0.001250,0.010054,0.026273,1.184371,6.315693,1.485129,0.032504
0.161332,0.212933,0.840030,49.906031,49.946047,48.747107,0.976778,0.001250,0.009706,0.025172,1.193110,6.451867,1.508185,0.032417
0.161245,0.212933,0.840030,48.911530,48.982536,47.930990,0.979953,0.001250,0.009601,0.025089,1.183738,6.479128,1.495933,0.032780
0.159850,0.208441,0.822306,49.951276,47.400617,48.017501,0.961287,0.001250,0.009502,0.024641,1.193532,6.637758,1.515046,0.032448
0.159564,0.195386,0.770807,48.857634,46.922281,47.570736,0.973660,0.001250,0.008810,0.023021,1.183239,6.672908,1.510250,0.033077
0.158366,0.203799,0.803996,48.826056,48.228007,47.909757,0.981233,0.001250,0.009189,0.024013,1.182946,6.861259,1.530592,0.033528
0.158084,0.194799,0.768491,49.931382,49.683406,48.248791,0.966302,0.001250,0.008880,0.023028,1.193347,6.877907,1.535365,0.032867
0.157218,0.192003,0.757459,48.793183,47.601430,47.391512,0.971273,0.001250,0.008657,0.022623,1.182642,7.007665,1.534766,0.033598
0.155937,0.199701,0.787828,49.864771,47.722428,47.977651,0.962155,0.001250,0.009103,0.023608,1.192725,7.159880,1.561144,0.033391
0.155763,0.198667,0.783750,48.778477,47.301707,47.147715,0.966568,0.001250,0.008958,0.023408,1.182506,7.200229,1.547771,0.033845
0.154794,0.190462,0.751380,49.823502,49.300814,48.276853,0.968957,0.001250,0.008682,0.022516,1.192340,7.326202,1.578700,0.033784
0.154177,0.178493,0.704163,48.732020,49.031896,47.567772,0.976109,0.001250,0.008048,0.021031,1.182077,7.448494,1.575043,0.034452
0.152101,0.178414,0.703849,49.812344,50.635324,48.520048,0.974057,0.001250,0.008133,0.021091,1.192236,7.695174,1.614890,0.034499
0.151998,0.187785,0.740819,48.621982,48.141943,47.186196,0.970470,0.001250,0.008467,0.022126,1.181061,7.744887,1.598212,0.034977
0.150019,0.167211,0.659653,49.988478,48.645104,48.492883,0.970081,0.001250,0.007622,0.019767,1.193880,7.954778,1.646153,0.034935
0.149975,0.175284,0.691502,48.611599,48.742089,47.474717,0.976613,0.001250,0.007904,0.020653,1.180965,8.002121,1.627243,0.035578
0.149587,0.176909,0.697911,50.048689,46.946725,48.590616,0.970867,0.001250,0.008064,0.020913,1.194442,8.013180,1.658830,0.035130
0.149122,0.170428,0.672347,50.058724,46.358836,47.946860,0.957812,0.001250,0.007769,0.020147,1.194536,8.075639,1.653761,0.034977
0.148594,0.159548,0.629424,48.557620,44.588815,46.603356,0.959754,0.001250,0.007194,0.018799,1.180467,8.148106,1.637068,0.035754
0.148456,0.159548,0.629424,50.047823,50.410292,48.732410,0.973717,0.001250,0.007273,0.018861,1.194434,8.174174,1.667658,0.035309
0.147773,0.166003,0.654888,48.525695,46.729684,47.195071,0.972579,0.001250,0.007485,0.019559,1.180172,8.267748,1.654450,0.036172
0.147701,0.159819,0.630491,50.033895,47.990635,48.675285,0.972846,0.001250,0.007285,0.018893,1.194304,8.251823,1.681657,0.035583
0.147136,0.156584,0.617730,49.984588,47.621092,47.990331,0.960103,0.001250,0.007138,0.018511,1.193843,8.318529,1.675476,0.035459
0.146947,0.152456,0.601446,48.369981,46.259927,47.390823,0.979757,0.001250,0.006874,0.017963,1.178739,8.394693,1.673071,0.036703
0.146699,0.153911,0.607185,50.049986,48.889743,48.947740,0.977977,0.001250,0.007016,0.018195,1.194454,8.416237,1.701357,0.035964
0.146271,0.159083,0.627588,48.312797,46.747677,46.654022,0.965666,0.001250,0.007173,0.018744,1.178213,8.472389,1.664237,0.036525
0.146237,0.156551,0.617598,50.055871,48.573854,48.099816,0.960923,0.001250,0.007136,0.018507,1.194509,8.492920,1.693504,0.035746
0.145252,0.156345,0.616787,48.188740,48.879567,46.895505,0.973163,0.001250,0.007050,0.018421,1.177073,8.638853,1.679634,0.036969
0.144968,0.150750,0.594713,50.050766,51.448999,48.693683,0.972886,0.001250,0.006872,0.017821,1.194462,8.673765,1.715018,0.036203
0.144212,0.151458,0.597508,48.063130,46.712550,46.818830,0.974111,0.001250,0.006829,0.017846,1.175921,8.764835,1.698370,0.037457
0.143178,0.145429,0.573723,47.946602,45.572804,46.036608,0.960164,0.001250,0.006557,0.017135,1.174854,8.882476,1.699001,0.037521
0.142907,0.147330,0.581224,50.031646,48.688096,48.168875,0.962768,0.001250,0.006716,0.017417,1.194283,8.938949,1.740877,0.036676
0.142806,0.142561,0.562409,47.817014,45.352146,45.384374,0.949126,0.001250,0.006428,0.016797,1.173670,8.957131,1.695394,0.037524
0.141591,0.126563,0.499297,47.672806,45.121694,45.457559,0.953532,0.001250,0.005707,0.014912,1.172354,9.117753,1.714998,0.038065
0.141514,0.126563,0.499297,49.986314,48.024818,47.466894,0.949598,0.001250,0.005769,0.014962,1.193859,9.119083,1.748602,0.036814
0.140085,0.133777,0.527756,49.982597,43.576273,45.394642,0.908209,0.001250,0.006098,0.015815,1.193825,9.276671,1.741420,0.036535
0.139813,0.120595,0.475752,47.522019,43.376480,44.786885,0.942445,0.001250,0.005438,0.014209,1.170981,9.349246,1.733542,0.038534
0.139092,0.108958,0.429842,47.496675,39.763644,42.954331,0.904365,0.001250,0.004913,0.012838,1.170750,9.409401,1.718525,0.038108
0.139052,0.105815,0.417445,49.950848,34.990581,43.497321,0.870802,0.001250,0.004824,0.012509,1.193528,9.350051,1.743337,0.036472
